
New Run at  02/11/2015 04:04:11
, Time,  exp3CTRRatio_1; exp3CTRRatio_2; exp3CTRRatio_3; exp3CTRRatio_4; exp3CTRRatio_5; exp3CTRRatio_6; exp3CTRRatio_7; exp3CTRRatio_8; exp3CTRRatio_9; exp3CTRRatio_10; exp3CTRRatio_11; greedyCTRRatio_1, greedyCTRRatio_2, greedyCTRRatio_3, greedyCTRRatio_4, greedyCTRRatio_5, greedyCTRRatio_6, greedyCTRRatio_7, greedyCTRRatio_8, greedyCTRRatio_9  
data,1241938500,1.00301288777;1.06001096475;1.06128836279;1.00407287188;1.05392737482;0.942427507581;1.02662920889;1.03589698222;1.01066025791;0.994664095336;0.987195293494;0.977004962209;1.48206293573;1.47024766946;1.4124282448;1.36154493909;1.29791271466;1.23535294378;1.1727553335;1.11282143114
