
New Run at  02/11/2015 01:14:14
, Time,  exp3CTRRatio_1; exp3CTRRatio_2; exp3CTRRatio_3; exp3CTRRatio_4; exp3CTRRatio_5; exp3CTRRatio_6; exp3CTRRatio_7; exp3CTRRatio_8; exp3CTRRatio_9; exp3CTRRatio_10; exp3CTRRatio_11; greedyCTRRatio_1, greedyCTRRatio_2, greedyCTRRatio_3, greedyCTRRatio_4, greedyCTRRatio_5, greedyCTRRatio_6, greedyCTRRatio_7, greedyCTRRatio_8, greedyCTRRatio_9  
data,1241765700,1.00314196195;1.37597515501;1.33294235081;1.00134331447;1.26928137345;1.18412645634;1.18525843293;1.14750486736;1.09572377612;1.05190370568;0.999517968818;1.20341855363;1.50672321551;1.43602656878;1.41191287309;1.37430980785;1.31176258277;1.249228871;1.1927327906;1.13051420995
