
New Run at  02/10/2015 22:12:09
, Time,  exp3CTRRatio_1; exp3CTRRatio_2; exp3CTRRatio_3; exp3CTRRatio_4; exp3CTRRatio_5; exp3CTRRatio_6; exp3CTRRatio_7; exp3CTRRatio_8; exp3CTRRatio_9; exp3CTRRatio_10; exp3CTRRatio_11; greedyCTRRatio_1, greedyCTRRatio_2, greedyCTRRatio_3, greedyCTRRatio_4, greedyCTRRatio_5, greedyCTRRatio_6, greedyCTRRatio_7, greedyCTRRatio_8, greedyCTRRatio_9  
data,1241592900,1.00210469682;1.06608692632;1.06551767982;1.00845054579;1.06107898026;0.976963890374;1.03260868798;1.07395660828;1.0256765695;1.0021899661;0.994534415105;0.998459120499;1.46269160561;1.4556181652;1.3906995121;1.34799485604;1.27894243457;1.2354850197;1.16171735148;1.10749516324
