
New Run at  02/11/2015 04:03:43
, Time,  exp3CTRRatio_1; exp3CTRRatio_2; exp3CTRRatio_3; exp3CTRRatio_4; exp3CTRRatio_5; exp3CTRRatio_6; exp3CTRRatio_7; exp3CTRRatio_8; exp3CTRRatio_9; exp3CTRRatio_10; exp3CTRRatio_11; greedyCTRRatio_1, greedyCTRRatio_2, greedyCTRRatio_3, greedyCTRRatio_4, greedyCTRRatio_5, greedyCTRRatio_6, greedyCTRRatio_7, greedyCTRRatio_8, greedyCTRRatio_9  
data,1241938500,1.00252596766;1.36567632723;1.3291621014;1.00178360388;1.26756220244;1.18133154351;1.18279624836;1.14361087407;1.09015355143;1.05130436708;0.997930971106;1.20581382986;1.48011388796;1.42501556974;1.39666457655;1.35764677875;1.29649804344;1.23459173147;1.18061443297;1.12080511224
