
New Run at  02/10/2015 19:26:29
, Time,  exp3CTRRatio_1; exp3CTRRatio_2; exp3CTRRatio_3; exp3CTRRatio_4; exp3CTRRatio_5; exp3CTRRatio_6; exp3CTRRatio_7; exp3CTRRatio_8; exp3CTRRatio_9; exp3CTRRatio_10; exp3CTRRatio_11; greedyCTRRatio_1, greedyCTRRatio_2, greedyCTRRatio_3, greedyCTRRatio_4, greedyCTRRatio_5, greedyCTRRatio_6, greedyCTRRatio_7, greedyCTRRatio_8, greedyCTRRatio_9  
data,1241420100,1.00525149014;1.27063358996;1.24973117975;0.998459090844;1.21885257719;1.14667411044;1.14552883092;1.11619998341;1.06924793541;1.0333677563;0.999464737031;1.17263681576;1.42652028756;1.3715938871;1.32514967153;1.29918566509;1.24443640325;1.18581938591;1.1412604074;1.10143808087
