data,1241247300,219703.0;9043.0;221002.0;10884.0;203752.0;8465.0;223125.0;11937.0;1.19650849258;1.00936569023;1.29978169586;1.06559492547,,,
data,1241248200,220697.0;9075.0;221941.0;10916.0;204698.0;8477.0;224082.0;11956.0;1.19612284321;1.00711341228;1.29756382816;1.06350779772,1642.0 22.0 109536;2298.0 99.0 109542;13852.0 701.0 109510;1185.0 18.0 109543;4760.0 208.0 109544;3533.0 180.0 109417;844.0 23.0 109546;3416.0 160.0 109547;790.0 10.0 109548;553.0 10.0 109550;138.0 5.0 109552;7880.0 382.0 109524;7809.0 422.0 109525;1174.0 31.0 109545;3135.0 93.0 109529;3220.0 110.0 109530;2213.0 70.0 109531;2162.0 47.0 109533;3802.0 178.0 109534,109536.0 18008;109542.0 18008;109510.0 18008;109543.0 18008;109544.0 18008;109417.0 18008;109546.0 18008;109547.0 18008;109548.0 18008;109550.0 18008;109552.0 18008;109524.0 18008;109525.0 18008;109545.0 18008;109529.0 18008;109530.0 18008;109531.0 18008;109533.0 18008;109534.0 18008,109536 951;109542 942;109510 954;109543 975;109544 1019;109417 902;109546 948;109547 912;109548 968;109550 914;109552 945;109524 957;109525 890;109545 957;109529 954;109530 953;109531 979;109533 974;109534 914
data,1241249100,221708.0;9101.0;222981.0;10944.0;205804.0;8504.0;225104.0;11972.0;1.19564010898;1.00661104176;1.29561433876;1.06140219368,1672.0 22.0 109536;2337.0 100.0 109542;13952.0 708.0 109510;1230.0 18.0 109543;4813.0 209.0 109544;3632.0 188.0 109417;925.0 24.0 109546;3465.0 161.0 109547;829.0 11.0 109548;587.0 10.0 109550;219.0 5.0 109552;7933.0 386.0 109524;7872.0 422.0 109525;1215.0 31.0 109545;3169.0 93.0 109529;3250.0 110.0 109530;2262.0 71.0 109531;2218.0 49.0 109533;3866.0 179.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1083;109542 1084;109510 1079;109543 1024;109544 1066;109417 1008;109546 1052;109547 1077;109548 1011;109550 1087;109552 1075;109524 1034;109525 1041;109545 1051;109529 1033;109530 1098;109531 1027;109533 980;109534 1090
data,1241249700,222743.0;9131.0;224107.0;10977.0;206845.0;8525.0;226166.0;11992.0;1.1948515852;1.00539120605;1.29345113002;1.05955089067,1698.0 22.0 109536;14110.0 715.0 109510;2387.0 100.0 109542;1259.0 18.0 109543;4867.0 212.0 109544;3802.0 193.0 109417;987.0 25.0 109546;3527.0 163.0 109547;874.0 12.0 109548;622.0 10.0 109550;267.0 5.0 109552;8008.0 388.0 109524;7902.0 423.0 109525;1257.0 31.0 109545;3201.0 94.0 109529;3271.0 110.0 109530;2339.0 75.0 109531;2280.0 53.0 109533;3914.0 181.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1045;109510 1043;109542 1069;109543 989;109544 1076;109417 1118;109546 1088;109547 1085;109548 1051;109550 1069;109552 1027;109524 1021;109525 993;109545 1018;109529 1023;109530 1029;109531 1103;109533 1086;109534 1067
data,1241250900,223781.0;9162.0;225164.0;11005.0;207909.0;8551.0;227215.0;12007.0;1.19377921878;1.004561523;1.29071523032;1.05790263529,1717.0 22.0 109536;14291.0 721.0 109510;2428.0 102.0 109542;1281.0 18.0 109543;4901.0 212.0 109544;1282.0 31.0 109545;1035.0 25.0 109546;3574.0 163.0 109547;908.0 12.0 109548;638.0 10.0 109550;294.0 5.0 109552;8092.0 391.0 109524;7926.0 423.0 109525;4004.0 206.0 109417;3237.0 94.0 109529;3300.0 112.0 109530;2410.0 76.0 109531;2352.0 54.0 109533;3959.0 181.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1095;109510 1020;109542 1027;109543 1046;109544 1019;109545 1048;109546 1090;109547 1012;109548 1054;109550 1034;109552 1038;109524 1086;109525 1119;109417 1082;109529 1052;109530 1036;109531 1039;109533 1072;109534 1031
data,1241251800,224808.0;9184.0;226190.0;11039.0;208932.0;8561.0;228231.0;12023.0;1.19463771015;1.00299651118;1.28949036322;1.05658360236,1736.0 22.0 109536;14433.0 724.0 109510;2461.0 103.0 109542;1305.0 18.0 109543;4949.0 214.0 109544;4224.0 215.0 109417;1078.0 26.0 109546;3609.0 164.0 109547;943.0 14.0 109548;652.0 11.0 109550;323.0 5.0 109552;8172.0 394.0 109524;7969.0 424.0 109525;1309.0 32.0 109545;3246.0 94.0 109529;3346.0 114.0 109530;2489.0 79.0 109531;2397.0 54.0 109533;4014.0 185.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1003;109510 1089;109542 1044;109543 1095;109544 1018;109417 991;109546 1053;109547 1047;109548 1056;109550 1020;109552 1055;109524 1060;109525 1022;109545 1121;109529 1073;109530 1078;109531 1079;109533 1045;109534 1051
data,1241252700,225924.0;9216.0;227233.0;11065.0;210014.0;8584.0;229237.0;12041.0;1.19371298655;1.00198533391;1.28764973473;1.05458460166,1756.0 22.0 109536;14539.0 724.0 109510;2490.0 104.0 109542;1322.0 18.0 109543;4994.0 215.0 109544;1330.0 32.0 109545;1105.0 26.0 109546;3633.0 165.0 109547;967.0 14.0 109548;674.0 11.0 109550;350.0 5.0 109552;8250.0 396.0 109524;8027.0 429.0 109525;4499.0 224.0 109417;3267.0 95.0 109529;3386.0 114.0 109530;2554.0 80.0 109531;2440.0 55.0 109533;4115.0 189.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1034;109510 1016;109542 1027;109543 1048;109544 1074;109545 1089;109546 1061;109547 1031;109548 1004;109550 1052;109552 1004;109524 1116;109525 1070;109417 1050;109529 1073;109530 1066;109531 1059;109533 1056;109534 1070
data,1241253600,227020.0;9234.0;228269.0;11086.0;211115.0;8604.0;230261.0;12056.0;1.19399411742;1.00197193967;1.28723281336;1.05498544781,1783.0 23.0 109536;2527.0 104.0 109542;14639.0 728.0 109510;1341.0 19.0 109543;5035.0 216.0 109544;4766.0 232.0 109417;1150.0 28.0 109546;3668.0 165.0 109547;987.0 14.0 109548;689.0 11.0 109550;366.0 5.0 109552;8321.0 396.0 109524;8092.0 431.0 109525;1346.0 32.0 109545;3298.0 96.0 109529;3413.0 114.0 109530;2602.0 80.0 109531;2487.0 55.0 109533;4224.0 190.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1076;109542 1071;109510 1070;109543 1106;109544 1054;109417 1009;109546 1092;109547 1110;109548 1034;109550 1036;109552 988;109524 1027;109525 1056;109545 1014;109529 1051;109530 1042;109531 1057;109533 1029;109534 1078
data,1241254800,228092.0;9255.0;229313.0;11112.0;212215.0;8623.0;231312.0;12070.0;1.19425532629;1.00141925676;1.28600523537;1.05417037745,1807.0 25.0 109536;2563.0 105.0 109542;14750.0 729.0 109510;1358.0 19.0 109543;5066.0 216.0 109544;1358.0 32.0 109545;1182.0 29.0 109546;3699.0 166.0 109547;1009.0 14.0 109548;703.0 11.0 109550;389.0 6.0 109552;8413.0 401.0 109524;8169.0 432.0 109525;5078.0 243.0 109417;3318.0 96.0 109529;3447.0 114.0 109530;2649.0 80.0 109531;2516.0 55.0 109533;4304.0 192.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1055;109542 1071;109510 1104;109543 1048;109544 1010;109545 1039;109546 1026;109547 1058;109548 1031;109550 1049;109552 1093;109524 1070;109525 1081;109417 1097;109529 1013;109530 1013;109531 1014;109533 1093;109534 1035
data,1241255700,229177.0;9267.0;230364.0;11138.0;213289.0;8641.0;232381.0;12087.0;1.19570616836;1.00190700746;1.28632222346;1.05394725987,1831.0 25.0 109536;14833.0 731.0 109510;2592.0 105.0 109542;1381.0 19.0 109543;5103.0 217.0 109544;1375.0 33.0 109545;1213.0 30.0 109546;3741.0 168.0 109547;1033.0 15.0 109548;718.0 11.0 109550;414.0 7.0 109552;8518.0 403.0 109524;8247.0 433.0 109525;5420.0 255.0 109417;3338.0 96.0 109529;3475.0 115.0 109530;2683.0 80.0 109531;2542.0 56.0 109533;4372.0 192.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1070;109510 1074;109542 1094;109543 1001;109544 1103;109545 1100;109546 1042;109547 1072;109548 1019;109550 1072;109552 1074;109524 1084;109525 1067;109417 1057;109529 999;109530 1034;109531 1003;109533 1032;109534 1003
data,1241256900,230261.0;9283.0;231433.0;11163.0;214331.0;8668.0;233442.0;12101.0;1.19643105082;1.00315016374;1.28580260577;1.0533795937,1857.0 25.0 109536;14919.0 734.0 109510;2645.0 107.0 109542;1406.0 20.0 109543;5133.0 217.0 109544;1397.0 33.0 109545;1236.0 30.0 109546;3780.0 168.0 109547;1048.0 15.0 109548;735.0 11.0 109550;446.0 8.0 109552;8624.0 407.0 109524;8297.0 433.0 109525;5809.0 266.0 109417;3359.0 96.0 109529;3502.0 116.0 109530;2703.0 80.0 109531;2573.0 56.0 109533;4429.0 194.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1031;109510 1041;109542 1059;109543 1103;109544 1042;109545 1028;109546 1009;109547 1052;109548 1064;109550 1080;109552 1016;109524 1050;109525 1096;109417 1072;109529 1067;109530 1067;109531 1011;109533 1070;109534 1042
data,1241257800,231302.0;9304.0;232513.0;11194.0;215373.0;8690.0;234500.0;12116.0;1.19687211602;1.00308608355;1.28447632492;1.05273338474,1871.0 25.0 109536;15005.0 738.0 109510;2689.0 110.0 109542;1420.0 20.0 109543;5160.0 217.0 109544;6198.0 278.0 109417;1270.0 31.0 109546;3809.0 169.0 109547;1073.0 16.0 109548;759.0 12.0 109550;477.0 8.0 109552;8770.0 412.0 109524;8338.0 434.0 109525;1417.0 33.0 109545;3373.0 96.0 109529;3527.0 116.0 109530;2725.0 80.0 109531;2597.0 56.0 109533;4500.0 196.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1044;109510 1045;109542 1068;109543 1085;109544 1009;109417 1069;109546 1042;109547 1049;109548 1007;109550 1149;109552 1015;109524 1037;109525 1065;109545 1066;109529 1029;109530 1105;109531 985;109533 1082;109534 1049
