data,1241749200,1555097.0;57524.0;1561069.0;73499.0;1459460.0;54260.0;1566198.0;82498.0;1.27282218603;1.00506927956;1.42398416857,2554.0 89.0 109696;1889.0 36.0 109697;2097.0 60.0 109698;3949.0 208.0 109699;3685.0 159.0 109700;1281.0 32.0 109701;1272.0 31.0 109702;20834.0 1315.0 109703;2750.0 127.0 109704;967.0 30.0 109706;267.0 5.0 109707;276.0 11.0 109708;199.0 9.0 109709;41.0 2.0 109710;27076.0 1211.0 109635;2261.0 58.0 109651;6645.0 91.0 109660;6509.0 152.0 109667;3898.0 164.0 109673;1819.0 85.0 109675;6313.0 234.0 109683;4272.0 173.0 109689;4239.0 160.0 109690,109696.0 8333;109697.0 8333;109698.0 8333;109699.0 8333;109700.0 8333;109701.0 8333;109702.0 8333;109703.0 8333;109704.0 8333;109706.0 8333;109707.0 8333;109708.0 8333;109709.0 8333;109710.0 8333;109635.0 8333;109651.0 8333;109660.0 8333;109667.0 8333;109673.0 8333;109675.0 8333;109683.0 8333;109689.0 8333;109690.0 8333,109696 378;109697 376;109698 325;109699 357;109700 354;109701 333;109702 402;109703 371;109704 370;109706 377;109707 360;109708 358;109709 377;109710 365;109635 371;109651 363;109660 349;109667 340;109673 359;109675 359;109683 346;109689 377;109690 366
data,1241749500,1555610.0;57539.0;1561575.0;73513.0;1459996.0;54277.0;1566717.0;82521.0;1.27274006382;1.00508452392;1.42400771686,2572.0 89.0 109696;1913.0 36.0 109697;2111.0 60.0 109698;3974.0 208.0 109699;3707.0 162.0 109700;1306.0 32.0 109701;1290.0 31.0 109702;20850.0 1316.0 109703;2771.0 128.0 109704;990.0 30.0 109706;288.0 6.0 109707;298.0 11.0 109708;224.0 9.0 109709;78.0 5.0 109710;27094.0 1211.0 109635;2280.0 58.0 109651;6669.0 92.0 109660;6534.0 153.0 109667;3915.0 164.0 109673;1845.0 86.0 109675;6333.0 234.0 109683;4292.0 174.0 109689;4265.0 161.0 109690,109696.0 11667;109697.0 11667;109698.0 11667;109699.0 11667;109700.0 11667;109701.0 11667;109702.0 11667;109703.0 11667;109704.0 11667;109706.0 11667;109707.0 11667;109708.0 11667;109709.0 11667;109710.0 11667;109635.0 11667;109651.0 11667;109660.0 11667;109667.0 11667;109673.0 11667;109675.0 11667;109683.0 11667;109689.0 11667;109690.0 11667,109696 462;109697 513;109698 510;109699 505;109700 505;109701 524;109702 483;109703 542;109704 496;109706 550;109707 492;109708 476;109709 509;109710 526;109635 523;109651 499;109660 507;109667 469;109673 498;109675 517;109683 510;109689 496;109690 555
data,1241749800,1556514.0;57565.0;1562409.0;73537.0;1460858.0;54311.0;1567540.0;82545.0;1.27264037952;1.00525054769;1.42385794304,2597.0 89.0 109696;1952.0 37.0 109697;2156.0 62.0 109698;4010.0 210.0 109699;3770.0 165.0 109700;1345.0 33.0 109701;1308.0 31.0 109702;20885.0 1316.0 109703;2806.0 130.0 109704;1012.0 30.0 109706;326.0 7.0 109707;336.0 12.0 109708;259.0 10.0 109709;124.0 6.0 109710;27120.0 1213.0 109635;2323.0 59.0 109651;6699.0 93.0 109660;6567.0 153.0 109667;3947.0 165.0 109673;1886.0 86.0 109675;6363.0 234.0 109683;4347.0 178.0 109689;4295.0 161.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 881;109697 880;109698 912;109699 866;109700 852;109701 870;109702 855;109703 854;109704 834;109706 893;109707 859;109708 874;109709 903;109710 848;109635 895;109651 900;109660 829;109667 857;109673 882;109675 861;109683 891;109689 818;109690 886
data,1241750100,1557373.0;57601.0;1563227.0;73567.0;1461664.0;54331.0;1568381.0;82574.0;1.27239987158;1.00499237301;1.42348982902,2616.0 89.0 109696;1980.0 37.0 109697;2198.0 65.0 109698;4054.0 212.0 109699;3844.0 167.0 109700;1370.0 33.0 109701;1328.0 31.0 109702;20907.0 1316.0 109703;2883.0 135.0 109704;1030.0 30.0 109706;348.0 7.0 109707;363.0 13.0 109708;295.0 11.0 109709;173.0 10.0 109710;27152.0 1214.0 109635;2356.0 61.0 109651;6730.0 93.0 109660;6603.0 154.0 109667;3979.0 166.0 109673;1926.0 88.0 109675;6389.0 235.0 109683;4393.0 179.0 109689;4334.0 164.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 883;109697 855;109698 864;109699 837;109700 864;109701 804;109702 844;109703 895;109704 960;109706 848;109707 828;109708 895;109709 916;109710 875;109635 902;109651 849;109660 875;109667 887;109673 858;109675 846;109683 899;109689 845;109690 871
data,1241750400,1558197.0;57638.0;1564071.0;73593.0;1462520.0;54350.0;1569246.0;82617.0;1.27201872563;1.00464168895;1.42328493215,2644.0 91.0 109696;2001.0 37.0 109697;2247.0 65.0 109698;4117.0 215.0 109699;3887.0 168.0 109700;1384.0 33.0 109701;1350.0 31.0 109702;20931.0 1316.0 109703;2963.0 138.0 109704;1050.0 30.0 109706;377.0 7.0 109707;405.0 16.0 109708;332.0 15.0 109709;250.0 14.0 109710;27183.0 1215.0 109635;2394.0 61.0 109651;6757.0 94.0 109660;6622.0 154.0 109667;4011.0 166.0 109673;1958.0 89.0 109675;6406.0 235.0 109683;4447.0 180.0 109689;4379.0 166.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 843;109697 900;109698 883;109699 897;109700 858;109701 899;109702 872;109703 894;109704 885;109706 821;109707 894;109708 848;109709 859;109710 872;109635 872;109651 884;109660 859;109667 832;109673 855;109675 881;109683 876;109689 848;109690 868
data,1241750700,1559046.0;57671.0;1564962.0;73627.0;1463412.0;54377.0;1570124.0;82647.0;1.27184666588;1.0045003192;1.42296621546,2663.0 91.0 109696;2016.0 37.0 109697;2280.0 66.0 109698;4186.0 219.0 109699;3922.0 168.0 109700;1399.0 33.0 109701;1364.0 32.0 109702;20954.0 1318.0 109703;3025.0 138.0 109704;1065.0 30.0 109706;414.0 8.0 109707;457.0 19.0 109708;426.0 24.0 109709;325.0 14.0 109710;27222.0 1216.0 109635;2419.0 61.0 109651;6783.0 94.0 109660;6645.0 155.0 109667;4060.0 170.0 109673;1986.0 91.0 109675;6428.0 235.0 109683;4512.0 184.0 109689;4435.0 167.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 829;109697 888;109698 849;109699 863;109700 886;109701 852;109702 866;109703 866;109704 914;109706 849;109707 920;109708 871;109709 916;109710 825;109635 928;109651 829;109660 859;109667 844;109673 903;109675 830;109683 845;109689 879;109690 889
data,1241751000,1559894.0;57700.0;1565797.0;73660.0;1464292.0;54412.0;1571022.0;82675.0;1.27179037041;1.00458404;1.42269305428,2682.0 92.0 109696;2036.0 39.0 109697;2318.0 67.0 109698;4247.0 221.0 109699;3963.0 170.0 109700;1413.0 33.0 109701;1386.0 33.0 109702;20975.0 1318.0 109703;3066.0 139.0 109704;1077.0 30.0 109706;436.0 9.0 109707;516.0 20.0 109708;551.0 32.0 109709;379.0 15.0 109710;27261.0 1218.0 109635;2433.0 62.0 109651;6799.0 94.0 109660;6671.0 157.0 109667;4109.0 171.0 109673;2032.0 94.0 109675;6446.0 236.0 109683;4560.0 185.0 109689;4465.0 168.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 875;109697 863;109698 882;109699 885;109700 918;109701 823;109702 903;109703 895;109704 846;109706 909;109707 882;109708 814;109709 848;109710 859;109635 809;109651 865;109660 900;109667 908;109673 886;109675 877;109683 838;109689 865;109690 850
data,1241751300,1560713.0;57730.0;1566665.0;73688.0;1465169.0;54446.0;1571886.0;82709.0;1.271575403;1.00461520708;1.42250307678,2714.0 93.0 109696;2059.0 40.0 109697;2346.0 68.0 109698;4296.0 224.0 109699;3998.0 170.0 109700;1433.0 34.0 109701;1417.0 33.0 109702;20994.0 1320.0 109703;3111.0 140.0 109704;1093.0 30.0 109706;451.0 9.0 109707;570.0 23.0 109708;675.0 36.0 109709;421.0 16.0 109710;27294.0 1219.0 109635;2469.0 64.0 109651;6813.0 94.0 109660;6700.0 157.0 109667;4154.0 172.0 109673;2096.0 98.0 109675;6467.0 236.0 109683;4607.0 185.0 109689;4511.0 170.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 862;109697 845;109698 872;109699 797;109700 869;109701 872;109702 895;109703 906;109704 909;109706 888;109707 905;109708 878;109709 869;109710 859;109635 822;109651 878;109660 877;109667 827;109673 827;109675 897;109683 854;109689 924;109690 868
data,1241751600,1561614.0;57756.0;1567577.0;73718.0;1466032.0;54469.0;1572728.0;82744.0;1.27151429611;1.00457539817;1.42252359608,2728.0 93.0 109696;2089.0 43.0 109697;2377.0 68.0 109698;4364.0 226.0 109699;4062.0 176.0 109700;1454.0 34.0 109701;1435.0 33.0 109702;21018.0 1320.0 109703;3158.0 143.0 109704;1102.0 30.0 109706;467.0 10.0 109707;621.0 24.0 109708;831.0 40.0 109709;461.0 17.0 109710;27349.0 1221.0 109635;2509.0 64.0 109651;6827.0 94.0 109660;6720.0 157.0 109667;4199.0 178.0 109673;2150.0 99.0 109675;6488.0 236.0 109683;4641.0 185.0 109689;4551.0 170.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 843;109697 888;109698 872;109699 875;109700 855;109701 840;109702 863;109703 894;109704 881;109706 901;109707 824;109708 888;109709 904;109710 848;109635 870;109651 917;109660 809;109667 848;109673 899;109675 843;109683 901;109689 844;109690 893
data,1241751900,1562494.0;57785.0;1568416.0;73743.0;1466909.0;54500.0;1573605.0;82783.0;1.271343123;1.00460785565;1.42248820747,2751.0 93.0 109696;2120.0 43.0 109697;2401.0 68.0 109698;4440.0 230.0 109699;4128.0 178.0 109700;1469.0 34.0 109701;1452.0 33.0 109702;21032.0 1322.0 109703;3204.0 145.0 109704;1112.0 30.0 109706;481.0 11.0 109707;665.0 27.0 109708;961.0 45.0 109709;489.0 18.0 109710;27407.0 1224.0 109635;2529.0 65.0 109651;6848.0 94.0 109660;6741.0 157.0 109667;4260.0 178.0 109673;2197.0 99.0 109675;6503.0 236.0 109683;4663.0 186.0 109689;4587.0 170.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 910;109697 864;109698 844;109699 927;109700 794;109701 895;109702 922;109703 863;109704 801;109706 925;109707 857;109708 838;109709 825;109710 863;109635 929;109651 902;109660 844;109667 879;109673 869;109675 832;109683 890;109689 887;109690 840
data,1241752200,1563343.0;57806.0;1569282.0;73771.0;1467774.0;54521.0;1574454.0;82816.0;1.2713526484;1.00458335337;1.42254373904,2765.0 93.0 109696;2154.0 43.0 109697;2419.0 68.0 109698;4515.0 230.0 109699;4180.0 180.0 109700;1487.0 35.0 109701;1462.0 33.0 109702;21076.0 1326.0 109703;3256.0 146.0 109704;1121.0 31.0 109706;505.0 12.0 109707;723.0 29.0 109708;1130.0 54.0 109709;515.0 18.0 109710;27456.0 1225.0 109635;2558.0 66.0 109651;6858.0 94.0 109660;6753.0 157.0 109667;4307.0 180.0 109673;2249.0 101.0 109675;6526.0 237.0 109683;4682.0 186.0 109689;4609.0 170.0 109690,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109706.0 20000;109707.0 20000;109708.0 20000;109709.0 20000;109710.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000,109696 833;109697 843;109698 841;109699 869;109700 897;109701 843;109702 897;109703 889;109704 886;109706 867;109707 883;109708 895;109709 844;109710 841;109635 860;109651 857;109660 856;109667 868;109673 886;109675 879;109683 907;109689 877;109690 882
