data,1241736600,1516735.0;56276.0;1522425.0;71801.0;1421800.0;52959.0;1527379.0;80587.0;1.27110396536;1.00389375752;1.42201658344,1682.0 64.0 109696;1260.0 27.0 109697;1213.0 30.0 109698;2105.0 121.0 109699;1457.0 63.0 109700;621.0 14.0 109701;508.0 13.0 109702;8015.0 584.0 109703;583.0 24.0 109704;502.0 21.0 109705;98.0 2.0 109706;25268.0 1134.0 109635;1475.0 42.0 109651;5870.0 82.0 109660;5844.0 143.0 109667;2903.0 134.0 109673;71.0 4.0 109675;4473.0 156.0 109683;3493.0 153.0 109689;2577.0 93.0 109690;22469.0 1839.0 109692;1556.0 37.0 109693,109696.0 1157;109697.0 1157;109698.0 1157;109699.0 1157;109700.0 1157;109701.0 1157;109702.0 1157;109703.0 1157;109704.0 1157;109705.0 1157;109706.0 1157;109635.0 1157;109651.0 1157;109660.0 1157;109667.0 1157;109673.0 1157;109675.0 1157;109683.0 1157;109689.0 1157;109690.0 1157;109692.0 1157;109693.0 1157,109696 51;109697 52;109698 57;109699 56;109700 50;109701 51;109702 62;109703 45;109704 65;109705 64;109706 48;109635 47;109651 51;109660 48;109667 46;109673 52;109675 52;109683 40;109689 51;109690 67;109692 43;109693 59
data,1241736900,1517584.0;56307.0;1523238.0;71831.0;1422651.0;52989.0;1528238.0;80626.0;1.27096765168;1.00387051878;1.42191773152,1727.0 66.0 109696;1277.0 27.0 109697;1258.0 32.0 109698;2137.0 122.0 109699;1485.0 63.0 109700;645.0 14.0 109701;553.0 15.0 109702;8097.0 594.0 109703;626.0 26.0 109704;546.0 22.0 109705;131.0 2.0 109706;25287.0 1134.0 109635;1506.0 42.0 109651;5903.0 83.0 109660;5880.0 144.0 109667;2935.0 134.0 109673;111.0 6.0 109675;4504.0 157.0 109683;3530.0 153.0 109689;2622.0 95.0 109690;22511.0 1842.0 109692;1585.0 37.0 109693,109696.0 18843;109697.0 18843;109698.0 18843;109699.0 18843;109700.0 18843;109701.0 18843;109702.0 18843;109703.0 18843;109704.0 18843;109705.0 18843;109706.0 18843;109635.0 18843;109651.0 18843;109660.0 18843;109667.0 18843;109673.0 18843;109675.0 18843;109683.0 18843;109689.0 18843;109690.0 18843;109692.0 18843;109693.0 18843,109696 880;109697 836;109698 875;109699 925;109700 834;109701 861;109702 844;109703 841;109704 870;109705 881;109706 893;109635 854;109651 868;109660 816;109667 841;109673 872;109675 797;109683 836;109689 831;109690 865;109692 867;109693 856
data,1241737200,1518482.0;56344.0;1524172.0;71862.0;1423538.0;53018.0;1529143.0;80678.0;1.27065395812;1.00372848414;1.42189980733,1774.0 67.0 109696;1309.0 27.0 109697;1299.0 32.0 109698;2176.0 124.0 109699;1519.0 63.0 109700;677.0 14.0 109701;593.0 15.0 109702;8269.0 606.0 109703;663.0 26.0 109704;584.0 23.0 109705;149.0 2.0 109706;25311.0 1135.0 109635;1554.0 45.0 109651;5938.0 84.0 109660;5909.0 144.0 109667;2956.0 134.0 109673;180.0 11.0 109675;4553.0 160.0 109683;3565.0 153.0 109689;2660.0 96.0 109690;22550.0 1843.0 109692;1602.0 37.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 968;109697 910;109698 932;109699 879;109700 891;109701 932;109702 878;109703 967;109704 920;109705 883;109706 914;109635 936;109651 929;109660 881;109667 862;109673 911;109675 937;109683 925;109689 921;109690 870;109692 875;109693 879
data,1241737500,1519360.0;56368.0;1525101.0;71899.0;1424449.0;53054.0;1530074.0;80725.0;1.27072714407;1.00392042731;1.42207886201,1817.0 69.0 109696;1331.0 28.0 109697;1336.0 33.0 109698;2215.0 126.0 109699;1533.0 63.0 109700;696.0 15.0 109701;614.0 15.0 109702;8478.0 616.0 109703;697.0 29.0 109704;615.0 24.0 109705;166.0 2.0 109706;25328.0 1135.0 109635;1586.0 45.0 109651;5973.0 85.0 109660;5933.0 144.0 109667;3002.0 136.0 109673;275.0 16.0 109675;4597.0 161.0 109683;3587.0 153.0 109689;2702.0 97.0 109690;22614.0 1848.0 109692;1624.0 38.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 903;109697 909;109698 951;109699 899;109700 867;109701 917;109702 880;109703 903;109704 962;109705 944;109706 883;109635 859;109651 873;109660 937;109667 930;109673 863;109675 920;109683 937;109689 899;109690 903;109692 936;109693 925
data,1241737800,1520285.0;56401.0;1526008.0;71934.0;1425349.0;53087.0;1531007.0;80770.0;1.27061976463;1.00393402766;1.42203770863,1850.0 69.0 109696;1350.0 28.0 109697;1355.0 33.0 109698;2264.0 128.0 109699;1546.0 63.0 109700;717.0 15.0 109701;641.0 16.0 109702;8718.0 633.0 109703;717.0 29.0 109704;645.0 25.0 109705;188.0 4.0 109706;25357.0 1135.0 109635;1617.0 45.0 109651;5993.0 85.0 109660;5953.0 144.0 109667;3035.0 137.0 109673;351.0 20.0 109675;4633.0 161.0 109683;3609.0 153.0 109689;2738.0 99.0 109690;22707.0 1853.0 109692;1642.0 38.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 932;109697 887;109698 921;109699 903;109700 831;109701 928;109702 939;109703 900;109704 932;109705 917;109706 934;109635 942;109651 880;109660 856;109667 904;109673 877;109675 914;109683 930;109689 923;109690 932;109692 922;109693 896
data,1241738100,1521152.0;56438.0;1526921.0;71987.0;1426280.0;53114.0;1531940.0;80811.0;1.27068675938;1.00370298203;1.42177123208,1878.0 69.0 109696;1370.0 29.0 109697;1373.0 34.0 109698;2301.0 128.0 109699;1566.0 63.0 109700;728.0 16.0 109701;663.0 16.0 109702;8976.0 656.0 109703;740.0 30.0 109704;662.0 25.0 109705;205.0 4.0 109706;25371.0 1135.0 109635;1648.0 46.0 109651;6012.0 85.0 109660;5966.0 144.0 109667;3083.0 142.0 109673;436.0 26.0 109675;4684.0 166.0 109683;3627.0 153.0 109689;2803.0 103.0 109690;22789.0 1857.0 109692;1658.0 39.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 918;109697 940;109698 902;109699 939;109700 911;109701 948;109702 913;109703 833;109704 957;109705 898;109706 916;109635 943;109651 838;109660 925;109667 919;109673 922;109675 919;109683 882;109689 901;109690 917;109692 900;109693 859
data,1241738400,1522098.0;56479.0;1527791.0;72028.0;1427141.0;53149.0;1532812.0;80871.0;1.2705537;1.00365356437;1.42186884481,1893.0 69.0 109696;1381.0 29.0 109697;1391.0 34.0 109698;2339.0 133.0 109699;1577.0 64.0 109700;756.0 17.0 109701;671.0 16.0 109702;9288.0 675.0 109703;758.0 30.0 109704;682.0 25.0 109705;229.0 5.0 109706;25389.0 1139.0 109635;1669.0 46.0 109651;6026.0 85.0 109660;5979.0 144.0 109667;3119.0 142.0 109673;516.0 33.0 109675;4724.0 167.0 109683;3639.0 153.0 109689;2855.0 103.0 109690;22850.0 1859.0 109692;1678.0 39.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 897;109697 919;109698 927;109699 884;109700 888;109701 929;109702 976;109703 861;109704 891;109705 907;109706 910;109635 898;109651 883;109660 932;109667 875;109673 905;109675 903;109683 889;109689 923;109690 955;109692 915;109693 933
data,1241738700,1523006.0;56508.0;1528703.0;72071.0;1428082.0;53193.0;1533695.0;80927.0;1.27065926644;1.00390592427;1.42215233029,1906.0 69.0 109696;1396.0 30.0 109697;1409.0 34.0 109698;2417.0 139.0 109699;1593.0 64.0 109700;773.0 17.0 109701;688.0 16.0 109702;9604.0 696.0 109703;770.0 30.0 109704;697.0 26.0 109705;248.0 6.0 109706;25417.0 1139.0 109635;1693.0 47.0 109651;6040.0 85.0 109660;5991.0 144.0 109667;3142.0 143.0 109673;633.0 39.0 109675;4753.0 167.0 109683;3655.0 153.0 109689;2897.0 107.0 109690;22901.0 1860.0 109692;1698.0 39.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 912;109697 923;109698 1008;109699 872;109700 907;109701 863;109702 904;109703 906;109704 963;109705 892;109706 926;109635 921;109651 910;109660 880;109667 844;109673 926;109675 909;109683 909;109689 906;109690 945;109692 899;109693 875
data,1241739000,1523936.0;56548.0;1529618.0;72123.0;1428985.0;53228.0;1534606.0;80978.0;1.27069194465;1.00383412981;1.42206560907,1914.0 70.0 109696;1407.0 30.0 109697;1416.0 35.0 109698;2499.0 141.0 109699;1607.0 64.0 109700;788.0 18.0 109701;699.0 16.0 109702;9980.0 722.0 109703;783.0 30.0 109704;711.0 26.0 109705;262.0 7.0 109706;25443.0 1141.0 109635;1715.0 47.0 109651;6055.0 86.0 109660;6000.0 144.0 109667;3176.0 144.0 109673;719.0 41.0 109675;4788.0 171.0 109683;3667.0 153.0 109689;2945.0 112.0 109690;22954.0 1865.0 109692;1708.0 39.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 908;109697 948;109698 909;109699 925;109700 870;109701 922;109702 907;109703 923;109704 905;109705 892;109706 953;109635 925;109651 932;109660 938;109667 882;109673 963;109675 851;109683 883;109689 849;109690 898;109692 900;109693 917
data,1241739300,1524869.0;56576.0;1530584.0;72172.0;1429899.0;53264.0;1535524.0;81029.0;1.27090142841;1.00398843888;1.4222769341,1930.0 70.0 109696;1420.0 31.0 109697;1434.0 38.0 109698;2550.0 143.0 109699;1619.0 65.0 109700;804.0 18.0 109701;712.0 16.0 109702;10397.0 750.0 109703;795.0 30.0 109704;724.0 27.0 109705;273.0 7.0 109706;25477.0 1143.0 109635;1728.0 47.0 109651;6073.0 86.0 109660;6007.0 144.0 109667;3200.0 145.0 109673;788.0 44.0 109675;4824.0 171.0 109683;3684.0 154.0 109689;3039.0 116.0 109690;23005.0 1867.0 109692;1719.0 39.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 871;109697 955;109698 868;109699 901;109700 947;109701 876;109702 909;109703 961;109704 910;109705 956;109706 938;109635 930;109651 921;109660 848;109667 873;109673 900;109675 916;109683 889;109689 923;109690 952;109692 905;109693 851
data,1241739600,1525802.0;56610.0;1531472.0;72208.0;1430782.0;53304.0;1536396.0;81076.0;1.27081192104;1.00413327122;1.42230969755,1947.0 73.0 109696;1438.0 31.0 109697;1449.0 38.0 109698;2607.0 147.0 109699;1634.0 65.0 109700;810.0 18.0 109701;723.0 16.0 109702;10816.0 771.0 109703;809.0 31.0 109704;741.0 28.0 109705;288.0 7.0 109706;25519.0 1145.0 109635;1739.0 47.0 109651;6083.0 86.0 109660;6014.0 144.0 109667;3217.0 145.0 109673;831.0 44.0 109675;4848.0 172.0 109683;3698.0 154.0 109689;3096.0 117.0 109690;23047.0 1869.0 109692;1736.0 39.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 919;109697 934;109698 912;109699 887;109700 931;109701 925;109702 884;109703 852;109704 930;109705 928;109706 911;109635 882;109651 965;109660 887;109667 933;109673 894;109675 888;109683 918;109689 939;109690 894;109692 866;109693 921
