data,1241736600,1516735.0;56276.0;1522425.0;71801.0;1421800.0;52959.0;1527379.0;80587.0;1.27110396536;1.00389375752;1.42201658344,1682.0 64.0 109696;1260.0 27.0 109697;1213.0 30.0 109698;2105.0 121.0 109699;1457.0 63.0 109700;621.0 14.0 109701;508.0 13.0 109702;8015.0 584.0 109703;583.0 24.0 109704;502.0 21.0 109705;98.0 2.0 109706;25268.0 1134.0 109635;1475.0 42.0 109651;5870.0 82.0 109660;5844.0 143.0 109667;2903.0 134.0 109673;71.0 4.0 109675;4473.0 156.0 109683;3493.0 153.0 109689;2577.0 93.0 109690;22469.0 1839.0 109692;1556.0 37.0 109693,109696.0 1157;109697.0 1157;109698.0 1157;109699.0 1157;109700.0 1157;109701.0 1157;109702.0 1157;109703.0 1157;109704.0 1157;109705.0 1157;109706.0 1157;109635.0 1157;109651.0 1157;109660.0 1157;109667.0 1157;109673.0 1157;109675.0 1157;109683.0 1157;109689.0 1157;109690.0 1157;109692.0 1157;109693.0 1157,109696 51;109697 52;109698 57;109699 56;109700 50;109701 51;109702 62;109703 45;109704 65;109705 64;109706 48;109635 47;109651 51;109660 48;109667 46;109673 52;109675 52;109683 40;109689 51;109690 67;109692 43;109693 59
data,1241739900,1526676.0;56649.0;1532407.0;72253.0;1431711.0;53344.0;1537358.0;81124.0;1.27068056475;1.0041182186;1.42209619602,1965.0 74.0 109696;1453.0 31.0 109697;1487.0 41.0 109698;2667.0 150.0 109699;1643.0 65.0 109700;825.0 18.0 109701;733.0 16.0 109702;11299.0 797.0 109703;823.0 32.0 109704;749.0 28.0 109705;298.0 7.0 109706;25539.0 1145.0 109635;1758.0 49.0 109651;6099.0 86.0 109660;6026.0 144.0 109667;3240.0 145.0 109673;874.0 47.0 109675;4875.0 172.0 109683;3705.0 154.0 109689;3142.0 120.0 109690;23076.0 1872.0 109692;1749.0 39.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 962;109697 881;109698 955;109699 907;109700 900;109701 858;109702 901;109703 961;109704 920;109705 958;109706 894;109635 842;109651 890;109660 908;109667 884;109673 896;109675 942;109683 917;109689 886;109690 941;109692 899;109693 898
data,1241740200,1527583.0;56677.0;1533277.0;72301.0;1432596.0;53382.0;1538292.0;81182.0;1.27093004118;1.00431296464;1.42239077571,1976.0 74.0 109696;1461.0 31.0 109697;1528.0 45.0 109698;2732.0 155.0 109699;1656.0 66.0 109700;846.0 19.0 109701;745.0 17.0 109702;11709.0 819.0 109703;837.0 34.0 109704;760.0 28.0 109705;314.0 8.0 109706;25554.0 1145.0 109635;1766.0 49.0 109651;6113.0 86.0 109660;6041.0 144.0 109667;3254.0 147.0 109673;912.0 48.0 109675;4891.0 174.0 109683;3720.0 154.0 109689;3184.0 123.0 109690;23136.0 1875.0 109692;1760.0 39.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 904;109697 894;109698 930;109699 914;109700 900;109701 929;109702 891;109703 920;109704 934;109705 874;109706 937;109635 900;109651 886;109660 938;109667 861;109673 925;109675 930;109683 919;109689 888;109690 938;109692 889;109693 899
data,1241740500,1528549.0;56709.0;1534179.0;72341.0;1433494.0;53421.0;1539173.0;81229.0;1.27097161178;1.00448512563;1.42249597598,1990.0 75.0 109696;1477.0 31.0 109697;1579.0 45.0 109698;2813.0 163.0 109699;1667.0 67.0 109700;854.0 19.0 109701;761.0 18.0 109702;12097.0 838.0 109703;853.0 34.0 109704;778.0 29.0 109705;330.0 10.0 109706;25567.0 1145.0 109635;1779.0 49.0 109651;6129.0 86.0 109660;6052.0 144.0 109667;3274.0 147.0 109673;944.0 48.0 109675;4912.0 175.0 109683;3732.0 154.0 109689;3229.0 123.0 109690;23197.0 1880.0 109692;1783.0 40.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 931;109697 910;109698 948;109699 913;109700 916;109701 932;109702 923;109703 887;109704 885;109705 923;109706 910;109635 932;109651 878;109660 878;109667 897;109673 901;109675 958;109683 970;109689 883;109690 881;109692 850;109693 894
data,1241740800,1529464.0;56745.0;1535132.0;72376.0;1434403.0;53454.0;1540105.0;81273.0;1.27075115006;1.00443233052;1.42235373983,2001.0 75.0 109696;1492.0 31.0 109697;1604.0 46.0 109698;2930.0 165.0 109699;1683.0 68.0 109700;860.0 19.0 109701;768.0 18.0 109702;12537.0 861.0 109703;869.0 34.0 109704;800.0 30.0 109705;341.0 11.0 109706;25585.0 1145.0 109635;1792.0 49.0 109651;6146.0 86.0 109660;6067.0 144.0 109667;3285.0 147.0 109673;974.0 49.0 109675;4934.0 175.0 109683;3747.0 155.0 109689;3274.0 125.0 109690;23266.0 1882.0 109692;1795.0 40.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 921;109697 912;109698 926;109699 929;109700 887;109701 824;109702 892;109703 940;109704 869;109705 940;109706 949;109635 917;109651 925;109660 873;109667 862;109673 919;109675 915;109683 947;109689 888;109690 932;109692 946;109693 887
data,1241741100,1530332.0;56769.0;1536076.0;72424.0;1435310.0;53486.0;1541071.0;81308.0;1.2709961038;1.00454367824;1.42227981356,2021.0 76.0 109696;1502.0 31.0 109697;1636.0 48.0 109698;3029.0 169.0 109699;1694.0 68.0 109700;869.0 20.0 109701;788.0 21.0 109702;12981.0 880.0 109703;878.0 34.0 109704;809.0 30.0 109705;353.0 11.0 109706;25598.0 1145.0 109635;1806.0 50.0 109651;6162.0 86.0 109660;6084.0 145.0 109667;3293.0 148.0 109673;999.0 50.0 109675;4962.0 177.0 109683;3755.0 155.0 109689;3311.0 128.0 109690;23360.0 1891.0 109692;1804.0 40.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 935;109697 889;109698 909;109699 910;109700 946;109701 900;109702 908;109703 962;109704 910;109705 855;109706 912;109635 928;109651 909;109660 875;109667 907;109673 908;109675 819;109683 929;109689 906;109690 922;109692 928;109693 933
data,1241741400,1531221.0;56805.0;1536951.0;72476.0;1436252.0;53525.0;1541960.0;81357.0;1.27111694111;1.00456337876;1.42224079113,2032.0 76.0 109696;1512.0 31.0 109697;1661.0 48.0 109698;3100.0 174.0 109699;1708.0 69.0 109700;882.0 20.0 109701;798.0 21.0 109702;13372.0 911.0 109703;896.0 35.0 109704;817.0 31.0 109705;362.0 11.0 109706;25609.0 1145.0 109635;1817.0 50.0 109651;6175.0 86.0 109660;6096.0 145.0 109667;3302.0 148.0 109673;1019.0 50.0 109675;4983.0 179.0 109683;3766.0 156.0 109689;3358.0 128.0 109690;23487.0 1901.0 109692;1817.0 40.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 912;109697 913;109698 914;109699 964;109700 909;109701 885;109702 949;109703 891;109704 898;109705 871;109706 890;109635 892;109651 926;109660 876;109667 929;109673 858;109675 932;109683 993;109689 900;109690 891;109692 903;109693 904
data,1241741700,1532089.0;56833.0;1537835.0;72523.0;1437150.0;53541.0;1542860.0;81409.0;1.27130405736;1.00431001195;1.42242479264,2043.0 76.0 109696;1519.0 32.0 109697;1679.0 48.0 109698;3162.0 176.0 109699;1719.0 69.0 109700;901.0 20.0 109701;810.0 21.0 109702;13810.0 944.0 109703;916.0 35.0 109704;827.0 33.0 109705;377.0 11.0 109706;25622.0 1145.0 109635;1827.0 50.0 109651;6183.0 86.0 109660;6105.0 146.0 109667;3320.0 148.0 109673;1038.0 50.0 109675;5007.0 181.0 109683;3780.0 156.0 109689;3385.0 129.0 109690;23593.0 1905.0 109692;1830.0 41.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 890;109697 889;109698 945;109699 863;109700 923;109701 919;109702 955;109703 929;109704 905;109705 881;109706 877;109635 905;109651 915;109660 906;109667 863;109673 927;109675 939;109683 915;109689 905;109690 910;109692 938;109693 901
data,1241742000,1533000.0;56861.0;1538764.0;72567.0;1438114.0;53566.0;1543771.0;81452.0;1.27143690612;1.00420774007;1.42248120164,2053.0 77.0 109696;1528.0 32.0 109697;1698.0 49.0 109698;3247.0 181.0 109699;1733.0 70.0 109700;914.0 20.0 109701;822.0 22.0 109702;14261.0 965.0 109703;931.0 35.0 109704;837.0 33.0 109705;391.0 12.0 109706;25641.0 1145.0 109635;1842.0 50.0 109651;6197.0 86.0 109660;6114.0 146.0 109667;3332.0 148.0 109673;1060.0 51.0 109675;5032.0 182.0 109683;3795.0 157.0 109689;3415.0 130.0 109690;23699.0 1914.0 109692;1840.0 41.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 919;109697 937;109698 951;109699 863;109700 862;109701 944;109702 899;109703 895;109704 946;109705 915;109706 894;109635 901;109651 896;109660 922;109667 898;109673 890;109675 878;109683 885;109689 941;109690 918;109692 949;109693 897
data,1241742300,1533956.0;56895.0;1539678.0;72620.0;1439046.0;53606.0;1544707.0;81499.0;1.27164281272;1.00433252197;1.4224760601,2062.0 77.0 109696;1545.0 32.0 109697;1713.0 50.0 109698;3319.0 187.0 109699;1745.0 71.0 109700;922.0 20.0 109701;836.0 22.0 109702;14733.0 998.0 109703;941.0 35.0 109704;848.0 34.0 109705;400.0 12.0 109706;25651.0 1146.0 109635;1861.0 50.0 109651;6206.0 86.0 109660;6130.0 147.0 109667;3338.0 148.0 109673;1073.0 52.0 109675;5059.0 182.0 109683;3810.0 158.0 109689;3443.0 132.0 109690;23813.0 1919.0 109692;1848.0 41.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 913;109697 880;109698 933;109699 918;109700 902;109701 924;109702 904;109703 951;109704 926;109705 900;109706 915;109635 893;109651 911;109660 950;109667 942;109673 911;109675 879;109683 870;109689 888;109690 953;109692 879;109693 858
data,1241742600,1534899.0;56930.0;1540556.0;72657.0;1440004.0;53637.0;1545601.0;81545.0;1.27156507641;1.00424435682;1.42245509876,2075.0 78.0 109696;1555.0 32.0 109697;1725.0 50.0 109698;3395.0 190.0 109699;1757.0 72.0 109700;934.0 20.0 109701;849.0 22.0 109702;15161.0 1021.0 109703;950.0 35.0 109704;858.0 34.0 109705;416.0 12.0 109706;25662.0 1146.0 109635;1876.0 51.0 109651;6214.0 86.0 109660;6147.0 147.0 109667;3360.0 148.0 109673;1087.0 52.0 109675;5080.0 183.0 109683;3821.0 159.0 109689;3481.0 134.0 109690;23911.0 1923.0 109692;1860.0 41.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 930;109697 910;109698 942;109699 854;109700 891;109701 935;109702 962;109703 894;109704 921;109705 919;109706 906;109635 856;109651 851;109660 880;109667 876;109673 953;109675 891;109683 937;109689 923;109690 958;109692 882;109693 929
