
New Run at  02/04/2015 21:47:41
, Time,  ucb1Accesses; ucb1Clicks; ucb1CTRRatio 
data,1241200800,94790.0;4214.0;1.04259102033
data,1241201100,95729.0;4268.0;1.04524582515
data,1241201400,96682.0;4317.0;1.0454002849
data,1241201700,97602.0;4357.0;1.04449568302
data,1241201700,98551.0;4409.0;1.04587902187
data,1241202000,99415.0;4455.0;1.04673666249
data,1241202300,100378.0;4506.0;1.04874141108
data,1241202600,101383.0;4560.0;1.0500076971
data,1241202900,102315.0;4601.0;1.04815211071
data,1241203200,103294.0;4659.0;1.04910182729
data,1241203500,104107.0;4709.0;1.05160314809
data,1241203800,104597.0;4730.0;1.04640109271
data,1241203800,105557.0;4793.0;1.05030939227
data,1241204100,106540.0;4877.0;1.06163213306
data,1241204400,106792.0;4889.0;1.06180719671
data,1241204700,107407.0;4925.0;1.06185618816
data,1241205000,108337.0;4987.0;1.0671425441
data,1241205300,109195.0;5054.0;1.06908300901
data,1241205600,110074.0;5114.0;1.07454425071
data,1241205900,111014.0;5192.0;1.08162115346
data,1241205900,111937.0;5243.0;1.08312889728
data,1241206200,112871.0;5309.0;1.08880534409
data,1241206500,113794.0;5376.0;1.09052068141
data,1241206800,114365.0;5409.0;1.08882186554
data,1241207100,114983.0;5432.0;1.08600891933
data,1241207400,115884.0;5452.0;1.08107060135
data,1241207700,116836.0;5495.0;1.08114499612
data,1241207700,117703.0;5541.0;1.08280271781
data,1241208000,118603.0;5593.0;1.08677098535
data,1241208300,119514.0;5658.0;1.09115200143
data,1241208600,120427.0;5712.0;1.09276022204
data,1241208900,121325.0;5766.0;1.09382993645
data,1241209200,122064.0;5804.0;1.0937752278
data,1241209500,122334.0;5807.0;1.09154694244
data,1241209500,123163.0;5829.0;1.08787702418
data,1241209800,124060.0;5864.0;1.08818305837
data,1241210100,124949.0;5899.0;1.08524547223
data,1241210400,125841.0;5930.0;1.0827896615
data,1241210700,126788.0;5952.0;1.07994870955
data,1241211000,127705.0;6007.0;1.0810770469
data,1241211300,128621.0;6047.0;1.08159416834
data,1241211600,129539.0;6088.0;1.08105123456
data,1241211600,130416.0;6113.0;1.07759728057
data,1241211900,131361.0;6164.0;1.0805369577
data,1241212200,132272.0;6205.0;1.07917448167
data,1241212500,132606.0;6214.0;1.07849092444
data,1241212800,132685.0;6219.0;1.07843011277
data,1241213100,133319.0;6248.0;1.07809989767
data,1241213400,134219.0;6294.0;1.07874608511
data,1241213700,134653.0;6322.0;1.07837895214
data,1241214000,135223.0;6342.0;1.07895214824
data,1241214300,136160.0;6386.0;1.07870145132
data,1241214600,137008.0;6430.0;1.07986682887
data,1241214900,137882.0;6473.0;1.07975660347
data,1241215200,138801.0;6515.0;1.07748827347
data,1241215500,139713.0;6571.0;1.08141373673
data,1241215800,140612.0;6617.0;1.08357797505
data,1241216100,141519.0;6672.0;1.08643728268
data,1241216400,141929.0;6687.0;1.08547959287
data,1241216700,142649.0;6692.0;1.08068446733
data,1241217000,143565.0;6709.0;1.07654214069
data,1241217300,144561.0;6744.0;1.07444955267
data,1241217600,145480.0;6782.0;1.07426306269
data,1241218200,146371.0;6823.0;1.07351507338
data,1241218500,146640.0;6838.0;1.07469962636
data,1241218800,147610.0;6899.0;1.07772109157
data,1241219100,148531.0;6955.0;1.077852957
data,1241219400,149475.0;7002.0;1.07898654346
data,1241219700,150401.0;7042.0;1.07691448471
data,1241220000,151286.0;7082.0;1.07504414503
data,1241220300,152089.0;7127.0;1.07733363344
data,1241220600,152958.0;7168.0;1.07795018892
data,1241221200,153915.0;7217.0;1.07952679397
data,1241221500,154829.0;7261.0;1.07944971851
data,1241221800,155753.0;7314.0;1.08141313825
data,1241222100,156659.0;7348.0;1.08081523712
data,1241222400,157593.0;7396.0;1.08286716794
data,1241222700,157966.0;7404.0;1.08228869118
data,1241223300,158758.0;7418.0;1.07960983206
data,1241223600,159405.0;7430.0;1.07705534516
data,1241223900,160280.0;7452.0;1.07538811116
data,1241224200,161151.0;7473.0;1.07309109468
data,1241224500,162042.0;7499.0;1.0727252187
data,1241224800,162234.0;7505.0;1.07314402445
data,1241225400,163090.0;7568.0;1.07689640875
data,1241225700,164032.0;7640.0;1.08088092964
data,1241226000,164572.0;7666.0;1.08220661774
data,1241226300,165071.0;7671.0;1.08051389048
data,1241226600,165967.0;7688.0;1.07738961926
data,1241226900,166862.0;7720.0;1.07526872271
data,1241227500,167809.0;7759.0;1.07466640371
data,1241227800,168691.0;7787.0;1.07384450112
data,1241228100,169586.0;7822.0;1.07417097794
data,1241228400,170502.0;7854.0;1.07204124542
data,1241228700,171418.0;7892.0;1.07374507143
data,1241229000,172274.0;7927.0;1.07387787884
data,1241229600,173221.0;7976.0;1.07457698894
data,1241229900,174162.0;8016.0;1.0750298972
data,1241230200,175090.0;8054.0;1.07582760614
data,1241230500,176002.0;8102.0;1.07896061853
data,1241230800,176959.0;8130.0;1.07818335979
data,1241231100,177865.0;8173.0;1.07790355328
data,1241231700,178763.0;8216.0;1.07882306086
data,1241232000,179497.0;8242.0;1.07841028527
data,1241232300,180119.0;8250.0;1.07675017766
data,1241232600,181016.0;8274.0;1.07439400527
data,1241233200,181919.0;8294.0;1.0730225033
data,1241233500,182796.0;8331.0;1.0738466708
data,1241233800,183663.0;8364.0;1.07476411642
data,1241234100,184549.0;8403.0;1.0746273621
data,1241234700,185406.0;8444.0;1.07513818043
data,1241235000,186280.0;8472.0;1.07401140863
data,1241235300,187140.0;8512.0;1.07436123956
data,1241235900,188013.0;8543.0;1.07501727729
data,1241236200,188905.0;8582.0;1.07384908406
data,1241236800,189809.0;8621.0;1.07445990159
data,1241237100,190730.0;8663.0;1.07599261332
data,1241237700,191592.0;8692.0;1.07563093769
data,1241238000,192511.0;8737.0;1.07740209713
data,1241238600,193434.0;8763.0;1.07706207564
data,1241238900,194297.0;8786.0;1.07483151416
data,1241239500,195232.0;8818.0;1.07395015118
data,1241240100,196148.0;8850.0;1.07389234032
data,1241240700,197053.0;8885.0;1.07391678953
data,1241241300,197922.0;8922.0;1.07492414057
data,1241241600,198833.0;8953.0;1.07446471299
data,1241242500,199696.0;8974.0;1.07367187954
data,1241243100,200626.0;9000.0;1.07409847774
data,1241243700,201512.0;9026.0;1.07398163433
data,1241244300,202415.0;9058.0;1.07498466448
data,1241244900,203288.0;9076.0;1.07407810854
data,1241245800,204244.0;9110.0;1.07474141625
data,1241246400,205118.0;9141.0;1.07532737415
data,1241247300,206033.0;9179.0;1.07697394387
data,1241247300,206140.0;9180.0;1.07668114989
