
New Run at  02/09/2015 17:33:42
, Time,  exp3CTRRatio_1; exp3CTRRatio_2; exp3CTRRatio_3; exp3CTRRatio_4; exp3CTRRatio_5; exp3CTRRatio_6; exp3CTRRatio_7; exp3CTRRatio_8; exp3CTRRatio_9; greedyCTRRatio_1, greedyCTRRatio_2, greedyCTRRatio_3, greedyCTRRatio_4, greedyCTRRatio_5, greedyCTRRatio_6, greedyCTRRatio_7, greedyCTRRatio_8, greedyCTRRatio_9  
data,1241247300,1.27441122803;1.27459502254;1.22576219631;1.25683094646;1.17437763531;1.085046363;1.0798898686;1.06167109894;1.00978893943;1.1072458697;1.39891656534;1.41202009481;1.33902125185;1.30946265012;1.26301003801;1.1898021191;1.15025809867;1.10569467868
