
New Run at  01/29/2015 00:25:33
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; ucb1Accesses; ucb1Clicks; greedyAccesses; greedyClicks; exp3CTRRatio; ucb1CTRRatio; greedyCTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 

New Run at  01/29/2015 00:25:45
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; ucb1Accesses; ucb1Clicks; greedyAccesses; greedyClicks; exp3CTRRatio; ucb1CTRRatio; greedyCTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241161800,987.0;38.0;1046.0;27.0;1035.0;23.0;1034.0;36.0;0.670448827614;0.577192982456;0.904306220096,65.0 4.0 109473;66.0 1.0 109506;36.0 0.0 109508;44.0 0.0 109509;42.0 1.0 109510;40.0 0.0 109511;43.0 0.0 109512;83.0 3.0 109513;54.0 2.0 109514;41.0 1.0 109515;48.0 0.0 109484;55.0 1.0 109453;67.0 1.0 109492;46.0 1.0 109505;67.0 3.0 109494;47.0 1.0 109495;53.0 3.0 109498;37.0 1.0 109501;41.0 1.0 109502;71.0 3.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109505.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109511.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1010;109506 986;109508 1024;109509 960;109510 1058;109511 1019;109512 969;109513 1024;109514 1013;109515 976;109484 1006;109453 982;109492 1019;109505 949;109494 955;109495 1003;109498 1004;109501 984;109502 1002;109503 1057
