
New Run at  02/10/2015 20:18:16
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; ucb1Accesses; ucb1Clicks; exp3CTRRatio; ucb1CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241161800,1014.0;35.0;997.0;34.0;982.0;41.0;0.987992549076;1.20960139657,,,
data,1241162700,1992.0;60.0;1946.0;72.0;1875.0;64.0;1.22836587873;1.13322666667,,,
data,1241163600,3005.0;103.0;2933.0;89.0;2837.0;92.0;0.885289259481;0.946097169511,,,
data,1241164800,3993.0;130.0;3889.0;113.0;3878.0;116.0;0.892475819372;0.918768596025,,,
data,1241165700,5018.0;163.0;4873.0;142.0;4891.0;138.0;0.897087872451;0.868609302425,,,
data,1241166900,6007.0;186.0;5944.0;167.0;5892.0;170.0;0.907365699938;0.931817518195,,,
data,1241167800,7021.0;211.0;6988.0;195.0;6915.0;192.0;0.92853490208;0.923901265536,,,
data,1241169000,7984.0;239.0;7992.0;228.0;7969.0;216.0;0.953019965572;0.905466843012,,,
data,1241169900,9018.0;273.0;8994.0;257.0;8986.0;242.0;0.943903994604;0.889603608055,,,
data,1241171100,10050.0;302.0;10054.0;288.0;9996.0;269.0;0.953262975956;0.895540335339,,,
data,1241172000,11049.0;329.0;11052.0;318.0;11026.0;297.0;0.9663029811;0.904618649371,,,
data,1241172900,12097.0;359.0;12039.0;346.0;12060.0;324.0;0.968431520492;0.905275849166,,,
data,1241173500,13062.0;392.0;13063.0;392.0;13048.0;352.0;0.999923447906;0.898922659192,,,
data,1241174400,14069.0;419.0;14085.0;431.0;14011.0;387.0;1.02747112443;0.927451138374,,,
data,1241175000,15058.0;463.0;15057.0;467.0;14955.0;423.0;1.00870629692;0.919899222506,,,
data,1241175600,16108.0;500.0;16057.0;509.0;15989.0;455.0;1.02123335617;0.916772781287,,,
data,1241176200,17094.0;526.0;17047.0;546.0;16996.0;476.0;1.04088472911;0.910160923572,,,
