
New Run at  01/26/2015 12:28:02
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; ucb1Accesses; ucb1Clicks; exp3CTRRatio; ucb1CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 

New Run at  01/26/2015 12:28:23
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; ucb1Accesses; ucb1Clicks; exp3CTRRatio; ucb1CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241161800,991.0;33.0;982.0;20.0;1026.0;29.0;0.611615133;0.848809734775,0.0 0.0 109473;0.0 0.0 109506;0.0 0.0 109508;0.0 0.0 109509;0.0 0.0 109510;0.0 0.0 109511;0.0 0.0 109512;0.0 0.0 109513;0.0 0.0 109514;0.0 0.0 109515;0.0 0.0 109484;982.0 20.0 109453;0.0 0.0 109492;0.0 0.0 109505;0.0 0.0 109494;0.0 0.0 109495;0.0 0.0 109498;0.0 0.0 109501;0.0 0.0 109502;0.0 0.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109505.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109511.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1010;109506 986;109508 1024;109509 960;109510 1058;109511 1019;109512 969;109513 1024;109514 1013;109515 976;109484 1006;109453 982;109492 1019;109505 949;109494 955;109495 1003;109498 1004;109501 984;109502 1002;109503 1057
data,1241162700,1915.0;60.0;1934.0;52.0;1993.0;70.0;0.858152361255;1.12100685733,0.0 0.0 109473;0.0 0.0 109506;0.0 0.0 109508;0.0 0.0 109509;0.0 0.0 109510;0.0 0.0 109505;0.0 0.0 109512;0.0 0.0 109513;0.0 0.0 109514;0.0 0.0 109515;0.0 0.0 109484;1934.0 52.0 109453;0.0 0.0 109519;0.0 0.0 109492;0.0 0.0 109494;0.0 0.0 109495;0.0 0.0 109511;0.0 0.0 109498;0.0 0.0 109501;0.0 0.0 109502;0.0 0.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109505.0 15120;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 11554;109492.0 20000;109494.0 20000;109495.0 20000;109511.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1017;109506 995;109508 1017;109509 1011;109510 982;109505 478;109512 1010;109513 968;109514 975;109515 1068;109484 1026;109453 952;109519 495;109492 983;109494 1060;109495 988;109511 983;109498 1012;109501 1003;109502 962;109503 1015
data,1241163600,2936.0;93.0;3006.0;84.0;2937.0;104.0;0.882192604039;1.11789881417,0.0 0.0 109473;0.0 0.0 109506;0.0 0.0 109508;0.0 0.0 109509;0.0 0.0 109510;0.0 0.0 109511;0.0 0.0 109512;0.0 0.0 109513;0.0 0.0 109514;0.0 0.0 109515;0.0 0.0 109484;3006.0 84.0 109453;0.0 0.0 109519;0.0 0.0 109492;0.0 0.0 109494;0.0 0.0 109495;0.0 0.0 109498;0.0 0.0 109501;0.0 0.0 109502;0.0 0.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1012;109506 1030;109508 1021;109509 933;109510 1020;109511 1022;109512 972;109513 1003;109514 1027;109515 972;109484 954;109453 1072;109519 995;109492 998;109494 1023;109495 964;109498 999;109501 1022;109502 975;109503 986
