
New Run at  02/10/2015 20:15:46
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; ucb1Accesses; ucb1Clicks; exp3CTRRatio; ucb1CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241161800,1006.0;43.0;1047.0;32.0;987.0;26.0;0.715044090536;0.616290850828,,,
data,1241162700,1946.0;75.0;2093.0;58.0;1875.0;64.0;0.719018952062;0.885646222222,,,
