
New Run at  02/11/2015 00:05:27
, Time, randomAccesses; randomClicks; ucb1Accesses; ucb1Clicks; ucb1CTRRatio; ucb1_1CTRRatio; ucb1AlphaCTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241334600,397931.0;14248.0;372442.0;13650.0;1.02359432186;1.11641427913;1.0961594407,,,
