data,1241558400,1001794.0;36725.0;945929.0;35551.0;1.02520308174;1.06054814495;1.04039044884,,,
data,1241558400,1001829.0;36726.0;945934.0;35551.0;1.02520556466;1.0605509683;1.04039312326,,,
data,1241558700,1002737.0;36760.0;946148.0;35557.0;1.02512676729;1.06083390791;1.0403323649,,,
data,1241558700,1003662.0;36796.0;947058.0;35605.0;1.02546604433;1.06058772667;1.040551406,,,
data,1241559000,1004504.0;36843.0;947161.0;35607.0;1.02496317332;1.06009968275;1.04021412648,,,
data,1241559300,1005353.0;36875.0;947799.0;35635.0;1.02505475886;1.05981079167;1.04040999807,,,
data,1241559600,1006235.0;36915.0;948645.0;35665.0;1.02479041074;1.05972244769;1.04022227883,,,
data,1241559900,1007111.0;36953.0;949446.0;35692.0;1.02453842858;1.05987747918;1.04002589083,,,
data,1241560200,1008000.0;36990.0;950329.0;35732.0;1.02461224986;1.05954206193;1.03993776002,,,
data,1241560500,1008868.0;37022.0;951106.0;35763.0;1.02465931334;1.05969218557;1.04000788905,,,
data,1241560500,1009702.0;37048.0;951776.0;35787.0;1.02475251391;1.05993448567;1.04033805113,,,
data,1241560800,1010591.0;37082.0;952630.0;35821.0;1.02476840787;1.0599167832;1.04036263488,,,
data,1241561100,1011504.0;37121.0;953496.0;35866.0;1.02497201059;1.0597709024;1.04014754736,,,
data,1241561400,1012362.0;37146.0;954328.0;35897.0;1.02514257277;1.05983884545;1.04049656484,,,
data,1241561700,1013255.0;37174.0;955201.0;35931.0;1.02530717541;1.06007737949;1.04078202409,,,
data,1241562000,1014090.0;37209.0;955745.0;35958.0;1.02537327778;1.05988543601;1.04069768375,,,
data,1241562300,1014908.0;37246.0;956181.0;35988.0;1.02556841935;1.0599400457;1.04048455159,,,
data,1241562600,1015827.0;37280.0;957024.0;36028.0;1.02579640629;1.05976776182;1.04085140592,,,
data,1241562900,1016717.0;37321.0;957838.0;36071.0;1.02591866941;1.05980009489;1.04050077842,,,
data,1241563200,1017652.0;37358.0;958778.0;36116.0;1.02611788383;1.05996279301;1.04076682681,,,
data,1241563200,1018514.0;37400.0;959669.0;36147.0;1.02576102563;1.05976808227;1.04054100034,,,
data,1241563500,1019347.0;37436.0;960554.0;36188.0;1.02583002739;1.05982154577;1.04053308923,,,
data,1241563800,1020226.0;37469.0;961430.0;36219.0;1.02575364875;1.05969349681;1.04065120726,,,
data,1241564100,1021081.0;37496.0;962295.0;36249.0;1.02580085209;1.05968471592;1.04083926434,,,
