
New Run at  01/22/2015 21:49:32
, Time, randomLearnAccesses; randomClicks; exp3LearnAccess; exp3Clicks; exp3CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241506500,446272.0;15993.0;448304.0;17737.0;1.10402079596,0.0 0.0 109601;14836.0 669.0 109603;34.0 0.0 109476;19667.0 1171.0 109605;2.0 0.0 109608;3.0 0.0 109610;0.0 0.0 109611;2.0 0.0 109612;31.0 0.0 109517;1.0 0.0 109614;2.0 0.0 109613;1.0 0.0 109617;2.0 0.0 109618;0.0 0.0 109619;22424.0 1119.0 109594;3.0 0.0 109615;4.0 0.0 109596;22196.0 1171.0 109598;19512.0 856.0 109599,109601.0 1076;109603.0 1076;109476.0 1076;109605.0 1076;109608.0 1076;109610.0 1076;109611.0 1076;109612.0 1076;109613.0 1076;109614.0 1076;109517.0 1076;109617.0 1076;109618.0 1076;109619.0 1076;109594.0 1076;109615.0 1076;109596.0 1076;109598.0 1076;109599.0 1076,109601 58;109603 53;109476 54;109605 49;109608 52;109610 59;109611 64;109612 72;109517 54;109614 71;109613 57;109617 67;109618 52;109619 50;109594 57;109615 45;109596 65;109598 51;109599 46
data,1241507400,447333.0;16027.0;449344.0;17775.0;1.10410242298,0.0 0.0 109601;15876.0 707.0 109603;34.0 0.0 109476;19667.0 1171.0 109605;2.0 0.0 109608;3.0 0.0 109610;0.0 0.0 109611;2.0 0.0 109612;31.0 0.0 109517;1.0 0.0 109614;3.0 0.0 109615;2.0 0.0 109613;1.0 0.0 109617;2.0 0.0 109618;0.0 0.0 109619;22424.0 1119.0 109594;4.0 0.0 109596;22196.0 1171.0 109598;19512.0 856.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1054;109603 1040;109476 994;109605 1082;109608 1030;109610 1080;109611 1038;109612 1165;109517 1112;109614 1101;109615 984;109613 992;109617 1067;109618 1020;109619 1069;109594 1064;109596 1039;109598 1091;109599 978
data,1241508000,448380.0;16046.0;450335.0;17803.0;1.1046811287,0.0 0.0 109601;16867.0 735.0 109603;34.0 0.0 109476;19667.0 1171.0 109605;2.0 0.0 109608;3.0 0.0 109610;0.0 0.0 109611;2.0 0.0 109612;2.0 0.0 109613;1.0 0.0 109614;3.0 0.0 109615;1.0 0.0 109617;2.0 0.0 109618;0.0 0.0 109619;22424.0 1119.0 109594;4.0 0.0 109596;31.0 0.0 109517;22196.0 1171.0 109598;19512.0 856.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1043;109603 991;109476 1066;109605 1037;109608 1013;109610 1032;109611 1000;109612 1048;109613 1104;109614 1085;109615 1044;109617 1053;109618 1048;109619 1078;109594 1096;109596 1134;109517 1039;109598 1049;109599 1040
data,1241508900,449412.0;16070.0;451443.0;17834.0;1.10477700656,0.0 0.0 109601;17975.0 766.0 109603;34.0 0.0 109476;19667.0 1171.0 109605;2.0 0.0 109608;31.0 0.0 109517;0.0 0.0 109611;2.0 0.0 109612;2.0 0.0 109613;1.0 0.0 109614;3.0 0.0 109615;1.0 0.0 109617;2.0 0.0 109618;0.0 0.0 109619;22424.0 1119.0 109594;4.0 0.0 109596;3.0 0.0 109610;22196.0 1171.0 109598;19512.0 856.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1009;109603 1108;109476 1057;109605 1074;109608 1012;109517 1020;109611 1051;109612 1036;109613 1068;109614 1029;109615 1037;109617 1058;109618 1048;109619 1031;109594 1107;109596 1035;109610 1070;109598 1036;109599 1114
data,1241509500,450428.0;16090.0;452502.0;17863.0;1.10510420346,0.0 0.0 109601;19034.0 795.0 109603;34.0 0.0 109476;19667.0 1171.0 109605;2.0 0.0 109608;3.0 0.0 109610;0.0 0.0 109611;2.0 0.0 109612;31.0 0.0 109517;1.0 0.0 109614;2.0 0.0 109613;1.0 0.0 109617;2.0 0.0 109618;0.0 0.0 109619;22424.0 1119.0 109594;3.0 0.0 109615;4.0 0.0 109596;22196.0 1171.0 109598;19512.0 856.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1047;109603 1059;109476 1086;109605 1096;109608 1093;109610 1063;109611 1066;109612 1089;109517 1053;109614 1020;109613 1052;109617 1083;109618 1032;109619 1057;109594 1013;109615 1009;109596 1032;109598 1031;109599 1019
data,1241510400,451519.0;16104.0;453594.0;17901.0;1.10650214381,0.0 0.0 109601;20126.0 833.0 109603;34.0 0.0 109476;19667.0 1171.0 109605;2.0 0.0 109608;3.0 0.0 109610;0.0 0.0 109611;2.0 0.0 109612;2.0 0.0 109613;1.0 0.0 109614;31.0 0.0 109517;1.0 0.0 109617;2.0 0.0 109618;0.0 0.0 109619;22424.0 1119.0 109594;3.0 0.0 109615;4.0 0.0 109596;22196.0 1171.0 109598;19512.0 856.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1055;109603 1092;109476 1034;109605 1141;109608 1037;109610 1059;109611 1067;109612 984;109613 1058;109614 1060;109517 1088;109617 1026;109618 1045;109619 1060;109594 1074;109615 1012;109596 1011;109598 1037;109599 1060
