
New Run at  01/22/2015 22:41:36
, Time, randomLearnAccesses; randomClicks; exp3LearnAccess; exp3Clicks; exp3CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241679900,947273.0;35288.0;953578.0;37245.0;1.04847932201,1.0 0.0 109680;1.0 0.0 109666;4.0 0.0 109667;3.0 0.0 109668;30512.0 1906.0 109670;4.0 0.0 109660;2.0 0.0 109674;1.0 0.0 109676;0.0 0.0 109678;15488.0 503.0 109679;1.0 0.0 109648;0.0 0.0 109681;0.0 0.0 109682;19598.0 1125.0 109635;20898.0 902.0 109652;19312.0 604.0 109656;0.0 0.0 109683;17.0 0.0 109628;6.0 0.0 109661;4.0 0.0 109663,109648.0 16282;109666.0 16282;109635.0 16282;109668.0 16282;109670.0 16282;109628.0 16282;109674.0 16282;109676.0 16282;109678.0 16282;109679.0 16282;109680.0 16282;109681.0 16282;109682.0 16282;109683.0 16282;109652.0 16282;109656.0 16282;109667.0 16282;109660.0 16282;109661.0 16282;109663.0 16282,109680 865;109666 834;109667 832;109668 781;109670 817;109660 809;109674 830;109676 845;109678 817;109679 823;109648 829;109681 769;109682 773;109635 790;109652 832;109656 726;109683 842;109628 844;109661 810;109663 814
data,1241680800,948288.0;35318.0;954557.0;37261.0;1.04808569158,1.0 0.0 109680;1.0 0.0 109666;19598.0 1125.0 109635;3.0 0.0 109668;30512.0 1906.0 109670;17.0 0.0 109628;2.0 0.0 109674;1.0 0.0 109676;0.0 0.0 109678;16467.0 519.0 109679;1.0 0.0 109648;0.0 0.0 109681;0.0 0.0 109682;4.0 0.0 109667;20898.0 902.0 109652;19312.0 604.0 109656;0.0 0.0 109683;4.0 0.0 109660;6.0 0.0 109661;4.0 0.0 109663,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 971;109666 1042;109635 1066;109668 989;109670 977;109628 1005;109674 1018;109676 956;109678 1026;109679 979;109648 1043;109681 955;109682 960;109667 979;109652 1007;109656 986;109683 1007;109660 982;109661 962;109663 1090
data,1241681400,949303.0;35336.0;955538.0;37282.0;1.04818684856,1.0 0.0 109648;1.0 0.0 109666;4.0 0.0 109667;3.0 0.0 109668;30512.0 1906.0 109670;17.0 0.0 109628;2.0 0.0 109674;1.0 0.0 109676;0.0 0.0 109678;17448.0 540.0 109679;1.0 0.0 109680;0.0 0.0 109681;0.0 0.0 109682;19598.0 1125.0 109635;20898.0 902.0 109652;19312.0 604.0 109656;0.0 0.0 109683;4.0 0.0 109660;6.0 0.0 109661;4.0 0.0 109663,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109648 1021;109666 987;109667 988;109668 963;109670 1041;109628 1041;109674 1032;109676 1004;109678 975;109679 981;109680 1018;109681 1044;109682 948;109635 968;109652 977;109656 1034;109683 1012;109660 1045;109661 927;109663 994
data,1241682000,950295.0;35361.0;956525.0;37305.0;1.04810459491,1.0 0.0 109680;1.0 0.0 109666;19598.0 1125.0 109635;3.0 0.0 109668;30512.0 1906.0 109670;4.0 0.0 109660;2.0 0.0 109674;1.0 0.0 109676;0.0 0.0 109678;18435.0 563.0 109679;1.0 0.0 109648;0.0 0.0 109681;0.0 0.0 109682;4.0 0.0 109667;20898.0 902.0 109652;19312.0 604.0 109656;0.0 0.0 109683;17.0 0.0 109628;6.0 0.0 109661;4.0 0.0 109663,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 929;109666 961;109635 1054;109668 982;109670 1027;109660 944;109674 981;109676 964;109678 989;109679 987;109648 1046;109681 1019;109682 1003;109667 1032;109652 1008;109656 1025;109683 1006;109628 1020;109661 1019;109663 1004
data,1241682900,951363.0;35388.0;957592.0;37323.0;1.04781901165,1.0 0.0 109680;1.0 0.0 109666;4.0 0.0 109667;3.0 0.0 109668;30512.0 1906.0 109670;17.0 0.0 109628;2.0 0.0 109674;1.0 0.0 109676;0.0 0.0 109678;19502.0 581.0 109679;1.0 0.0 109648;0.0 0.0 109681;0.0 0.0 109682;19598.0 1125.0 109635;20898.0 902.0 109652;19312.0 604.0 109656;0.0 0.0 109683;4.0 0.0 109660;6.0 0.0 109661;4.0 0.0 109663,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 1003;109666 983;109667 997;109668 981;109670 1014;109628 1038;109674 978;109676 940;109678 1011;109679 1067;109648 996;109681 1020;109682 964;109635 987;109652 1013;109656 1060;109683 919;109660 984;109661 1011;109663 1034
