
New Run at  01/26/2015 22:45:58
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; ucb1Accesses; ucb1Clicks; exp3CTRRatio; ucb1CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241161800,980.0;43.0;996.0;28.0;989.0;30.0;0.640702344261;0.691325510852,47.0 1.0 109473;35.0 0.0 109506;52.0 1.0 109508;61.0 4.0 109509;39.0 0.0 109510;40.0 0.0 109511;42.0 0.0 109512;59.0 2.0 109513;59.0 3.0 109514;37.0 1.0 109515;52.0 2.0 109484;59.0 2.0 109453;46.0 0.0 109492;46.0 0.0 109505;42.0 1.0 109494;57.0 3.0 109495;50.0 1.0 109498;46.0 1.0 109501;55.0 1.0 109502;72.0 5.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109505.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109511.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1010;109506 986;109508 1024;109509 960;109510 1058;109511 1019;109512 969;109513 1024;109514 1013;109515 976;109484 1006;109453 982;109492 1019;109505 949;109494 955;109495 1003;109498 1004;109501 984;109502 1002;109503 1057
data,1241162700,1975.0;71.0;1967.0;56.0;1986.0;60.0;0.791940253621;0.840389770648,81.0 1.0 109473;67.0 0.0 109506;99.0 2.0 109508;132.0 6.0 109509;76.0 2.0 109510;63.0 1.0 109505;80.0 0.0 109512;119.0 4.0 109513;102.0 4.0 109514;92.0 3.0 109515;98.0 2.0 109484;96.0 3.0 109453;15.0 1.0 109519;76.0 2.0 109492;121.0 5.0 109494;120.0 5.0 109495;65.0 0.0 109511;94.0 2.0 109498;91.0 1.0 109501;121.0 5.0 109502;159.0 7.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109505.0 15120;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 11554;109492.0 20000;109494.0 20000;109495.0 20000;109511.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1017;109506 995;109508 1017;109509 1011;109510 982;109505 478;109512 1010;109513 968;109514 975;109515 1068;109484 1026;109453 952;109519 495;109492 983;109494 1060;109495 988;109511 983;109498 1012;109501 1003;109502 962;109503 1015
data,1241163600,2977.0;99.0;2948.0;86.0;2994.0;75.0;0.877232295821;0.753274225218,120.0 2.0 109473;111.0 2.0 109506;150.0 4.0 109508;190.0 8.0 109509;117.0 3.0 109510;110.0 2.0 109511;102.0 1.0 109512;164.0 6.0 109513;171.0 10.0 109514;129.0 3.0 109515;138.0 2.0 109484;135.0 3.0 109453;46.0 1.0 109519;127.0 2.0 109492;178.0 7.0 109494;185.0 6.0 109495;146.0 4.0 109498;133.0 1.0 109501;177.0 6.0 109502;256.0 12.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1012;109506 1030;109508 1021;109509 933;109510 1020;109511 1022;109512 972;109513 1003;109514 1027;109515 972;109484 954;109453 1072;109519 995;109492 998;109494 1023;109495 964;109498 999;109501 1022;109502 975;109503 986
data,1241164800,3982.0;124.0;3883.0;120.0;4012.0;106.0;0.992415242621;0.848446595697,150.0 2.0 109473;143.0 3.0 109506;191.0 6.0 109508;248.0 11.0 109509;155.0 5.0 109510;143.0 3.0 109511;141.0 1.0 109512;205.0 7.0 109513;269.0 12.0 109514;169.0 5.0 109515;170.0 3.0 109484;161.0 5.0 109453;81.0 1.0 109519;162.0 3.0 109492;253.0 10.0 109494;223.0 8.0 109495;187.0 4.0 109498;158.0 4.0 109501;224.0 7.0 109502;387.0 19.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 998;109506 1013;109508 1011;109509 1017;109510 1005;109511 1031;109512 990;109513 1050;109514 968;109515 1023;109484 1018;109453 953;109519 996;109492 974;109494 980;109495 938;109498 1030;109501 1006;109502 1018;109503 981
data,1241165700,4949.0;150.0;4948.0;148.0;4974.0;129.0;0.986866073835;0.85567752312,179.0 4.0 109473;185.0 5.0 109506;243.0 8.0 109508;346.0 15.0 109509;203.0 5.0 109510;178.0 3.0 109511;174.0 2.0 109512;244.0 8.0 109513;345.0 15.0 109514;222.0 5.0 109515;213.0 3.0 109484;197.0 5.0 109453;125.0 2.0 109519;203.0 3.0 109492;317.0 13.0 109494;262.0 8.0 109495;230.0 5.0 109498;205.0 5.0 109501;252.0 7.0 109502;562.0 26.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1013;109506 1022;109508 1062;109509 991;109510 1046;109511 991;109512 991;109513 969;109514 976;109515 965;109484 1036;109453 1007;109519 975;109492 937;109494 981;109495 984;109498 1021;109501 1054;109502 979;109503 1000
data,1241166900,5912.0;180.0;5964.0;175.0;5931.0;156.0;0.963745435576;0.863890293936,227.0 6.0 109473;218.0 6.0 109506;286.0 11.0 109508;424.0 15.0 109509;238.0 6.0 109510;219.0 5.0 109511;203.0 2.0 109512;297.0 10.0 109513;402.0 16.0 109514;258.0 5.0 109515;247.0 4.0 109484;233.0 5.0 109453;161.0 2.0 109519;228.0 3.0 109492;448.0 20.0 109494;308.0 8.0 109495;258.0 5.0 109498;250.0 7.0 109501;287.0 7.0 109502;709.0 31.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1069;109506 979;109508 971;109509 1037;109510 1013;109511 1017;109512 983;109513 977;109514 982;109515 953;109484 980;109453 958;109519 1012;109492 979;109494 1059;109495 963;109498 982;109501 1095;109502 977;109503 1014
data,1241167800,6920.0;201.0;6944.0;197.0;6932.0;181.0;0.976712061811;0.898938659271,259.0 7.0 109473;256.0 6.0 109506;335.0 12.0 109508;469.0 15.0 109509;268.0 7.0 109510;253.0 5.0 109511;241.0 3.0 109512;332.0 10.0 109513;462.0 17.0 109514;295.0 5.0 109515;272.0 6.0 109484;265.0 5.0 109453;201.0 2.0 109519;269.0 4.0 109492;620.0 26.0 109494;334.0 9.0 109495;299.0 7.0 109498;292.0 9.0 109501;315.0 8.0 109502;844.0 33.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1004;109506 982;109508 976;109509 1019;109510 1053;109511 1108;109512 970;109513 994;109514 1038;109515 983;109484 980;109453 957;109519 997;109492 1005;109494 974;109495 1008;109498 975;109501 1020;109502 945;109503 1012
data,1241169000,7927.0;232.0;7942.0;229.0;7937.0;203.0;0.985204695247;0.873897568351,293.0 8.0 109473;297.0 6.0 109506;379.0 13.0 109508;509.0 15.0 109509;303.0 11.0 109510;278.0 5.0 109511;277.0 4.0 109512;378.0 11.0 109513;513.0 19.0 109514;327.0 7.0 109515;311.0 7.0 109484;299.0 8.0 109453;237.0 2.0 109519;307.0 4.0 109492;841.0 35.0 109494;362.0 9.0 109495;343.0 7.0 109498;331.0 9.0 109501;345.0 9.0 109502;949.0 39.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 994;109506 979;109508 987;109509 1014;109510 1003;109511 1009;109512 1052;109513 1015;109514 1023;109515 1028;109484 985;109453 953;109519 930;109492 1015;109494 971;109495 988;109498 1011;109501 985;109502 1050;109503 1008
data,1241169900,8890.0;252.0;8984.0;257.0;8974.0;225.0;1.00917062432;0.884499665701,325.0 8.0 109473;330.0 6.0 109506;438.0 17.0 109508;550.0 16.0 109509;339.0 13.0 109510;307.0 6.0 109511;311.0 4.0 109512;414.0 12.0 109513;553.0 19.0 109514;367.0 7.0 109515;354.0 7.0 109484;341.0 9.0 109453;273.0 2.0 109519;344.0 6.0 109492;1025.0 42.0 109494;393.0 10.0 109495;374.0 8.0 109498;372.0 10.0 109501;384.0 10.0 109502;1127.0 44.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 955;109506 981;109508 1031;109509 966;109510 1001;109511 971;109512 976;109513 992;109514 963;109515 989;109484 1014;109453 1008;109519 1032;109492 962;109494 1067;109495 998;109498 1001;109501 1045;109502 1011;109503 1037
data,1241171100,9911.0;286.0;9969.0;286.0;9959.0;262.0;0.994181964089;0.911668610534,351.0 8.0 109473;372.0 8.0 109506;507.0 20.0 109508;580.0 16.0 109509;375.0 13.0 109510;334.0 9.0 109511;345.0 4.0 109512;448.0 14.0 109513;587.0 19.0 109514;404.0 8.0 109515;382.0 9.0 109484;377.0 10.0 109453;316.0 3.0 109519;378.0 7.0 109492;1188.0 46.0 109494;424.0 11.0 109495;410.0 8.0 109498;396.0 11.0 109501;425.0 11.0 109502;1307.0 50.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 954;109506 987;109508 1019;109509 995;109510 1028;109511 1011;109512 992;109513 998;109514 958;109515 953;109484 1027;109453 1008;109519 977;109492 1029;109494 1032;109495 960;109498 1030;109501 1011;109502 1051;109503 980
