data,1241922300,1556378.0;56388.0;1563694.0;58978.0;1.04103819448,34414.0 838.0 109697;28.0 0.0 109723;0.0 0.0 109731;1.0 0.0 109740;2.0 0.0 109741;27.0 0.0 109745;25.0 0.0 109746;13.0 0.0 109753;10.0 0.0 109754;8.0 0.0 109755;9.0 0.0 109756;15.0 0.0 109757;11.0 0.0 109758;5.0 0.0 109760;13813.0 627.0 109761;0.0 0.0 109762;3.0 0.0 109763;0.0 0.0 109764;0.0 0.0 109766;0.0 0.0 109767;7.0 0.0 109684;6613.0 252.0 109686,109697.0 16976;109723.0 16976;109731.0 16976;109740.0 16976;109741.0 16976;109745.0 16976;109746.0 16976;109753.0 16976;109754.0 16976;109755.0 16976;109756.0 16976;109757.0 16976;109758.0 16976;109760.0 16976;109761.0 16976;109762.0 16976;109763.0 16976;109764.0 16976;109766.0 16976;109767.0 16976;109684.0 16976;109686.0 16976,109697 787;109723 791;109731 806;109740 739;109741 776;109745 761;109746 786;109753 782;109754 740;109755 775;109756 747;109757 763;109758 775;109760 812;109761 796;109762 724;109763 764;109764 801;109766 779;109767 774;109684 769;109686 729
data,1241922300,1556506.0;56390.0;1563833.0;58983.0;1.04108260258,34414.0 838.0 109697;31.0 0.0 109723;0.0 0.0 109731;2.0 0.0 109740;3.0 0.0 109741;28.0 0.0 109745;27.0 0.0 109746;14.0 0.0 109753;11.0 0.0 109754;10.0 0.0 109755;9.0 0.0 109756;18.0 0.0 109757;11.0 0.0 109758;5.0 0.0 109760;13815.0 627.0 109761;0.0 0.0 109762;3.0 0.0 109763;3.0 0.0 109764;2.0 0.0 109766;112.0 5.0 109767;11.0 0.0 109684;6614.0 252.0 109686,109697.0 3024;109723.0 3024;109731.0 3024;109740.0 3024;109741.0 3024;109745.0 3024;109746.0 3024;109753.0 3024;109754.0 3024;109755.0 3024;109756.0 3024;109757.0 3024;109758.0 3024;109760.0 3024;109761.0 3024;109762.0 3024;109763.0 3024;109764.0 3024;109766.0 3024;109767.0 3024;109684.0 3024;109686.0 3024,109697 165;109723 132;109731 135;109740 137;109741 132;109745 135;109746 137;109753 138;109754 135;109755 146;109756 130;109757 142;109758 116;109760 132;109761 117;109762 147;109763 137;109764 148;109766 134;109767 144;109684 135;109686 150
data,1241922900,1557440.0;56424.0;1564749.0;59025.0;1.04121104599,34414.0 838.0 109697;31.0 0.0 109723;0.0 0.0 109731;2.0 0.0 109740;3.0 0.0 109741;28.0 0.0 109745;27.0 0.0 109746;14.0 0.0 109753;11.0 0.0 109754;10.0 0.0 109755;9.0 0.0 109756;18.0 0.0 109757;11.0 0.0 109758;5.0 0.0 109760;13815.0 627.0 109761;0.0 0.0 109762;3.0 0.0 109763;3.0 0.0 109764;2.0 0.0 109766;1028.0 47.0 109767;11.0 0.0 109684;6614.0 252.0 109686,109697.0 20000;109723.0 20000;109731.0 20000;109740.0 20000;109741.0 20000;109745.0 20000;109746.0 20000;109753.0 20000;109754.0 20000;109755.0 20000;109756.0 20000;109757.0 20000;109758.0 20000;109760.0 20000;109761.0 20000;109762.0 20000;109763.0 20000;109764.0 20000;109766.0 20000;109767.0 20000;109684.0 20000;109686.0 20000,109697 865;109723 913;109731 906;109740 930;109741 891;109745 918;109746 940;109753 888;109754 937;109755 917;109756 893;109757 871;109758 932;109760 949;109761 905;109762 913;109763 891;109764 916;109766 882;109767 916;109684 916;109686 911
data,1241923200,1558357.0;56446.0;1565688.0;59058.0;1.04137535903,34414.0 838.0 109697;31.0 0.0 109723;0.0 0.0 109731;2.0 0.0 109740;3.0 0.0 109741;28.0 0.0 109745;27.0 0.0 109746;14.0 0.0 109753;11.0 0.0 109754;10.0 0.0 109755;9.0 0.0 109756;18.0 0.0 109757;11.0 0.0 109758;5.0 0.0 109760;13815.0 627.0 109761;0.0 0.0 109762;3.0 0.0 109763;3.0 0.0 109764;2.0 0.0 109766;1967.0 80.0 109767;11.0 0.0 109684;6614.0 252.0 109686,109697.0 20000;109723.0 20000;109731.0 20000;109740.0 20000;109741.0 20000;109745.0 20000;109746.0 20000;109753.0 20000;109754.0 20000;109755.0 20000;109756.0 20000;109757.0 20000;109758.0 20000;109760.0 20000;109761.0 20000;109762.0 20000;109763.0 20000;109764.0 20000;109766.0 20000;109767.0 20000;109684.0 20000;109686.0 20000,109697 916;109723 873;109731 929;109740 865;109741 901;109745 908;109746 910;109753 908;109754 900;109755 883;109756 919;109757 927;109758 936;109760 891;109761 900;109762 888;109763 931;109764 929;109766 916;109767 939;109684 919;109686 912
data,1241923500,1559271.0;56468.0;1566572.0;59098.0;1.04169749421,34414.0 838.0 109697;31.0 0.0 109723;0.0 0.0 109731;2.0 0.0 109740;3.0 0.0 109741;28.0 0.0 109745;27.0 0.0 109746;14.0 0.0 109753;11.0 0.0 109754;10.0 0.0 109755;9.0 0.0 109756;18.0 0.0 109757;11.0 0.0 109758;5.0 0.0 109760;13815.0 627.0 109761;0.0 0.0 109762;3.0 0.0 109763;3.0 0.0 109764;2.0 0.0 109766;2851.0 120.0 109767;11.0 0.0 109684;6614.0 252.0 109686,109697.0 20000;109723.0 20000;109731.0 20000;109740.0 20000;109741.0 20000;109745.0 20000;109746.0 20000;109753.0 20000;109754.0 20000;109755.0 20000;109756.0 20000;109757.0 20000;109758.0 20000;109760.0 20000;109761.0 20000;109762.0 20000;109763.0 20000;109764.0 20000;109766.0 20000;109767.0 20000;109684.0 20000;109686.0 20000,109697 913;109723 912;109731 904;109740 892;109741 889;109745 933;109746 913;109753 915;109754 896;109755 852;109756 885;109757 910;109758 907;109760 906;109761 927;109762 917;109763 918;109764 903;109766 966;109767 884;109684 936;109686 922
data,1241924100,1560161.0;56497.0;1567445.0;59135.0;1.04182870808,34414.0 838.0 109697;31.0 0.0 109723;0.0 0.0 109731;2.0 0.0 109740;3.0 0.0 109741;28.0 0.0 109745;27.0 0.0 109746;14.0 0.0 109753;11.0 0.0 109754;10.0 0.0 109755;9.0 0.0 109756;18.0 0.0 109757;11.0 0.0 109758;5.0 0.0 109760;13815.0 627.0 109761;0.0 0.0 109762;3.0 0.0 109763;3.0 0.0 109764;2.0 0.0 109766;3724.0 157.0 109767;11.0 0.0 109684;6614.0 252.0 109686,109697.0 20000;109723.0 20000;109731.0 20000;109740.0 20000;109741.0 20000;109745.0 20000;109746.0 20000;109753.0 20000;109754.0 20000;109755.0 20000;109756.0 20000;109757.0 20000;109758.0 20000;109760.0 20000;109761.0 20000;109762.0 20000;109763.0 20000;109764.0 20000;109766.0 20000;109767.0 20000;109684.0 20000;109686.0 20000,109697 956;109723 919;109731 864;109740 924;109741 913;109745 923;109746 942;109753 843;109754 899;109755 935;109756 902;109757 880;109758 917;109760 903;109761 900;109762 878;109763 985;109764 911;109766 897;109767 873;109684 902;109686 934
data,1241924400,1561066.0;56526.0;1568300.0;59169.0;1.04192893233,34414.0 838.0 109697;31.0 0.0 109723;0.0 0.0 109731;2.0 0.0 109740;3.0 0.0 109741;28.0 0.0 109745;27.0 0.0 109746;14.0 0.0 109753;11.0 0.0 109754;10.0 0.0 109755;9.0 0.0 109756;18.0 0.0 109757;11.0 0.0 109758;5.0 0.0 109760;13815.0 627.0 109761;0.0 0.0 109762;3.0 0.0 109763;3.0 0.0 109764;2.0 0.0 109766;4579.0 191.0 109767;11.0 0.0 109684;6614.0 252.0 109686,109697.0 20000;109723.0 20000;109731.0 20000;109740.0 20000;109741.0 20000;109745.0 20000;109746.0 20000;109753.0 20000;109754.0 20000;109755.0 20000;109756.0 20000;109757.0 20000;109758.0 20000;109760.0 20000;109761.0 20000;109762.0 20000;109763.0 20000;109764.0 20000;109766.0 20000;109767.0 20000;109684.0 20000;109686.0 20000,109697 893;109723 903;109731 868;109740 893;109741 872;109745 878;109746 945;109753 866;109754 921;109755 965;109756 970;109757 905;109758 921;109760 951;109761 913;109762 884;109763 939;109764 876;109766 890;109767 855;109684 971;109686 921
data,1241925000,1561943.0;56559.0;1569225.0;59201.0;1.04185500681,34414.0 838.0 109697;31.0 0.0 109723;0.0 0.0 109731;2.0 0.0 109740;3.0 0.0 109741;28.0 0.0 109745;27.0 0.0 109746;14.0 0.0 109753;11.0 0.0 109754;10.0 0.0 109755;9.0 0.0 109756;18.0 0.0 109757;11.0 0.0 109758;5.0 0.0 109760;13815.0 627.0 109761;0.0 0.0 109762;3.0 0.0 109763;3.0 0.0 109764;2.0 0.0 109766;5504.0 223.0 109767;11.0 0.0 109684;6614.0 252.0 109686,109697.0 20000;109723.0 20000;109731.0 20000;109740.0 20000;109741.0 20000;109745.0 20000;109746.0 20000;109753.0 20000;109754.0 20000;109755.0 20000;109756.0 20000;109757.0 20000;109758.0 20000;109760.0 20000;109761.0 20000;109762.0 20000;109763.0 20000;109764.0 20000;109766.0 20000;109767.0 20000;109684.0 20000;109686.0 20000,109697 929;109723 854;109731 938;109740 927;109741 894;109745 853;109746 913;109753 894;109754 868;109755 922;109756 893;109757 934;109758 885;109760 936;109761 948;109762 852;109763 945;109764 947;109766 914;109767 925;109684 888;109686 941
data,1241925300,1562901.0;56599.0;1570174.0;59248.0;1.04195418644,34414.0 838.0 109697;31.0 0.0 109723;0.0 0.0 109731;2.0 0.0 109740;3.0 0.0 109741;28.0 0.0 109745;27.0 0.0 109746;14.0 0.0 109753;11.0 0.0 109754;10.0 0.0 109755;9.0 0.0 109756;18.0 0.0 109757;11.0 0.0 109758;5.0 0.0 109760;13815.0 627.0 109761;0.0 0.0 109762;3.0 0.0 109763;3.0 0.0 109764;2.0 0.0 109766;6453.0 270.0 109767;11.0 0.0 109684;6614.0 252.0 109686,109697.0 20000;109723.0 20000;109731.0 20000;109740.0 20000;109741.0 20000;109745.0 20000;109746.0 20000;109753.0 20000;109754.0 20000;109755.0 20000;109756.0 20000;109757.0 20000;109758.0 20000;109760.0 20000;109761.0 20000;109762.0 20000;109763.0 20000;109764.0 20000;109766.0 20000;109767.0 20000;109684.0 20000;109686.0 20000,109697 876;109723 921;109731 887;109740 924;109741 917;109745 883;109746 870;109753 911;109754 860;109755 976;109756 900;109757 951;109758 914;109760 857;109761 931;109762 904;109763 939;109764 895;109766 937;109767 949;109684 885;109686 913
data,1241925900,1563799.0;56630.0;1571070.0;59266.0;1.04170428449,34414.0 838.0 109697;31.0 0.0 109723;0.0 0.0 109731;2.0 0.0 109740;3.0 0.0 109741;28.0 0.0 109745;27.0 0.0 109746;14.0 0.0 109753;11.0 0.0 109754;10.0 0.0 109755;9.0 0.0 109756;18.0 0.0 109757;11.0 0.0 109758;5.0 0.0 109760;13815.0 627.0 109761;0.0 0.0 109762;3.0 0.0 109763;3.0 0.0 109764;2.0 0.0 109766;7349.0 288.0 109767;11.0 0.0 109684;6614.0 252.0 109686,109697.0 20000;109723.0 20000;109731.0 20000;109740.0 20000;109741.0 20000;109745.0 20000;109746.0 20000;109753.0 20000;109754.0 20000;109755.0 20000;109756.0 20000;109757.0 20000;109758.0 20000;109760.0 20000;109761.0 20000;109762.0 20000;109763.0 20000;109764.0 20000;109766.0 20000;109767.0 20000;109684.0 20000;109686.0 20000,109697 948;109723 932;109731 912;109740 943;109741 901;109745 859;109746 936;109753 910;109754 884;109755 906;109756 906;109757 900;109758 917;109760 955;109761 912;109762 868;109763 899;109764 909;109766 885;109767 896;109684 916;109686 906
data,1241926200,1564736.0;56665.0;1571915.0;59297.0;1.04166925226,34414.0 838.0 109697;31.0 0.0 109723;0.0 0.0 109731;2.0 0.0 109740;3.0 0.0 109741;28.0 0.0 109745;27.0 0.0 109746;14.0 0.0 109753;11.0 0.0 109754;10.0 0.0 109755;9.0 0.0 109756;18.0 0.0 109757;11.0 0.0 109758;5.0 0.0 109760;13815.0 627.0 109761;0.0 0.0 109762;3.0 0.0 109763;3.0 0.0 109764;2.0 0.0 109766;8194.0 319.0 109767;11.0 0.0 109684;6614.0 252.0 109686,109697.0 20000;109723.0 20000;109731.0 20000;109740.0 20000;109741.0 20000;109745.0 20000;109746.0 20000;109753.0 20000;109754.0 20000;109755.0 20000;109756.0 20000;109757.0 20000;109758.0 20000;109760.0 20000;109761.0 20000;109762.0 20000;109763.0 20000;109764.0 20000;109766.0 20000;109767.0 20000;109684.0 20000;109686.0 20000,109697 904;109723 895;109731 953;109740 931;109741 896;109745 918;109746 875;109753 886;109754 940;109755 964;109756 837;109757 910;109758 929;109760 909;109761 915;109762 905;109763 896;109764 977;109766 895;109767 845;109684 910;109686 910
