
New Run at  01/22/2015 21:25:25
, Time, randomLearnAccesses; randomClicks; exp3LearnAccess; exp3Clicks; exp3CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241420700,190566.0;5856.0;190742.0;6327.0;1.07943340146,6.0 0.0 109536;5.0 0.0 109572;3.0 0.0 109574;4.0 0.0 109575;2.0 0.0 109576;3.0 0.0 109577;1.0 0.0 109578;1.0 0.0 109580;2.0 0.0 109517;1.0 0.0 109582;1.0 0.0 109581;0.0 0.0 109584;0.0 0.0 109585;0.0 0.0 109586;0.0 0.0 109587;0.0 0.0 109588;0.0 0.0 109589;3.0 0.0 109476;1.0 0.0 109583;70107.0 2482.0 109524,109536.0 13637;109476.0 13637;109574.0 13637;109575.0 13637;109576.0 13637;109580.0 13637;109578.0 13637;109581.0 13637;109517.0 13637;109582.0 13637;109583.0 13637;109584.0 13637;109585.0 13637;109586.0 13637;109587.0 13637;109588.0 13637;109589.0 13637;109577.0 13637;109524.0 13637;109572.0 13637,109536 677;109572 694;109574 725;109575 673;109576 728;109577 693;109578 711;109580 653;109517 661;109582 674;109581 702;109584 665;109585 698;109586 683;109587 639;109588 620;109589 686;109476 701;109583 665;109524 689
data,1241421300,191585.0;5868.0;191721.0;6352.0;1.08171338089,6.0 0.0 109536;3.0 0.0 109476;3.0 0.0 109574;4.0 0.0 109575;2.0 0.0 109576;3.0 0.0 109577;1.0 0.0 109578;1.0 0.0 109580;2.0 0.0 109517;1.0 0.0 109582;1.0 0.0 109581;0.0 0.0 109584;0.0 0.0 109585;0.0 0.0 109586;0.0 0.0 109587;71086.0 2507.0 109524;0.0 0.0 109589;5.0 0.0 109572;1.0 0.0 109583;0.0 0.0 109588,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 969;109476 1072;109574 1005;109575 1032;109576 982;109577 1005;109578 977;109580 1039;109517 1037;109582 989;109581 1042;109584 1049;109585 944;109586 964;109587 987;109524 979;109589 988;109572 977;109583 989;109588 974
data,1241422200,192555.0;5882.0;192739.0;6368.0;1.08159141996,6.0 0.0 109536;3.0 0.0 109476;3.0 0.0 109574;4.0 0.0 109575;2.0 0.0 109576;3.0 0.0 109577;1.0 0.0 109578;1.0 0.0 109580;2.0 0.0 109517;1.0 0.0 109582;1.0 0.0 109581;0.0 0.0 109584;0.0 0.0 109585;0.0 0.0 109586;0.0 0.0 109587;72104.0 2523.0 109524;0.0 0.0 109589;5.0 0.0 109572;1.0 0.0 109583;0.0 0.0 109588,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1018;109476 939;109574 980;109575 927;109576 1027;109577 944;109578 1060;109580 1010;109517 1037;109582 1000;109581 1033;109584 1005;109585 991;109586 976;109587 934;109524 1018;109589 1027;109572 1024;109583 992;109588 1058
data,1241422800,193556.0;5905.0;193711.0;6403.0;1.08346766616,6.0 0.0 109536;5.0 0.0 109572;3.0 0.0 109574;4.0 0.0 109575;2.0 0.0 109576;3.0 0.0 109577;1.0 0.0 109578;1.0 0.0 109580;2.0 0.0 109517;1.0 0.0 109582;1.0 0.0 109583;0.0 0.0 109584;0.0 0.0 109585;0.0 0.0 109586;0.0 0.0 109587;73076.0 2558.0 109524;0.0 0.0 109589;0.0 0.0 109588;3.0 0.0 109476;1.0 0.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1005;109572 997;109574 1051;109575 1025;109576 935;109577 1036;109578 1021;109580 972;109517 1007;109582 990;109583 944;109584 1032;109585 1012;109586 1006;109587 996;109524 972;109589 982;109588 1034;109476 984;109581 999
data,1241423700,194501.0;5918.0;194739.0;6427.0;1.08468152261,6.0 0.0 109536;5.0 0.0 109572;3.0 0.0 109574;4.0 0.0 109575;2.0 0.0 109576;3.0 0.0 109577;1.0 0.0 109578;1.0 0.0 109580;2.0 0.0 109517;1.0 0.0 109582;1.0 0.0 109583;0.0 0.0 109584;0.0 0.0 109585;0.0 0.0 109586;0.0 0.0 109587;0.0 0.0 109588;0.0 0.0 109589;74104.0 2582.0 109524;3.0 0.0 109476;1.0 0.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1004;109572 1026;109574 1018;109575 997;109576 967;109577 1034;109578 992;109580 979;109517 1029;109582 1026;109583 1008;109584 979;109585 1000;109586 965;109587 961;109588 1010;109589 964;109524 1028;109476 1007;109581 1006
data,1241424300,195495.0;5927.0;195760.0;6449.0;1.08659861633,6.0 0.0 109536;5.0 0.0 109572;3.0 0.0 109574;4.0 0.0 109575;2.0 0.0 109576;3.0 0.0 109577;1.0 0.0 109578;1.0 0.0 109580;1.0 0.0 109581;1.0 0.0 109582;1.0 0.0 109583;0.0 0.0 109584;0.0 0.0 109585;0.0 0.0 109586;0.0 0.0 109587;0.0 0.0 109588;0.0 0.0 109589;3.0 0.0 109476;75125.0 2604.0 109524;2.0 0.0 109517,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 977;109572 1023;109574 978;109575 983;109576 954;109577 1064;109578 933;109580 960;109581 997;109582 1036;109583 1015;109584 1010;109585 995;109586 1048;109587 978;109588 968;109589 1011;109476 975;109524 1021;109517 1074
data,1241425200,196498.0;5941.0;196757.0;6472.0;1.0879448945,6.0 0.0 109536;3.0 0.0 109476;3.0 0.0 109574;4.0 0.0 109575;2.0 0.0 109576;3.0 0.0 109577;2.0 0.0 109517;1.0 0.0 109580;1.0 0.0 109581;1.0 0.0 109582;1.0 0.0 109583;0.0 0.0 109584;0.0 0.0 109585;0.0 0.0 109586;0.0 0.0 109587;0.0 0.0 109588;0.0 0.0 109589;76122.0 2627.0 109524;1.0 0.0 109578;5.0 0.0 109572,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1010;109476 978;109574 1008;109575 1017;109576 1001;109577 970;109517 1001;109580 969;109581 985;109582 1033;109583 1008;109584 1076;109585 967;109586 1007;109587 977;109588 965;109589 1046;109524 997;109578 970;109572 1015
data,1241426100,197524.0;5962.0;197758.0;6494.0;1.0879429522,6.0 0.0 109536;5.0 0.0 109572;3.0 0.0 109574;4.0 0.0 109575;2.0 0.0 109576;3.0 0.0 109577;1.0 0.0 109578;1.0 0.0 109580;2.0 0.0 109517;1.0 0.0 109582;1.0 0.0 109581;0.0 0.0 109584;0.0 0.0 109585;0.0 0.0 109586;0.0 0.0 109587;77123.0 2649.0 109524;0.0 0.0 109589;3.0 0.0 109476;1.0 0.0 109583;0.0 0.0 109588,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1054;109572 1006;109574 964;109575 986;109576 1028;109577 1015;109578 1004;109580 1033;109517 982;109582 949;109581 991;109584 1005;109585 1006;109586 1073;109587 1003;109524 1001;109589 968;109476 1033;109583 959;109588 940
data,1241426700,198574.0;5974.0;198778.0;6521.0;1.09044320221,6.0 0.0 109536;5.0 0.0 109572;3.0 0.0 109574;4.0 0.0 109575;1.0 0.0 109581;3.0 0.0 109577;1.0 0.0 109578;1.0 0.0 109580;2.0 0.0 109517;1.0 0.0 109582;1.0 0.0 109583;0.0 0.0 109584;0.0 0.0 109585;0.0 0.0 109586;0.0 0.0 109587;78143.0 2676.0 109524;0.0 0.0 109589;2.0 0.0 109576;0.0 0.0 109588;3.0 0.0 109476,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1010;109572 967;109574 990;109575 963;109581 993;109577 1032;109578 976;109580 969;109517 997;109582 1033;109583 1012;109584 1032;109585 973;109586 1009;109587 1013;109524 1020;109589 1002;109576 982;109588 1015;109476 1012
data,1241427600,199508.0;5988.0;199787.0;6546.0;1.0916597519,6.0 0.0 109536;3.0 0.0 109476;3.0 0.0 109574;4.0 0.0 109575;2.0 0.0 109576;3.0 0.0 109577;1.0 0.0 109578;1.0 0.0 109580;2.0 0.0 109517;1.0 0.0 109582;1.0 0.0 109581;0.0 0.0 109584;0.0 0.0 109585;0.0 0.0 109586;0.0 0.0 109587;79152.0 2701.0 109524;0.0 0.0 109589;0.0 0.0 109588;1.0 0.0 109583;5.0 0.0 109572,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1022;109476 1003;109574 988;109575 1001;109576 993;109577 1019;109578 995;109580 1035;109517 1020;109582 973;109581 962;109584 995;109585 1007;109586 956;109587 983;109524 1009;109589 1020;109588 979;109583 1013;109572 1027
