
New Run at  01/26/2015 22:44:39
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; ucb1Accesses; ucb1Clicks; exp3CTRRatio; ucb1CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241161800,989.0;32.0;980.0;34.0;1028.0;32.0;1.07225765306;0.962062256809,79.0 7.0 109473;49.0 1.0 109506;41.0 0.0 109508;50.0 1.0 109509;46.0 2.0 109510;51.0 1.0 109511;52.0 1.0 109512;37.0 0.0 109513;33.0 0.0 109514;50.0 2.0 109515;63.0 4.0 109484;40.0 0.0 109453;52.0 0.0 109492;79.0 5.0 109505;45.0 2.0 109494;40.0 1.0 109495;49.0 2.0 109498;45.0 1.0 109501;42.0 1.0 109502;37.0 3.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109505.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109511.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1010;109506 986;109508 1024;109509 960;109510 1058;109511 1019;109512 969;109513 1024;109514 1013;109515 976;109484 1006;109453 982;109492 1019;109505 949;109494 955;109495 1003;109498 1004;109501 984;109502 1002;109503 1057
data,1241162700,1961.0;63.0;1941.0;68.0;2037.0;61.0;1.09048682155;0.932128636105,176.0 14.0 109473;109.0 4.0 109506;91.0 3.0 109508;87.0 1.0 109509;93.0 3.0 109510;122.0 7.0 109505;86.0 1.0 109512;72.0 1.0 109513;75.0 1.0 109514;100.0 2.0 109515;164.0 10.0 109484;79.0 1.0 109453;14.0 0.0 109519;84.0 0.0 109492;106.0 4.0 109494;76.0 1.0 109495;109.0 5.0 109511;79.0 3.0 109498;79.0 1.0 109501;67.0 3.0 109502;73.0 3.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109505.0 15120;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 11554;109492.0 20000;109494.0 20000;109495.0 20000;109511.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1017;109506 995;109508 1017;109509 1011;109510 982;109505 478;109512 1010;109513 968;109514 975;109515 1068;109484 1026;109453 952;109519 495;109492 983;109494 1060;109495 988;109511 983;109498 1012;109501 1003;109502 962;109503 1015
data,1241163600,2970.0;98.0;2917.0;103.0;3069.0;85.0;1.070116768;0.839368005267,307.0 17.0 109473;215.0 11.0 109506;136.0 3.0 109508;104.0 1.0 109509;132.0 5.0 109510;204.0 9.0 109511;125.0 4.0 109512;98.0 1.0 109513;116.0 4.0 109514;134.0 2.0 109515;259.0 15.0 109484;122.0 3.0 109453;37.0 0.0 109519;109.0 0.0 109492;147.0 6.0 109494;107.0 1.0 109495;111.0 3.0 109498;112.0 2.0 109501;105.0 3.0 109502;115.0 6.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1012;109506 1030;109508 1021;109509 933;109510 1020;109511 1022;109512 972;109513 1003;109514 1027;109515 972;109484 954;109453 1072;109519 995;109492 998;109494 1023;109495 964;109498 999;109501 1022;109502 975;109503 986
data,1241164800,3922.0;123.0;3921.0;130.0;4098.0;110.0;1.05718012039;0.855900359882,467.0 24.0 109473;361.0 16.0 109506;159.0 3.0 109508;123.0 2.0 109509;174.0 5.0 109510;268.0 9.0 109511;181.0 4.0 109512;120.0 2.0 109513;166.0 6.0 109514;175.0 4.0 109515;356.0 17.0 109484;149.0 3.0 109453;56.0 0.0 109519;130.0 1.0 109492;188.0 7.0 109494;127.0 1.0 109495;143.0 4.0 109498;147.0 4.0 109501;143.0 3.0 109502;166.0 8.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 998;109506 1013;109508 1011;109509 1017;109510 1005;109511 1031;109512 990;109513 1050;109514 968;109515 1023;109484 1018;109453 953;109519 996;109492 974;109494 980;109495 938;109498 1030;109501 1006;109502 1018;109503 981
data,1241165700,4867.0;156.0;4910.0;153.0;5061.0;143.0;0.9721800094;0.881528683396,614.0 26.0 109473;499.0 20.0 109506;201.0 5.0 109508;167.0 4.0 109509;209.0 6.0 109510;316.0 9.0 109511;205.0 4.0 109512;142.0 2.0 109513;212.0 6.0 109514;207.0 5.0 109515;459.0 21.0 109484;180.0 4.0 109453;71.0 0.0 109519;149.0 1.0 109492;231.0 8.0 109494;148.0 1.0 109495;176.0 4.0 109498;187.0 4.0 109501;172.0 4.0 109502;243.0 12.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1013;109506 1022;109508 1062;109509 991;109510 1046;109511 991;109512 991;109513 969;109514 976;109515 965;109484 1036;109453 1007;109519 975;109492 937;109494 981;109495 984;109498 1021;109501 1054;109502 979;109503 1000
data,1241166900,5912.0;181.0;5934.0;182.0;6060.0;168.0;1.00179693014;0.905508451398,780.0 30.0 109473;605.0 22.0 109506;230.0 5.0 109508;200.0 5.0 109509;258.0 9.0 109510;356.0 9.0 109511;226.0 4.0 109512;164.0 2.0 109513;276.0 11.0 109514;258.0 6.0 109515;578.0 26.0 109484;208.0 5.0 109453;93.0 0.0 109519;173.0 1.0 109492;284.0 11.0 109494;163.0 1.0 109495;207.0 5.0 109498;241.0 5.0 109501;197.0 4.0 109502;315.0 14.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1069;109506 979;109508 971;109509 1037;109510 1013;109511 1017;109512 983;109513 977;109514 982;109515 953;109484 980;109453 958;109519 1012;109492 979;109494 1059;109495 963;109498 982;109501 1095;109502 977;109503 1014
data,1241167800,6920.0;215.0;6935.0;210.0;7009.0;188.0;0.974631545413;0.863315272391,911.0 34.0 109473;718.0 23.0 109506;248.0 5.0 109508;241.0 5.0 109509;310.0 10.0 109510;388.0 9.0 109511;245.0 5.0 109512;181.0 4.0 109513;355.0 12.0 109514;298.0 7.0 109515;703.0 34.0 109484;236.0 5.0 109453;106.0 0.0 109519;193.0 2.0 109492;360.0 13.0 109494;180.0 1.0 109495;235.0 5.0 109498;269.0 5.0 109501;225.0 4.0 109502;411.0 20.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1004;109506 982;109508 976;109509 1019;109510 1053;109511 1108;109512 970;109513 994;109514 1038;109515 983;109484 980;109453 957;109519 997;109492 1005;109494 974;109495 1008;109498 975;109501 1020;109502 945;109503 1012
data,1241169000,7895.0;230.0;7932.0;232.0;7993.0;220.0;1.00399044048;0.94479408613,1042.0 39.0 109473;784.0 23.0 109506;272.0 6.0 109508;262.0 5.0 109509;357.0 11.0 109510;410.0 9.0 109511;266.0 5.0 109512;205.0 4.0 109513;418.0 12.0 109514;339.0 8.0 109515;903.0 41.0 109484;270.0 6.0 109453;122.0 1.0 109519;209.0 2.0 109492;427.0 13.0 109494;200.0 1.0 109495;266.0 5.0 109498;302.0 7.0 109501;245.0 5.0 109502;511.0 22.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 994;109506 979;109508 987;109509 1014;109510 1003;109511 1009;109512 1052;109513 1015;109514 1023;109515 1028;109484 985;109453 953;109519 930;109492 1015;109494 971;109495 988;109498 1011;109501 985;109502 1050;109503 1008
data,1241169900,8911.0;254.0;8955.0;266.0;9028.0;252.0;1.04209850653;0.979268347992,1188.0 44.0 109473;844.0 24.0 109506;299.0 6.0 109508;303.0 7.0 109509;407.0 13.0 109510;431.0 9.0 109511;288.0 6.0 109512;238.0 5.0 109513;473.0 17.0 109514;356.0 8.0 109515;1058.0 43.0 109484;309.0 7.0 109453;134.0 1.0 109519;227.0 2.0 109492;496.0 16.0 109494;220.0 1.0 109495;297.0 6.0 109498;399.0 13.0 109501;267.0 6.0 109502;599.0 25.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 955;109506 981;109508 1031;109509 966;109510 1001;109511 971;109512 976;109513 992;109514 963;109515 989;109484 1014;109453 1008;109519 1032;109492 962;109494 1067;109495 998;109498 1001;109501 1045;109502 1011;109503 1037
data,1241171100,9955.0;268.0;9957.0;298.0;10016.0;290.0;1.11171695005;1.07549935029,1328.0 48.0 109473;896.0 26.0 109506;320.0 6.0 109508;334.0 9.0 109509;468.0 14.0 109510;446.0 9.0 109511;304.0 6.0 109512;254.0 5.0 109513;623.0 25.0 109514;381.0 9.0 109515;1198.0 49.0 109484;339.0 7.0 109453;148.0 1.0 109519;246.0 3.0 109492;551.0 17.0 109494;233.0 1.0 109495;321.0 7.0 109498;469.0 15.0 109501;291.0 6.0 109502;685.0 28.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 954;109506 987;109508 1019;109509 995;109510 1028;109511 1011;109512 992;109513 998;109514 958;109515 953;109484 1027;109453 1008;109519 977;109492 1029;109494 1032;109495 960;109498 1030;109501 1011;109502 1051;109503 980
