data,1241247300,219408.0;9101.0;221216.0;11285.0;214172.0;8921.0;1.22983931565;1.00418606728,,,
data,1241248200,220373.0;9124.0;222191.0;11314.0;215104.0;8939.0;1.22988022353;1.0037222653,1738.0 34.0 109536;2130.0 77.0 109542;9855.0 485.0 109510;1243.0 14.0 109543;1989.0 70.0 109544;4377.0 203.0 109417;894.0 19.0 109546;1435.0 59.0 109547;763.0 13.0 109548;584.0 13.0 109550;110.0 3.0 109552;6336.0 313.0 109524;6694.0 350.0 109525;923.0 23.0 109545;2642.0 72.0 109529;3754.0 144.0 109530;2349.0 69.0 109531;1932.0 31.0 109533;4730.0 236.0 109534,109536.0 18008;109542.0 18008;109510.0 18008;109543.0 18008;109544.0 18008;109417.0 18008;109546.0 18008;109547.0 18008;109548.0 18008;109550.0 18008;109552.0 18008;109524.0 18008;109525.0 18008;109545.0 18008;109529.0 18008;109530.0 18008;109531.0 18008;109533.0 18008;109534.0 18008,109536 951;109542 942;109510 954;109543 975;109544 1019;109417 902;109546 948;109547 912;109548 968;109550 914;109552 945;109524 957;109525 890;109545 957;109529 954;109530 953;109531 979;109533 974;109534 914
data,1241249100,221420.0;9158.0;223262.0;11342.0;216135.0;8961.0;1.2282620664;1.00241506322,1783.0 34.0 109536;2192.0 79.0 109542;9904.0 486.0 109510;1288.0 15.0 109543;2018.0 71.0 109544;4511.0 209.0 109417;956.0 21.0 109546;1493.0 59.0 109547;790.0 13.0 109548;622.0 14.0 109550;160.0 4.0 109552;6384.0 314.0 109524;6732.0 350.0 109525;972.0 25.0 109545;2736.0 79.0 109529;3806.0 146.0 109530;2408.0 69.0 109531;1977.0 31.0 109533;4817.0 237.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1083;109542 1084;109510 1079;109543 1024;109544 1066;109417 1008;109546 1052;109547 1077;109548 1011;109550 1087;109552 1075;109524 1034;109525 1041;109545 1051;109529 1033;109530 1098;109531 1027;109533 980;109534 1090
data,1241249700,222531.0;9183.0;224356.0;11364.0;217146.0;8984.0;1.22743773839;1.00259109929,1833.0 34.0 109536;9959.0 487.0 109510;2275.0 82.0 109542;1325.0 15.0 109543;2073.0 73.0 109544;4636.0 211.0 109417;1005.0 21.0 109546;1534.0 60.0 109547;818.0 13.0 109548;665.0 14.0 109550;212.0 5.0 109552;6433.0 317.0 109524;6766.0 350.0 109525;1028.0 25.0 109545;2839.0 80.0 109529;3895.0 150.0 109530;2464.0 71.0 109531;2012.0 31.0 109533;4871.0 239.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1045;109510 1043;109542 1069;109543 989;109544 1076;109417 1118;109546 1088;109547 1085;109548 1051;109550 1069;109552 1027;109524 1021;109525 993;109545 1018;109529 1023;109530 1029;109531 1103;109533 1086;109534 1067
data,1241250900,223630.0;9205.0;225468.0;11390.0;218206.0;9008.0;1.22728402875;1.00292385256,1856.0 35.0 109536;10016.0 489.0 109510;2355.0 84.0 109542;1371.0 15.0 109543;2126.0 76.0 109544;1070.0 25.0 109545;1062.0 23.0 109546;1576.0 61.0 109547;839.0 13.0 109548;694.0 14.0 109550;259.0 5.0 109552;6554.0 322.0 109524;6798.0 351.0 109525;4748.0 213.0 109417;2928.0 81.0 109529;3972.0 151.0 109530;2532.0 72.0 109531;2036.0 31.0 109533;4963.0 243.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1095;109510 1020;109542 1027;109543 1046;109544 1019;109545 1048;109546 1090;109547 1012;109548 1054;109550 1034;109552 1038;109524 1086;109525 1119;109417 1082;109529 1052;109530 1036;109531 1039;109533 1072;109534 1031
data,1241251800,224633.0;9227.0;226510.0;11416.0;219259.0;9031.0;1.22698602599;1.00274718122,1886.0 35.0 109536;10082.0 490.0 109510;2439.0 86.0 109542;1391.0 15.0 109543;2187.0 76.0 109544;4843.0 218.0 109417;1109.0 24.0 109546;1628.0 65.0 109547;876.0 14.0 109548;726.0 15.0 109550;295.0 6.0 109552;6670.0 324.0 109524;6822.0 351.0 109525;1100.0 26.0 109545;3022.0 85.0 109529;4043.0 152.0 109530;2578.0 72.0 109531;2056.0 32.0 109533;5044.0 244.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1003;109510 1089;109542 1044;109543 1095;109544 1018;109417 991;109546 1053;109547 1047;109548 1056;109550 1020;109552 1055;109524 1060;109525 1022;109545 1121;109529 1073;109530 1078;109531 1079;109533 1045;109534 1051
data,1241252700,225663.0;9250.0;227596.0;11442.0;220300.0;9057.0;1.22646721384;1.00297127553,1922.0 37.0 109536;10132.0 491.0 109510;2522.0 89.0 109542;1420.0 15.0 109543;2253.0 78.0 109544;1135.0 26.0 109545;1178.0 25.0 109546;1694.0 65.0 109547;897.0 15.0 109548;755.0 15.0 109550;328.0 6.0 109552;6814.0 331.0 109524;6848.0 351.0 109525;4970.0 222.0 109417;3104.0 85.0 109529;4100.0 153.0 109530;2608.0 73.0 109531;2079.0 32.0 109533;5124.0 247.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1034;109510 1016;109542 1027;109543 1048;109544 1074;109545 1089;109546 1061;109547 1031;109548 1004;109550 1052;109552 1004;109524 1116;109525 1070;109417 1050;109529 1073;109530 1066;109531 1059;109533 1056;109534 1070
data,1241253600,226753.0;9269.0;228672.0;11463.0;221366.0;9089.0;1.22632466039;1.00444311279,1973.0 40.0 109536;2605.0 89.0 109542;10224.0 495.0 109510;1435.0 15.0 109543;2304.0 79.0 109544;5099.0 223.0 109417;1219.0 25.0 109546;1758.0 67.0 109547;933.0 15.0 109548;777.0 15.0 109550;363.0 6.0 109552;6944.0 332.0 109524;6874.0 353.0 109525;1166.0 27.0 109545;3180.0 86.0 109529;4148.0 155.0 109530;2653.0 73.0 109531;2098.0 32.0 109533;5206.0 250.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1076;109542 1071;109510 1070;109543 1106;109544 1054;109417 1009;109546 1092;109547 1110;109548 1034;109550 1036;109552 988;109524 1027;109525 1056;109545 1014;109529 1051;109530 1042;109531 1057;109533 1029;109534 1078
data,1241254800,227802.0;9291.0;229814.0;11486.0;222406.0;9109.0;1.22542688064;1.00419782256,2054.0 42.0 109536;2662.0 89.0 109542;10321.0 499.0 109510;1452.0 15.0 109543;2373.0 82.0 109544;1197.0 27.0 109545;1257.0 25.0 109546;1824.0 67.0 109547;967.0 16.0 109548;803.0 15.0 109550;391.0 7.0 109552;7077.0 334.0 109524;6905.0 353.0 109525;5224.0 226.0 109417;3251.0 86.0 109529;4203.0 157.0 109530;2697.0 74.0 109531;2121.0 32.0 109533;5322.0 254.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1055;109542 1071;109510 1104;109543 1048;109544 1010;109545 1039;109546 1026;109547 1058;109548 1031;109550 1049;109552 1093;109524 1070;109525 1081;109417 1097;109529 1013;109530 1013;109531 1014;109533 1093;109534 1035
data,1241255700,228890.0;9310.0;230850.0;11511.0;223499.0;9133.0;1.22591487072;1.00465051569,2118.0 42.0 109536;10455.0 504.0 109510;2703.0 91.0 109542;1475.0 15.0 109543;2458.0 86.0 109544;1225.0 28.0 109545;1302.0 26.0 109546;1857.0 67.0 109547;989.0 16.0 109548;834.0 17.0 109550;411.0 7.0 109552;7181.0 338.0 109524;6932.0 354.0 109525;5333.0 228.0 109417;3309.0 88.0 109529;4273.0 158.0 109530;2727.0 74.0 109531;2138.0 32.0 109533;5417.0 254.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1070;109510 1074;109542 1094;109543 1001;109544 1103;109545 1100;109546 1042;109547 1072;109548 1019;109550 1072;109552 1074;109524 1084;109525 1067;109417 1057;109529 999;109530 1034;109531 1003;109533 1032;109534 1003
data,1241256900,229864.0;9326.0;231947.0;11542.0;224560.0;9158.0;1.22650086539;1.00517988293,2167.0 43.0 109536;10601.0 510.0 109510;2751.0 92.0 109542;1493.0 15.0 109543;2554.0 86.0 109544;1257.0 29.0 109545;1328.0 26.0 109546;1933.0 74.0 109547;1018.0 16.0 109548;864.0 17.0 109550;423.0 9.0 109552;7317.0 345.0 109524;6963.0 355.0 109525;5440.0 230.0 109417;3377.0 89.0 109529;4323.0 158.0 109530;2763.0 74.0 109531;2152.0 32.0 109533;5510.0 256.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1031;109510 1041;109542 1059;109543 1103;109544 1042;109545 1028;109546 1009;109547 1052;109548 1064;109550 1080;109552 1016;109524 1050;109525 1096;109417 1072;109529 1067;109530 1067;109531 1011;109533 1070;109534 1042
data,1241257800,230937.0;9346.0;233025.0;11561.0;225595.0;9177.0;1.22591575831;1.00516881181,2217.0 43.0 109536;10736.0 513.0 109510;2791.0 92.0 109542;1506.0 16.0 109543;2626.0 88.0 109544;5545.0 232.0 109417;1348.0 26.0 109546;2061.0 79.0 109547;1043.0 17.0 109548;895.0 17.0 109550;455.0 9.0 109552;7479.0 346.0 109524;6988.0 355.0 109525;1294.0 29.0 109545;3423.0 89.0 109529;4369.0 158.0 109530;2786.0 76.0 109531;2160.0 32.0 109533;5590.0 258.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1044;109510 1045;109542 1068;109543 1085;109544 1009;109417 1069;109546 1042;109547 1049;109548 1007;109550 1149;109552 1015;109524 1037;109525 1065;109545 1066;109529 1029;109530 1105;109531 985;109533 1082;109534 1049
