
New Run at  02/10/2015 03:20:56
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; ucb1Accesses; ucb1Clicks; greedyAccesses; greedyClicks; exp3CTRRatio; ucb1CTRRatio; greedyCTRRatio; extremeGreedyCTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241507400,842627.0;29999.0;846877.0;36105.0;796846.0;28994.0;849744.0;39796.0;1.19750022614;1.02202690926;1.31546685049;1.05364419265,2520.0 76.0 109601;3974.0 215.0 109603;23637.0 838.0 109476;17178.0 1184.0 109605;2793.0 101.0 109608;1962.0 71.0 109610;837.0 29.0 109611;4307.0 267.0 109612;11763.0 392.0 109517;3513.0 212.0 109614;1194.0 18.0 109613;5280.0 294.0 109617;663.0 18.0 109618;267.0 4.0 109619;7838.0 371.0 109594;3331.0 169.0 109615;9941.0 495.0 109596;5267.0 238.0 109598;7243.0 366.0 109599,109601.0 19389;109603.0 19389;109476.0 19389;109605.0 19389;109608.0 19389;109610.0 19389;109611.0 19389;109612.0 19389;109613.0 19389;109614.0 19389;109517.0 19389;109617.0 19389;109618.0 19389;109619.0 19389;109594.0 19389;109615.0 19389;109596.0 19389;109598.0 19389;109599.0 19389,109601 1028;109603 1017;109476 957;109605 1040;109608 999;109610 1044;109611 1017;109612 1138;109517 1087;109614 1078;109613 968;109617 1048;109618 972;109619 1018;109594 1044;109615 936;109596 1009;109598 1051;109599 938
data,1241508000,843664.0;30024.0;847955.0;36140.0;797957.0;29021.0;850803.0;39850.0;1.19761246939;1.02195988935;1.31613451807;1.0538800519,2533.0 76.0 109601;4039.0 216.0 109603;23668.0 838.0 109476;17215.0 1185.0 109605;2811.0 103.0 109608;1992.0 72.0 109610;849.0 29.0 109611;4501.0 277.0 109612;11776.0 392.0 109517;3538.0 212.0 109614;1210.0 18.0 109613;5587.0 307.0 109617;682.0 18.0 109618;283.0 4.0 109619;7877.0 372.0 109594;3505.0 174.0 109615;9967.0 495.0 109596;5286.0 239.0 109598;7267.0 366.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1035;109603 995;109476 1068;109605 1036;109608 999;109610 1051;109611 997;109612 1059;109517 1032;109614 1071;109613 1104;109617 1053;109618 1056;109619 1090;109594 1089;109615 1044;109596 1132;109598 1042;109599 1047
data,1241508600,844668.0;30054.0;849019.0;36175.0;799064.0;29044.0;851844.0;39892.0;1.19749825647;1.02154763437;1.31616246405;1.05396027723,2546.0 76.0 109601;4115.0 219.0 109603;23687.0 838.0 109476;17253.0 1185.0 109605;2826.0 104.0 109608;2014.0 74.0 109610;859.0 29.0 109611;4669.0 280.0 109612;11790.0 392.0 109517;3566.0 212.0 109614;3665.0 179.0 109615;1232.0 20.0 109613;5893.0 319.0 109617;697.0 18.0 109618;298.0 4.0 109619;7945.0 375.0 109594;10007.0 498.0 109596;5310.0 239.0 109598;7278.0 367.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1010;109603 1071;109476 1055;109605 1084;109608 1025;109610 1063;109611 1057;109612 1041;109517 1018;109614 1033;109615 1042;109613 1064;109617 1057;109618 1054;109619 1036;109594 1099;109596 1048;109598 1048;109599 1095
data,1241509500,845725.0;30078.0;850060.0;36196.0;800115.0;29068.0;852938.0;39932.0;1.19726755202;1.02151077718;1.31638769084;1.05389830084,2558.0 76.0 109601;4225.0 224.0 109603;23701.0 838.0 109476;17279.0 1185.0 109605;2855.0 106.0 109608;2040.0 74.0 109610;875.0 29.0 109611;4808.0 283.0 109612;1251.0 20.0 109613;3584.0 212.0 109614;3781.0 179.0 109615;6227.0 325.0 109617;725.0 21.0 109618;309.0 4.0 109619;8003.0 377.0 109594;10042.0 498.0 109596;11806.0 392.0 109517;5319.0 239.0 109598;7303.0 367.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1046;109603 1084;109476 1080;109605 1096;109608 1080;109610 1072;109611 1049;109612 1093;109613 1061;109614 1052;109615 998;109617 1074;109618 1021;109619 1064;109594 1008;109596 1020;109517 1049;109598 1024;109599 1029
data,1241510100,846812.0;30096.0;851120.0;36221.0;801154.0;29091.0;853917.0;39957.0;1.19742374469;1.02169406466;1.31660481622;1.05438577845,2572.0 77.0 109601;4343.0 227.0 109603;23719.0 838.0 109476;17315.0 1186.0 109605;2883.0 106.0 109608;2063.0 75.0 109610;892.0 29.0 109611;4959.0 287.0 109612;1268.0 20.0 109613;3605.0 212.0 109614;3869.0 179.0 109615;6566.0 337.0 109617;748.0 21.0 109618;329.0 4.0 109619;8066.0 378.0 109594;10082.0 499.0 109596;11819.0 392.0 109517;5334.0 240.0 109598;7319.0 367.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1059;109603 1092;109476 1045;109605 1125;109608 1048;109610 1040;109611 1075;109612 979;109613 1041;109614 1041;109615 1026;109617 1044;109618 1035;109619 1063;109594 1076;109596 1026;109517 1086;109598 1034;109599 1065
data,1241511000,847865.0;30119.0;852190.0;36250.0;802202.0;29125.0;854975.0;39996.0;1.19745096038;1.02204108194;1.31688940399;1.05426304788,2589.0 77.0 109601;4468.0 232.0 109603;23741.0 838.0 109476;17342.0 1187.0 109605;2907.0 106.0 109608;2081.0 75.0 109610;909.0 30.0 109611;5073.0 288.0 109612;1282.0 21.0 109613;3627.0 214.0 109614;3941.0 181.0 109615;6945.0 346.0 109617;775.0 22.0 109618;346.0 4.0 109619;8136.0 381.0 109594;10115.0 501.0 109596;11834.0 392.0 109517;5365.0 240.0 109598;7345.0 368.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1048;109603 1023;109476 1052;109605 1059;109608 1076;109610 1050;109611 1015;109612 1058;109613 1070;109614 1121;109615 995;109617 1067;109618 1080;109619 980;109594 1100;109596 1052;109517 1060;109598 1060;109599 1034
data,1241511900,849020.0;30145.0;853251.0;36276.0;803241.0;29148.0;856021.0;40041.0;1.19741644942;1.02203442746;1.31741659223;1.054411201,2611.0 78.0 109601;4619.0 234.0 109603;23758.0 839.0 109476;17386.0 1191.0 109605;2934.0 106.0 109608;2102.0 75.0 109610;925.0 30.0 109611;5174.0 291.0 109612;1311.0 22.0 109613;3648.0 214.0 109614;11845.0 392.0 109517;7264.0 352.0 109617;795.0 22.0 109618;365.0 4.0 109619;8211.0 384.0 109594;4013.0 183.0 109615;10174.0 504.0 109596;5382.0 240.0 109598;7365.0 368.0 109599,109601.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109608.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109517.0 20000;109617.0 20000;109618.0 20000;109619.0 20000;109594.0 20000;109615.0 20000;109596.0 20000;109598.0 20000;109599.0 20000,109601 1059;109603 1088;109476 1054;109605 1127;109608 999;109610 1076;109611 1021;109612 1056;109613 1053;109614 978;109517 1056;109617 1026;109618 1092;109619 1021;109594 1093;109615 1024;109596 1051;109598 1056;109599 1070
