
New Run at  03/30/2015 14:52:13
, Time, exp3Access; exp3Clicks; exp3CTRRatio 
data,1241161800,1015.0;34.0;1.0039408867
data,1241162700,2017.0;68.0;1.09188030771
data,1241163600,3066.0;105.0;1.12343656939
data,1241164800,4055.0;126.0;1.11609957677
data,1241165700,5093.0;168.0;1.22719522151
data,1241166900,6152.0;198.0;1.20500159482
data,1241167800,7159.0;231.0;1.25303813382
data,1241169000,8182.0;261.0;1.26697035995
data,1241169900,9205.0;287.0;1.22044304844
data,1241171100,10208.0;316.0;1.14951900106
data,1241172000,11250.0;347.0;1.13330122631
data,1241172900,12239.0;382.0;1.14935885913
data,1241173500,13241.0;421.0;1.18325449584
data,1241174400,14209.0;452.0;1.16064064024
data,1241175000,15237.0;496.0;1.16452119996
data,1241175600,16207.0;536.0;1.17512388573
data,1241176200,17280.0;574.0;1.15050586483
data,1241176800,18283.0;622.0;1.15798917399
data,1241177400,19307.0;668.0;1.17964717609
data,1241177700,20326.0;713.0;1.16339870721
data,1241178300,21334.0;764.0;1.18239592414
data,1241178600,22325.0;812.0;1.1782627537
data,1241179200,23349.0;867.0;1.17992758434
data,1241179500,24369.0;910.0;1.16799392822
data,1241179800,25385.0;955.0;1.16202863955
data,1241180400,26365.0;1012.0;1.1714665005
data,1241180700,27367.0;1081.0;1.19317934127
data,1241181000,28321.0;1129.0;1.1971377504
data,1241181300,29319.0;1190.0;1.21477143067
data,1241181600,30275.0;1238.0;1.1938887966
data,1241182200,31271.0;1294.0;1.19990857944
data,1241182500,32318.0;1344.0;1.18608047074
data,1241182800,33324.0;1405.0;1.19155300499
data,1241183100,34310.0;1468.0;1.1973091002
data,1241183400,35290.0;1526.0;1.20251990293
data,1241183700,36242.0;1585.0;1.20701894954
data,1241184000,37250.0;1638.0;1.21009792352
data,1241184300,38235.0;1683.0;1.19686534174
data,1241184600,39231.0;1743.0;1.20048243676
data,1241184900,40251.0;1794.0;1.19183011912
data,1241185200,41293.0;1846.0;1.19123732138
data,1241185500,42287.0;1919.0;1.20199156551
data,1241185500,43267.0;1987.0;1.21480973089
data,1241185800,44287.0;2037.0;1.21617596157
data,1241186100,45281.0;2094.0;1.21915010877
data,1241186400,46290.0;2159.0;1.21991868477
data,1241186700,47289.0;2214.0;1.22443960654
data,1241187000,48313.0;2261.0;1.22592860653
data,1241187300,49315.0;2320.0;1.22771076041
data,1241187600,50273.0;2369.0;1.22089989076
data,1241187900,51313.0;2436.0;1.22665633212
data,1241188200,52309.0;2501.0;1.22921529407
data,1241188200,53298.0;2551.0;1.23280341943
data,1241188500,54313.0;2620.0;1.24002513623
data,1241188800,55311.0;2682.0;1.2442755552
data,1241189100,56331.0;2731.0;1.24132554867
data,1241189400,57386.0;2802.0;1.24667252242
data,1241189700,58380.0;2865.0;1.24263289031
data,1241190000,59398.0;2926.0;1.24670784721
data,1241190000,60410.0;2982.0;1.24659549106
data,1241190300,61417.0;3048.0;1.25372951748
data,1241190600,62339.0;3095.0;1.25113095745
data,1241190900,63343.0;3143.0;1.24833033433
data,1241191200,64389.0;3212.0;1.25091598623
data,1241191500,65378.0;3283.0;1.2558768038
data,1241191800,66408.0;3334.0;1.25770084271
data,1241191800,67389.0;3388.0;1.26035154784
data,1241192100,68420.0;3444.0;1.26394095294
data,1241192400,69449.0;3489.0;1.25619492675
data,1241192700,70437.0;3545.0;1.258018205
data,1241193000,71438.0;3602.0;1.25637624713
data,1241193300,72472.0;3666.0;1.25568206082
data,1241193600,73464.0;3721.0;1.2568796762
data,1241193600,74530.0;3778.0;1.25771702444
data,1241193900,75505.0;3842.0;1.26215774239
data,1241194200,76483.0;3923.0;1.27032327691
data,1241194500,77485.0;3990.0;1.27091632009
data,1241194800,78503.0;4042.0;1.27160988065
data,1241195100,79551.0;4096.0;1.26759205827
data,1241195400,80609.0;4166.0;1.26806877746
data,1241195400,81634.0;4240.0;1.26973188796
data,1241195700,82640.0;4291.0;1.26660759256
data,1241196000,83626.0;4346.0;1.26691515664
data,1241196300,84654.0;4401.0;1.26490249522
data,1241196600,85591.0;4459.0;1.26602671961
data,1241196900,86599.0;4518.0;1.2663998949
data,1241197200,87540.0;4582.0;1.26535354068
data,1241197500,88457.0;4645.0;1.2669152246
data,1241197500,89425.0;4707.0;1.26675418112
data,1241197800,90341.0;4760.0;1.26799412939
data,1241198100,91311.0;4810.0;1.2641245915
data,1241198400,92277.0;4864.0;1.26426996976
data,1241198700,93212.0;4924.0;1.26682936786
data,1241199000,94151.0;4968.0;1.26437952438
data,1241199300,95112.0;5016.0;1.25999553844
data,1241199600,96055.0;5073.0;1.26396649802
data,1241199600,97027.0;5130.0;1.26395315673
data,1241199900,98018.0;5198.0;1.26626744545
data,1241200200,99008.0;5260.0;1.26537371643
data,1241200500,99923.0;5311.0;1.26561553772
data,1241200800,100833.0;5356.0;1.26238062506
data,1241201100,101765.0;5411.0;1.25594631284
data,1241201400,102702.0;5464.0;1.2558156646
data,1241201700,103665.0;5515.0;1.25666965249
data,1241201700,104583.0;5571.0;1.25329201573
