
New Run at  03/30/2015 21:57:51
, Time, exp3Access; exp3Clicks; exp3CTRRatio 
data,1241593200,1093889.0;48660.0;1.21422601853
data,1241593800,1094736.0;48691.0;1.21426823765
data,1241594400,1095508.0;48706.0;1.21442086784
data,1241595300,1096563.0;48724.0;1.21400827026
data,1241595900,1097613.0;48735.0;1.21372909738
data,1241596800,1098634.0;48756.0;1.21351832809
data,1241597700,1099609.0;48768.0;1.21338756287
data,1241598300,1100661.0;48790.0;1.2132652114
data,1241599200,1101663.0;48818.0;1.21323656379
data,1241600100,1102713.0;48842.0;1.21336414102
data,1241601000,1103811.0;48876.0;1.21365825081
data,1241601600,1104901.0;48899.0;1.21352277826
data,1241602500,1105990.0;48918.0;1.21338495709
data,1241603100,1107052.0;48950.0;1.21368250153
data,1241604000,1108111.0;48977.0;1.21347306125
data,1241604600,1109163.0;49010.0;1.21342133037
data,1241605500,1110152.0;49043.0;1.21340234278
data,1241606100,1111208.0;49070.0;1.21334449233
data,1241606700,1112252.0;49109.0;1.21365110968
data,1241607300,1113330.0;49152.0;1.21378239825
data,1241607600,1114384.0;49185.0;1.21374969441
data,1241608200,1115497.0;49220.0;1.21387029205
data,1241608800,1116530.0;49256.0;1.21391035214
data,1241609100,1117592.0;49292.0;1.21374872313
data,1241609700,1118611.0;49330.0;1.21354442796
data,1241610000,1119574.0;49366.0;1.21369912896
data,1241610600,1120599.0;49409.0;1.2137588734
data,1241610900,1121624.0;49454.0;1.21390559982
data,1241611200,1122629.0;49512.0;1.21451047279
data,1241611500,1123596.0;49558.0;1.2147789586
data,1241611800,1124586.0;49602.0;1.21508176396
data,1241612400,1125538.0;49652.0;1.2153989832
data,1241612700,1126593.0;49697.0;1.21547157411
data,1241613000,1127545.0;49739.0;1.21531625707
data,1241613300,1128498.0;49785.0;1.21556889618
data,1241613600,1129508.0;49827.0;1.21538372361
data,1241613900,1130548.0;49874.0;1.21534585621
data,1241614200,1131587.0;49911.0;1.21514498018
data,1241614500,1132594.0;49970.0;1.2155667808
data,1241614800,1133553.0;50021.0;1.21612073229
data,1241615100,1134608.0;50075.0;1.21618463424
data,1241615400,1135599.0;50103.0;1.21551840866
data,1241615700,1136618.0;50153.0;1.21542856613
data,1241616000,1137600.0;50195.0;1.21543316956
data,1241616300,1138577.0;50240.0;1.21524337006
data,1241616300,1139569.0;50282.0;1.21481737283
data,1241616600,1140516.0;50338.0;1.21513471789
data,1241616900,1141538.0;50383.0;1.21528368893
data,1241617200,1142543.0;50420.0;1.21497213226
data,1241617500,1143579.0;50467.0;1.2149126601
data,1241617800,1144574.0;50507.0;1.21421377886
data,1241618100,1145572.0;50553.0;1.2139721451
data,1241618100,1146586.0;50590.0;1.21363782399
data,1241618400,1147587.0;50628.0;1.21337155997
data,1241618700,1148589.0;50675.0;1.21320905285
data,1241619000,1149544.0;50722.0;1.21347049268
data,1241619300,1150504.0;50760.0;1.21331707715
data,1241619600,1151557.0;50817.0;1.21343042441
data,1241619600,1152551.0;50866.0;1.21300921976
data,1241619900,1153546.0;50918.0;1.21281272872
data,1241620200,1154565.0;50973.0;1.21312528591
data,1241620500,1155591.0;51029.0;1.21295014416
data,1241620800,1156585.0;51081.0;1.21285464206
data,1241620800,1157570.0;51133.0;1.21278397182
data,1241621100,1158537.0;51175.0;1.21277329025
data,1241621400,1159544.0;51232.0;1.21268051889
data,1241621700,1160515.0;51281.0;1.21266624793
data,1241622000,1161487.0;51330.0;1.21274758677
data,1241622000,1162504.0;51379.0;1.21283470782
data,1241622300,1163495.0;51436.0;1.21265461635
data,1241622600,1164512.0;51491.0;1.21282183969
data,1241622900,1165488.0;51541.0;1.21276028059
data,1241623200,1166464.0;51599.0;1.21291755644
data,1241623200,1167467.0;51661.0;1.21314265367
data,1241623500,1168492.0;51711.0;1.21308211482
