
New Run at  03/30/2015 17:23:55
, Time, exp3Access; exp3Clicks; exp3CTRRatio 
data,1241853000,1049229.0;43368.0;1.12275972303
data,1241853600,1049480.0;43377.0;1.12295720156
data,1241854500,1049762.0;43387.0;1.12295083669
data,1241855400,1050050.0;43394.0;1.12313152166
data,1241856300,1050320.0;43397.0;1.12330235724
data,1241857500,1050618.0;43402.0;1.12344742987
data,1241858400,1050877.0;43406.0;1.12356780564
data,1241859300,1051159.0;43414.0;1.12370018054
data,1241860500,1051414.0;43419.0;1.1237250253
data,1241861400,1051683.0;43421.0;1.12376748992
data,1241862600,1051958.0;43430.0;1.12397541882
data,1241863500,1052213.0;43439.0;1.12428504358
data,1241864400,1052508.0;43450.0;1.12436140549
data,1241865300,1052754.0;43458.0;1.12443008655
data,1241866200,1053018.0;43465.0;1.12448654094
data,1241867100,1053263.0;43474.0;1.12462796334
data,1241867700,1053530.0;43486.0;1.12471520635
data,1241868300,1053808.0;43493.0;1.12465380961
data,1241869200,1054058.0;43501.0;1.12476539395
data,1241869800,1054310.0;43512.0;1.12489741166
data,1241870400,1054566.0;43519.0;1.12499031745
data,1241871000,1054811.0;43524.0;1.1248766987
data,1241871300,1055080.0;43535.0;1.12499474243
data,1241871900,1055323.0;43544.0;1.12495331028
data,1241872500,1055553.0;43549.0;1.12478765637
data,1241872800,1055810.0;43556.0;1.12475433219
data,1241873400,1056070.0;43561.0;1.12461076093
data,1241873700,1056342.0;43568.0;1.12448731156
data,1241874300,1056581.0;43580.0;1.12462540054
data,1241874600,1056825.0;43586.0;1.12467647099
data,1241875200,1057075.0;43597.0;1.12473394424
data,1241875500,1057328.0;43606.0;1.12470225756
data,1241876100,1057566.0;43614.0;1.12455212447
data,1241876400,1057802.0;43622.0;1.1246540062
data,1241876700,1058084.0;43633.0;1.12454706836
data,1241877300,1058326.0;43645.0;1.12468883377
data,1241877600,1058568.0;43652.0;1.12446864161
data,1241877900,1058817.0;43662.0;1.12436929561
data,1241878200,1059077.0;43673.0;1.12436634926
data,1241878800,1059310.0;43676.0;1.12421731695
data,1241879100,1059579.0;43689.0;1.12429128206
data,1241879400,1059836.0;43699.0;1.12427389719
data,1241879700,1060087.0;43714.0;1.12438526854
data,1241880000,1060357.0;43723.0;1.12440052025
data,1241880600,1060613.0;43728.0;1.12441767964
data,1241880900,1060914.0;43739.0;1.12438017475
data,1241881200,1061246.0;43754.0;1.12438646607
data,1241881500,1061657.0;43769.0;1.12412321378
data,1241881800,1062162.0;43795.0;1.12421503318
data,1241882400,1062806.0;43814.0;1.12409071348
data,1241882700,1063515.0;43849.0;1.12426684408
data,1241883000,1064305.0;43876.0;1.1242243665
data,1241883300,1065096.0;43909.0;1.12426396864
data,1241883600,1065926.0;43948.0;1.12454922961
data,1241883900,1066810.0;43983.0;1.12456252203
data,1241884500,1067731.0;44028.0;1.12467338351
data,1241884800,1068694.0;44063.0;1.12463644819
data,1241885100,1069651.0;44108.0;1.12491015363
data,1241885400,1070565.0;44148.0;1.12502078409
data,1241885700,1071479.0;44191.0;1.12524381727
data,1241886000,1072427.0;44229.0;1.12536472946
data,1241886600,1073349.0;44261.0;1.12521488217
data,1241886900,1074213.0;44299.0;1.12529329015
data,1241887200,1075070.0;44331.0;1.12516806217
data,1241887500,1076012.0;44360.0;1.12505593573
data,1241887800,1076919.0;44395.0;1.12499540331
data,1241888400,1077827.0;44432.0;1.1250518427
data,1241888700,1078673.0;44464.0;1.12514798268
data,1241889000,1079584.0;44508.0;1.12542357414
data,1241889300,1080460.0;44543.0;1.12545791749
data,1241889600,1081366.0;44575.0;1.12524946423
data,1241890200,1082270.0;44622.0;1.12546513314
data,1241890500,1083159.0;44658.0;1.1255596216
data,1241890800,1084028.0;44700.0;1.12573201421
data,1241891100,1084941.0;44736.0;1.12569078702
data,1241891400,1085780.0;44769.0;1.12557739507
data,1241892000,1086667.0;44803.0;1.12564228517
data,1241892300,1087616.0;44850.0;1.12578692586
data,1241892600,1088463.0;44885.0;1.12586639883
data,1241892900,1089266.0;44927.0;1.12608325254
data,1241893500,1090139.0;44964.0;1.12617813222
data,1241893800,1090988.0;45010.0;1.12632545923
data,1241894100,1091881.0;45043.0;1.12634336773
data,1241894400,1092764.0;45083.0;1.126491322
data,1241895000,1093676.0;45121.0;1.12655548122
data,1241895300,1094536.0;45160.0;1.12686280347
data,1241895600,1095447.0;45205.0;1.12718465777
data,1241895900,1096337.0;45235.0;1.12697348773
data,1241896500,1097226.0;45282.0;1.12729863079
data,1241896800,1098143.0;45327.0;1.12769657013
data,1241897100,1099061.0;45364.0;1.12773735032
data,1241897700,1099809.0;45400.0;1.12812381438
data,1241898000,1100708.0;45444.0;1.12815753729
data,1241898300,1101626.0;45485.0;1.12835968231
data,1241898600,1102551.0;45519.0;1.1282779964
data,1241899200,1103481.0;45560.0;1.12833884348
data,1241899500,1104383.0;45594.0;1.12833886623
data,1241899800,1105243.0;45641.0;1.12868514905
data,1241900400,1106165.0;45685.0;1.12892770014
data,1241900700,1107025.0;45726.0;1.12921436508
data,1241901000,1107898.0;45771.0;1.12948321476
data,1241901600,1108756.0;45807.0;1.12948392298
data,1241901900,1109667.0;45845.0;1.12948546046
data,1241902200,1110541.0;45887.0;1.12969856345
data,1241902800,1111432.0;45929.0;1.12991658607
data,1241903100,1112250.0;45961.0;1.12997410491
data,1241903700,1113095.0;45996.0;1.13004304453
