
New Run at  03/30/2015 15:22:11
, Time, exp3Access; exp3Clicks; exp3CTRRatio 
data,1241334600,285426.0;13326.0;1.2867901896
data,1241335500,286420.0;13345.0;1.28446154946
data,1241336400,287431.0;13371.0;1.28260924437
data,1241337300,288421.0;13396.0;1.28156396494
data,1241338200,289416.0;13428.0;1.28130037628
data,1241339100,290442.0;13449.0;1.27971695547
data,1241340300,291472.0;13479.0;1.27999860569
data,1241341200,292482.0;13506.0;1.27920166544
data,1241342400,293467.0;13523.0;1.27781964726
data,1241343600,294475.0;13550.0;1.27763903788
data,1241344500,295533.0;13574.0;1.27702267371
data,1241345700,296641.0;13595.0;1.27607731698
data,1241346600,297569.0;13610.0;1.27516873709
data,1241347500,298552.0;13634.0;1.27436061412
data,1241348400,299580.0;13655.0;1.27314861044
data,1241349300,300577.0;13681.0;1.27314179311
data,1241350200,301576.0;13702.0;1.27242210194
data,1241351100,302571.0;13733.0;1.27237213771
data,1241351700,303631.0;13777.0;1.2735873383
data,1241352300,304640.0;13811.0;1.27393761168
data,1241352900,305664.0;13834.0;1.27239572334
data,1241353500,306721.0;13855.0;1.27048647678
data,1241354100,307717.0;13879.0;1.26911449916
data,1241354700,308728.0;13912.0;1.26852808851
data,1241355300,309742.0;13947.0;1.26739123934
data,1241355600,310740.0;13975.0;1.26704624185
data,1241356200,311811.0;14009.0;1.26654449749
data,1241356800,312867.0;14037.0;1.26556076395
data,1241357100,313901.0;14074.0;1.26502784377
data,1241357700,314930.0;14120.0;1.26534725692
data,1241358000,315976.0;14154.0;1.26453038562
data,1241358600,316960.0;14189.0;1.26358029551
data,1241358900,318013.0;14235.0;1.26418801754
data,1241359200,319039.0;14268.0;1.26433318539
data,1241359800,320030.0;14300.0;1.26398149276
data,1241360100,321057.0;14333.0;1.26371850208
data,1241360400,322073.0;14365.0;1.2623397717
data,1241361000,323091.0;14399.0;1.26177637917
data,1241361300,324083.0;14418.0;1.26013579606
data,1241361600,325123.0;14459.0;1.25910147659
data,1241362200,326105.0;14491.0;1.25867722987
data,1241362500,327137.0;14532.0;1.25839639779
data,1241362800,328084.0;14558.0;1.25726396359
