
New Run at  03/30/2015 16:49:55
, Time, exp3Access; exp3Clicks; exp3CTRRatio 
data,1241766300,1591594.0;71665.0;1.19621125633
data,1241766900,1592531.0;71686.0;1.19615791091
data,1241767800,1593517.0;71714.0;1.1961808095
data,1241768700,1594574.0;71738.0;1.19613263869
data,1241769300,1595602.0;71756.0;1.19603759517
data,1241770200,1596621.0;71775.0;1.19590369798
data,1241771100,1597628.0;71794.0;1.19582486692
data,1241772000,1598588.0;71807.0;1.19565457821
data,1241772900,1599584.0;71829.0;1.19558301711
data,1241773800,1600603.0;71849.0;1.1955144933
data,1241774700,1601600.0;71870.0;1.19553258986
data,1241775600,1602572.0;71898.0;1.19574962704
data,1241776500,1603580.0;71927.0;1.19597251286
data,1241777100,1604560.0;71951.0;1.19604925543
data,1241778000,1605577.0;71985.0;1.19625162383
data,1241778600,1606597.0;72011.0;1.19618707816
data,1241779200,1607589.0;72044.0;1.19623035224
data,1241779800,1608589.0;72075.0;1.19638464339
data,1241780400,1609598.0;72109.0;1.19645787854
data,1241781000,1610576.0;72136.0;1.19645722398
data,1241781600,1611535.0;72168.0;1.19631919043
data,1241781900,1612530.0;72203.0;1.19637806466
data,1241782500,1613498.0;72246.0;1.196554417
data,1241782800,1614499.0;72272.0;1.19633374819
data,1241783400,1615485.0;72309.0;1.1966229009
data,1241783700,1616472.0;72336.0;1.19641024085
data,1241784000,1617451.0;72372.0;1.19644051744
data,1241784600,1618443.0;72409.0;1.19634704952
data,1241784900,1619425.0;72435.0;1.19614718805
data,1241785200,1620398.0;72470.0;1.19605087191
data,1241785500,1621398.0;72507.0;1.19610272859
data,1241785800,1622324.0;72547.0;1.19608435184
data,1241786400,1623342.0;72580.0;1.19603909514
data,1241786700,1624354.0;72619.0;1.19606802774
data,1241787000,1625382.0;72655.0;1.1959722763
data,1241787300,1626346.0;72685.0;1.19587151344
data,1241787600,1627334.0;72720.0;1.19581905548
data,1241787900,1628366.0;72766.0;1.19592928467
data,1241788200,1629426.0;72806.0;1.19582261946
data,1241788500,1630426.0;72838.0;1.19589372268
data,1241788800,1631465.0;72888.0;1.19604462768
data,1241789100,1632435.0;72919.0;1.19601115608
data,1241789400,1633395.0;72959.0;1.19598342742
