
New Run at  03/30/2015 20:49:12
, Time, exp3Access; exp3Clicks; exp3CTRRatio 
data,1241248200,221525.0;11559.0;1.26452728224
data,1241249100,222588.0;11595.0;1.26550983266
data,1241249700,223606.0;11619.0;1.26492788781
data,1241250900,224701.0;11651.0;1.26476946075
data,1241251800,225715.0;11671.0;1.26454861994
data,1241252700,226751.0;11709.0;1.26622823335
data,1241253600,227837.0;11735.0;1.26524813165
data,1241254800,228882.0;11762.0;1.26603726106
data,1241255700,229943.0;11791.0;1.26624223032
data,1241256900,231042.0;11827.0;1.26659154646
data,1241257800,232088.0;11851.0;1.26601970329
data,1241259000,233145.0;11879.0;1.26696971407
data,1241259900,234214.0;11914.0;1.26851656758
data,1241260800,235266.0;11944.0;1.26918540473
data,1241261700,236337.0;11985.0;1.27102411884
data,1241262300,237401.0;12031.0;1.27183716634
data,1241263200,238456.0;12068.0;1.27180429083
data,1241263800,239545.0;12105.0;1.27139208039
data,1241264400,240539.0;12137.0;1.27265004437
data,1241265000,241590.0;12175.0;1.2715373496
data,1241265600,242706.0;12220.0;1.27231144959
data,1241266200,243799.0;12256.0;1.2727184442
data,1241266800,244792.0;12298.0;1.27255023653
data,1241267400,245836.0;12349.0;1.27439630884
data,1241267700,246878.0;12390.0;1.27331663617
data,1241268300,247975.0;12431.0;1.27227311808
data,1241268900,249031.0;12475.0;1.2722408303
data,1241269200,250139.0;12520.0;1.27293504129
data,1241269800,251198.0;12562.0;1.27363799158
data,1241270100,252267.0;12605.0;1.27357730422
data,1241270400,253324.0;12654.0;1.27540458968
data,1241271000,254403.0;12705.0;1.27603117683
data,1241271300,255510.0;12747.0;1.27540644607
data,1241271600,256588.0;12796.0;1.27577438834
data,1241272200,257653.0;12843.0;1.27526867647
data,1241272500,258689.0;12890.0;1.27614906134
data,1241272800,259721.0;12933.0;1.27694502437
data,1241273400,260768.0;12973.0;1.27712113244
data,1241273700,261864.0;13006.0;1.27691043395
data,1241274000,262845.0;13029.0;1.27571066386
data,1241274300,263846.0;13056.0;1.27460496335
data,1241274600,264805.0;13090.0;1.27405278988
data,1241275200,265783.0;13123.0;1.27260885613
data,1241275500,266787.0;13148.0;1.27132638891
data,1241275800,267766.0;13178.0;1.27175131244
data,1241276100,268703.0;13207.0;1.27050180228
data,1241276400,269619.0;13242.0;1.2696710141
data,1241277000,270603.0;13275.0;1.26909113043
data,1241277300,271589.0;13310.0;1.26889746812
data,1241277600,272535.0;13345.0;1.26913886311
data,1241277900,273473.0;13379.0;1.27003627666
data,1241278200,274432.0;13411.0;1.26893918559
data,1241278500,275330.0;13444.0;1.26936927555
data,1241279100,276345.0;13477.0;1.26862528148
data,1241279400,277326.0;13510.0;1.26711585394
data,1241279700,278275.0;13543.0;1.26601493905
data,1241280000,279274.0;13576.0;1.26488203961
data,1241280300,280261.0;13618.0;1.2661789377
data,1241280600,281214.0;13654.0;1.26606940258
data,1241281200,282197.0;13689.0;1.26538823646
data,1241281500,283141.0;13726.0;1.26556901058
data,1241281800,284095.0;13756.0;1.2646570766
data,1241282100,285067.0;13804.0;1.26563153707
data,1241282400,286037.0;13855.0;1.26706185253
data,1241282700,287038.0;13895.0;1.26718919131
data,1241283300,287990.0;13933.0;1.26734259568
data,1241283600,288967.0;13973.0;1.26818604769
data,1241283900,289963.0;14005.0;1.26781052716
data,1241284200,290935.0;14038.0;1.26725073044
data,1241284500,291877.0;14076.0;1.26741361714
data,1241285100,292845.0;14126.0;1.26798712295
data,1241285400,293790.0;14161.0;1.26806964665
data,1241285700,294730.0;14203.0;1.26855294992
data,1241286000,295633.0;14242.0;1.2691645262
data,1241286300,296588.0;14275.0;1.2684976455
data,1241286900,297529.0;14298.0;1.26624789772
data,1241287200,298477.0;14338.0;1.26678226512
data,1241287500,299435.0;14380.0;1.26763395685
data,1241287800,300364.0;14414.0;1.26633541547
data,1241288100,301278.0;14448.0;1.26612818875
data,1241288700,302228.0;14473.0;1.2662581219
data,1241289000,303172.0;14520.0;1.26664761526
data,1241289300,304055.0;14549.0;1.26593468032
data,1241289600,304958.0;14584.0;1.2650784852
data,1241290200,305884.0;14613.0;1.26375079802
data,1241290500,306775.0;14651.0;1.26434719159
data,1241290800,307646.0;14689.0;1.26434568637
data,1241291100,308604.0;14717.0;1.2643212466
data,1241291700,309577.0;14750.0;1.26408278221
data,1241292000,310527.0;14782.0;1.26389907877
data,1241292300,311452.0;14830.0;1.26505981993
data,1241292600,312400.0;14862.0;1.26509054939
data,1241293200,313316.0;14894.0;1.26430768597
data,1241293500,314205.0;14922.0;1.26329097154
data,1241293800,315054.0;14961.0;1.26364238669
data,1241294400,315932.0;14992.0;1.26398971371
data,1241294700,316879.0;15032.0;1.26425284002
data,1241295000,317745.0;15061.0;1.264469747
data,1241295300,318655.0;15105.0;1.26464506483
data,1241295900,319535.0;15147.0;1.26525900434
data,1241296200,320452.0;15181.0;1.26582360801
data,1241296500,321336.0;15211.0;1.26514015962
data,1241297100,322257.0;15251.0;1.2661398077
data,1241297400,323167.0;15280.0;1.26576783141
data,1241297700,324055.0;15307.0;1.26484065157
data,1241298000,324986.0;15340.0;1.26422654853
data,1241298600,325966.0;15376.0;1.26451587811
data,1241298900,326898.0;15411.0;1.26360885233
data,1241299200,327876.0;15443.0;1.26355228075
data,1241299800,328793.0;15492.0;1.26486871944
data,1241300100,329709.0;15524.0;1.26445445075
data,1241300700,330674.0;15563.0;1.26478016598
data,1241301000,331614.0;15589.0;1.26394743094
data,1241301300,332563.0;15619.0;1.26285835863
data,1241301900,333457.0;15649.0;1.26216518484
data,1241302200,334421.0;15686.0;1.26233687534
data,1241302500,335385.0;15716.0;1.2620892283
data,1241303100,336362.0;15752.0;1.26163195088
data,1241303400,337269.0;15778.0;1.26047074595
data,1241304000,338179.0;15797.0;1.25893343205
data,1241304300,339137.0;15834.0;1.25868301559
data,1241304600,340113.0;15886.0;1.25926144939
data,1241305200,341082.0;15918.0;1.25901896449
data,1241305500,342038.0;15959.0;1.25886664058
data,1241306100,342975.0;15993.0;1.25784567101
data,1241306400,343913.0;16028.0;1.25762099375
data,1241306700,344888.0;16071.0;1.25764918547
data,1241307300,345784.0;16117.0;1.25842651983
data,1241307600,346723.0;16157.0;1.2592480162
data,1241307900,347711.0;16192.0;1.25897974282
data,1241308500,348775.0;16236.0;1.25813303625
data,1241308800,349721.0;16268.0;1.25711221589
data,1241309400,350641.0;16305.0;1.25742751895
data,1241309700,351620.0;16331.0;1.25687857522
data,1241310000,352584.0;16367.0;1.25672441101
data,1241310600,353531.0;16407.0;1.25754296109
data,1241310900,354516.0;16433.0;1.25700884055
data,1241311200,355455.0;16477.0;1.25823961066
data,1241311800,356393.0;16516.0;1.25930410401
data,1241312100,357287.0;16548.0;1.25927055496
data,1241312400,358292.0;16593.0;1.26012361177
data,1241313000,359237.0;16630.0;1.26064412354
data,1241313300,360223.0;16658.0;1.2600712568
data,1241313600,361180.0;16695.0;1.2603924257
data,1241314200,362047.0;16728.0;1.26094167929
data,1241314500,362994.0;16763.0;1.26122908034
data,1241314800,363974.0;16797.0;1.25974130236
data,1241315400,364946.0;16829.0;1.25868563557
data,1241315700,365701.0;16858.0;1.25780905043
data,1241316000,366534.0;16894.0;1.25778816032
data,1241316600,367518.0;16931.0;1.25774092603
data,1241316900,368566.0;16967.0;1.25715486147
data,1241317200,369575.0;17008.0;1.25658508387
data,1241317800,370521.0;17044.0;1.2567052659
data,1241318100,371507.0;17084.0;1.25702708172
data,1241318400,372521.0;17113.0;1.25577742055
data,1241319000,373551.0;17152.0;1.25568613045
data,1241319300,374559.0;17189.0;1.2557903913
data,1241319900,375587.0;17230.0;1.25663027435
data,1241320200,376593.0;17260.0;1.25577990113
data,1241320500,377525.0;17295.0;1.25538969901
data,1241321100,378482.0;17326.0;1.2557438859
data,1241321400,379451.0;17364.0;1.25561002265
data,1241322000,380379.0;17395.0;1.25499243393
data,1241322300,381295.0;17426.0;1.25368860573
data,1241322900,382176.0;17469.0;1.25341732389
data,1241323200,383067.0;17497.0;1.2531789578
data,1241323800,383964.0;17522.0;1.25218399961
data,1241324100,384877.0;17556.0;1.25243356457
data,1241324700,385768.0;17583.0;1.25173332106
data,1241325300,386666.0;17608.0;1.25141570309
data,1241325600,387551.0;17637.0;1.2506732553
data,1241326200,388446.0;17667.0;1.24992894501
data,1241326800,389370.0;17705.0;1.2499719786
data,1241327400,390313.0;17738.0;1.25005378959
data,1241328000,391242.0;17777.0;1.25103979009
data,1241328600,392147.0;17806.0;1.25023679477
data,1241329200,393075.0;17830.0;1.24937361194
data,1241329800,393993.0;17854.0;1.24902957009
data,1241330700,394894.0;17886.0;1.24923999602
data,1241331300,395813.0;17910.0;1.24890320662
data,1241332200,396724.0;17940.0;1.2492690743
data,1241332800,397612.0;17970.0;1.25013508057
data,1241333700,398617.0;18006.0;1.24958522283
data,1241333700,398705.0;18007.0;1.24948525892
