
New Run at  01/26/2015 20:15:46
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; ucb1Accesses; ucb1Clicks; exp3CTRRatio; ucb1CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241161800,1000.0;25.0;981.0;36.0;1032.0;29.0;1.46788990826;1.12403100775,37.0 1.0 109473;47.0 1.0 109506;42.0 0.0 109508;45.0 1.0 109509;54.0 2.0 109510;70.0 6.0 109511;39.0 1.0 109512;46.0 1.0 109513;113.0 7.0 109514;58.0 2.0 109515;59.0 4.0 109484;39.0 1.0 109453;46.0 1.0 109492;50.0 3.0 109505;46.0 2.0 109494;39.0 0.0 109495;26.0 0.0 109498;37.0 1.0 109501;39.0 0.0 109502;49.0 2.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109505.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109511.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1010;109506 986;109508 1024;109509 960;109510 1058;109511 1019;109512 969;109513 1024;109514 1013;109515 976;109484 1006;109453 982;109492 1019;109505 949;109494 955;109495 1003;109498 1004;109501 984;109502 1002;109503 1057
data,1241162700,1982.0;56.0;1992.0;65.0;2033.0;61.0;1.15488740677;1.06195980606,71.0 1.0 109473;96.0 2.0 109506;80.0 1.0 109508;67.0 1.0 109509;113.0 4.0 109510;82.0 4.0 109505;84.0 4.0 109512;105.0 4.0 109513;236.0 14.0 109514;99.0 2.0 109515;127.0 5.0 109484;74.0 1.0 109453;29.0 1.0 109519;83.0 2.0 109492;95.0 4.0 109494;73.0 0.0 109495;169.0 9.0 109511;60.0 0.0 109498;84.0 2.0 109501;67.0 0.0 109502;98.0 4.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109505.0 15120;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 11554;109492.0 20000;109494.0 20000;109495.0 20000;109511.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1017;109506 995;109508 1017;109509 1011;109510 982;109505 478;109512 1010;109513 968;109514 975;109515 1068;109484 1026;109453 952;109519 495;109492 983;109494 1060;109495 988;109511 983;109498 1012;109501 1003;109502 962;109503 1015
data,1241163600,3011.0;82.0;2992.0;87.0;3034.0;80.0;1.06771308856;0.968213900992,105.0 2.0 109473;148.0 5.0 109506;117.0 1.0 109508;111.0 3.0 109509;167.0 4.0 109510;262.0 10.0 109511;138.0 5.0 109512;160.0 5.0 109513;382.0 17.0 109514;135.0 2.0 109515;172.0 6.0 109484;116.0 3.0 109453;64.0 1.0 109519;121.0 2.0 109492;143.0 6.0 109494;102.0 0.0 109495;94.0 1.0 109498;126.0 3.0 109501;100.0 1.0 109502;147.0 6.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1012;109506 1030;109508 1021;109509 933;109510 1020;109511 1022;109512 972;109513 1003;109514 1027;109515 972;109484 954;109453 1072;109519 995;109492 998;109494 1023;109495 964;109498 999;109501 1022;109502 975;109503 986
data,1241164800,4045.0;111.0;3968.0;109.0;4068.0;112.0;1.00103757992;1.00330418914,143.0 3.0 109473;200.0 7.0 109506;146.0 2.0 109508;150.0 5.0 109509;211.0 5.0 109510;321.0 11.0 109511;189.0 6.0 109512;238.0 9.0 109513;488.0 18.0 109514;170.0 3.0 109515;236.0 9.0 109484;155.0 3.0 109453;100.0 1.0 109519;156.0 2.0 109492;209.0 6.0 109494;135.0 1.0 109495;136.0 1.0 109498;168.0 3.0 109501;131.0 2.0 109502;204.0 8.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 998;109506 1013;109508 1011;109509 1017;109510 1005;109511 1031;109512 990;109513 1050;109514 968;109515 1023;109484 1018;109453 953;109519 996;109492 974;109494 980;109495 938;109498 1030;109501 1006;109502 1018;109503 981
data,1241165700,5000.0;134.0;4954.0;138.0;5049.0;141.0;1.03941334908;1.04202694194,183.0 4.0 109473;253.0 7.0 109506;186.0 4.0 109508;192.0 7.0 109509;255.0 6.0 109510;376.0 12.0 109511;234.0 8.0 109512;347.0 14.0 109513;579.0 23.0 109514;205.0 3.0 109515;307.0 9.0 109484;190.0 6.0 109453;131.0 1.0 109519;184.0 2.0 109492;250.0 7.0 109494;177.0 1.0 109495;173.0 1.0 109498;213.0 4.0 109501;170.0 5.0 109502;267.0 10.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1013;109506 1022;109508 1062;109509 991;109510 1046;109511 991;109512 991;109513 969;109514 976;109515 965;109484 1036;109453 1007;109519 975;109492 937;109494 981;109495 984;109498 1021;109501 1054;109502 979;109503 1000
data,1241166900,6039.0;154.0;5906.0;170.0;6041.0;162.0;1.12875526099;1.05159978244,221.0 6.0 109473;302.0 9.0 109506;225.0 5.0 109508;247.0 7.0 109509;295.0 7.0 109510;426.0 13.0 109511;297.0 12.0 109512;432.0 16.0 109513;708.0 25.0 109514;233.0 5.0 109515;345.0 10.0 109484;230.0 8.0 109453;167.0 1.0 109519;209.0 3.0 109492;297.0 9.0 109494;201.0 1.0 109495;206.0 3.0 109498;237.0 4.0 109501;207.0 9.0 109502;339.0 13.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1069;109506 979;109508 971;109509 1037;109510 1013;109511 1017;109512 983;109513 977;109514 982;109515 953;109484 980;109453 958;109519 1012;109492 979;109494 1059;109495 963;109498 982;109501 1095;109502 977;109503 1014
data,1241167800,7055.0;178.0;6898.0;202.0;7078.0;184.0;1.16066047478;1.03034882576,257.0 6.0 109473;344.0 12.0 109506;252.0 6.0 109508;280.0 7.0 109509;325.0 8.0 109510;462.0 15.0 109511;466.0 20.0 109512;488.0 17.0 109513;801.0 28.0 109514;273.0 5.0 109515;377.0 13.0 109484;287.0 10.0 109453;207.0 1.0 109519;242.0 4.0 109492;323.0 9.0 109494;239.0 1.0 109495;242.0 4.0 109498;268.0 5.0 109501;250.0 9.0 109502;433.0 18.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1004;109506 982;109508 976;109509 1019;109510 1053;109511 1108;109512 970;109513 994;109514 1038;109515 983;109484 980;109453 957;109519 997;109492 1005;109494 974;109495 1008;109498 975;109501 1020;109502 945;109503 1012
data,1241169000,8099.0;204.0;7882.0;224.0;8082.0;211.0;1.128269425;1.03648934209,293.0 6.0 109473;390.0 12.0 109506;281.0 7.0 109508;319.0 11.0 109509;357.0 8.0 109510;513.0 16.0 109511;571.0 22.0 109512;541.0 19.0 109513;933.0 33.0 109514;297.0 5.0 109515;436.0 14.0 109484;322.0 10.0 109453;240.0 2.0 109519;279.0 4.0 109492;359.0 11.0 109494;273.0 1.0 109495;279.0 6.0 109498;297.0 5.0 109501;300.0 10.0 109502;520.0 18.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 994;109506 979;109508 987;109509 1014;109510 1003;109511 1009;109512 1052;109513 1015;109514 1023;109515 1028;109484 985;109453 953;109519 930;109492 1015;109494 971;109495 988;109498 1011;109501 985;109502 1050;109503 1008
data,1241169900,9174.0;230.0;8874.0;252.0;9077.0;229.0;1.13269247729;1.00629206164,317.0 7.0 109473;435.0 12.0 109506;318.0 7.0 109508;365.0 11.0 109509;391.0 8.0 109510;553.0 16.0 109511;687.0 27.0 109512;603.0 23.0 109513;1070.0 38.0 109514;328.0 5.0 109515;478.0 15.0 109484;365.0 13.0 109453;276.0 2.0 109519;312.0 4.0 109492;415.0 13.0 109494;315.0 1.0 109495;313.0 8.0 109498;329.0 6.0 109501;345.0 13.0 109502;577.0 19.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 955;109506 981;109508 1031;109509 966;109510 1001;109511 971;109512 976;109513 992;109514 963;109515 989;109484 1014;109453 1008;109519 1032;109492 962;109494 1067;109495 998;109498 1001;109501 1045;109502 1011;109503 1037
data,1241171100,10183.0;251.0;9822.0;273.0;10090.0;262.0;1.12762511347;1.05344568209,341.0 7.0 109473;483.0 14.0 109506;353.0 7.0 109508;392.0 11.0 109509;417.0 8.0 109510;585.0 17.0 109511;778.0 27.0 109512;728.0 26.0 109513;1177.0 39.0 109514;356.0 6.0 109515;525.0 15.0 109484;416.0 14.0 109453;307.0 4.0 109519;343.0 6.0 109492;460.0 14.0 109494;341.0 1.0 109495;345.0 11.0 109498;368.0 7.0 109501;406.0 16.0 109502;619.0 19.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 954;109506 987;109508 1019;109509 995;109510 1028;109511 1011;109512 992;109513 998;109514 958;109515 953;109484 1027;109453 1008;109519 977;109492 1029;109494 1032;109495 960;109498 1030;109501 1011;109502 1051;109503 980
