
New Run at  01/27/2015 03:17:13
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; ucb1Accesses; ucb1Clicks; exp3CTRRatio; ucb1CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241679900,1343691.0;49100.0;1348785.0;60348.0;1312728.0;48634.0;1.22444158358;1.01387206671,1213.0 35.0 109680;3158.0 101.0 109666;3223.0 64.0 109667;3536.0 124.0 109668;21463.0 1386.0 109670;3951.0 52.0 109660;2417.0 104.0 109674;11970.0 765.0 109676;1320.0 36.0 109678;1803.0 72.0 109679;2062.0 43.0 109648;1777.0 77.0 109681;1034.0 42.0 109682;15190.0 695.0 109635;8188.0 306.0 109652;7112.0 270.0 109656;512.0 16.0 109683;10684.0 278.0 109628;5593.0 233.0 109661;7259.0 341.0 109663,109648.0 14595;109666.0 14595;109635.0 14595;109668.0 14595;109670.0 14595;109628.0 14595;109674.0 14595;109676.0 14595;109678.0 14595;109679.0 14595;109680.0 14595;109681.0 14595;109682.0 14595;109683.0 14595;109652.0 14595;109656.0 14595;109667.0 14595;109660.0 14595;109661.0 14595;109663.0 14595,109680 783;109666 751;109667 741;109668 696;109670 734;109660 728;109674 757;109676 744;109678 737;109679 746;109648 738;109681 686;109682 698;109635 710;109652 747;109656 657;109683 747;109628 755;109661 713;109663 727
data,1241680500,1344657.0;49136.0;1349758.0;60386.0;1313709.0;48647.0;1.22431189905;1.01337131269,1232.0 35.0 109680;3186.0 102.0 109666;3250.0 64.0 109667;3549.0 124.0 109668;21771.0 1405.0 109670;10703.0 278.0 109628;2440.0 106.0 109674;12152.0 772.0 109676;1346.0 36.0 109678;1839.0 72.0 109679;2086.0 43.0 109648;1800.0 78.0 109681;1051.0 42.0 109682;539.0 16.0 109683;8216.0 307.0 109652;15222.0 696.0 109635;7137.0 270.0 109656;3975.0 52.0 109660;5664.0 238.0 109661;7280.0 342.0 109663,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 982;109666 1038;109667 989;109668 987;109670 973;109628 993;109674 999;109676 973;109678 1022;109679 987;109648 1044;109681 957;109682 960;109683 1014;109652 1019;109635 1047;109656 982;109660 978;109661 967;109663 1089
data,1241681400,1345662.0;49158.0;1350759.0;60426.0;1314633.0;48666.0;1.22458168506;1.01335801157,1257.0 35.0 109680;3212.0 102.0 109666;3276.0 65.0 109667;3572.0 124.0 109668;22168.0 1431.0 109670;10729.0 280.0 109628;2460.0 106.0 109674;12260.0 777.0 109676;1366.0 36.0 109678;1863.0 73.0 109679;2112.0 43.0 109648;1831.0 79.0 109681;1079.0 42.0 109682;15244.0 699.0 109635;8244.0 307.0 109652;7157.0 270.0 109656;572.0 16.0 109683;3994.0 52.0 109660;5734.0 239.0 109661;7309.0 342.0 109663,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109680 1002;109666 985;109667 982;109668 965;109670 1033;109628 1063;109674 1053;109676 1010;109678 974;109679 977;109648 1019;109681 1026;109682 943;109635 981;109652 965;109656 1024;109683 1015;109660 1043;109661 946;109663 994
data,1241682000,1346637.0;49177.0;1351773.0;60457.0;1315649.0;48688.0;1.22470456473;1.01337551446,2138.0 43.0 109648;3234.0 102.0 109666;15273.0 701.0 109635;3597.0 124.0 109668;22640.0 1453.0 109670;10751.0 281.0 109628;2490.0 107.0 109674;12326.0 778.0 109676;1386.0 36.0 109678;1885.0 74.0 109679;1282.0 35.0 109680;1854.0 79.0 109681;1096.0 43.0 109682;3309.0 65.0 109667;8271.0 308.0 109652;7181.0 270.0 109656;603.0 16.0 109683;4020.0 53.0 109660;5783.0 239.0 109661;7334.0 342.0 109663,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109648 1049;109666 970;109635 1049;109668 985;109670 1023;109628 1002;109674 966;109676 949;109678 996;109679 979;109680 929;109681 1027;109682 1008;109667 1023;109652 1019;109656 1032;109683 1012;109660 962;109661 1000;109663 1020
data,1241682900,1347648.0;49201.0;1352785.0;60510.0;1316676.0;48710.0;1.22518286757;1.01330865343,2158.0 44.0 109648;3269.0 103.0 109666;15307.0 702.0 109635;3615.0 126.0 109668;23082.0 1480.0 109670;4045.0 53.0 109660;2512.0 108.0 109674;12408.0 785.0 109676;1415.0 36.0 109678;1920.0 76.0 109679;1308.0 36.0 109680;1889.0 79.0 109681;1119.0 45.0 109682;3343.0 66.0 109667;8287.0 308.0 109652;7206.0 271.0 109656;631.0 17.0 109683;10778.0 282.0 109628;5819.0 241.0 109661;7354.0 344.0 109663,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109648 998;109666 1003;109635 999;109668 973;109670 1030;109660 968;109674 978;109676 935;109678 1005;109679 1053;109680 1012;109681 1024;109682 953;109667 1007;109652 1019;109656 1044;109683 927;109628 1040;109661 1025;109663 1007
data,1241683500,1348671.0;49229.0;1353769.0;60535.0;1317662.0;48731.0;1.2250307408;1.01317929759,2171.0 44.0 109648;3294.0 103.0 109666;15332.0 702.0 109635;3644.0 127.0 109668;23495.0 1495.0 109670;4073.0 54.0 109660;2540.0 108.0 109674;12518.0 789.0 109676;1443.0 37.0 109678;1954.0 76.0 109679;1337.0 36.0 109680;1916.0 79.0 109681;1142.0 46.0 109682;3363.0 66.0 109667;8304.0 309.0 109652;7227.0 271.0 109656;655.0 18.0 109683;10804.0 282.0 109628;5852.0 241.0 109661;7385.0 344.0 109663,109648.0 20000;109666.0 20000;109635.0 20000;109668.0 20000;109670.0 20000;109628.0 20000;109674.0 20000;109676.0 20000;109678.0 20000;109679.0 20000;109680.0 20000;109681.0 20000;109682.0 20000;109683.0 20000;109652.0 20000;109656.0 20000;109667.0 20000;109660.0 20000;109661.0 20000;109663.0 20000,109648 990;109666 953;109635 1070;109668 992;109670 1007;109660 971;109674 992;109676 1066;109678 1043;109679 1001;109680 1025;109681 962;109682 1033;109667 1019;109652 896;109656 1023;109683 960;109628 1022;109661 992;109663 983
