
New Run at  01/27/2015 00:49:50
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; ucb1Accesses; ucb1Clicks; exp3CTRRatio; ucb1CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241420700,586844.0;20492.0;587886.0;25271.0;558869.0;20327.0;1.23102714978;1.04160147991,6886.0 99.0 109536;2191.0 81.0 109572;1804.0 62.0 109574;1701.0 68.0 109575;1658.0 63.0 109576;1518.0 70.0 109577;1471.0 36.0 109578;1343.0 43.0 109580;1868.0 54.0 109517;1179.0 45.0 109582;1222.0 40.0 109581;563.0 21.0 109584;940.0 34.0 109585;847.0 14.0 109586;327.0 6.0 109587;109.0 1.0 109588;99.0 1.0 109589;4415.0 157.0 109476;954.0 24.0 109583;45624.0 1683.0 109524,109536.0 11950;109476.0 11950;109574.0 11950;109575.0 11950;109576.0 11950;109580.0 11950;109578.0 11950;109581.0 11950;109517.0 11950;109582.0 11950;109583.0 11950;109584.0 11950;109585.0 11950;109586.0 11950;109587.0 11950;109588.0 11950;109589.0 11950;109577.0 11950;109524.0 11950;109572.0 11950,109536 597;109572 617;109574 633;109575 587;109576 626;109577 611;109578 627;109580 563;109517 587;109582 595;109581 616;109584 576;109585 598;109586 601;109587 571;109588 544;109589 597;109476 617;109583 584;109524 603
data,1241421300,587844.0;20509.0;588865.0;25286.0;559876.0;20348.0;1.2307844372;1.04171155741,6916.0 99.0 109536;4443.0 157.0 109476;1885.0 65.0 109574;1755.0 68.0 109575;1717.0 63.0 109576;1553.0 70.0 109577;1536.0 38.0 109578;1411.0 46.0 109580;1288.0 42.0 109581;1234.0 45.0 109582;994.0 24.0 109583;612.0 21.0 109584;979.0 34.0 109585;883.0 14.0 109586;373.0 6.0 109587;157.0 3.0 109588;146.0 1.0 109589;45671.0 1684.0 109524;1916.0 55.0 109517;2229.0 82.0 109572,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 963;109476 1080;109574 1002;109575 1045;109576 994;109577 1002;109578 986;109580 1036;109581 1048;109582 979;109583 980;109584 1045;109585 976;109586 954;109587 970;109588 974;109589 989;109524 984;109517 1024;109572 969
data,1241421900,588844.0;20523.0;589839.0;25303.0;560888.0;20362.0;1.23082962257;1.04160652934,6949.0 99.0 109536;2282.0 83.0 109572;1946.0 65.0 109574;1797.0 69.0 109575;1775.0 64.0 109576;1581.0 70.0 109577;1619.0 40.0 109578;1491.0 48.0 109580;1356.0 43.0 109581;1303.0 48.0 109582;1953.0 55.0 109517;659.0 22.0 109584;1007.0 34.0 109585;922.0 14.0 109586;412.0 6.0 109587;45721.0 1684.0 109524;170.0 1.0 109589;220.0 6.0 109588;1027.0 24.0 109583;4482.0 159.0 109476,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1013;109572 1039;109574 984;109575 912;109576 1032;109577 947;109578 1065;109580 1018;109581 1027;109582 1014;109517 1047;109584 1018;109585 969;109586 999;109587 935;109524 1013;109589 1015;109588 1032;109583 1003;109476 918
data,1241422800,589861.0;20543.0;590794.0;25313.0;561916.0;20378.0;1.23024996029;1.04130025833,6978.0 99.0 109536;2351.0 85.0 109572;1982.0 65.0 109574;1854.0 70.0 109575;1827.0 65.0 109576;1609.0 70.0 109577;1683.0 40.0 109578;1567.0 49.0 109580;1981.0 55.0 109517;1365.0 49.0 109582;1053.0 24.0 109583;696.0 22.0 109584;1048.0 35.0 109585;959.0 14.0 109586;447.0 6.0 109587;305.0 6.0 109588;200.0 1.0 109589;45773.0 1685.0 109524;4523.0 159.0 109476;1426.0 45.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1009;109572 981;109574 1056;109575 1047;109576 932;109577 1025;109578 1007;109580 958;109517 1003;109582 995;109583 936;109584 1029;109585 1010;109586 999;109587 1010;109588 1035;109589 997;109524 981;109476 1004;109581 986
data,1241423400,590803.0;20568.0;591787.0;25326.0;562911.0;20395.0;1.22928281455;1.04072168187,7016.0 99.0 109536;2424.0 86.0 109572;2028.0 65.0 109574;1942.0 73.0 109575;1880.0 65.0 109576;1637.0 70.0 109577;1738.0 40.0 109578;1665.0 52.0 109580;1505.0 45.0 109581;1431.0 50.0 109582;1080.0 24.0 109583;737.0 22.0 109584;1085.0 35.0 109585;982.0 14.0 109586;476.0 6.0 109587;355.0 6.0 109588;218.0 3.0 109589;45839.0 1688.0 109524;4563.0 159.0 109476;2019.0 55.0 109517,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 992;109572 1004;109574 1008;109575 982;109576 975;109577 1028;109578 1001;109580 1006;109581 1027;109582 1021;109583 1032;109584 977;109585 1019;109586 962;109587 946;109588 1028;109589 966;109524 1016;109476 984;109517 1026
data,1241424300,591787.0;20578.0;592810.0;25339.0;563918.0;20414.0;1.22923865341;1.04105676559,7045.0 99.0 109536;2497.0 87.0 109572;2079.0 65.0 109574;2011.0 74.0 109575;1934.0 65.0 109576;1666.0 72.0 109577;1772.0 40.0 109578;1759.0 54.0 109580;1573.0 45.0 109581;1504.0 50.0 109582;1098.0 24.0 109583;769.0 23.0 109584;1123.0 35.0 109585;1014.0 14.0 109586;502.0 6.0 109587;45943.0 1692.0 109524;272.0 4.0 109589;415.0 6.0 109588;4603.0 159.0 109476;2064.0 56.0 109517,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1005;109572 1048;109574 992;109575 968;109576 953;109577 1061;109578 929;109580 943;109581 1016;109582 1033;109583 977;109584 1012;109585 981;109586 1044;109587 976;109524 1034;109589 1021;109588 954;109476 991;109517 1062
data,1241425200,592764.0;20591.0;593783.0;25353.0;564905.0;20429.0;1.22915309274;1.0410607454,7064.0 99.0 109536;2569.0 89.0 109572;2124.0 65.0 109574;2099.0 75.0 109575;1978.0 66.0 109576;1697.0 72.0 109577;1813.0 41.0 109578;1880.0 55.0 109580;2100.0 57.0 109517;1554.0 50.0 109582;1125.0 24.0 109583;805.0 23.0 109584;1145.0 35.0 109585;1035.0 15.0 109586;525.0 6.0 109587;46058.0 1695.0 109524;313.0 4.0 109589;466.0 7.0 109588;4644.0 161.0 109476;1622.0 45.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1003;109572 1019;109574 1004;109575 1029;109576 1002;109577 997;109578 964;109580 967;109517 1014;109582 1017;109583 1024;109584 1061;109585 969;109586 1007;109587 974;109524 1002;109589 1034;109588 973;109476 978;109581 962
data,1241425800,593798.0;20602.0;594777.0;25369.0;565886.0;20444.0;1.22935844828;1.0412769871,7083.0 99.0 109536;4707.0 162.0 109476;2151.0 65.0 109574;2165.0 76.0 109575;2028.0 66.0 109576;1741.0 72.0 109577;1891.0 45.0 109578;1974.0 56.0 109580;2152.0 59.0 109517;1593.0 50.0 109582;1142.0 24.0 109583;838.0 23.0 109584;1170.0 35.0 109585;1059.0 15.0 109586;549.0 6.0 109587;509.0 7.0 109588;345.0 4.0 109589;2646.0 90.0 109572;46204.0 1701.0 109524;1663.0 45.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1037;109476 1024;109574 976;109575 992;109576 1021;109577 1021;109578 1014;109580 1042;109517 985;109582 951;109583 937;109584 1008;109585 1006;109586 1070;109587 1014;109588 961;109589 964;109572 992;109524 991;109581 994
data,1241426700,594807.0;20622.0;595775.0;25394.0;566873.0;20465.0;1.22940260293;1.04128896303,7101.0 100.0 109536;2733.0 94.0 109572;2179.0 65.0 109574;2233.0 78.0 109575;2066.0 66.0 109576;1773.0 72.0 109577;1975.0 45.0 109578;2061.0 60.0 109580;2212.0 60.0 109517;1622.0 50.0 109582;1159.0 25.0 109583;869.0 23.0 109584;1184.0 35.0 109585;1090.0 17.0 109586;570.0 6.0 109587;46415.0 1710.0 109524;363.0 4.0 109589;540.0 7.0 109588;4763.0 163.0 109476;1700.0 45.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1004;109572 985;109574 964;109575 957;109576 990;109577 1024;109578 961;109580 969;109517 992;109582 1053;109583 1043;109584 1044;109585 994;109586 1002;109587 1000;109524 1012;109589 999;109588 1008;109476 1020;109581 979
data,1241427600,595830.0;20637.0;596810.0;25413.0;567924.0;20485.0;1.22940690201;1.04140953153,7128.0 101.0 109536;2812.0 94.0 109572;2201.0 65.0 109574;2324.0 80.0 109575;1736.0 46.0 109581;1789.0 72.0 109577;2037.0 45.0 109578;2193.0 63.0 109580;2256.0 60.0 109517;1644.0 50.0 109582;1183.0 25.0 109583;887.0 24.0 109584;1206.0 35.0 109585;1125.0 17.0 109586;591.0 6.0 109587;568.0 7.0 109588;384.0 4.0 109589;2088.0 66.0 109576;46676.0 1720.0 109524;4815.0 164.0 109476,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1049;109572 1017;109574 1002;109575 994;109581 963;109577 1012;109578 991;109580 1053;109517 1012;109582 944;109583 994;109584 993;109585 985;109586 972;109587 996;109588 968;109589 1039;109576 1002;109524 1016;109476 998
