
New Run at  02/05/2015 01:26:03
, Time,  exp3CTRRatio_1; exp3CTRRatio_2; exp3CTRRatio_3; exp3CTRRatio_4; exp3CTRRatio_5; exp3CTRRatio_6; exp3CTRRatio_7; exp3CTRRatio_8; exp3CTRRatio_9; ucb1CTRRatio; greedyCTRRatio 
data,1241420100,1.08649123416;1.08649123416;1.08649123416;1.08649123416;1.08649123416;1.08649123416;1.08649123416;1.08649123416;1.08649123416;1.13298534019;1.16284069378;1.18596292804;0.888233860731;1.1871106095;1.18512566594;1.24158623939;1.13417386941;1.13360316378;1.23071914571
