
New Run at  02/05/2015 16:16:21
, Time,  exp3CTRRatio_1; exp3CTRRatio_2; exp3CTRRatio_3; exp3CTRRatio_4; exp3CTRRatio_5; exp3CTRRatio_6; exp3CTRRatio_7; exp3CTRRatio_8; exp3CTRRatio_9; ucb1CTRRatio; greedyCTRRatio 
data,1241852100,1.18148517152;1.18148517152;1.18148517152;1.18148517152;1.18148517152;1.18148517152;1.18148517152;1.18148517152;1.18148517152;1.23950730183;1.08351038569;1.16613341234;0.997834967073;1.11428395689;1.27230255058;1.01733379821;1.05891081886;0.980357361612;1.18561362239
