
New Run at  02/05/2015 11:04:57
, Time,  exp3CTRRatio_1; exp3CTRRatio_2; exp3CTRRatio_3; exp3CTRRatio_4; exp3CTRRatio_5; exp3CTRRatio_6; exp3CTRRatio_7; exp3CTRRatio_8; exp3CTRRatio_9; ucb1CTRRatio; greedyCTRRatio 
data,1242024900,1.12571692098;1.12571692098;1.12571692098;1.12571692098;1.12571692098;1.12571692098;1.12571692098;1.12571692098;1.12571692098;1.18427279172;1.06715297417;1.08275504172;1.01500841002;0.98881267366;1.02524998818;1.11850435724;1.0528596139;1.03687087255;0.787419931007
