
New Run at  03/15/2015 21:10:41
, Time, randomAccesses; randomClicks; ucb1Accesses; ucb1Clicks; ucb1CTRRatio 
data,1241161800,1050.0;27.0;978.0;20.0;0.795273801409
data,1241162700,2024.0;62.0;1931.0;52.0;0.879103255876
data,1241163600,3008.0;91.0;3003.0;84.0;0.924613847691
data,1241164800,3994.0;112.0;3956.0;113.0;1.01861999856
data,1241165700,4993.0;133.0;4963.0;149.0;1.12707266857
data,1241166900,5942.0;170.0;5921.0;177.0;1.04486920929
data,1241167800,6916.0;192.0;6878.0;200.0;1.04742173112
data,1241169000,7945.0;207.0;7831.0;223.0;1.0929774333
data,1241169900,8947.0;230.0;8839.0;255.0;1.12224233511
data,1241171100,9931.0;263.0;9847.0;279.0;1.06988598562
data,1241172000,10970.0;301.0;10815.0;302.0;1.01770181995
data,1241172900,12015.0;326.0;11819.0;333.0;1.03841194666
data,1241173500,12990.0;349.0;12830.0;366.0;1.06178883214
data,1241174400,13948.0;377.0;13870.0;417.0;1.11232111746
data,1241175000,14928.0;408.0;14929.0;449.0;1.10041648115
data,1241175600,15898.0;434.0;15936.0;490.0;1.12634003757
data,1241176200,16922.0;462.0;16923.0;529.0;1.14495398434
data,1241176800,17889.0;505.0;17940.0;563.0;1.11168217491
data,1241177400,18906.0;537.0;18933.0;589.0;1.09527008944
data,1241177700,19898.0;576.0;19963.0;630.0;1.09018872414
data,1241178300,20906.0;615.0;20938.0;671.0;1.0893894246
data,1241178600,21898.0;659.0;21949.0;722.0;1.09305369303
data,1241179200,22874.0;693.0;22920.0;771.0;1.11032123781
data,1241179500,23875.0;736.0;23882.0;820.0;1.11380387448
data,1241179800,24887.0;789.0;24920.0;862.0;1.09107542107
data,1241180400,25864.0;830.0;25960.0;922.0;1.10673547812
data,1241180700,26850.0;875.0;26980.0;971.0;1.10436725617
data,1241181000,27884.0;926.0;27968.0;1014.0;1.09174354152
data,1241181300,28897.0;976.0;28901.0;1072.0;1.09820863876
data,1241181600,29934.0;1023.0;29859.0;1118.0;1.09560918723
data,1241182200,30938.0;1061.0;30821.0;1170.0;1.10691937065
data,1241182500,31939.0;1098.0;31848.0;1225.0;1.11885265919
data,1241182800,32904.0;1125.0;32843.0;1279.0;1.13900045672
data,1241183100,33890.0;1171.0;33818.0;1327.0;1.13563214432
data,1241183400,34902.0;1219.0;34809.0;1374.0;1.13016484591
data,1241183700,35869.0;1268.0;35784.0;1425.0;1.12648650843
data,1241184000,36891.0;1311.0;36808.0;1464.0;1.11922291294
data,1241184300,37912.0;1354.0;37893.0;1518.0;1.12168474388
data,1241184600,38974.0;1391.0;38861.0;1571.0;1.13268738545
data,1241184900,39991.0;1446.0;39856.0;1620.0;1.12412673175
data,1241185200,41068.0;1486.0;40883.0;1677.0;1.13363970828
data,1241185500,42075.0;1528.0;41929.0;1739.0;1.14205191861
