
New Run at  03/16/2015 01:55:02
, Time, randomAccesses; randomClicks; ucb1Accesses; ucb1Clicks; ucb1CTRRatio 
data,1241766300,1588263.0;58201.0;1585606.0;63252.0;1.08860657682
data,1241766900,1589223.0;58219.0;1586629.0;63274.0;1.08860419228
data,1241767800,1590168.0;58244.0;1587626.0;63305.0;1.08863333063
data,1241768700,1591134.0;58261.0;1588627.0;63334.0;1.08878918824
data,1241769300,1592104.0;58286.0;1589646.0;63366.0;1.0888374579
data,1241770200,1593113.0;58302.0;1590704.0;63403.0;1.08913963522
data,1241771100,1594048.0;58320.0;1591744.0;63429.0;1.08917715205
data,1241772000,1595090.0;58341.0;1592747.0;63446.0;1.08910254917
data,1241772900,1596143.0;58363.0;1593735.0;63474.0;1.08921583698
data,1241773800,1597156.0;58380.0;1594722.0;63495.0;1.08927563301
data,1241774700,1598196.0;58395.0;1595731.0;63526.0;1.08954759091
data,1241775600,1599171.0;58416.0;1596714.0;63557.0;1.0896809192
data,1241776500,1600161.0;58433.0;1597748.0;63592.0;1.08993274111
data,1241777100,1601137.0;58450.0;1598749.0;63616.0;1.09000891659
data,1241778000,1602139.0;58466.0;1599705.0;63645.0;1.09023770757
data,1241778600,1603131.0;58480.0;1600726.0;63672.0;1.09041832366
data,1241779200,1604195.0;58498.0;1601716.0;63703.0;1.09066282768
data,1241779800,1605180.0;58527.0;1602726.0;63738.0;1.09070329737
data,1241780400,1606156.0;58555.0;1603696.0;63767.0;1.09068082671
data,1241781000,1607175.0;58576.0;1604677.0;63795.0;1.09079332234
data,1241781600,1608215.0;58604.0;1605706.0;63836.0;1.09097923528
data,1241781900,1609221.0;58638.0;1606752.0;63869.0;1.09088208473
data,1241782500,1610218.0;58671.0;1607732.0;63912.0;1.09101303361
data,1241782800,1611179.0;58688.0;1608756.0;63950.0;1.09130175139
data,1241783400,1612243.0;58715.0;1609764.0;63983.0;1.09139968265
data,1241783700,1613201.0;58744.0;1610811.0;64028.0;1.09156679699
data,1241784000,1614197.0;58770.0;1611785.0;64061.0;1.09166013009
data,1241784600,1615210.0;58800.0;1612835.0;64097.0;1.09169025213
data,1241784900,1616233.0;58821.0;1613811.0;64142.0;1.09209744842
data,1241785200,1617264.0;58849.0;1614826.0;64170.0;1.09206411852
data,1241785500,1618238.0;58879.0;1615821.0;64211.0;1.09218989788
data,1241785800,1619206.0;58909.0;1616617.0;64240.0;1.0922419304
data,1241786400,1620114.0;58942.0;1617642.0;64283.0;1.0922811252
data,1241786700,1621088.0;58967.0;1618602.0;64312.0;1.09231903219
data,1241787000,1622094.0;58993.0;1619567.0;64353.0;1.09256029653
data,1241787300,1623087.0;59028.0;1620543.0;64398.0;1.09268643399
data,1241787600,1624097.0;59071.0;1621483.0;64433.0;1.0925305603
data,1241787900,1625102.0;59103.0;1622484.0;64479.0;1.09272019555
data,1241788200,1626107.0;59139.0;1623461.0;64525.0;1.0928518601
data,1241788500,1627116.0;59172.0;1624391.0;64559.0;1.09286995648
data,1241788800,1628050.0;59204.0;1625366.0;64605.0;1.09302890942
data,1241789100,1629035.0;59236.0;1626254.0;64635.0;1.09300982594
data,1241789400,1629967.0;59270.0;1627270.0;64679.0;1.09306896393
