
New Run at  03/16/2015 02:34:46
, Time, randomAccesses; randomClicks; ucb1Accesses; ucb1Clicks; ucb1CTRRatio 
data,1241853000,1808090.0;65535.0;1806524.0;71374.0;1.09004152181
data,1241853600,1809096.0;65561.0;1807252.0;71392.0;1.09005115326
data,1241854500,1810172.0;65592.0;1808322.0;71429.0;1.09010359933
data,1241855400,1811221.0;65619.0;1809328.0;71464.0;1.0902142495
data,1241856300,1812260.0;65632.0;1810417.0;71504.0;1.0905776282
data,1241857500,1813353.0;65654.0;1811486.0;71528.0;1.09059189106
data,1241858400,1814438.0;65675.0;1812526.0;71561.0;1.09077256748
data,1241859300,1815452.0;65701.0;1813573.0;71585.0;1.090686101
data,1241860500,1816586.0;65723.0;1814640.0;71610.0;1.09074135048
data,1241861400,1817684.0;65748.0;1815703.0;71629.0;1.09063621589
data,1241862600,1818740.0;65773.0;1816770.0;71663.0;1.0907318687
data,1241863500,1819814.0;65802.0;1817850.0;71690.0;1.09065763462
data,1241864400,1820864.0;65822.0;1818923.0;71730.0;1.0909201203
data,1241865300,1821954.0;65848.0;1820009.0;71772.0;1.09112958657
data,1241866200,1822983.0;65878.0;1821126.0;71819.0;1.09129350843
data,1241867100,1824048.0;65921.0;1822116.0;71855.0;1.09117258942
data,1241867700,1825082.0;65953.0;1823185.0;71895.0;1.09122869015
data,1241868300,1826192.0;65986.0;1824249.0;71927.0;1.09119524062
data,1241869200,1827216.0;66016.0;1825273.0;71956.0;1.09113846703
data,1241869800,1828234.0;66042.0;1826364.0;71997.0;1.09128610842
data,1241870400,1829273.0;66066.0;1827380.0;72034.0;1.09146339559
data,1241871000,1830301.0;66092.0;1828387.0;72075.0;1.09166691678
data,1241871300,1831378.0;66133.0;1829423.0;72110.0;1.09154370501
data,1241871900,1832429.0;66163.0;1830512.0;72150.0;1.09163065372
data,1241872500,1833535.0;66191.0;1831564.0;72195.0;1.091880938
data,1241872800,1834610.0;66234.0;1832647.0;72238.0;1.09181653174
data,1241873400,1835678.0;66264.0;1833689.0;72279.0;1.09195643086
data,1241873700,1836759.0;66295.0;1834710.0;72328.0;1.09222076699
data,1241874300,1837854.0;66324.0;1835750.0;72374.0;1.0924695388
data,1241874600,1838876.0;66357.0;1836794.0;72409.0;1.09244051668
data,1241875200,1839908.0;66398.0;1837873.0;72453.0;1.09240073768
data,1241875500,1840956.0;66429.0;1838904.0;72499.0;1.0925936012
data,1241876100,1842006.0;66470.0;1839972.0;72551.0;1.09269146411
data,1241876400,1843066.0;66501.0;1841050.0;72596.0;1.09284814667
data,1241876700,1844124.0;66538.0;1842092.0;72641.0;1.09292629514
data,1241877300,1845176.0;66576.0;1843143.0;72685.0;1.09296401223
data,1241877600,1846241.0;66612.0;1844148.0;72734.0;1.09314461105
data,1241877900,1847314.0;66648.0;1845236.0;72789.0;1.09337070637
data,1241878200,1848349.0;66686.0;1846245.0;72848.0;1.09364811712
data,1241878800,1849386.0;66715.0;1847245.0;72903.0;1.09401928016
data,1241879100,1850366.0;66747.0;1848285.0;72948.0;1.09413356078
data,1241879400,1851339.0;66771.0;1849335.0;72996.0;1.09441375533
data,1241879700,1852351.0;66813.0;1850291.0;73044.0;1.09447746231
data,1241880000,1853349.0;66842.0;1851322.0;73087.0;1.09462646935
data,1241880600,1854350.0;66875.0;1852337.0;73138.0;1.09484084705
data,1241880900,1855372.0;66916.0;1853363.0;73190.0;1.09494494835
data,1241881200,1856383.0;66959.0;1854386.0;73237.0;1.0949367432
data,1241881500,1857385.0;66992.0;1855381.0;73283.0;1.09508826556
data,1241881800,1858347.0;67033.0;1856188.0;73309.0;1.09489756349
data,1241882400,1859253.0;67065.0;1857133.0;73339.0;1.09479936977
data,1241882700,1860198.0;67096.0;1858112.0;73377.0;1.09483987594
data,1241883000,1861142.0;67133.0;1859071.0;73413.0;1.09476385505
data,1241883300,1862075.0;67170.0;1859993.0;73449.0;1.09470322768
data,1241883600,1863054.0;67201.0;1860927.0;73486.0;1.09477527025
data,1241883900,1864042.0;67236.0;1861892.0;73524.0;1.09478405999
data,1241884500,1864958.0;67268.0;1862849.0;73567.0;1.09487851447
data,1241884800,1865932.0;67299.0;1863833.0;73605.0;1.09493294145
data,1241885100,1866880.0;67330.0;1864800.0;73648.0;1.09505639479
data,1241885400,1867814.0;67354.0;1865792.0;73696.0;1.09534498297
