data,1241866500,1822699.0;66029.0;1752991.0;70905.0;1714643.0;62520.0;1826801.0;94856.0;1.11654803163;1.00652714962;1.43335511808,3953.0 84.0 109728;10174.0 231.0 109697;15684.0 401.0 109667;3134.0 144.0 109734;6109.0 155.0 109735;7114.0 403.0 109711;5217.0 302.0 109746;1454.0 79.0 109742;7424.0 270.0 109743;5630.0 152.0 109745;2686.0 53.0 109714;2701.0 69.0 109747;10426.0 550.0 109748;13516.0 695.0 109749;4650.0 118.0 109720;8020.0 557.0 109721;5550.0 189.0 109722;9800.0 137.0 109723;3435.0 78.0 109726,109728.0 4623;109697.0 4623;109667.0 4623;109734.0 4623;109735.0 4623;109711.0 4623;109714.0 4623;109742.0 4623;109743.0 4623;109745.0 4623;109746.0 4623;109747.0 4623;109748.0 4623;109749.0 4623;109720.0 4623;109721.0 4623;109722.0 4623;109723.0 4623;109726.0 4623,109728 267;109697 252;109667 242;109734 231;109735 240;109711 215;109746 264;109742 252;109743 220;109745 223;109714 254;109747 231;109748 239;109749 282;109720 236;109721 255;109722 255;109723 247;109726 218
data,1241867100,1823467.0;66053.0;1753760.0;70926.0;1715420.0;62543.0;1827596.0;94879.0;1.11645357374;1.00649958678;1.43316192187,3981.0 84.0 109728;10199.0 231.0 109697;15725.0 402.0 109667;3195.0 145.0 109734;6138.0 156.0 109735;2712.0 53.0 109714;1532.0 87.0 109742;7145.0 404.0 109711;9829.0 137.0 109723;5662.0 152.0 109745;5243.0 302.0 109746;2731.0 69.0 109747;10449.0 550.0 109748;13571.0 697.0 109749;4689.0 118.0 109720;8051.0 557.0 109721;5639.0 191.0 109722;7494.0 275.0 109743;3461.0 78.0 109726,109728.0 15377;109697.0 15377;109667.0 15377;109734.0 15377;109735.0 15377;109711.0 15377;109714.0 15377;109742.0 15377;109743.0 15377;109745.0 15377;109746.0 15377;109747.0 15377;109748.0 15377;109749.0 15377;109720.0 15377;109721.0 15377;109722.0 15377;109723.0 15377;109726.0 15377,109728 782;109697 812;109667 756;109734 802;109735 829;109714 786;109742 832;109711 775;109723 810;109745 816;109746 890;109747 844;109748 847;109749 790;109720 788;109721 831;109722 787;109743 800;109726 800
data,1241867700,1824554.0;66080.0;1754861.0;70949.0;1716525.0;62574.0;1828636.0;94903.0;1.11632395262;1.00653868691;1.43297747219,4013.0 84.0 109728;10227.0 232.0 109697;15794.0 403.0 109667;3259.0 147.0 109734;6187.0 157.0 109735;7169.0 404.0 109711;5263.0 302.0 109746;1589.0 89.0 109742;7580.0 276.0 109743;5743.0 154.0 109745;2786.0 54.0 109714;2771.0 70.0 109747;10526.0 554.0 109748;13655.0 699.0 109749;4775.0 119.0 109720;8098.0 557.0 109721;5755.0 194.0 109722;9854.0 137.0 109723;3503.0 79.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1048;109697 1001;109667 1052;109734 1075;109735 1038;109711 1069;109746 1065;109742 1067;109743 1066;109745 1034;109714 1023;109747 1113;109748 1090;109749 1001;109720 1129;109721 1041;109722 994;109723 1041;109726 1053
data,1241868300,1825549.0;66107.0;1755887.0;70972.0;1717572.0;62600.0;1829682.0;94929.0;1.11618588424;1.00648064387;1.43274643298,4048.0 84.0 109728;10245.0 232.0 109697;15819.0 403.0 109667;7597.0 277.0 109743;3291.0 147.0 109734;6340.0 161.0 109735;5278.0 303.0 109746;1618.0 90.0 109742;7194.0 404.0 109711;5843.0 155.0 109745;2906.0 56.0 109714;2790.0 70.0 109747;10604.0 558.0 109748;13776.0 707.0 109749;4801.0 119.0 109720;8114.0 557.0 109721;5841.0 195.0 109722;9875.0 137.0 109723;3593.0 79.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1007;109697 1060;109667 1029;109743 1102;109734 1042;109735 1033;109746 1036;109742 1037;109711 1064;109745 1036;109714 1102;109747 1053;109748 1067;109749 1071;109720 1044;109721 1076;109722 1026;109723 1064;109726 1051
data,1241869200,1826632.0;66133.0;1756932.0;70997.0;1718667.0;62631.0;1830814.0;94965.0;1.11613796924;1.00653862508;1.43268985396,4083.0 86.0 109728;10258.0 232.0 109697;15862.0 405.0 109667;3337.0 147.0 109734;6498.0 162.0 109735;2940.0 57.0 109714;7619.0 279.0 109743;1639.0 92.0 109742;7211.0 405.0 109711;5898.0 156.0 109745;5299.0 303.0 109746;2810.0 70.0 109747;10751.0 565.0 109748;13837.0 707.0 109749;4822.0 119.0 109720;8141.0 557.0 109721;5971.0 199.0 109722;9948.0 139.0 109723;3694.0 79.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1080;109697 1016;109667 1041;109734 1104;109735 1052;109714 1078;109743 1012;109742 1100;109711 1024;109745 1060;109746 988;109747 1097;109748 1038;109749 1036;109720 1027;109721 1058;109722 1096;109723 1034;109726 1059
data,1241869800,1827736.0;66160.0;1758000.0;71037.0;1719743.0;62657.0;1831882.0;95007.0;1.11630716166;1.00652372504;1.43276867846,4128.0 88.0 109728;10284.0 232.0 109697;15882.0 405.0 109667;3353.0 147.0 109734;6592.0 164.0 109735;7229.0 406.0 109711;5319.0 306.0 109746;1732.0 98.0 109742;7634.0 279.0 109743;5918.0 157.0 109745;2961.0 58.0 109714;2830.0 71.0 109747;10915.0 571.0 109748;13857.0 709.0 109749;4836.0 119.0 109720;8157.0 558.0 109721;6209.0 212.0 109722;10064.0 139.0 109723;3786.0 80.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1007;109697 1006;109667 1065;109734 1139;109735 1059;109711 1091;109746 1061;109742 1029;109743 1040;109745 1045;109714 1063;109747 1096;109748 1057;109749 1038;109720 1026;109721 1028;109722 1093;109723 987;109726 1070
data,1241870400,1828794.0;66187.0;1759050.0;71082.0;1720736.0;62688.0;1832926.0;95057.0;1.11653809729;1.00661236545;1.43295074855,4173.0 89.0 109728;10302.0 232.0 109697;15900.0 406.0 109667;3364.0 147.0 109734;6623.0 165.0 109735;7240.0 406.0 109711;5360.0 308.0 109746;1962.0 111.0 109742;7647.0 280.0 109743;5934.0 157.0 109745;2977.0 58.0 109714;2853.0 72.0 109747;11045.0 579.0 109748;13895.0 710.0 109749;4856.0 119.0 109720;8183.0 559.0 109721;6467.0 225.0 109722;10132.0 141.0 109723;3823.0 80.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1040;109697 985;109667 1000;109734 1030;109735 1068;109711 1016;109746 1024;109742 1013;109743 1086;109745 1062;109714 1066;109747 1108;109748 1052;109749 1099;109720 1075;109721 1033;109722 1087;109723 1115;109726 1041
data,1241871000,1829819.0;66223.0;1760091.0;71119.0;1721786.0;62724.0;1833899.0;95106.0;1.11647705174;1.00659288357;1.43295246674,4282.0 91.0 109728;10318.0 232.0 109697;15914.0 406.0 109667;3390.0 149.0 109734;6676.0 166.0 109735;2993.0 58.0 109714;2330.0 132.0 109742;7662.0 281.0 109743;10177.0 141.0 109723;5957.0 158.0 109745;5432.0 310.0 109746;2873.0 72.0 109747;11071.0 580.0 109748;13921.0 710.0 109749;4872.0 119.0 109720;8198.0 559.0 109721;6597.0 230.0 109722;7257.0 407.0 109711;3857.0 80.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1016;109697 1064;109667 1043;109734 1111;109735 1029;109714 1042;109742 1079;109743 1070;109723 1096;109745 1062;109746 1002;109747 1079;109748 1049;109749 1042;109720 1084;109721 1004;109722 1084;109711 1007;109726 1037
data,1241871300,1830832.0;66259.0;1761143.0;71159.0;1722841.0;62752.0;1834926.0;95152.0;1.11644885557;1.00643560134;1.43285744372,4476.0 96.0 109728;10335.0 232.0 109697;15937.0 408.0 109667;7684.0 283.0 109743;3443.0 150.0 109734;6707.0 166.0 109735;3009.0 58.0 109714;2561.0 145.0 109742;7271.0 407.0 109711;5976.0 158.0 109745;5661.0 324.0 109746;2890.0 72.0 109747;11089.0 581.0 109748;13956.0 710.0 109749;4884.0 119.0 109720;8217.0 559.0 109721;6660.0 231.0 109722;10199.0 142.0 109723;3874.0 80.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1077;109697 1025;109667 1043;109743 1078;109734 1044;109735 1027;109714 1015;109742 1037;109711 1036;109745 1054;109746 1052;109747 1072;109748 1079;109749 1076;109720 1065;109721 1064;109722 1006;109723 1073;109726 1077
data,1241871900,1831876.0;66302.0;1762140.0;71189.0;1723889.0;62778.0;1835966.0;95208.0;1.1161997644;1.0061613277;1.43277584653,4659.0 99.0 109728;10350.0 232.0 109697;16000.0 408.0 109667;3477.0 151.0 109734;6772.0 167.0 109735;7295.0 407.0 109711;3019.0 58.0 109714;2776.0 155.0 109742;7749.0 285.0 109743;5985.0 158.0 109745;5770.0 328.0 109746;2904.0 73.0 109747;11103.0 582.0 109748;14048.0 715.0 109749;4897.0 119.0 109720;8236.0 561.0 109721;6680.0 231.0 109722;10212.0 142.0 109723;3894.0 80.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1047;109697 1052;109667 1002;109734 1056;109735 1069;109711 1089;109714 1003;109742 1060;109743 1074;109745 1042;109746 1111;109747 1031;109748 998;109749 1065;109720 1043;109721 1052;109722 1050;109723 1075;109726 1081
data,1241872500,1832934.0;66345.0;1763223.0;71225.0;1724962.0;62819.0;1837028.0;95266.0;1.11599910022;1.00612077174;1.43271821876,4727.0 102.0 109728;10371.0 232.0 109697;16175.0 413.0 109667;7771.0 286.0 109743;3492.0 152.0 109734;6832.0 168.0 109735;5897.0 332.0 109746;2944.0 159.0 109742;7307.0 409.0 109711;6008.0 159.0 109745;3036.0 58.0 109714;2918.0 74.0 109747;11123.0 585.0 109748;14292.0 724.0 109749;4921.0 119.0 109720;8253.0 562.0 109721;6706.0 231.0 109722;10229.0 142.0 109723;3907.0 80.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1058;109697 1004;109667 1029;109743 1055;109734 1114;109735 1047;109746 1051;109742 1072;109711 1052;109745 1109;109714 1103;109747 1031;109748 1075;109749 1032;109720 1035;109721 1021;109722 1026;109723 1054;109726 1032
