
New Run at  02/23/2015 04:17:04
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; exp3CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241420700,587958.0;20650.0;589208.0;24292.0;1.17387238347,6619.0 64.0 109536;2248.0 83.0 109572;1723.0 60.0 109574;1681.0 59.0 109575;1589.0 61.0 109576;1487.0 49.0 109577;1407.0 34.0 109578;1292.0 41.0 109580;1801.0 68.0 109517;1201.0 62.0 109582;1178.0 37.0 109581;589.0 33.0 109584;852.0 24.0 109585;854.0 18.0 109586;315.0 3.0 109587;81.0 2.0 109588;96.0 1.0 109589;4346.0 156.0 109476;961.0 23.0 109583;202549.0 7282.0 109524,109536.0 11950;109476.0 11950;109574.0 11950;109575.0 11950;109576.0 11950;109580.0 11950;109578.0 11950;109581.0 11950;109517.0 11950;109582.0 11950;109583.0 11950;109584.0 11950;109585.0 11950;109586.0 11950;109587.0 11950;109588.0 11950;109589.0 11950;109577.0 11950;109524.0 11950;109572.0 11950,109536 597;109572 617;109574 633;109575 587;109576 626;109577 611;109578 627;109580 563;109517 587;109582 595;109581 616;109584 576;109585 598;109586 601;109587 571;109588 544;109589 597;109476 617;109583 584;109524 603
data,1241421300,588929.0;20664.0;590146.0;24310.0;1.17401606079,6633.0 64.0 109536;4360.0 156.0 109476;1732.0 60.0 109574;1706.0 59.0 109575;1599.0 61.0 109576;1505.0 50.0 109577;1420.0 35.0 109578;1307.0 43.0 109580;1190.0 37.0 109581;1221.0 62.0 109582;974.0 23.0 109583;600.0 33.0 109584;865.0 24.0 109585;869.0 18.0 109586;328.0 3.0 109587;92.0 2.0 109588;108.0 1.0 109589;203220.0 7296.0 109524;1813.0 68.0 109517;2265.0 83.0 109572,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 963;109476 1080;109574 1002;109575 1045;109576 994;109577 1002;109578 986;109580 1036;109581 1048;109582 979;109583 980;109584 1045;109585 976;109586 954;109587 970;109588 974;109589 989;109524 984;109517 1024;109572 969
data,1241421900,589938.0;20684.0;591149.0;24327.0;1.17371711727,6651.0 64.0 109536;2279.0 83.0 109572;1744.0 60.0 109574;1714.0 59.0 109575;1614.0 63.0 109576;1514.0 51.0 109577;1436.0 35.0 109578;1326.0 45.0 109580;1206.0 37.0 109581;1232.0 62.0 109582;1834.0 68.0 109517;616.0 33.0 109584;880.0 24.0 109585;883.0 18.0 109586;341.0 3.0 109587;203950.0 7308.0 109524;125.0 1.0 109589;105.0 2.0 109588;991.0 23.0 109583;4369.0 156.0 109476,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1013;109572 1039;109574 984;109575 912;109576 1032;109577 947;109578 1065;109580 1018;109581 1027;109582 1014;109517 1047;109584 1018;109585 969;109586 999;109587 935;109524 1013;109589 1015;109588 1032;109583 1003;109476 918
data,1241422800,590921.0;20697.0;592151.0;24356.0;1.1743445126,6663.0 64.0 109536;2294.0 83.0 109572;1759.0 61.0 109574;1735.0 60.0 109575;1625.0 64.0 109576;1531.0 52.0 109577;1457.0 35.0 109578;1341.0 45.0 109580;1854.0 68.0 109517;1249.0 62.0 109582;1005.0 23.0 109583;634.0 33.0 109584;900.0 24.0 109585;891.0 18.0 109586;354.0 3.0 109587;121.0 2.0 109588;137.0 1.0 109589;204656.0 7332.0 109524;4381.0 156.0 109476;1225.0 38.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1009;109572 981;109574 1056;109575 1047;109576 932;109577 1025;109578 1007;109580 958;109517 1003;109582 995;109583 936;109584 1029;109585 1010;109586 999;109587 1010;109588 1035;109589 997;109524 981;109476 1004;109581 986
data,1241423400,591918.0;20708.0;593140.0;24372.0;1.17451169947,6680.0 64.0 109536;2303.0 83.0 109572;1774.0 62.0 109574;1748.0 60.0 109575;1632.0 66.0 109576;1544.0 52.0 109577;1470.0 35.0 109578;1356.0 45.0 109580;1241.0 38.0 109581;1259.0 62.0 109582;1019.0 23.0 109583;650.0 33.0 109584;909.0 24.0 109585;901.0 18.0 109586;373.0 3.0 109587;142.0 2.0 109588;146.0 1.0 109589;205389.0 7344.0 109524;4397.0 156.0 109476;1868.0 69.0 109517,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 992;109572 1004;109574 1008;109575 982;109576 975;109577 1028;109578 1001;109580 1006;109581 1027;109582 1021;109583 1032;109584 977;109585 1019;109586 962;109587 946;109588 1028;109589 966;109524 1016;109476 984;109517 1026
data,1241424300,592920.0;20721.0;594175.0;24399.0;1.17501400063,6696.0 64.0 109536;2320.0 83.0 109572;1788.0 62.0 109574;1763.0 60.0 109575;1650.0 66.0 109576;1561.0 52.0 109577;1485.0 35.0 109578;1372.0 46.0 109580;1259.0 38.0 109581;1274.0 62.0 109582;1042.0 23.0 109583;664.0 35.0 109584;925.0 24.0 109585;920.0 18.0 109586;389.0 4.0 109587;206113.0 7365.0 109524;161.0 2.0 109589;158.0 2.0 109588;4418.0 156.0 109476;1878.0 70.0 109517,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1005;109572 1048;109574 992;109575 968;109576 953;109577 1061;109578 929;109580 943;109581 1016;109582 1033;109583 977;109584 1012;109585 981;109586 1044;109587 976;109524 1034;109589 1021;109588 954;109476 991;109517 1062
data,1241425200,593901.0;20734.0;595178.0;24423.0;1.1753930058,6712.0 65.0 109536;2332.0 83.0 109572;1807.0 63.0 109574;1775.0 60.0 109575;1660.0 66.0 109576;1574.0 52.0 109577;1497.0 36.0 109578;1390.0 47.0 109580;1893.0 70.0 109517;1292.0 62.0 109582;1058.0 23.0 109583;683.0 37.0 109584;938.0 24.0 109585;931.0 19.0 109586;406.0 4.0 109587;206809.0 7382.0 109524;181.0 2.0 109589;188.0 2.0 109588;4438.0 156.0 109476;1275.0 38.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1003;109572 1019;109574 1004;109575 1029;109576 1002;109577 997;109578 964;109580 967;109517 1014;109582 1017;109583 1024;109584 1061;109585 969;109586 1007;109587 974;109524 1002;109589 1034;109588 973;109476 978;109581 962
data,1241425800,594929.0;20746.0;596152.0;24441.0;1.17568974874,6725.0 65.0 109536;4461.0 157.0 109476;1823.0 64.0 109574;1790.0 60.0 109575;1676.0 66.0 109576;1589.0 52.0 109577;1513.0 36.0 109578;1405.0 47.0 109580;1904.0 70.0 109517;1303.0 62.0 109582;1076.0 23.0 109583;699.0 37.0 109584;954.0 24.0 109585;950.0 19.0 109586;418.0 4.0 109587;201.0 2.0 109588;198.0 3.0 109589;2349.0 83.0 109572;207488.0 7397.0 109524;1291.0 38.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1037;109476 1024;109574 976;109575 992;109576 1021;109577 1021;109578 1014;109580 1042;109517 985;109582 951;109583 937;109584 1008;109585 1006;109586 1070;109587 1014;109588 961;109589 964;109572 992;109524 991;109581 994
data,1241426700,595952.0;20761.0;597180.0;24467.0;1.17608437643,6743.0 65.0 109536;2363.0 83.0 109572;1841.0 64.0 109574;1809.0 60.0 109575;1688.0 67.0 109576;1602.0 52.0 109577;1532.0 36.0 109578;1426.0 48.0 109580;1917.0 70.0 109517;1322.0 62.0 109582;1091.0 23.0 109583;719.0 37.0 109584;973.0 25.0 109585;961.0 19.0 109586;432.0 4.0 109587;208210.0 7419.0 109524;217.0 3.0 109589;212.0 2.0 109588;4477.0 157.0 109476;1306.0 39.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1004;109572 985;109574 964;109575 957;109576 990;109577 1024;109578 961;109580 969;109517 992;109582 1053;109583 1043;109584 1044;109585 994;109586 1002;109587 1000;109524 1012;109589 999;109588 1008;109476 1020;109581 979
data,1241427600,596912.0;20770.0;598184.0;24484.0;1.17630892348,6757.0 65.0 109536;2374.0 83.0 109572;1854.0 64.0 109574;1828.0 60.0 109575;1323.0 39.0 109581;1621.0 52.0 109577;1541.0 36.0 109578;1438.0 48.0 109580;1929.0 71.0 109517;1337.0 62.0 109582;1112.0 23.0 109583;733.0 37.0 109584;986.0 25.0 109585;971.0 19.0 109586;439.0 4.0 109587;232.0 2.0 109588;236.0 4.0 109589;1703.0 67.0 109576;208938.0 7434.0 109524;4493.0 157.0 109476,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1049;109572 1017;109574 1002;109575 994;109581 963;109577 1012;109578 991;109580 1053;109517 1012;109582 944;109583 994;109584 993;109585 985;109586 972;109587 996;109588 968;109589 1039;109576 1002;109524 1016;109476 998
