
New Run at  02/23/2015 09:04:19
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; exp3CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241161800,1008.0;31.0;1079.0;34.0;1.02460462196,71.0 5.0 109473;42.0 2.0 109506;65.0 3.0 109508;49.0 1.0 109509;44.0 1.0 109510;34.0 0.0 109511;39.0 1.0 109512;70.0 4.0 109513;36.0 1.0 109514;67.0 3.0 109515;80.0 4.0 109484;61.0 1.0 109453;41.0 0.0 109492;59.0 1.0 109505;55.0 1.0 109494;37.0 0.0 109495;85.0 3.0 109498;51.0 1.0 109501;45.0 1.0 109502;48.0 1.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109505.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109511.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1010;109506 986;109508 1024;109509 960;109510 1058;109511 1019;109512 969;109513 1024;109514 1013;109515 976;109484 1006;109453 982;109492 1019;109505 949;109494 955;109495 1003;109498 1004;109501 984;109502 1002;109503 1057
data,1241162700,1976.0;63.0;2031.0;68.0;1.05013559666,117.0 6.0 109473;98.0 8.0 109506;83.0 3.0 109508;74.0 1.0 109509;61.0 1.0 109510;67.0 1.0 109505;62.0 1.0 109512;133.0 9.0 109513;61.0 2.0 109514;88.0 4.0 109515;115.0 5.0 109484;103.0 2.0 109453;353.0 6.0 109519;64.0 0.0 109492;85.0 4.0 109494;68.0 0.0 109495;50.0 2.0 109511;117.0 3.0 109498;86.0 2.0 109501;68.0 5.0 109502;78.0 3.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109505.0 15120;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 11554;109492.0 20000;109494.0 20000;109495.0 20000;109511.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1017;109506 995;109508 1017;109509 1011;109510 982;109505 478;109512 1010;109513 968;109514 975;109515 1068;109484 1026;109453 952;109519 495;109492 983;109494 1060;109495 988;109511 983;109498 1012;109501 1003;109502 962;109503 1015
data,1241163600,3050.0;87.0;3029.0;89.0;1.03008086581,138.0 6.0 109473;109.0 8.0 109506;95.0 3.0 109508;85.0 2.0 109509;76.0 2.0 109510;61.0 2.0 109511;77.0 2.0 109512;145.0 9.0 109513;86.0 2.0 109514;99.0 5.0 109515;127.0 5.0 109484;123.0 3.0 109453;1059.0 20.0 109519;83.0 0.0 109492;101.0 5.0 109494;79.0 0.0 109495;129.0 3.0 109498;102.0 2.0 109501;87.0 5.0 109502;101.0 4.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1012;109506 1030;109508 1021;109509 933;109510 1020;109511 1022;109512 972;109513 1003;109514 1027;109515 972;109484 954;109453 1072;109519 995;109492 998;109494 1023;109495 964;109498 999;109501 1022;109502 975;109503 986
data,1241164800,4055.0;118.0;4000.0;104.0;0.893474576271,147.0 6.0 109473;124.0 8.0 109506;114.0 3.0 109508;101.0 3.0 109509;89.0 2.0 109510;79.0 2.0 109511;92.0 2.0 109512;159.0 9.0 109513;102.0 2.0 109514;110.0 5.0 109515;145.0 7.0 109484;140.0 4.0 109453;1751.0 31.0 109519;99.0 0.0 109492;111.0 5.0 109494;93.0 0.0 109495;147.0 3.0 109498;114.0 2.0 109501;100.0 5.0 109502;116.0 4.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 998;109506 1013;109508 1011;109509 1017;109510 1005;109511 1031;109512 990;109513 1050;109514 968;109515 1023;109484 1018;109453 953;109519 996;109492 974;109494 980;109495 938;109498 1030;109501 1006;109502 1018;109503 981
data,1241165700,5063.0;137.0;5006.0;121.0;0.893268224116,156.0 6.0 109473;150.0 9.0 109506;132.0 3.0 109508;118.0 3.0 109509;105.0 3.0 109510;96.0 5.0 109511;107.0 2.0 109512;174.0 9.0 109513;115.0 2.0 109514;129.0 5.0 109515;188.0 9.0 109484;157.0 4.0 109453;2416.0 40.0 109519;121.0 0.0 109492;127.0 5.0 109494;108.0 1.0 109495;161.0 3.0 109498;132.0 2.0 109501;113.0 5.0 109502;134.0 4.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1013;109506 1022;109508 1062;109509 991;109510 1046;109511 991;109512 991;109513 969;109514 976;109515 965;109484 1036;109453 1007;109519 975;109492 937;109494 981;109495 984;109498 1021;109501 1054;109502 979;109503 1000
data,1241166900,6078.0;161.0;5986.0;140.0;0.882929734598,166.0 6.0 109473;166.0 9.0 109506;149.0 4.0 109508;135.0 3.0 109509;122.0 5.0 109510;107.0 5.0 109511;122.0 3.0 109512;191.0 9.0 109513;128.0 2.0 109514;140.0 6.0 109515;266.0 11.0 109484;175.0 4.0 109453;3045.0 49.0 109519;129.0 0.0 109492;143.0 6.0 109494;120.0 1.0 109495;175.0 3.0 109498;150.0 2.0 109501;132.0 6.0 109502;158.0 5.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1069;109506 979;109508 971;109509 1037;109510 1013;109511 1017;109512 983;109513 977;109514 982;109515 953;109484 980;109453 958;109519 1012;109492 979;109494 1059;109495 963;109498 982;109501 1095;109502 977;109503 1014
data,1241167800,7068.0;187.0;6963.0;162.0;0.879373863838,181.0 7.0 109473;189.0 12.0 109506;160.0 4.0 109508;155.0 4.0 109509;134.0 6.0 109510;125.0 6.0 109511;141.0 5.0 109512;202.0 9.0 109513;144.0 4.0 109514;191.0 6.0 109515;354.0 14.0 109484;184.0 4.0 109453;3619.0 57.0 109519;149.0 0.0 109492;160.0 6.0 109494;135.0 1.0 109495;185.0 3.0 109498;170.0 2.0 109501;147.0 6.0 109502;171.0 5.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 1004;109506 982;109508 976;109509 1019;109510 1053;109511 1108;109512 970;109513 994;109514 1038;109515 983;109484 980;109453 957;109519 997;109492 1005;109494 974;109495 1008;109498 975;109501 1020;109502 945;109503 1012
data,1241169000,8051.0;221.0;7896.0;188.0;0.867377720319,206.0 8.0 109473;239.0 12.0 109506;175.0 6.0 109508;171.0 4.0 109509;151.0 6.0 109510;145.0 7.0 109511;154.0 5.0 109512;217.0 9.0 109513;155.0 5.0 109514;265.0 7.0 109515;492.0 21.0 109484;198.0 5.0 109453;4037.0 65.0 109519;161.0 0.0 109492;174.0 7.0 109494;150.0 2.0 109495;202.0 3.0 109498;181.0 2.0 109501;169.0 6.0 109502;187.0 7.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 994;109506 979;109508 987;109509 1014;109510 1003;109511 1009;109512 1052;109513 1015;109514 1023;109515 1028;109484 985;109453 953;109519 930;109492 1015;109494 971;109495 988;109498 1011;109501 985;109502 1050;109503 1008
data,1241169900,9040.0;245.0;8867.0;204.0;0.848898576009,223.0 9.0 109473;367.0 13.0 109506;192.0 8.0 109508;185.0 4.0 109509;159.0 7.0 109510;160.0 7.0 109511;167.0 6.0 109512;228.0 11.0 109513;166.0 5.0 109514;370.0 7.0 109515;678.0 25.0 109484;214.0 5.0 109453;4344.0 67.0 109519;176.0 0.0 109492;196.0 7.0 109494;165.0 2.0 109495;230.0 3.0 109498;195.0 2.0 109501;182.0 7.0 109502;203.0 8.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 955;109506 981;109508 1031;109509 966;109510 1001;109511 971;109512 976;109513 992;109514 963;109515 989;109484 1014;109453 1008;109519 1032;109492 962;109494 1067;109495 998;109498 1001;109501 1045;109502 1011;109503 1037
data,1241171100,10090.0;282.0;9862.0;237.0;0.859855365749,266.0 9.0 109473;478.0 14.0 109506;215.0 10.0 109508;200.0 4.0 109509;196.0 8.0 109510;175.0 8.0 109511;195.0 6.0 109512;251.0 11.0 109513;177.0 6.0 109514;455.0 8.0 109515;910.0 32.0 109484;227.0 7.0 109453;4569.0 74.0 109519;190.0 1.0 109492;242.0 11.0 109494;174.0 2.0 109495;242.0 5.0 109498;212.0 4.0 109501;201.0 7.0 109502;220.0 9.0 109503,109473.0 20000;109506.0 20000;109508.0 20000;109509.0 20000;109510.0 20000;109511.0 20000;109512.0 20000;109513.0 20000;109514.0 20000;109515.0 20000;109484.0 20000;109453.0 20000;109519.0 20000;109492.0 20000;109494.0 20000;109495.0 20000;109498.0 20000;109501.0 20000;109502.0 20000;109503.0 20000,109473 954;109506 987;109508 1019;109509 995;109510 1028;109511 1011;109512 992;109513 998;109514 958;109515 953;109484 1027;109453 1008;109519 977;109492 1029;109494 1032;109495 960;109498 1030;109501 1011;109502 1051;109503 980
