data,1241842800,1793698.0;65290.0;1723887.0;70038.0;1685834.0;61764.0;1797707.0;93943.0;1.116162935;1.00652197503;1.43564866265,9672.0 224.0 109697;6115.0 369.0 109711;572.0 15.0 109714;3944.0 107.0 109720;7040.0 520.0 109721;4001.0 150.0 109722;9235.0 129.0 109723;2992.0 93.0 109725;2705.0 66.0 109726;3437.0 78.0 109728;1466.0 56.0 109732;1186.0 65.0 109734;4756.0 133.0 109735;1961.0 92.0 109737;917.0 54.0 109742;4052.0 186.0 109743;1006.0 18.0 109744;2890.0 74.0 109745;4330.0 271.0 109746;2208.0 60.0 109747;7846.0 441.0 109748;10450.0 583.0 109749;14813.0 389.0 109667,109697.0 16553;109711.0 16553;109714.0 16553;109720.0 16553;109721.0 16553;109722.0 16553;109723.0 16553;109725.0 16553;109726.0 16553;109728.0 16553;109732.0 16553;109734.0 16553;109735.0 16553;109737.0 16553;109742.0 16553;109743.0 16553;109744.0 16553;109745.0 16553;109746.0 16553;109747.0 16553;109748.0 16553;109749.0 16553;109667.0 16553,109697 746;109711 695;109714 741;109720 752;109721 714;109722 766;109723 742;109725 760;109726 696;109728 682;109732 722;109734 752;109735 728;109737 692;109742 726;109743 731;109744 709;109745 685;109746 709;109747 684;109748 763;109749 692;109667 666
data,1241843100,1793833.0;65293.0;1724037.0;70041.0;1685964.0;61770.0;1797876.0;93945.0;1.11614634557;1.00657164;1.43558635389,9678.0 224.0 109697;6120.0 369.0 109711;577.0 15.0 109714;3950.0 107.0 109720;7045.0 520.0 109721;4008.0 150.0 109722;9240.0 129.0 109723;3000.0 94.0 109725;2712.0 66.0 109726;3444.0 78.0 109728;1471.0 56.0 109732;1195.0 65.0 109734;4764.0 133.0 109735;1968.0 92.0 109737;927.0 55.0 109742;4059.0 186.0 109743;1012.0 18.0 109744;2898.0 74.0 109745;4336.0 271.0 109746;2214.0 61.0 109747;7853.0 441.0 109748;10455.0 583.0 109749;14818.0 389.0 109667,109697.0 3447;109711.0 3447;109714.0 3447;109720.0 3447;109721.0 3447;109722.0 3447;109723.0 3447;109725.0 3447;109726.0 3447;109728.0 3447;109732.0 3447;109734.0 3447;109735.0 3447;109737.0 3447;109742.0 3447;109743.0 3447;109744.0 3447;109745.0 3447;109746.0 3447;109747.0 3447;109748.0 3447;109749.0 3447;109667.0 3447,109697 166;109711 135;109714 125;109720 169;109721 141;109722 152;109723 158;109725 140;109726 160;109728 166;109732 135;109734 143;109735 144;109737 157;109742 130;109743 155;109744 164;109745 177;109746 133;109747 151;109748 143;109749 154;109667 149
data,1241843400,1794697.0;65320.0;1724904.0;70073.0;1686828.0;61801.0;1798779.0;93968.0;1.1161710205;1.00662951931;1.43531470924,9712.0 225.0 109697;6158.0 369.0 109711;603.0 16.0 109714;3970.0 107.0 109720;7098.0 522.0 109721;4031.0 152.0 109722;9283.0 131.0 109723;3024.0 94.0 109725;2727.0 66.0 109726;3484.0 78.0 109728;1528.0 60.0 109732;1216.0 66.0 109734;4786.0 133.0 109735;2021.0 95.0 109737;950.0 56.0 109742;4092.0 186.0 109743;1032.0 18.0 109744;2913.0 74.0 109745;4437.0 278.0 109746;2253.0 61.0 109747;7896.0 443.0 109748;10539.0 588.0 109749;14858.0 390.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 845;109711 900;109714 881;109720 880;109721 872;109722 835;109723 927;109725 896;109726 869;109728 836;109732 896;109734 854;109735 835;109737 883;109742 892;109743 909;109744 819;109745 835;109746 873;109747 841;109748 844;109749 906;109667 872
data,1241844000,1795586.0;65361.0;1725788.0;70117.0;1687704.0;61840.0;1799659.0;94006.0;1.11615215951;1.00660880207;1.43500321303,9739.0 226.0 109697;6182.0 371.0 109711;649.0 18.0 109714;3998.0 108.0 109720;7248.0 532.0 109721;4045.0 152.0 109722;9317.0 131.0 109723;3039.0 95.0 109725;2739.0 66.0 109726;3518.0 79.0 109728;1578.0 65.0 109732;1239.0 67.0 109734;4802.0 133.0 109735;2081.0 100.0 109737;973.0 57.0 109742;4139.0 188.0 109743;1045.0 18.0 109744;2935.0 76.0 109745;4513.0 283.0 109746;2271.0 61.0 109747;7914.0 443.0 109748;10651.0 593.0 109749;14880.0 390.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 874;109711 855;109714 874;109720 864;109721 833;109722 872;109723 844;109725 900;109726 831;109728 845;109732 830;109734 877;109735 887;109737 920;109742 922;109743 922;109744 851;109745 825;109746 868;109747 930;109748 824;109749 897;109667 855
data,1241844300,1796462.0;65386.0;1726614.0;70146.0;1688585.0;61871.0;1800517.0;94046.0;1.11619717212;1.00669398428;1.43508084446,9767.0 227.0 109697;6270.0 377.0 109711;714.0 19.0 109714;4010.0 109.0 109720;7382.0 539.0 109721;4056.0 152.0 109722;9342.0 131.0 109723;3060.0 96.0 109725;2753.0 66.0 109726;3533.0 79.0 109728;1621.0 65.0 109732;1257.0 67.0 109734;4812.0 133.0 109735;2144.0 103.0 109737;982.0 57.0 109742;4153.0 188.0 109743;1061.0 18.0 109744;2956.0 77.0 109745;4575.0 285.0 109746;2281.0 61.0 109747;7955.0 444.0 109748;10731.0 597.0 109749;14906.0 391.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 879;109711 903;109714 848;109720 889;109721 875;109722 878;109723 854;109725 879;109726 812;109728 891;109732 871;109734 902;109735 802;109737 886;109742 924;109743 887;109744 844;109745 900;109746 818;109747 865;109748 821;109749 919;109667 853
data,1241844900,1797280.0;65416.0;1727511.0;70184.0;1689467.0;61892.0;1801376.0;94086.0;1.11621807732;1.00650644565;1.4350016146,9782.0 227.0 109697;6343.0 380.0 109711;803.0 21.0 109714;4090.0 112.0 109720;7425.0 539.0 109721;4066.0 154.0 109722;9355.0 131.0 109723;3076.0 97.0 109725;2783.0 66.0 109726;3546.0 79.0 109728;1674.0 67.0 109732;1275.0 68.0 109734;4824.0 134.0 109735;2201.0 105.0 109737;996.0 59.0 109742;4170.0 188.0 109743;1072.0 18.0 109744;2995.0 81.0 109745;4652.0 289.0 109746;2295.0 61.0 109747;8067.0 453.0 109748;10791.0 599.0 109749;14937.0 391.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 864;109711 918;109714 833;109720 863;109721 860;109722 807;109723 858;109725 918;109726 828;109728 874;109732 821;109734 891;109735 881;109737 878;109742 878;109743 889;109744 892;109745 911;109746 913;109747 885;109748 863;109749 836;109667 839
data,1241845500,1798161.0;65442.0;1728364.0;70214.0;1690384.0;61927.0;1802237.0;94119.0;1.1162475371;1.00662260484;1.43495213004,9794.0 227.0 109697;6404.0 382.0 109711;908.0 24.0 109714;4125.0 112.0 109720;7440.0 540.0 109721;4089.0 155.0 109722;9364.0 131.0 109723;3087.0 97.0 109725;2802.0 67.0 109726;3562.0 79.0 109728;1745.0 70.0 109732;1339.0 73.0 109734;4837.0 134.0 109735;2233.0 105.0 109737;1009.0 61.0 109742;4183.0 188.0 109743;1077.0 18.0 109744;3015.0 81.0 109745;4706.0 291.0 109746;2309.0 62.0 109747;8243.0 461.0 109748;10832.0 600.0 109749;14968.0 391.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 864;109711 853;109714 896;109720 881;109721 879;109722 884;109723 843;109725 825;109726 854;109728 898;109732 869;109734 867;109735 832;109737 887;109742 881;109743 829;109744 867;109745 867;109746 901;109747 889;109748 823;109749 935;109667 876
data,1241846100,1799002.0;65471.0;1729254.0;70251.0;1691237.0;61957.0;1803137.0;94162.0;1.11628835315;1.00662701451;1.43492638401,9811.0 228.0 109697;6461.0 384.0 109711;1038.0 27.0 109714;4185.0 112.0 109720;7448.0 540.0 109721;4108.0 155.0 109722;9375.0 131.0 109723;3100.0 97.0 109725;2812.0 68.0 109726;3575.0 80.0 109728;1840.0 78.0 109732;1414.0 77.0 109734;4850.0 134.0 109735;2240.0 106.0 109737;1022.0 62.0 109742;4192.0 189.0 109743;1086.0 18.0 109744;3026.0 81.0 109745;4756.0 293.0 109746;2323.0 62.0 109747;8449.0 471.0 109748;10858.0 602.0 109749;14992.0 391.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 837;109711 888;109714 895;109720 860;109721 941;109722 854;109723 852;109725 885;109726 841;109728 874;109732 932;109734 849;109735 862;109737 896;109742 838;109743 893;109744 889;109745 851;109746 835;109747 875;109748 855;109749 865;109667 833
data,1241846700,1799901.0;65498.0;1730150.0;70279.0;1692110.0;61975.0;1803986.0;94193.0;1.11625237407;1.0064878179;1.43484849226,9824.0 228.0 109697;6487.0 384.0 109711;1133.0 28.0 109714;4249.0 113.0 109720;7460.0 540.0 109721;4118.0 156.0 109722;9393.0 131.0 109723;3108.0 97.0 109725;2825.0 69.0 109726;3584.0 80.0 109728;1896.0 79.0 109732;1506.0 82.0 109734;4866.0 135.0 109735;2290.0 108.0 109737;1033.0 64.0 109742;4196.0 189.0 109743;1102.0 19.0 109744;3035.0 81.0 109745;4797.0 294.0 109746;2341.0 62.0 109747;8714.0 480.0 109748;10894.0 604.0 109749;15006.0 391.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 905;109711 877;109714 852;109720 919;109721 874;109722 860;109723 897;109725 876;109726 909;109728 894;109732 864;109734 855;109735 862;109737 870;109742 861;109743 834;109744 873;109745 850;109746 832;109747 841;109748 858;109749 896;109667 841
data,1241847300,1800810.0;65524.0;1731053.0;70312.0;1692965.0;62001.0;1804909.0;94227.0;1.11631453242;1.00651026053;1.43478737235,9834.0 228.0 109697;6519.0 384.0 109711;1173.0 28.0 109714;4283.0 113.0 109720;7469.0 543.0 109721;4133.0 156.0 109722;9406.0 131.0 109723;3120.0 97.0 109725;2830.0 69.0 109726;3594.0 80.0 109728;1954.0 81.0 109732;1617.0 86.0 109734;4879.0 137.0 109735;2337.0 110.0 109737;1046.0 64.0 109742;4202.0 189.0 109743;1114.0 19.0 109744;3062.0 81.0 109745;4835.0 295.0 109746;2350.0 62.0 109747;8970.0 493.0 109748;11012.0 609.0 109749;15021.0 392.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 836;109711 845;109714 869;109720 835;109721 856;109722 853;109723 875;109725 826;109726 830;109728 910;109732 923;109734 842;109735 874;109737 901;109742 865;109743 912;109744 837;109745 876;109746 878;109747 881;109748 965;109749 878;109667 833
data,1241847900,1801690.0;65543.0;1731905.0;70340.0;1693843.0;62033.0;1805798.0;94266.0;1.11643141943;1.00670768355;1.43495956535,9845.0 228.0 109697;6542.0 384.0 109711;1225.0 29.0 109714;4298.0 113.0 109720;7485.0 543.0 109721;4142.0 157.0 109722;9421.0 131.0 109723;3129.0 97.0 109725;2843.0 70.0 109726;3611.0 80.0 109728;2041.0 86.0 109732;1824.0 96.0 109734;4893.0 137.0 109735;2361.0 111.0 109737;1057.0 65.0 109742;4229.0 190.0 109743;1132.0 19.0 109744;3095.0 81.0 109745;4848.0 295.0 109746;2358.0 62.0 109747;9059.0 494.0 109748;11134.0 615.0 109749;15040.0 392.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 859;109711 858;109714 916;109720 835;109721 906;109722 836;109723 864;109725 844;109726 813;109728 886;109732 887;109734 860;109735 932;109737 847;109742 887;109743 856;109744 812;109745 856;109746 918;109747 894;109748 896;109749 875;109667 863
