data,1241584500,1079859.0;39790.0;1041097.0;42763.0;1016590.0;37768.0;1085131.0;56682.0;1.11473101139;1.00825704953;1.41760784606,15813.0 557.0 109601;6355.0 119.0 109613;2354.0 124.0 109616;5489.0 215.0 109624;3414.0 168.0 109625;3189.0 81.0 109627;6109.0 170.0 109628;5517.0 207.0 109629;3024.0 212.0 109631;6838.0 502.0 109632;2765.0 56.0 109633;5303.0 115.0 109634;3321.0 216.0 109635;3268.0 116.0 109636;4223.0 142.0 109637;6216.0 494.0 109638;7244.0 494.0 109641;11183.0 372.0 109644;2179.0 113.0 109646;4942.0 168.0 109647;2900.0 125.0 109650;2994.0 147.0 109652;4633.0 123.0 109653,109601.0 11277;109613.0 11277;109616.0 11277;109624.0 11277;109625.0 11277;109627.0 11277;109628.0 11277;109629.0 11277;109631.0 11277;109632.0 11277;109633.0 11277;109634.0 11277;109635.0 11277;109636.0 11277;109637.0 11277;109638.0 11277;109641.0 11277;109644.0 11277;109646.0 11277;109647.0 11277;109650.0 11277;109652.0 11277;109653.0 11277,109601 485;109613 477;109616 488;109624 518;109625 482;109627 466;109628 520;109629 512;109631 474;109632 530;109633 476;109634 484;109635 495;109636 503;109637 512;109638 497;109641 457;109644 491;109646 498;109647 481;109650 483;109652 462;109653 486
data,1241584800,1080214.0;39805.0;1041466.0;42771.0;1016987.0;37779.0;1085506.0;56702.0;1.11449078329;1.0081083919;1.41754979233,15825.0 557.0 109601;6368.0 119.0 109613;2375.0 124.0 109616;5505.0 215.0 109624;3428.0 168.0 109625;3203.0 81.0 109627;6120.0 170.0 109628;5535.0 208.0 109629;3036.0 212.0 109631;6858.0 504.0 109632;2777.0 56.0 109633;5323.0 115.0 109634;3345.0 218.0 109635;3283.0 116.0 109636;4249.0 143.0 109637;6230.0 494.0 109638;7260.0 494.0 109641;11201.0 372.0 109644;2194.0 113.0 109646;4953.0 168.0 109647;2917.0 126.0 109650;3012.0 148.0 109652;4645.0 123.0 109653,109601.0 8723;109613.0 8723;109616.0 8723;109624.0 8723;109625.0 8723;109627.0 8723;109628.0 8723;109629.0 8723;109631.0 8723;109632.0 8723;109633.0 8723;109634.0 8723;109635.0 8723;109636.0 8723;109637.0 8723;109638.0 8723;109641.0 8723;109644.0 8723;109646.0 8723;109647.0 8723;109650.0 8723;109652.0 8723;109653.0 8723,109601 380;109613 394;109616 389;109624 359;109625 382;109627 386;109628 381;109629 372;109631 374;109632 382;109633 398;109634 370;109635 362;109636 353;109637 380;109638 390;109641 393;109644 362;109646 394;109647 371;109650 363;109652 390;109653 398
data,1241585100,1081067.0;39831.0;1042351.0;42804.0;1017851.0;37821.0;1086351.0;56733.0;1.1145556777;1.00850998048;1.41741485969,15864.0 558.0 109601;6388.0 120.0 109613;2414.0 126.0 109616;5528.0 215.0 109624;3447.0 168.0 109625;3216.0 81.0 109627;6140.0 170.0 109628;5608.0 210.0 109629;3071.0 214.0 109631;6958.0 509.0 109632;2794.0 56.0 109633;5372.0 116.0 109634;3422.0 223.0 109635;3309.0 116.0 109636;4295.0 144.0 109637;6276.0 496.0 109638;7282.0 494.0 109641;11232.0 374.0 109644;2215.0 113.0 109646;4970.0 168.0 109647;2978.0 129.0 109650;3038.0 149.0 109652;4710.0 128.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 867;109613 881;109616 859;109624 887;109625 856;109627 859;109628 857;109629 940;109631 885;109632 880;109633 876;109634 848;109635 902;109636 884;109637 817;109638 851;109641 865;109644 867;109646 822;109647 918;109650 873;109652 855;109653 851
data,1241585700,1081961.0;39858.0;1043257.0;42833.0;1018689.0;37852.0;1087194.0;56765.0;1.11450825505;1.00865656287;1.4173258204,15990.0 560.0 109601;6409.0 120.0 109613;2455.0 127.0 109616;5550.0 216.0 109624;3468.0 169.0 109625;3229.0 81.0 109627;6155.0 170.0 109628;5653.0 213.0 109629;3083.0 214.0 109631;7000.0 510.0 109632;2810.0 56.0 109633;5394.0 116.0 109634;3545.0 231.0 109635;3327.0 117.0 109636;4315.0 144.0 109637;6300.0 497.0 109638;7329.0 496.0 109641;11249.0 374.0 109644;2232.0 113.0 109646;4980.0 169.0 109647;3050.0 132.0 109650;3058.0 149.0 109652;4852.0 132.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 828;109613 876;109616 845;109624 874;109625 881;109627 881;109628 906;109629 858;109631 927;109632 867;109633 845;109634 878;109635 887;109636 900;109637 914;109638 853;109641 855;109644 865;109646 833;109647 810;109650 887;109652 837;109653 893
data,1241586000,1082846.0;39892.0;1044133.0;42875.0;1019523.0;37881.0;1088067.0;56789.0;1.11462607205;1.00856825318;1.41673775832,16099.0 562.0 109601;6427.0 120.0 109613;2494.0 129.0 109616;5561.0 216.0 109624;3530.0 174.0 109625;3234.0 81.0 109627;6167.0 170.0 109628;5665.0 213.0 109629;3099.0 216.0 109631;7015.0 511.0 109632;2826.0 57.0 109633;5416.0 116.0 109634;3747.0 246.0 109635;3349.0 118.0 109636;4329.0 144.0 109637;6350.0 500.0 109638;7390.0 497.0 109641;11259.0 374.0 109644;2293.0 119.0 109646;4993.0 169.0 109647;3108.0 134.0 109650;3069.0 149.0 109652;4889.0 133.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 891;109613 887;109616 861;109624 880;109625 833;109627 887;109628 849;109629 873;109631 952;109632 830;109633 916;109634 871;109635 857;109636 829;109637 896;109638 885;109641 818;109644 849;109646 833;109647 871;109650 867;109652 901;109653 864
data,1241586600,1083669.0;39922.0;1045046.0;42912.0;1020386.0;37916.0;1088983.0;56826.0;1.11462225077;1.00865438951;1.4164796726,16130.0 563.0 109601;6441.0 120.0 109613;2527.0 131.0 109616;5576.0 216.0 109624;3587.0 175.0 109625;3254.0 82.0 109627;6183.0 172.0 109628;5682.0 213.0 109629;3138.0 217.0 109631;7026.0 511.0 109632;2835.0 57.0 109633;5432.0 117.0 109634;4074.0 262.0 109635;3361.0 118.0 109636;4337.0 144.0 109637;6368.0 500.0 109638;7486.0 504.0 109641;11267.0 374.0 109644;2397.0 123.0 109646;5001.0 169.0 109647;3131.0 134.0 109650;3086.0 149.0 109652;4903.0 134.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 858;109613 852;109616 830;109624 799;109625 889;109627 913;109628 891;109629 896;109631 855;109632 860;109633 828;109634 850;109635 908;109636 909;109637 850;109638 866;109641 899;109644 891;109646 909;109647 919;109650 881;109652 852;109653 795
data,1241587200,1084567.0;39950.0;1045855.0;42948.0;1021218.0;37945.0;1089866.0;56852.0;1.11483621935;1.00873176851;1.41615974583,16139.0 563.0 109601;6450.0 120.0 109613;2546.0 131.0 109616;5593.0 216.0 109624;3607.0 176.0 109625;3296.0 83.0 109627;6194.0 172.0 109628;5701.0 213.0 109629;3201.0 223.0 109631;7039.0 512.0 109632;2843.0 57.0 109633;5438.0 117.0 109634;4451.0 283.0 109635;3371.0 118.0 109636;4351.0 145.0 109637;6378.0 500.0 109638;7525.0 505.0 109641;11276.0 374.0 109644;2472.0 126.0 109646;5008.0 169.0 109647;3145.0 134.0 109650;3091.0 149.0 109652;4916.0 135.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 877;109613 922;109616 855;109624 908;109625 894;109627 892;109628 885;109629 872;109631 859;109632 886;109633 854;109634 888;109635 809;109636 854;109637 848;109638 825;109641 848;109644 863;109646 915;109647 829;109650 859;109652 869;109653 889
data,1241587500,1085409.0;39971.0;1046742.0;42990.0;1022106.0;37971.0;1090743.0;56894.0;1.11526018854;1.00879867194;1.4164212661,16155.0 563.0 109601;6460.0 120.0 109613;2557.0 131.0 109616;5603.0 218.0 109624;3623.0 178.0 109625;3329.0 83.0 109627;6207.0 172.0 109628;5719.0 214.0 109629;3406.0 230.0 109631;7049.0 512.0 109632;2853.0 57.0 109633;5448.0 118.0 109634;4804.0 306.0 109635;3402.0 120.0 109636;4368.0 145.0 109637;6385.0 500.0 109638;7543.0 505.0 109641;11286.0 374.0 109644;2510.0 128.0 109646;5019.0 169.0 109647;3161.0 135.0 109650;3101.0 149.0 109652;4930.0 136.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 857;109613 850;109616 894;109624 844;109625 901;109627 860;109628 823;109629 860;109631 856;109632 892;109633 925;109634 917;109635 893;109636 828;109637 884;109638 872;109641 895;109644 887;109646 819;109647 870;109650 885;109652 829;109653 859
data,1241588100,1086252.0;40012.0;1047631.0;43027.0;1023013.0;37991.0;1091600.0;56930.0;1.11499534568;1.00818423385;1.41585241448,16165.0 564.0 109601;6471.0 120.0 109613;2568.0 131.0 109616;5614.0 218.0 109624;3637.0 178.0 109625;3350.0 83.0 109627;6216.0 172.0 109628;5737.0 214.0 109629;3594.0 235.0 109631;7061.0 513.0 109632;2867.0 57.0 109633;5455.0 118.0 109634;5002.0 318.0 109635;3454.0 125.0 109636;4382.0 145.0 109637;6401.0 500.0 109638;7556.0 506.0 109641;11301.0 375.0 109644;2713.0 138.0 109646;5035.0 170.0 109647;3173.0 135.0 109650;3113.0 149.0 109652;4942.0 136.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 881;109613 860;109616 922;109624 864;109625 884;109627 874;109628 864;109629 838;109631 842;109632 867;109633 883;109634 877;109635 902;109636 892;109637 812;109638 861;109641 841;109644 910;109646 866;109647 843;109650 857;109652 872;109653 888
data,1241588700,1087176.0;40036.0;1048535.0;43061.0;1023835.0;38014.0;1092467.0;56963.0;1.1151938234;1.00823733297;1.41590365383,16177.0 565.0 109601;6483.0 120.0 109613;2582.0 131.0 109616;5630.0 218.0 109624;3649.0 178.0 109625;3371.0 83.0 109627;6229.0 172.0 109628;5751.0 214.0 109629;3821.0 247.0 109631;7075.0 513.0 109632;2880.0 57.0 109633;5467.0 118.0 109634;5085.0 319.0 109635;3562.0 128.0 109636;4389.0 145.0 109637;6417.0 500.0 109638;7569.0 508.0 109641;11312.0 376.0 109644;2950.0 150.0 109646;5046.0 170.0 109647;3184.0 135.0 109650;3120.0 149.0 109652;4962.0 138.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 848;109613 928;109616 841;109624 881;109625 879;109627 871;109628 887;109629 892;109631 861;109632 817;109633 857;109634 842;109635 913;109636 871;109637 869;109638 844;109641 868;109644 906;109646 877;109647 880;109650 885;109652 854;109653 829
data,1241589300,1088068.0;40065.0;1049436.0;43087.0;1024696.0;38040.0;1093385.0;56987.0;1.11501623097;1.00817600818;1.41544687533,16198.0 566.0 109601;6494.0 120.0 109613;2598.0 131.0 109616;5637.0 218.0 109624;3665.0 178.0 109625;3380.0 83.0 109627;6241.0 172.0 109628;5765.0 214.0 109629;3953.0 251.0 109631;7079.0 513.0 109632;2890.0 57.0 109633;5474.0 119.0 109634;5140.0 319.0 109635;3793.0 134.0 109636;4397.0 145.0 109637;6428.0 501.0 109638;7595.0 509.0 109641;11321.0 376.0 109644;3193.0 159.0 109646;5063.0 170.0 109647;3198.0 135.0 109650;3137.0 150.0 109652;4973.0 140.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 929;109613 851;109616 882;109624 878;109625 863;109627 865;109628 891;109629 889;109631 863;109632 814;109633 851;109634 852;109635 901;109636 861;109637 824;109638 906;109641 917;109644 857;109646 889;109647 848;109650 893;109652 804;109653 872
