data,1241490600,809800.0;29110.0;813038.0;34553.0;763177.0;27337.0;812785.0;30936.0;1.18225315839;0.996462928597;1.0588246564,5068.0 233.0 109594;6289.0 315.0 109596;10331.0 598.0 109597;4628.0 230.0 109598;3866.0 175.0 109599;2633.0 94.0 109600;1864.0 66.0 109601;10598.0 674.0 109602;2284.0 116.0 109603;23510.0 839.0 109476;12416.0 872.0 109605;1651.0 49.0 109606;1835.0 74.0 109608;6439.0 383.0 109609;845.0 25.0 109610;228.0 10.0 109611;330.0 31.0 109612;653.0 7.0 109613;1473.0 87.0 109614;786.0 36.0 109615;1857.0 109.0 109617;69.0 1.0 109618;12078.0 384.0 109517,109594.0 1314;109596.0 1314;109597.0 1314;109598.0 1314;109599.0 1314;109600.0 1314;109601.0 1314;109602.0 1314;109603.0 1314;109476.0 1314;109605.0 1314;109606.0 1314;109608.0 1314;109609.0 1314;109610.0 1314;109611.0 1314;109612.0 1314;109613.0 1314;109614.0 1314;109615.0 1314;109617.0 1314;109618.0 1314;109517.0 1314,109594 64;109596 42;109597 61;109598 75;109599 58;109600 49;109601 58;109602 55;109603 69;109476 35;109605 44;109606 58;109608 52;109609 63;109610 73;109611 66;109612 67;109613 41;109614 68;109615 59;109617 52;109618 49;109517 56
data,1241490900,810654.0;29141.0;813839.0;34584.0;764011.0;27362.0;813557.0;30974.0;1.18213698125;0.996275169015;1.05910833752,5100.0 234.0 109594;6309.0 317.0 109596;10375.0 598.0 109597;4663.0 232.0 109598;3915.0 179.0 109599;2664.0 95.0 109600;1908.0 67.0 109601;10631.0 676.0 109602;2310.0 117.0 109603;23549.0 840.0 109476;12436.0 873.0 109605;1675.0 50.0 109606;1885.0 78.0 109608;6484.0 385.0 109609;889.0 26.0 109610;268.0 11.0 109611;378.0 34.0 109612;674.0 7.0 109613;1502.0 87.0 109614;817.0 36.0 109615;1886.0 111.0 109617;102.0 2.0 109618;12112.0 384.0 109517,109594.0 18686;109596.0 18686;109597.0 18686;109598.0 18686;109599.0 18686;109600.0 18686;109601.0 18686;109602.0 18686;109603.0 18686;109476.0 18686;109605.0 18686;109606.0 18686;109608.0 18686;109609.0 18686;109610.0 18686;109611.0 18686;109612.0 18686;109613.0 18686;109614.0 18686;109615.0 18686;109617.0 18686;109618.0 18686;109517.0 18686,109594 787;109596 812;109597 834;109598 793;109599 885;109600 816;109601 791;109602 795;109603 771;109476 860;109605 809;109606 870;109608 812;109609 773;109610 800;109611 820;109612 805;109613 825;109614 814;109615 849;109617 794;109618 794;109517 777
data,1241491200,811533.0;29183.0;814739.0;34622.0;764908.0;27398.0;814424.0;31010.0;1.18170723858;0.996060935031;1.05883296142,5133.0 237.0 109594;6347.0 318.0 109596;10409.0 600.0 109597;4700.0 233.0 109598;3967.0 181.0 109599;2701.0 95.0 109600;1949.0 68.0 109601;10667.0 676.0 109602;2345.0 117.0 109603;23584.0 841.0 109476;12465.0 874.0 109605;1703.0 51.0 109606;1947.0 79.0 109608;6523.0 387.0 109609;928.0 29.0 109610;297.0 12.0 109611;471.0 43.0 109612;703.0 7.0 109613;1549.0 92.0 109614;844.0 37.0 109615;1939.0 113.0 109617;129.0 3.0 109618;12132.0 384.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 876;109596 851;109597 938;109598 863;109599 855;109600 869;109601 821;109602 894;109603 871;109476 836;109605 895;109606 841;109608 863;109609 867;109610 829;109611 847;109612 904;109613 852;109614 848;109615 879;109617 927;109618 892;109517 882
data,1241491500,812378.0;29227.0;815617.0;34669.0;765811.0;27436.0;815311.0;31068.0;1.18148703397;0.99580226138;1.05916570188,5161.0 238.0 109594;6386.0 321.0 109596;10447.0 601.0 109597;4729.0 233.0 109598;4039.0 186.0 109599;2728.0 95.0 109600;1975.0 69.0 109601;10696.0 678.0 109602;2369.0 119.0 109603;23616.0 842.0 109476;12489.0 876.0 109605;1732.0 55.0 109606;2002.0 82.0 109608;6562.0 388.0 109609;964.0 30.0 109610;345.0 15.0 109611;591.0 53.0 109612;721.0 7.0 109613;1611.0 95.0 109614;871.0 38.0 109615;1977.0 114.0 109617;151.0 3.0 109618;12148.0 386.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 899;109596 842;109597 886;109598 881;109599 882;109600 835;109601 863;109602 833;109603 884;109476 868;109605 866;109606 897;109608 903;109609 887;109610 859;109611 848;109612 853;109613 838;109614 901;109615 878;109617 879;109618 856;109517 862
data,1241491500,813267.0;29271.0;816522.0;34719.0;766721.0;27477.0;816178.0;31126.0;1.18139439952;0.995697796017;1.05958065194,5197.0 242.0 109594;6438.0 324.0 109596;10482.0 603.0 109597;4753.0 234.0 109598;4120.0 191.0 109599;2748.0 96.0 109600;2001.0 69.0 109601;10721.0 678.0 109602;2391.0 119.0 109603;23651.0 844.0 109476;12530.0 880.0 109605;1769.0 57.0 109606;2051.0 85.0 109608;6589.0 390.0 109609;1004.0 31.0 109610;382.0 15.0 109611;734.0 63.0 109612;743.0 8.0 109613;1650.0 98.0 109614;906.0 39.0 109615;2009.0 116.0 109617;177.0 5.0 109618;12169.0 387.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 850;109596 841;109597 891;109598 894;109599 883;109600 852;109601 863;109602 839;109603 851;109476 857;109605 844;109606 833;109608 861;109609 867;109610 895;109611 931;109612 901;109613 838;109614 910;109615 909;109617 855;109618 903;109517 832
data,1241491800,814178.0;29307.0;817391.0;34768.0;767600.0;27509.0;817002.0;31174.0;1.18167447943;0.995606758345;1.06002817844,5227.0 244.0 109594;6488.0 327.0 109596;10512.0 606.0 109597;4783.0 236.0 109598;4190.0 196.0 109599;2763.0 96.0 109600;2015.0 69.0 109601;10749.0 681.0 109602;2409.0 119.0 109603;23676.0 846.0 109476;12580.0 882.0 109605;1813.0 59.0 109606;2092.0 85.0 109608;6606.0 391.0 109609;1033.0 33.0 109610;404.0 15.0 109611;891.0 73.0 109612;758.0 9.0 109613;1732.0 104.0 109614;926.0 39.0 109615;2046.0 118.0 109617;198.0 5.0 109618;12193.0 390.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 815;109596 809;109597 857;109598 867;109599 893;109600 863;109601 852;109602 942;109603 892;109476 849;109605 848;109606 875;109608 872;109609 824;109610 987;109611 908;109612 880;109613 884;109614 884;109615 835;109617 846;109618 877;109517 841
data,1241492100,815002.0;29344.0;818239.0;34816.0;768487.0;27551.0;817860.0;31215.0;1.18178387148;0.995726813123;1.06004360795,5272.0 246.0 109594;6523.0 329.0 109596;10545.0 608.0 109597;4827.0 239.0 109598;4252.0 200.0 109599;2774.0 96.0 109600;2028.0 70.0 109601;10774.0 682.0 109602;2431.0 120.0 109603;23711.0 848.0 109476;12603.0 882.0 109605;1851.0 61.0 109606;2115.0 86.0 109608;6631.0 392.0 109609;1055.0 33.0 109610;421.0 16.0 109611;1090.0 89.0 109612;773.0 9.0 109613;1807.0 109.0 109614;936.0 40.0 109615;2079.0 120.0 109617;214.0 6.0 109618;12220.0 390.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 895;109596 838;109597 873;109598 934;109599 865;109600 879;109601 879;109602 894;109603 878;109476 867;109605 878;109606 882;109608 857;109609 858;109610 827;109611 809;109612 881;109613 862;109614 879;109615 851;109617 892;109618 877;109517 845
data,1241492400,815858.0;29385.0;819114.0;34849.0;769331.0;27580.0;818728.0;31262.0;1.1812310463;0.995336454742;1.06014677579,5324.0 248.0 109594;6557.0 332.0 109596;10591.0 611.0 109597;4870.0 240.0 109598;4319.0 202.0 109599;2789.0 96.0 109600;2048.0 71.0 109601;10804.0 684.0 109602;2448.0 120.0 109603;23743.0 850.0 109476;12627.0 882.0 109605;1890.0 62.0 109606;2131.0 86.0 109608;6655.0 393.0 109609;1079.0 35.0 109610;431.0 16.0 109611;1311.0 99.0 109612;783.0 9.0 109613;1873.0 109.0 109614;945.0 40.0 109615;2119.0 123.0 109617;236.0 6.0 109618;12234.0 390.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 856;109596 859;109597 904;109598 885;109599 886;109600 863;109601 906;109602 816;109603 869;109476 845;109605 884;109606 870;109608 894;109609 868;109610 879;109611 867;109612 900;109613 852;109614 836;109615 854;109617 868;109618 867;109517 872
data,1241492700,816712.0;29423.0;819937.0;34895.0;770195.0;27617.0;819585.0;31311.0;1.18131223782;0.995308676506;1.06043712059,5357.0 251.0 109594;6598.0 332.0 109596;10655.0 617.0 109597;4893.0 242.0 109598;4380.0 204.0 109599;2812.0 96.0 109600;2068.0 73.0 109601;10841.0 687.0 109602;2462.0 121.0 109603;23765.0 850.0 109476;12648.0 882.0 109605;1909.0 62.0 109606;2144.0 87.0 109608;6676.0 393.0 109609;1108.0 35.0 109610;447.0 18.0 109611;1530.0 116.0 109612;791.0 9.0 109613;1911.0 109.0 109614;958.0 44.0 109615;2173.0 126.0 109617;248.0 6.0 109618;12256.0 390.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 877;109596 888;109597 868;109598 869;109599 874;109600 880;109601 857;109602 845;109603 833;109476 847;109605 845;109606 898;109608 865;109609 857;109610 906;109611 893;109612 857;109613 905;109614 849;109615 884;109617 838;109618 876;109517 889
data,1241493300,817593.0;29470.0;820775.0;34944.0;771054.0;27656.0;820464.0;31366.0;1.18115128169;0.995088255878;1.06061224483,5395.0 251.0 109594;6612.0 333.0 109596;10729.0 621.0 109597;4933.0 243.0 109598;4441.0 207.0 109599;2824.0 96.0 109600;2085.0 74.0 109601;10893.0 693.0 109602;2471.0 121.0 109603;23793.0 850.0 109476;12667.0 885.0 109605;1921.0 62.0 109606;2161.0 87.0 109608;6694.0 394.0 109609;1125.0 35.0 109610;458.0 18.0 109611;1773.0 135.0 109612;800.0 9.0 109613;1934.0 109.0 109614;987.0 46.0 109615;2249.0 134.0 109617;256.0 6.0 109618;12267.0 390.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 917;109596 896;109597 851;109598 821;109599 874;109600 905;109601 860;109602 832;109603 859;109476 837;109605 960;109606 859;109608 884;109609 879;109610 861;109611 878;109612 834;109613 871;109614 842;109615 848;109617 930;109618 829;109517 873
data,1241493600,818393.0;29505.0;821675.0;34986.0;771847.0;27686.0;821339.0;31415.0;1.18102884666;0.994936311145;1.06091577239,5417.0 251.0 109594;6646.0 336.0 109596;10790.0 625.0 109597;4953.0 243.0 109598;4496.0 209.0 109599;2838.0 96.0 109600;2109.0 74.0 109601;10956.0 698.0 109602;2491.0 122.0 109603;23813.0 850.0 109476;12693.0 888.0 109605;1941.0 62.0 109606;2180.0 87.0 109608;6708.0 394.0 109609;1139.0 35.0 109610;471.0 18.0 109611;2089.0 156.0 109612;817.0 9.0 109613;1952.0 110.0 109614;1019.0 46.0 109615;2301.0 135.0 109617;272.0 7.0 109618;12277.0 390.0 109517,109594.0 20000;109596.0 20000;109597.0 20000;109598.0 20000;109599.0 20000;109600.0 20000;109601.0 20000;109602.0 20000;109603.0 20000;109476.0 20000;109605.0 20000;109606.0 20000;109608.0 20000;109609.0 20000;109610.0 20000;109611.0 20000;109612.0 20000;109613.0 20000;109614.0 20000;109615.0 20000;109617.0 20000;109618.0 20000;109517.0 20000,109594 818;109596 887;109597 916;109598 870;109599 873;109600 847;109601 871;109602 919;109603 903;109476 806;109605 822;109606 903;109608 857;109609 875;109610 859;109611 838;109612 901;109613 894;109614 872;109615 916;109617 845;109618 886;109517 822
