
New Run at  03/15/2015 21:16:52
, Time, randomAccesses; randomClicks; ucb1Accesses; ucb1Clicks; ucb1CTRRatio 
data,1241161800,943.0;17.0;978.0;20.0;1.13436785757
data,1241162700,1920.0;42.0;1931.0;52.0;1.23104239106
data,1241163600,2916.0;76.0;3003.0;84.0;1.07324254693
data,1241164800,3878.0;104.0;3956.0;113.0;1.06511530684
data,1241165700,4883.0;126.0;4963.0;149.0;1.1634779911
data,1241166900,5857.0;150.0;5921.0;177.0;1.16724539774
data,1241167800,6901.0;172.0;6878.0;200.0;1.16667906436
data,1241169000,7918.0;203.0;7831.0;223.0;1.1107264107
data,1241169900,8897.0;234.0;8839.0;255.0;1.09689430003
data,1241171100,9937.0;262.0;9847.0;279.0;1.07461837875
data,1241172000,10941.0;295.0;10815.0;302.0;1.03565575119
data,1241172900,11948.0;319.0;11819.0;333.0;1.05528078825
data,1241173500,12917.0;341.0;12830.0;366.0;1.08059190451
data,1241174400,13930.0;370.0;13870.0;417.0;1.13190241431
data,1241175000,14935.0;406.0;14929.0;449.0;1.1063557984
data,1241175600,15918.0;441.0;15936.0;490.0;1.10985609103
data,1241176200,16927.0;485.0;16923.0;529.0;1.09097945759
data,1241176800,17883.0;532.0;17940.0;563.0;1.05490827822
data,1241177400,18866.0;565.0;18933.0;589.0;1.03878876093
