
New Run at  03/16/2015 02:23:51
, Time, randomAccesses; randomClicks; ucb1Accesses; ucb1Clicks; ucb1CTRRatio 
data,1241853000,1807388.0;65050.0;1810033.0;70841.0;1.08743243804
data,1241853600,1808347.0;65076.0;1811110.0;70853.0;1.08711211221
data,1241854500,1809421.0;65111.0;1812103.0;70869.0;1.08682266369
data,1241855400,1810459.0;65132.0;1813171.0;70880.0;1.08662382876
data,1241856300,1811507.0;65152.0;1814213.0;70900.0;1.08660131217
data,1241857500,1812598.0;65166.0;1815265.0;70910.0;1.0865454153
data,1241858400,1813628.0;65195.0;1816295.0;70922.0;1.08624679796
data,1241859300,1814693.0;65224.0;1817346.0;70938.0;1.08601807942
data,1241860500,1815675.0;65237.0;1818372.0;70949.0;1.08594461438
data,1241861400,1816705.0;65257.0;1819466.0;70961.0;1.08575812908
data,1241862600,1817760.0;65280.0;1820536.0;70977.0;1.08561232306
data,1241863500,1818813.0;65306.0;1821578.0;70992.0;1.08541696323
data,1241864400,1819876.0;65333.0;1822640.0;71007.0;1.08519919783
data,1241865300,1820930.0;65363.0;1823699.0;71022.0;1.08492823566
data,1241866200,1821999.0;65388.0;1824671.0;71038.0;1.08481638573
data,1241867100,1823046.0;65416.0;1825711.0;71057.0;1.08464714629
data,1241867700,1824068.0;65444.0;1826734.0;71067.0;1.08433595616
data,1241868300,1825109.0;65472.0;1827836.0;71083.0;1.08408097004
data,1241869200,1826209.0;65495.0;1828914.0;71097.0;1.08392772166
data,1241869800,1827228.0;65535.0;1829977.0;71113.0;1.08348475958
data,1241870400,1828250.0;65562.0;1831043.0;71134.0;1.08333325756
data,1241871000,1829306.0;65595.0;1832085.0;71152.0;1.08307146911
data,1241871300,1830315.0;65619.0;1833100.0;71164.0;1.08285529578
data,1241871900,1831366.0;65644.0;1834103.0;71180.0;1.08271554635
data,1241872500,1832413.0;65686.0;1835206.0;71202.0;1.08232557435
data,1241872800,1833519.0;65716.0;1836215.0;71224.0;1.08222390653
data,1241873400,1834608.0;65745.0;1837251.0;71236.0;1.08196094877
data,1241873700,1835630.0;65787.0;1838316.0;71250.0;1.08145827003
data,1241874300,1836643.0;65818.0;1839360.0;71269.0;1.0812198093
data,1241874600,1837672.0;65850.0;1840440.0;71286.0;1.08092310856
data,1241875200,1838738.0;65889.0;1841484.0;71315.0;1.08073663105
data,1241875500,1839825.0;65931.0;1842553.0;71329.0;1.08027170122
data,1241876100,1840862.0;65963.0;1843624.0;71347.0;1.08000109866
data,1241876400,1841930.0;65993.0;1844677.0;71367.0;1.07982246391
data,1241876700,1842957.0;66025.0;1845686.0;71391.0;1.07967349457
data,1241877300,1844013.0;66053.0;1846807.0;71415.0;1.07954154351
data,1241877600,1845118.0;66085.0;1847918.0;71436.0;1.07933356788
data,1241877900,1846236.0;66129.0;1848931.0;71450.0;1.07888905852
data,1241878200,1847318.0;66159.0;1849990.0;71464.0;1.07862546666
data,1241878800,1848358.0;66192.0;1851018.0;71479.0;1.07832187141
data,1241879100,1849423.0;66229.0;1852040.0;71501.0;1.07807707321
data,1241879400,1850379.0;66261.0;1853076.0;71516.0;1.07773674307
data,1241879700,1851382.0;66295.0;1854012.0;71530.0;1.07743467011
data,1241880000,1852434.0;66338.0;1854967.0;71549.0;1.07707947479
data,1241880600,1853407.0;66371.0;1855990.0;71567.0;1.07678654057
data,1241880900,1854340.0;66408.0;1856972.0;71583.0;1.07639954577
data,1241881200,1855371.0;66434.0;1858012.0;71600.0;1.07622944459
data,1241881500,1856398.0;66467.0;1859053.0;71626.0;1.07607846872
data,1241881800,1857330.0;66499.0;1859850.0;71642.0;1.07587976987
data,1241882400,1858289.0;66534.0;1860787.0;71666.0;1.07568750561
data,1241882700,1859236.0;66566.0;1861698.0;71680.0;1.07540196018
data,1241883000,1860205.0;66606.0;1862665.0;71704.0;1.07511787769
data,1241883300,1861146.0;66640.0;1863655.0;71722.0;1.07481155705
data,1241883600,1862129.0;66668.0;1864631.0;71741.0;1.0746495539
data,1241883900,1863125.0;66703.0;1865605.0;71761.0;1.07439854475
data,1241884500,1864049.0;66745.0;1866577.0;71778.0;1.07394992
data,1241884800,1864953.0;66776.0;1867493.0;71798.0;1.07374425939
data,1241885100,1865899.0;66803.0;1868503.0;71817.0;1.07355827949
data,1241885400,1866867.0;66834.0;1869492.0;71833.0;1.07328810944
data,1241885700,1867815.0;66863.0;1870534.0;71857.0;1.07312787312
data,1241886000,1868800.0;66890.0;1871461.0;71880.0;1.07307213329
data,1241886600,1869715.0;66931.0;1872411.0;71905.0;1.07276848156
data,1241886900,1870664.0;66974.0;1873314.0;71932.0;1.07250940079
data,1241887200,1871573.0;67009.0;1874230.0;71946.0;1.0721545738
data,1241887500,1872537.0;67040.0;1875169.0;71967.0;1.07198667404
data,1241887800,1873498.0;67071.0;1876161.0;71987.0;1.07177204055
data,1241888400,1874426.0;67114.0;1877079.0;72008.0;1.07140427224
data,1241888700,1875358.0;67138.0;1878010.0;72020.0;1.07120108102
data,1241889000,1876322.0;67177.0;1878994.0;72038.0;1.07083613826
data,1241889300,1877304.0;67216.0;1879906.0;72063.0;1.07062688578
data,1241889600,1878267.0;67243.0;1880811.0;72086.0;1.07057234061
data,1241890200,1879238.0;67276.0;1881777.0;72106.0;1.07034767978
data,1241890500,1880175.0;67329.0;1882730.0;72132.0;1.06988239375
data,1241890800,1881100.0;67359.0;1883617.0;72175.0;1.0700657004
data,1241891100,1881968.0;67396.0;1884338.0;72205.0;1.07000690192
data,1241891400,1882834.0;67433.0;1885142.0;72239.0;1.06995917431
data,1241892000,1883749.0;67462.0;1886087.0;72270.0;1.06994180215
data,1241892300,1884635.0;67495.0;1886985.0;72311.0;1.07001919904
data,1241892600,1885514.0;67521.0;1887905.0;72345.0;1.07008747311
data,1241892900,1886430.0;67550.0;1888781.0;72385.0;1.07024279906
data,1241893500,1887324.0;67580.0;1889637.0;72427.0;1.07041056704
data,1241893800,1888210.0;67611.0;1890109.0;72428.0;1.0701695183
data,1241894100,1889107.0;67646.0;1890999.0;72458.0;1.07006332443
data,1241894400,1890023.0;67681.0;1891912.0;72498.0;1.07010259287
data,1241895000,1890963.0;67712.0;1892829.0;72550.0;1.07039340627
data,1241895300,1891856.0;67740.0;1893714.0;72587.0;1.07050165243
data,1241895600,1892778.0;67766.0;1894660.0;72634.0;1.0707707602
data,1241895900,1893647.0;67798.0;1895589.0;72670.0;1.07076242324
data,1241896500,1894521.0;67825.0;1896496.0;72712.0;1.07093664788
data,1241896800,1895422.0;67860.0;1897436.0;72766.0;1.07115773374
data,1241897100,1896301.0;67888.0;1898361.0;72814.0;1.0713968026
data,1241897700,1897165.0;67911.0;1899006.0;72846.0;1.07162873635
data,1241898000,1898117.0;67943.0;1899899.0;72880.0;1.07165775132
data,1241898300,1898984.0;67969.0;1900788.0;72906.0;1.07161803717
data,1241898600,1899874.0;68006.0;1901686.0;72933.0;1.07142761838
data,1241899200,1900787.0;68032.0;1902616.0;72972.0;1.07158177669
data,1241899500,1901713.0;68064.0;1903541.0;72996.0;1.07143131181
data,1241899800,1902628.0;68090.0;1904430.0;73024.0;1.07144813636
data,1241900400,1903519.0;68114.0;1905298.0;73062.0;1.07164138237
data,1241900700,1904471.0;68149.0;1906197.0;73090.0;1.07153178122
data,1241901000,1905401.0;68177.0;1907044.0;73133.0;1.07176896595
data,1241901600,1906338.0;68206.0;1907945.0;73162.0;1.07175876063
data,1241901900,1907266.0;68240.0;1908862.0;73197.0;1.07174384481
data,1241902200,1908161.0;68278.0;1909774.0;73230.0;1.07162116282
data,1241902800,1909055.0;68305.0;1910700.0;73265.0;1.07169201605
data,1241903100,1909942.0;68325.0;1911617.0;73292.0;1.07175675039
data,1241903700,1910802.0;68351.0;1912450.0;73328.0;1.07189085249
data,1241904000,1911747.0;68381.0;1913307.0;73362.0;1.07196713799
data,1241904300,1912661.0;68408.0;1914223.0;73395.0;1.07202534658
data,1241904900,1913578.0;68440.0;1915128.0;73429.0;1.07202762388
data,1241905200,1914466.0;68467.0;1916004.0;73459.0;1.07204979854
data,1241905800,1915362.0;68490.0;1916948.0;73495.0;1.07218854447
data,1241906100,1916284.0;68518.0;1917813.0;73527.0;1.07224933149
data,1241906400,1917262.0;68556.0;1918680.0;73556.0;1.07214012567
data,1241907000,1918193.0;68579.0;1919624.0;73599.0;1.07240022457
data,1241907300,1919066.0;68611.0;1920562.0;73643.0;1.07250494265
data,1241907900,1919939.0;68646.0;1921477.0;73678.0;1.07244451561
data,1241908200,1920833.0;68681.0;1922390.0;73704.0;1.07226605568
data,1241908800,1921717.0;68704.0;1923310.0;73729.0;1.0722510079
data,1241909100,1922597.0;68740.0;1924218.0;73760.0;1.07212486311
data,1241909700,1923459.0;68766.0;1925087.0;73787.0;1.0721083108
data,1241910000,1924327.0;68790.0;1926048.0;73820.0;1.07216221708
data,1241910300,1925212.0;68825.0;1926977.0;73853.0;1.07207199279
data,1241910900,1926162.0;68852.0;1927860.0;73879.0;1.07206660142
data,1241911200,1927087.0;68884.0;1928787.0;73929.0;1.07229313395
data,1241911800,1927970.0;68914.0;1929692.0;73963.0;1.07230747902
data,1241912100,1928869.0;68941.0;1930652.0;74000.0;1.07239029542
data,1241912700,1929751.0;68969.0;1931535.0;74029.0;1.07237491485
data,1241913000,1930642.0;69000.0;1932446.0;74062.0;1.07236030087
data,1241913600,1931528.0;69024.0;1933345.0;74094.0;1.07244385772
data,1241913900,1932405.0;69054.0;1934327.0;74117.0;1.07225295174
data,1241914500,1933324.0;69084.0;1935269.0;74152.0;1.07228121049
data,1241914800,1934271.0;69110.0;1936157.0;74189.0;1.07244585297
data,1241915400,1935161.0;69132.0;1937126.0;74223.0;1.07255263812
data,1241915700,1936049.0;69161.0;1938075.0;74262.0;1.07263297151
data,1241916000,1936910.0;69191.0;1938986.0;74296.0;1.07263161457
data,1241916600,1937802.0;69230.0;1939854.0;74320.0;1.07238745406
data,1241916900,1938712.0;69259.0;1940725.0;74347.0;1.07234993612
data,1241917500,1939639.0;69295.0;1941652.0;74384.0;1.07232675782
data,1241917800,1940521.0;69329.0;1942503.0;74415.0;1.07226516921
data,1241918100,1941359.0;69348.0;1943406.0;74448.0;1.07241136761
data,1241918700,1942285.0;69387.0;1944317.0;74486.0;1.07236449046
data,1241919000,1943171.0;69428.0;1945159.0;74523.0;1.07228835159
data,1241919600,1944117.0;69470.0;1946071.0;74564.0;1.07224891607
data,1241919900,1945042.0;69500.0;1946927.0;74596.0;1.07228455708
data,1241920200,1945955.0;69530.0;1947824.0;74622.0;1.07220477179
data,1241920800,1946841.0;69568.0;1948706.0;74653.0;1.07206695167
data,1241921100,1947791.0;69596.0;1949620.0;74695.0;1.07225884052
data,1241921400,1948705.0;69630.0;1950531.0;74728.0;1.07221087152
data,1241922000,1949623.0;69659.0;1951404.0;74760.0;1.07224864449
data,1241922300,1950527.0;69694.0;1952309.0;74794.0;1.07219747222
data,1241922900,1951470.0;69733.0;1953238.0;74836.0;1.07220772338
data,1241923200,1952333.0;69764.0;1954160.0;74871.0;1.07220057571
data,1241923500,1953265.0;69795.0;1955085.0;74908.0;1.07225829511
data,1241924100,1954156.0;69821.0;1955988.0;74934.0;1.07222491781
data,1241924400,1955094.0;69858.0;1956895.0;74971.0;1.07220363487
data,1241925000,1955984.0;69881.0;1957809.0;75013.0;1.07243851041
data,1241925300,1956886.0;69909.0;1958700.0;75036.0;1.07234415203
data,1241925900,1957826.0;69940.0;1959614.0;75073.0;1.07241208963
data,1241926200,1958741.0;69976.0;1960555.0;75100.0;1.07223210614
data,1241926800,1959628.0;69999.0;1961499.0;75124.0;1.07219163197
data,1241927100,1960522.0;70030.0;1962421.0;75161.0;1.07223001618
data,1241927700,1961502.0;70060.0;1963372.0;75195.0;1.07227206745
data,1241928000,1962417.0;70085.0;1964315.0;75220.0;1.07223113957
data,1241928600,1963277.0;70115.0;1965250.0;75248.0;1.07213086013
data,1241928900,1964168.0;70147.0;1966155.0;75278.0;1.07206186878
data,1241929500,1965133.0;70190.0;1967107.0;75307.0;1.0718254611
data,1241930100,1966064.0;70216.0;1967997.0;75331.0;1.07179287649
data,1241930700,1966991.0;70255.0;1968909.0;75357.0;1.07157627876
data,1241931000,1967923.0;70278.0;1969862.0;75392.0;1.07171218835
data,1241931600,1968889.0;70298.0;1970767.0;75427.0;1.07193836899
data,1241932200,1969764.0;70319.0;1971720.0;75454.0;1.07195989099
data,1241932800,1970664.0;70345.0;1972587.0;75486.0;1.07203655656
data,1241933400,1971569.0;70380.0;1973504.0;75512.0;1.07186645744
data,1241934000,1972474.0;70408.0;1974436.0;75541.0;1.07183750136
data,1241934900,1973381.0;70437.0;1975315.0;75571.0;1.07183738116
data,1241935500,1974244.0;70463.0;1976219.0;75594.0;1.07174620196
data,1241936100,1975174.0;70491.0;1977072.0;75610.0;1.07158947928
data,1241937000,1976129.0;70517.0;1977848.0;75624.0;1.07149018225
data,1241937600,1977170.0;70551.0;1978921.0;75645.0;1.07125437437
data,1241938500,1978221.0;70578.0;1979863.0;75666.0;1.07120131456
data,1241938500,1978293.0;70579.0;1979953.0;75667.0;1.07119058791
