
New Run at  03/16/2015 00:22:49
, Time, randomAccesses; randomClicks; ucb1Accesses; ucb1Clicks; ucb1CTRRatio 
data,1241593200,1092358.0;40027.0;1093810.0;43389.0;1.08255433589
data,1241593800,1093193.0;40043.0;1094702.0;43408.0;1.08254036721
data,1241594400,1094016.0;40072.0;1095600.0;43421.0;1.08200795195
data,1241595300,1095097.0;40098.0;1096717.0;43457.0;1.0821688889
data,1241595900,1096232.0;40127.0;1097742.0;43488.0;1.08226829921
data,1241596800,1097281.0;40143.0;1098755.0;43509.0;1.08239623042
data,1241597700,1098351.0;40162.0;1099813.0;43524.0;1.08227037527
data,1241598300,1099425.0;40180.0;1100917.0;43553.0;1.08247823543
data,1241599200,1100510.0;40200.0;1101917.0;43571.0;1.08247178322
data,1241600100,1101560.0;40226.0;1102997.0;43596.0;1.08236470239
data,1241601000,1102643.0;40249.0;1104050.0;43613.0;1.08219880357
data,1241601600,1103710.0;40275.0;1105091.0;43634.0;1.0820477185
data,1241602500,1104787.0;40297.0;1106138.0;43660.0;1.08213204791
data,1241603100,1105863.0;40325.0;1107113.0;43677.0;1.08190169692
data,1241604000,1106906.0;40347.0;1108160.0;43699.0;1.08185366866
data,1241604600,1107950.0;40372.0;1109237.0;43730.0;1.08191969586
data,1241605500,1108988.0;40392.0;1110274.0;43763.0;1.08220218148
data,1241606100,1110005.0;40420.0;1111283.0;43786.0;1.08202981526
data,1241606700,1111029.0;40439.0;1112307.0;43811.0;1.08214008175
data,1241607300,1112096.0;40462.0;1113385.0;43837.0;1.0821572972
data,1241607600,1113160.0;40494.0;1114454.0;43859.0;1.08184113749
data,1241608200,1114215.0;40525.0;1115474.0;43887.0;1.08173883134
data,1241608800,1115256.0;40556.0;1116547.0;43921.0;1.08171951468
data,1241609100,1116340.0;40590.0;1117595.0;43952.0;1.08161232401
data,1241609700,1117372.0;40618.0;1118647.0;43974.0;1.08138952596
data,1241610000,1118433.0;40650.0;1119712.0;44003.0;1.08124814811
data,1241610600,1119401.0;40683.0;1120701.0;44036.0;1.08116212563
data,1241610900,1120372.0;40707.0;1121686.0;44064.0;1.08119933158
data,1241611200,1121304.0;40732.0;1122665.0;44096.0;1.08127621245
data,1241611500,1122289.0;40760.0;1123707.0;44121.0;1.08109234397
data,1241611800,1123310.0;40783.0;1124689.0;44148.0;1.08118258585
data,1241612400,1124323.0;40824.0;1125697.0;44179.0;1.08086116313
data,1241612700,1125340.0;40859.0;1126710.0;44201.0;1.08047810023
data,1241613000,1126377.0;40891.0;1127695.0;44225.0;1.08026978498
data,1241613300,1127416.0;40912.0;1128667.0;44258.0;1.08058625835
data,1241613600,1128406.0;40952.0;1129675.0;44297.0;1.08046590558
data,1241613900,1129403.0;40978.0;1130702.0;44326.0;1.0804596698
data,1241614200,1130345.0;41004.0;1131687.0;44364.0;1.08066021322
data,1241614500,1131316.0;41033.0;1132704.0;44391.0;1.08051090282
data,1241614800,1132309.0;41073.0;1133718.0;44422.0;1.08019360018
data,1241615100,1133310.0;41108.0;1134734.0;44451.0;1.07996539765
data,1241615400,1134230.0;41144.0;1135718.0;44485.0;1.0797860307
data,1241615700,1135256.0;41173.0;1136726.0;44519.0;1.07986856872
data,1241616000,1136260.0;41223.0;1137763.0;44547.0;1.07920706457
data,1241616300,1137201.0;41257.0;1138761.0;44575.0;1.07894263434
data,1241616300,1138199.0;41303.0;1139778.0;44620.0;1.07881232231
data,1241616600,1139188.0;41349.0;1140734.0;44649.0;1.07834503012
