
New Run at  03/16/2015 03:04:36
, Time, randomAccesses; randomClicks; ucb1Accesses; ucb1Clicks; ucb1CTRRatio 
data,1241939400,1980145.0;70869.0;1977319.0;76528.0;1.08139488951
data,1241940300,1981139.0;70894.0;1978341.0;76562.0;1.08147773983
data,1241941200,1982137.0;70918.0;1979345.0;76592.0;1.08153132063
data,1241942100,1983146.0;70940.0;1980338.0;76622.0;1.08162736652
data,1241943000,1984124.0;70961.0;1981324.0;76642.0;1.08158439425
data,1241943900,1985123.0;70987.0;1982362.0;76670.0;1.08156119668
data,1241945100,1986156.0;71006.0;1983346.0;76697.0;1.08167850789
data,1241946000,1987136.0;71024.0;1984333.0;76719.0;1.0817099938
data,1241947200,1988157.0;71042.0;1985338.0;76742.0;1.08176806233
data,1241948400,1989231.0;71062.0;1986334.0;76759.0;1.08174481957
data,1241949300,1990233.0;71086.0;1987378.0;76786.0;1.08173632178
data,1241950500,1991249.0;71103.0;1988355.0;76812.0;1.08186430822
data,1241951400,1992263.0;71125.0;1989365.0;76827.0;1.08174224877
data,1241952600,1993320.0;71144.0;1990356.0;76840.0;1.08167137995
data,1241953500,1994324.0;71168.0;1991436.0;76876.0;1.08177110961
data,1241954100,1995383.0;71199.0;1992378.0;76901.0;1.08171443102
data,1241955000,1996432.0;71218.0;1993413.0;76930.0;1.08184039933
data,1241955600,1997358.0;71245.0;1994340.0;76958.0;1.08182271319
data,1241956500,1998363.0;71277.0;1995379.0;76994.0;1.08182360483
data,1241957100,1999368.0;71305.0;1996373.0;77031.0;1.08192361681
data,1241957700,2000338.0;71338.0;1997404.0;77059.0;1.08178239475
data,1241958300,2001325.0;71374.0;1998412.0;77084.0;1.08157539246
data,1241958900,2002345.0;71402.0;1999452.0;77126.0;1.08172870978
data,1241959500,2003373.0;71441.0;2000506.0;77157.0;1.0815578811
data,1241959800,2004310.0;71478.0;2001541.0;77192.0;1.08143470777
data,1241960400,2005328.0;71494.0;2002575.0;77228.0;1.08168752135
data,1241961000,2006377.0;71524.0;2003557.0;77258.0;1.08168922858
data,1241961300,2007392.0;71561.0;2004519.0;77282.0;1.08149362528
data,1241961900,2008372.0;71590.0;2005531.0;77315.0;1.08149913496
data,1241962200,2009356.0;71622.0;2006540.0;77336.0;1.08129533078
data,1241962800,2010356.0;71650.0;2007543.0;77373.0;1.08138752593
data,1241963100,2011307.0;71675.0;2008575.0;77405.0;1.08141309837
data,1241963700,2012331.0;71715.0;2009588.0;77436.0;1.08124795041
data,1241964000,2013332.0;71742.0;2010645.0;77471.0;1.08129869872
data,1241964600,2014301.0;71775.0;2011644.0;77513.0;1.08137067174
data,1241964900,2015335.0;71811.0;2012653.0;77542.0;1.08124563234
data,1241965200,2016312.0;71836.0;2013632.0;77571.0;1.08127180587
data,1241965800,2017280.0;71865.0;2014667.0;77611.0;1.08135616193
data,1241966100,2018298.0;71900.0;2015652.0;77642.0;1.08127848009
data,1241966400,2019290.0;71922.0;2016685.0;77676.0;1.08139840296
data,1241967000,2020247.0;71946.0;2017705.0;77714.0;1.08153209026
data,1241967300,2021200.0;71975.0;2018743.0;77746.0;1.08149529962
data,1241967600,2022196.0;72005.0;2019791.0;77777.0;1.08144726639
data,1241968200,2023145.0;72033.0;2020746.0;77811.0;1.0814956489
data,1241968500,2024115.0;72062.0;2021719.0;77833.0;1.08136385653
data,1241968800,2025041.0;72087.0;2022678.0;77851.0;1.08122060397
data,1241969400,2026014.0;72119.0;2023680.0;77878.0;1.0810995737
data,1241969700,2026949.0;72150.0;2024588.0;77909.0;1.08107906595
data,1241970000,2027839.0;72179.0;2025548.0;77939.0;1.08102291605
data,1241970300,2028787.0;72208.0;2026507.0;77973.0;1.08105371339
data,1241970900,2029757.0;72237.0;2027416.0;77990.0;1.08088725792
data,1241971200,2030701.0;72263.0;2028371.0;78018.0;1.08087983713
data,1241971500,2031626.0;72293.0;2029321.0;78043.0;1.08076362826
data,1241971800,2032542.0;72329.0;2030269.0;78079.0;1.08070640848
data,1241972400,2033404.0;72355.0;2031207.0;78104.0;1.08062302639
data,1241972700,2034369.0;72382.0;2032159.0;78127.0;1.08054439162
data,1241973000,2035283.0;72415.0;2033106.0;78157.0;1.08044864458
data,1241973600,2036207.0;72449.0;2034052.0;78188.0;1.08035773005
data,1241973900,2037065.0;72479.0;2034758.0;78209.0;1.08028081283
data,1241974200,2038007.0;72515.0;2035734.0;78246.0;1.08023671816
data,1241974500,2039034.0;72551.0;2036770.0;78290.0;1.08030246775
data,1241975100,2040030.0;72592.0;2037759.0;78331.0;1.08026086527
data,1241975400,2041068.0;72629.0;2038794.0;78377.0;1.08034557798
data,1241975700,2042039.0;72667.0;2039776.0;78406.0;1.08017375705
data,1241976000,2043012.0;72695.0;2040782.0;78457.0;1.08044200297
data,1241976600,2043992.0;72738.0;2041709.0;78496.0;1.0803675208
data,1241976900,2044918.0;72770.0;2042682.0;78523.0;1.08023848237
data,1241977200,2045894.0;72807.0;2043591.0;78554.0;1.08015061016
data,1241977800,2046833.0;72839.0;2044541.0;78592.0;1.08019198925
data,1241978100,2047759.0;72873.0;2045429.0;78634.0;1.08028452214
data,1241978400,2048692.0;72909.0;2046308.0;78663.0;1.08017726704
data,1241979000,2049631.0;72934.0;2047293.0;78705.0;1.08035869113
data,1241979300,2050645.0;72972.0;2048221.0;78755.0;1.0805268304
data,1241979600,2051643.0;73012.0;2049238.0;78790.0;1.0804041595
data,1241979900,2052643.0;73035.0;2050241.0;78828.0;1.08058263144
data,1241980500,2053621.0;73064.0;2051241.0;78856.0;1.08052521769
data,1241980800,2054643.0;73092.0;2052248.0;78894.0;1.080639062
data,1241981100,2055638.0;73132.0;2053221.0;78932.0;1.08057918231
data,1241981700,2056634.0;73163.0;2054253.0;78963.0;1.08052598662
data,1241982000,2057597.0;73192.0;2055288.0;78993.0;1.0804697805
data,1241982300,2058585.0;73222.0;2056253.0;79024.0;1.08046244642
data,1241982900,2059600.0;73261.0;2057250.0;79062.0;1.08041540042
data,1241983200,2060642.0;73293.0;2058298.0;79101.0;1.08047263193
data,1241983500,2061689.0;73326.0;2059319.0;79135.0;1.0804635978
data,1241984100,2062689.0;73360.0;2060320.0;79173.0;1.08048030001
data,1241984400,2063686.0;73382.0;2061295.0;79213.0;1.08071302435
data,1241984700,2064695.0;73416.0;2062251.0;79252.0;1.08077152879
data,1241985300,2065653.0;73459.0;2063243.0;79282.0;1.08052936271
data,1241985600,2066634.0;73496.0;2064257.0;79323.0;1.08052602515
data,1241985900,2067639.0;73540.0;2065267.0;79353.0;1.08028472247
data,1241986500,2068635.0;73576.0;2066238.0;79379.0;1.08012240319
data,1241986800,2069551.0;73601.0;2067246.0;79416.0;1.08021018241
data,1241987400,2070566.0;73649.0;2068242.0;79452.0;1.08000484736
data,1241987700,2071539.0;73683.0;2069277.0;79480.0;1.07985400165
data,1241988000,2072497.0;73721.0;2070266.0;79530.0;1.07995964045
data,1241988600,2073514.0;73762.0;2071245.0;79563.0;1.07982646062
data,1241988900,2074497.0;73800.0;2072283.0;79601.0;1.07975670278
data,1241989200,2075415.0;73830.0;2073323.0;79644.0;1.07983694234
data,1241989800,2076341.0;73868.0;2074190.0;79675.0;1.0797317576
data,1241990100,2077260.0;73901.0;2075152.0;79701.0;1.07957893132
data,1241990400,2078246.0;73940.0;2076106.0;79731.0;1.07943176619
data,1241991000,2079181.0;73974.0;2077083.0;79775.0;1.0795087242
data,1241991300,2080107.0;74009.0;2078079.0;79810.0;1.07943475365
data,1241991600,2081047.0;74042.0;2079115.0;79861.0;1.07959280081
data,1241992200,2082001.0;74075.0;2080065.0;79894.0;1.07955937298
data,1241992500,2082931.0;74107.0;2081000.0;79923.0;1.07948185855
data,1241992800,2083888.0;74144.0;2081931.0;79964.0;1.07950967817
data,1241993400,2084851.0;74178.0;2082851.0;79990.0;1.07938752976
