
New Run at  03/15/2015 22:21:48
, Time, randomAccesses; randomClicks; ucb1Accesses; ucb1Clicks; ucb1CTRRatio 
data,1241334600,398988.0;14384.0;397874.0;17578.0;1.22547388172
data,1241335500,400021.0;14407.0;398949.0;17603.0;1.22511975579
data,1241336400,401082.0;14430.0;400027.0;17616.0;1.22400963715
data,1241337300,402138.0;14455.0;401079.0;17637.0;1.22335305011
data,1241338200,403289.0;14485.0;402151.0;17652.0;1.22208845887
data,1241339100,404384.0;14496.0;403220.0;17669.0;1.22240660804
data,1241340300,405440.0;14519.0;404294.0;17689.0;1.22178805182
data,1241341200,406460.0;14540.0;405373.0;17705.0;1.22094055167
data,1241342400,407511.0;14562.0;406438.0;17726.0;1.22049147099
data,1241343600,408580.0;14597.0;407450.0;17746.0;1.21910089783
data,1241344500,409643.0;14611.0;408511.0;17760.0;1.21889081216
data,1241345700,410707.0;14632.0;409564.0;17777.0;1.21833047874
data,1241346600,411802.0;14654.0;410619.0;17799.0;1.21811650114
data,1241347500,412856.0;14681.0;411656.0;17821.0;1.21742042097
data,1241348400,413993.0;14709.0;412695.0;17846.0;1.21708674143
data,1241349300,415043.0;14732.0;413710.0;17866.0;1.21664169096
data,1241350200,416153.0;14751.0;414782.0;17882.0;1.21626373007
data,1241351100,417184.0;14782.0;415836.0;17904.0;1.21512912507
data,1241351700,418251.0;14820.0;416879.0;17927.0;1.21363022667
data,1241352300,419289.0;14837.0;417933.0;17955.0;1.21407668001
data,1241352900,420347.0;14863.0;419033.0;17981.0;1.21357630773
data,1241353500,421422.0;14895.0;420085.0;18020.0;1.21365237057
data,1241354100,422432.0;14927.0;421182.0;18053.0;1.21300853365
data,1241354700,423481.0;14957.0;422210.0;18077.0;1.21223628417
data,1241355300,424537.0;14993.0;423284.0;18110.0;1.21147262025
data,1241355600,425597.0;15030.0;424321.0;18137.0;1.2103486901
data,1241356200,426671.0;15051.0;425383.0;18156.0;1.20995108756
data,1241356800,427746.0;15088.0;426388.0;18181.0;1.20883513607
data,1241357100,428785.0;15118.0;427443.0;18219.0;1.2089033186
data,1241357700,429846.0;15143.0;428487.0;18260.0;1.20966214548
data,1241358000,430956.0;15169.0;429508.0;18278.0;1.20901975132
data,1241358600,432090.0;15202.0;430566.0;18312.0;1.20884198258
data,1241358900,433101.0;15241.0;431632.0;18342.0;1.20756016456
data,1241359200,434139.0;15269.0;432709.0;18374.0;1.20732999449
data,1241359800,435119.0;15309.0;433755.0;18404.0;1.2059490374
data,1241360100,436143.0;15331.0;434767.0;18427.0;1.20574782227
data,1241360400,437125.0;15366.0;435844.0;18462.0;1.20501510646
data,1241361000,438153.0;15393.0;436908.0;18492.0;1.20474853839
data,1241361300,439203.0;15421.0;437995.0;18524.0;1.20453210596
data,1241361600,440220.0;15452.0;439029.0;18549.0;1.20368365371
data,1241362200,441259.0;15486.0;440094.0;18583.0;1.20316364501
data,1241362500,442338.0;15520.0;441151.0;18617.0;1.2027765819
data,1241362800,443340.0;15566.0;442218.0;18656.0;1.2015504428
data,1241363100,444406.0;15590.0;443301.0;18692.0;1.20196233847
data,1241363700,445438.0;15624.0;444337.0;18727.0;1.20157467221
data,1241364000,446500.0;15653.0;445373.0;18778.0;1.20267789168
data,1241364300,447589.0;15685.0;446486.0;18806.0;1.20194187975
data,1241364600,448608.0;15725.0;447513.0;18837.0;1.2008325235
data,1241365200,449618.0;15760.0;448602.0;18874.0;1.2003011482
data,1241365500,450656.0;15795.0;449612.0;18903.0;1.19955003516
data,1241365800,451676.0;15830.0;450663.0;18930.0;1.19851868868
data,1241366100,452747.0;15861.0;451737.0;18962.0;1.1981839423
data,1241366400,453799.0;15902.0;452809.0;19008.0;1.1979347368
data,1241367000,454839.0;15934.0;453851.0;19040.0;1.19753035454
data,1241367300,455947.0;15964.0;454960.0;19069.0;1.19709149952
data,1241367600,456997.0;15995.0;456028.0;19110.0;1.19728704324
data,1241367900,458026.0;16024.0;457066.0;19134.0;1.19659187198
data,1241368200,458952.0;16050.0;458060.0;19161.0;1.19615657582
data,1241368800,459997.0;16091.0;459065.0;19188.0;1.19488880357
data,1241369100,460969.0;16116.0;460050.0;19212.0;1.1944885867
data,1241369400,461914.0;16155.0;461110.0;19239.0;1.19297712655
data,1241369700,462926.0;16189.0;462116.0;19270.0;1.19240080204
data,1241370000,463948.0;16219.0;463165.0;19304.0;1.19222111274
data,1241370300,464996.0;16257.0;464177.0;19334.0;1.19137068117
data,1241370900,466052.0;16292.0;465191.0;19358.0;1.19038968855
data,1241371200,467013.0;16322.0;466202.0;19389.0;1.18997236224
data,1241371500,468031.0;16351.0;467123.0;19419.0;1.18994232246
data,1241371800,469038.0;16379.0;468099.0;19448.0;1.18975593223
data,1241372100,469987.0;16405.0;469107.0;19478.0;1.1895482396
data,1241372400,470930.0;16428.0;470105.0;19503.0;1.18926383875
data,1241373000,471917.0;16465.0;471049.0;19537.0;1.18876409033
data,1241373300,472860.0;16500.0;472024.0;19567.0;1.18797909351
data,1241373600,473819.0;16534.0;472941.0;19601.0;1.18769738939
data,1241373900,474781.0;16562.0;473882.0;19636.0;1.18785481172
data,1241374200,475678.0;16608.0;474893.0;19671.0;1.18638705687
data,1241374500,476586.0;16650.0;475838.0;19699.0;1.18498294957
data,1241375100,477530.0;16672.0;476789.0;19720.0;1.18465977512
data,1241375400,478472.0;16711.0;477778.0;19748.0;1.18345312099
data,1241375700,479415.0;16744.0;478758.0;19771.0;1.18240156233
data,1241376000,480389.0;16786.0;479727.0;19788.0;1.18046625048
data,1241376300,481374.0;16810.0;480714.0;19819.0;1.18061931286
data,1241376900,482372.0;16838.0;481666.0;19852.0;1.18072799555
data,1241377200,483322.0;16869.0;482592.0;19871.0;1.17974142896
data,1241377500,484266.0;16905.0;483517.0;19894.0;1.17863455365
data,1241377800,485207.0;16933.0;484462.0;19919.0;1.17815101904
data,1241378100,486104.0;16962.0;485428.0;19947.0;1.17761926089
data,1241378700,487031.0;16984.0;486420.0;19978.0;1.17776110973
data,1241379000,487967.0;17024.0;487372.0;20001.0;1.17630509212
data,1241379300,488948.0;17058.0;488274.0;20028.0;1.17573256539
