
New Run at  03/15/2015 23:39:56
, Time, randomAccesses; randomClicks; ucb1Accesses; ucb1Clicks; ucb1CTRRatio 
data,1241507400,843680.0;30154.0;845220.0;34449.0;1.14035396792
data,1241508000,844744.0;30177.0;846271.0;34465.0;1.1400341922
data,1241508600,845839.0;30208.0;847334.0;34484.0;1.13953780124
data,1241509500,846827.0;30228.0;848406.0;34504.0;1.13933384017
data,1241510100,847875.0;30251.0;849446.0;34518.0;1.13894287812
data,1241511000,848900.0;30271.0;850496.0;34543.0;1.13898378854
data,1241511900,849970.0;30295.0;851572.0;34562.0;1.13870213045
data,1241512500,851003.0;30320.0;852619.0;34577.0;1.13824092831
data,1241513400,852007.0;30343.0;853655.0;34588.0;1.13769986802
data,1241514300,853025.0;30369.0;854720.0;34600.0;1.13706030976
data,1241515200,854049.0;30390.0;855785.0;34613.0;1.13664975013
data,1241515800,855081.0;30412.0;856821.0;34628.0;1.13631720224
data,1241516700,856088.0;30439.0;857802.0;34648.0;1.13600212846
data,1241517300,857168.0;30471.0;858893.0;34661.0;1.13522322457
data,1241518200,858262.0;30498.0;859989.0;34675.0;1.13467659751
data,1241518800,859314.0;30530.0;861098.0;34691.0;1.13393803165
data,1241519400,860325.0;30561.0;862096.0;34716.0;1.13362400035
data,1241520000,861269.0;30595.0;863115.0;34742.0;1.13311635995
data,1241520600,862255.0;30625.0;864101.0;34761.0;1.13262821974
data,1241521200,863274.0;30662.0;865142.0;34778.0;1.13178879165
data,1241521500,864265.0;30696.0;866161.0;34802.0;1.1312815834
data,1241522100,865229.0;30728.0;867189.0;34829.0;1.13089951577
data,1241522700,866243.0;30754.0;868211.0;34856.0;1.13081195473
data,1241523000,867243.0;30790.0;869138.0;34880.0;1.13036539126
data,1241523600,868298.0;30814.0;870079.0;34911.0;1.13063994476
data,1241523900,869303.0;30849.0;871079.0;34932.0;1.13004566983
data,1241524200,870314.0;30888.0;872045.0;34952.0;1.12932597299
data,1241524800,871307.0;30922.0;873008.0;34976.0;1.12890018469
data,1241525100,872335.0;30958.0;874035.0;35000.0;1.12836504047
data,1241525400,873299.0;30998.0;875003.0;35019.0;1.12751800867
data,1241525700,874333.0;31045.0;875998.0;35042.0;1.12660319042
data,1241526000,875329.0;31080.0;876964.0;35068.0;1.12621041467
data,1241526300,876309.0;31120.0;877945.0;35095.0;1.12562989995
data,1241526600,877347.0;31172.0;878955.0;35137.0;1.1251353389
data,1241527200,878329.0;31209.0;879957.0;35172.0;1.12489758148
data,1241527500,879355.0;31252.0;880982.0;35195.0;1.12408811521
data,1241527800,880339.0;31298.0;881953.0;35221.0;1.12328406068
data,1241528100,881391.0;31349.0;882930.0;35241.0;1.12219122847
data,1241528400,882327.0;31386.0;883972.0;35279.0;1.12194445454
data,1241528700,883373.0;31427.0;884983.0;35313.0;1.12160744064
data,1241528700,884381.0;31471.0;885980.0;35346.0;1.12110222763
data,1241529000,885357.0;31508.0;886963.0;35378.0;1.12079287828
data,1241529300,886335.0;31548.0;887966.0;35409.0;1.12032336074
data,1241529600,887321.0;31596.0;888920.0;35432.0;1.11939057133
data,1241529900,888268.0;31653.0;889904.0;35470.0;1.11852879451
data,1241530200,889273.0;31693.0;890894.0;35510.0;1.11839803183
data,1241530500,890252.0;31738.0;891910.0;35536.0;1.11758589054
data,1241530800,891263.0;31783.0;892900.0;35576.0;1.11728838276
data,1241531100,892246.0;31823.0;893868.0;35612.0;1.11703418841
data,1241531100,893210.0;31867.0;894808.0;35634.0;1.11621309621
data,1241531400,894228.0;31917.0;895860.0;35664.0;1.11536267255
data,1241531700,895226.0;31956.0;896819.0;35693.0;1.11495804556
data,1241532000,896229.0;32010.0;897841.0;35722.0;1.11396013977
data,1241532300,897253.0;32054.0;898855.0;35757.0;1.11353564183
data,1241532600,898202.0;32092.0;899838.0;35797.0;1.11342132912
data,1241532600,899221.0;32135.0;900751.0;35828.0;1.11302763907
data,1241532900,900237.0;32186.0;901733.0;35871.0;1.11264180135
data,1241533200,901220.0;32234.0;902714.0;35898.0;1.11182566479
data,1241533500,902177.0;32277.0;903666.0;35925.0;1.11118769413
data,1241533800,903148.0;32325.0;904622.0;35956.0;1.1105154815
