
New Run at  04/01/2015 01:36:37
, Time, greedyAccesses; greedyClicks; greedyCTRRatio 
data,1241939400,1995376.0;110029.0;1.53636237184
data,1241940300,1996380.0;110057.0;1.53623397749
data,1241941200,1997377.0;110085.0;1.53628297133
data,1241942100,1998373.0;110111.0;1.53624231045
data,1241943000,1999364.0;110132.0;1.53596096632
data,1241943900,2000343.0;110149.0;1.53589873433
data,1241945100,2001311.0;110172.0;1.53571400573
data,1241946000,2002273.0;110198.0;1.53575734104
data,1241947200,2003276.0;110228.0;1.5357832721
data,1241948400,2004288.0;110254.0;1.53577582884
data,1241949300,2005317.0;110288.0;1.53574535936
data,1241950500,2006313.0;110325.0;1.53575046796
data,1241951400,2007248.0;110354.0;1.53562485857
data,1241952600,2008228.0;110386.0;1.53583601427
data,1241953500,2009224.0;110430.0;1.53583167817
data,1241954100,2010216.0;110478.0;1.53604332436
data,1241955000,2011213.0;110510.0;1.53597044407
data,1241955600,2012178.0;110557.0;1.5361004819
data,1241956500,2013171.0;110601.0;1.53605392944
data,1241957100,2014202.0;110658.0;1.53623701051
data,1241957700,2015226.0;110699.0;1.53592140101
data,1241958300,2016213.0;110744.0;1.53564921105
data,1241958900,2017251.0;110780.0;1.53553885189
data,1241959500,2018242.0;110820.0;1.53556032081
data,1241959800,2019236.0;110862.0;1.53545657937
data,1241960400,2020289.0;110906.0;1.53530600246
data,1241961000,2021274.0;110948.0;1.53519786807
data,1241961300,2022267.0;110991.0;1.53523116463
data,1241961900,2023301.0;111031.0;1.53523908703
data,1241962200,2024291.0;111068.0;1.53518706918
data,1241962800,2025290.0;111117.0;1.53522244361
data,1241963100,2026316.0;111163.0;1.5353627653
data,1241963700,2027335.0;111212.0;1.53522744713
data,1241964000,2028304.0;111253.0;1.53518723779
data,1241964600,2029335.0;111304.0;1.53528983755
data,1241964900,2030270.0;111343.0;1.53529340798
data,1241965200,2031269.0;111383.0;1.53539092462
data,1241965800,2032274.0;111435.0;1.53508049189
data,1241966100,2033259.0;111478.0;1.53507411005
data,1241966400,2034254.0;111526.0;1.53512900663
data,1241967000,2035239.0;111573.0;1.53512601397
data,1241967300,2036257.0;111613.0;1.53508761239
data,1241967600,2037264.0;111655.0;1.53495686218
data,1241968200,2038303.0;111702.0;1.53497696332
data,1241968500,2039318.0;111757.0;1.53475902606
data,1241968800,2040250.0;111808.0;1.53495549927
data,1241969400,2041193.0;111857.0;1.53491245152
data,1241969700,2042168.0;111905.0;1.53496183986
data,1241970000,2043100.0;111934.0;1.53470128819
data,1241970300,2043987.0;111970.0;1.53462434094
data,1241970900,2044921.0;112009.0;1.5347248378
data,1241971200,2045877.0;112045.0;1.53453120999
data,1241971500,2046845.0;112103.0;1.53477114315
data,1241971800,2047773.0;112141.0;1.53457016342
data,1241972400,2048734.0;112191.0;1.53474942215
data,1241972700,2049710.0;112226.0;1.53467152966
data,1241973000,2050683.0;112258.0;1.53438451607
data,1241973600,2051686.0;112328.0;1.53462240695
data,1241973900,2052671.0;112390.0;1.53484116875
data,1241974200,2053662.0;112462.0;1.53513675968
data,1241974500,2054692.0;112538.0;1.53523460085
data,1241975100,2055714.0;112616.0;1.53550326217
data,1241975400,2056723.0;112683.0;1.53552381062
