
New Run at  03/31/2015 21:34:49
, Time, greedyAccesses; greedyClicks; greedyCTRRatio 
data,1241853000,1818283.0;89461.0;1.35856715649
data,1241853600,1819334.0;89494.0;1.35846725516
data,1241854500,1820348.0;89514.0;1.35821008743
data,1241855400,1821481.0;89541.0;1.35806555247
data,1241856300,1822517.0;89564.0;1.35806221551
data,1241857500,1823614.0;89596.0;1.35818200915
data,1241858400,1824655.0;89619.0;1.35821679164
data,1241859300,1825736.0;89648.0;1.35817063979
data,1241860500,1826794.0;89670.0;1.3581621907
data,1241861400,1827834.0;89684.0;1.35799218592
data,1241862600,1828844.0;89709.0;1.35788582235
data,1241863500,1829867.0;89731.0;1.3576876947
data,1241864400,1830945.0;89770.0;1.35768685454
data,1241865300,1832021.0;89790.0;1.35755346138
data,1241866200,1833039.0;89824.0;1.35749497611
data,1241867100,1834081.0;89860.0;1.35752675513
data,1241867700,1835143.0;89891.0;1.35726513606
data,1241868300,1836212.0;89940.0;1.35739052726
data,1241869200,1837284.0;89962.0;1.35723380524
data,1241869800,1838340.0;89999.0;1.35711022747
data,1241870400,1839420.0;90035.0;1.35710015262
data,1241871000,1840459.0;90066.0;1.35700313884
data,1241871300,1841510.0;90099.0;1.35687992628
data,1241871900,1842536.0;90142.0;1.35693815326
data,1241872500,1843555.0;90192.0;1.35708499023
data,1241872800,1844585.0;90233.0;1.35711151728
data,1241873400,1845651.0;90277.0;1.35707960002
data,1241873700,1846705.0;90317.0;1.35691908262
data,1241874300,1847780.0;90357.0;1.35671601707
data,1241874600,1848813.0;90401.0;1.35682493155
data,1241875200,1849842.0;90441.0;1.35669253767
data,1241875500,1850936.0;90479.0;1.35668233179
data,1241876100,1851969.0;90528.0;1.35656002563
data,1241876400,1852985.0;90579.0;1.35671449491
data,1241876700,1854035.0;90614.0;1.35650141157
data,1241877300,1855020.0;90656.0;1.35644761731
data,1241877600,1856068.0;90696.0;1.35651155203
data,1241877900,1857189.0;90742.0;1.35631799386
data,1241878200,1858256.0;90793.0;1.35633934874
data,1241878800,1859297.0;90830.0;1.35623552721
data,1241879100,1860336.0;90871.0;1.35609158604
data,1241879400,1861300.0;90914.0;1.35617666829
data,1241879700,1862250.0;90949.0;1.35605789063
data,1241880000,1863261.0;90995.0;1.35614699492
data,1241880600,1864308.0;91049.0;1.35607762392
data,1241880900,1865297.0;91078.0;1.35587248449
data,1241881200,1866292.0;91128.0;1.35571389167
data,1241881500,1867296.0;91167.0;1.35558617943
data,1241881800,1868253.0;91204.0;1.35547705026
data,1241882400,1869272.0;91254.0;1.35559311371
data,1241882700,1870230.0;91291.0;1.35555644696
data,1241883000,1871186.0;91334.0;1.35550756856
data,1241883300,1872129.0;91375.0;1.3553454359
data,1241883600,1873050.0;91415.0;1.35535343801
data,1241883900,1873995.0;91451.0;1.35508582662
data,1241884500,1874937.0;91483.0;1.35501950226
data,1241884800,1875841.0;91522.0;1.35507091725
data,1241885100,1876781.0;91551.0;1.35482099314
data,1241885400,1877773.0;91591.0;1.35471140819
data,1241885700,1878647.0;91628.0;1.35470323501
data,1241886000,1879610.0;91667.0;1.35485193269
data,1241886600,1880435.0;91696.0;1.3545823226
data,1241886900,1881388.0;91734.0;1.35465289825
data,1241887200,1882330.0;91760.0;1.35430611125
data,1241887500,1883254.0;91805.0;1.35440893659
data,1241887800,1884185.0;91842.0;1.3544510728
data,1241888400,1885118.0;91886.0;1.35441243223
data,1241888700,1886100.0;91922.0;1.35434169652
data,1241889000,1887057.0;91968.0;1.35439758192
data,1241889300,1887938.0;91996.0;1.35444915514
data,1241889600,1888907.0;92039.0;1.3543877658
data,1241890200,1889817.0;92080.0;1.35456751942
data,1241890500,1890812.0;92128.0;1.35464311297
data,1241890800,1891760.0;92163.0;1.35454841824
data,1241891100,1892677.0;92209.0;1.35457068581
data,1241891400,1893571.0;92245.0;1.35437797881
data,1241892000,1894513.0;92281.0;1.35427175055
data,1241892300,1895420.0;92303.0;1.35413926125
data,1241892600,1896325.0;92346.0;1.35406666781
data,1241892900,1897224.0;92386.0;1.35421710343
data,1241893500,1898124.0;92415.0;1.35433198613
data,1241893800,1899026.0;92447.0;1.35408749212
data,1241894100,1899942.0;92486.0;1.35407979875
data,1241894400,1900892.0;92522.0;1.35394885528
data,1241895000,1901805.0;92557.0;1.35381342413
data,1241895300,1902737.0;92589.0;1.35363218897
data,1241895600,1903651.0;92615.0;1.35358606907
data,1241895900,1904553.0;92639.0;1.35349175546
data,1241896500,1905420.0;92664.0;1.35326423233
data,1241896800,1906319.0;92709.0;1.35338973948
data,1241897100,1907259.0;92755.0;1.35354166099
data,1241897700,1907986.0;92783.0;1.35373308762
data,1241898000,1908918.0;92825.0;1.35379124121
data,1241898300,1909850.0;92866.0;1.35378773997
data,1241898600,1910770.0;92906.0;1.35375823405
data,1241899200,1911677.0;92941.0;1.35372066548
data,1241899500,1912615.0;92967.0;1.35336386229
data,1241899800,1913542.0;93001.0;1.35339596377
data,1241900400,1914495.0;93041.0;1.35352243585
data,1241900700,1915390.0;93081.0;1.35355829616
data,1241901000,1916327.0;93125.0;1.35370914235
