
New Run at  03/31/2015 19:10:34
, Time, greedyAccesses; greedyClicks; greedyCTRRatio 
data,1241161800,956.0;27.0;1.10514826269
data,1241162700,1934.0;63.0;1.38117890383
data,1241163600,2893.0;88.0;1.25228940181
data,1241164800,3957.0;117.0;1.23485534007
data,1241165700,4959.0;142.0;1.15097949528
data,1241166900,5969.0;175.0;1.19762609097
data,1241167800,6951.0;211.0;1.23045036184
data,1241169000,7890.0;244.0;1.24278782758
data,1241169900,8859.0;275.0;1.26204197587
data,1241171100,9909.0;307.0;1.23568352003
data,1241172000,10927.0;335.0;1.24215820725
data,1241172900,11952.0;365.0;1.24383796447
data,1241173500,12953.0;404.0;1.24540034986
data,1241174400,13966.0;434.0;1.21938755362
data,1241175000,14953.0;476.0;1.22067295167
data,1241175600,15961.0;517.0;1.24216201813
data,1241176200,16900.0;551.0;1.22833154422
data,1241176800,17929.0;597.0;1.21568003083
data,1241177400,18890.0;627.0;1.1930391442
data,1241177700,19860.0;663.0;1.1786556955
data,1241178300,20887.0;706.0;1.16053531584
data,1241178600,21842.0;744.0;1.1370074809
data,1241179200,22838.0;786.0;1.1175610454
data,1241179500,23820.0;825.0;1.10218957485
data,1241179800,24826.0;879.0;1.11077172024
data,1241180400,25799.0;935.0;1.13259693868
data,1241180700,26862.0;991.0;1.13821019554
data,1241181000,27880.0;1045.0;1.15263504265
data,1241181300,28908.0;1087.0;1.15450595992
data,1241181600,29958.0;1154.0;1.17916911414
data,1241182200,30948.0;1216.0;1.17701355127
data,1241182500,31977.0;1266.0;1.17743722889
data,1241182800,32954.0;1310.0;1.17232358919
data,1241183100,33920.0;1361.0;1.1869905691
data,1241183400,34935.0;1430.0;1.18245376229
data,1241183700,35931.0;1474.0;1.18223713479
data,1241184000,36905.0;1530.0;1.18587838892
data,1241184300,37876.0;1587.0;1.18883895428
data,1241184600,38862.0;1636.0;1.18483128878
data,1241184900,39890.0;1695.0;1.18995028491
data,1241185200,40936.0;1747.0;1.19188805305
data,1241185500,41991.0;1800.0;1.18259312035
data,1241185500,42952.0;1844.0;1.17706537768
data,1241185800,43972.0;1892.0;1.17247615215
data,1241186100,45018.0;1950.0;1.18498902364
data,1241186400,46068.0;2007.0;1.18687095579
data,1241186700,47061.0;2073.0;1.1859461679
