
New Run at  04/02/2015 00:37:59
, Time, greedyAccesses; greedyClicks; greedyCTRRatio 
data,1241420700,570514.0;27466.0;1.38455996684
data,1241421300,571491.0;27485.0;1.38424284697
data,1241421900,572486.0;27504.0;1.38358097706
data,1241422800,573484.0;27516.0;1.38332536386
data,1241423400,574513.0;27529.0;1.38283440367
data,1241424300,575527.0;27543.0;1.38224497667
data,1241425200,576554.0;27558.0;1.38152132286
data,1241425800,577504.0;27583.0;1.38172808408
data,1241426700,578557.0;27603.0;1.38143821813
data,1241427600,579507.0;27615.0;1.38117310587
data,1241428500,580481.0;27635.0;1.3812303009
data,1241429100,581548.0;27659.0;1.38095838824
data,1241430000,582546.0;27682.0;1.3812058403
data,1241430900,583549.0;27699.0;1.38077498585
data,1241431500,584537.0;27723.0;1.3810104457
data,1241432100,585539.0;27748.0;1.38132013709
data,1241433000,586488.0;27768.0;1.38138598174
data,1241433600,587188.0;27787.0;1.38175967104
data,1241434200,588233.0;27813.0;1.38106271726
data,1241434800,589246.0;27848.0;1.38147724779
data,1241435400,590274.0;27886.0;1.38183646408
data,1241435700,591300.0;27937.0;1.38277946053
data,1241436300,592279.0;27985.0;1.38374908686
data,1241436600,593314.0;28021.0;1.38380122303
data,1241437200,594356.0;28083.0;1.38548627719
data,1241437500,595369.0;28122.0;1.38612180442
data,1241438100,596200.0;28166.0;1.3867790545
data,1241438400,597149.0;28214.0;1.38702732579
data,1241438700,598156.0;28271.0;1.38824848402
data,1241439300,599184.0;28318.0;1.38877253911
data,1241439600,600176.0;28362.0;1.38867034156
data,1241439900,601132.0;28404.0;1.38799438036
data,1241440200,602123.0;28457.0;1.38901433435
data,1241440500,603131.0;28514.0;1.39035173688
data,1241440800,604166.0;28569.0;1.39102507566
data,1241441100,605160.0;28625.0;1.39212557055
data,1241441400,605732.0;28655.0;1.39264857302
data,1241441700,606741.0;28719.0;1.39331189112
data,1241442000,607763.0;28776.0;1.39389719947
data,1241442300,608797.0;28832.0;1.39508645047
data,1241442600,609769.0;28900.0;1.39597155431
data,1241442900,610791.0;28955.0;1.3966126704
data,1241443200,611787.0;29004.0;1.39646065081
data,1241443500,612828.0;29060.0;1.39633266992
data,1241443800,613772.0;29117.0;1.39706313986
data,1241444100,614706.0;29182.0;1.39777086736
data,1241444400,615720.0;29255.0;1.39888782532
data,1241444400,616724.0;29307.0;1.39952942192
data,1241444700,617707.0;29368.0;1.40106661213
data,1241445000,618743.0;29423.0;1.40170955393
data,1241445300,619753.0;29496.0;1.40238133626
data,1241445600,620734.0;29545.0;1.40278384777
data,1241445900,621783.0;29609.0;1.403741879
data,1241446200,622784.0;29663.0;1.40436588905
data,1241446200,623835.0;29727.0;1.40472329062
data,1241446500,624837.0;29790.0;1.40548830036
data,1241446800,625814.0;29846.0;1.40641931244
data,1241447100,626563.0;29886.0;1.40677446156
data,1241447400,627053.0;29908.0;1.40720179005
data,1241447400,628027.0;29967.0;1.40767735878
data,1241447700,629026.0;30022.0;1.40844734819
data,1241448000,630049.0;30074.0;1.40878698149
data,1241448300,631119.0;30134.0;1.40854663672
data,1241448600,632124.0;30198.0;1.40909966954
data,1241448600,633130.0;30256.0;1.40881756469
data,1241448900,634150.0;30304.0;1.40920083825
data,1241449200,635230.0;30355.0;1.40859023865
data,1241449500,636315.0;30408.0;1.40852153485
data,1241449800,637306.0;30442.0;1.40734463901
data,1241449800,638311.0;30482.0;1.40694776686
data,1241450100,639363.0;30527.0;1.40617305341
data,1241450400,640442.0;30572.0;1.40556191302
data,1241450700,641510.0;30617.0;1.40494653686
data,1241451000,642561.0;30671.0;1.40510378743
data,1241451000,643616.0;30711.0;1.40437473305
data,1241451300,644703.0;30755.0;1.40415516792
data,1241451600,645639.0;30792.0;1.40355308788
data,1241451900,646635.0;30826.0;1.40306818915
data,1241451900,647672.0;30865.0;1.40169816939
data,1241452200,648700.0;30904.0;1.40158981192
data,1241452500,649736.0;30937.0;1.40006024663
data,1241452800,650829.0;30982.0;1.39916820598
data,1241453100,651870.0;31021.0;1.39822410473
data,1241453100,652877.0;31060.0;1.39727343713
data,1241453400,653981.0;31113.0;1.39729289997
data,1241453700,655072.0;31163.0;1.39736153446
data,1241454000,656106.0;31205.0;1.39662719983
data,1241454000,657255.0;31256.0;1.39570018976
data,1241454300,658305.0;31297.0;1.39470806012
data,1241454600,659342.0;31342.0;1.39431704003
data,1241454900,660390.0;31396.0;1.39387775356
data,1241455200,661411.0;31451.0;1.39397212706
data,1241455200,662443.0;31493.0;1.39305923952
data,1241455500,663483.0;31537.0;1.39254846967
data,1241455800,664041.0;31568.0;1.39231178297
data,1241456100,665100.0;31640.0;1.39270794606
data,1241456400,666096.0;31693.0;1.39217454756
data,1241456400,667128.0;31758.0;1.3928878973
data,1241456700,667860.0;31798.0;1.3928944271
data,1241457000,668872.0;31847.0;1.39283947153
data,1241457300,669691.0;31897.0;1.3927438434
data,1241457300,670256.0;31932.0;1.39265881636
data,1241457600,671231.0;32001.0;1.39285325296
data,1241457900,672269.0;32057.0;1.39260506063
data,1241458200,673305.0;32126.0;1.3926925865
data,1241458500,674348.0;32176.0;1.39208261458
data,1241458500,675385.0;32224.0;1.39118650439
data,1241458800,676417.0;32284.0;1.39069081521
data,1241459100,677459.0;32349.0;1.39101797543
data,1241459400,678477.0;32406.0;1.39096358028
data,1241459700,679492.0;32455.0;1.39078158159
data,1241459700,680476.0;32509.0;1.3901833744
data,1241460000,681510.0;32558.0;1.38968673658
data,1241460300,682523.0;32609.0;1.38977354862
data,1241460600,683495.0;32673.0;1.39032401315
data,1241460900,684512.0;32724.0;1.39029849898
data,1241460900,685510.0;32779.0;1.38957336645
data,1241461200,686514.0;32835.0;1.38940716429
data,1241461500,687523.0;32889.0;1.38972316934
data,1241461800,688487.0;32933.0;1.38885211862
data,1241462100,689476.0;32994.0;1.38909591268
data,1241462100,690468.0;33043.0;1.38860473631
data,1241462400,691452.0;33090.0;1.38818271885
data,1241462700,692464.0;33134.0;1.38825472105
data,1241463000,693437.0;33183.0;1.38741341458
data,1241463000,694434.0;33229.0;1.38746131103
data,1241463300,695410.0;33283.0;1.38755578852
data,1241463600,696399.0;33333.0;1.38782466834
data,1241463900,697428.0;33378.0;1.38695209855
data,1241464200,698425.0;33424.0;1.38684931642
data,1241464200,699439.0;33469.0;1.3862216538
data,1241464500,700463.0;33522.0;1.38609421315
data,1241464800,701517.0;33576.0;1.38612033059
data,1241465100,702557.0;33623.0;1.38529006255
data,1241465400,703554.0;33680.0;1.3853860565
data,1241465400,704567.0;33733.0;1.38527843204
data,1241465700,705296.0;33805.0;1.38657871629
data,1241466000,706141.0;33914.0;1.38863922872
data,1241466300,707204.0;34084.0;1.3925136542
data,1241466300,708220.0;34233.0;1.39591017935
data,1241466600,709210.0;34350.0;1.39821841
data,1241466900,710154.0;34469.0;1.40034745723
data,1241467200,710963.0;34556.0;1.40180443303
data,1241467200,711871.0;34650.0;1.40414443061
data,1241467500,712843.0;34750.0;1.40602417616
data,1241467800,713254.0;34790.0;1.40630922891
data,1241468100,713423.0;34796.0;1.40611981545
data,1241468100,714348.0;34874.0;1.40650494859
data,1241468400,715192.0;34942.0;1.40680982428
data,1241468700,716151.0;35014.0;1.40693265707
data,1241469000,717026.0;35089.0;1.40730941715
data,1241469300,717975.0;35167.0;1.40807946411
data,1241469300,718832.0;35237.0;1.40835575011
data,1241469600,719783.0;35311.0;1.40908401392
data,1241469900,720680.0;35392.0;1.40971423088
data,1241470200,721531.0;35456.0;1.41039837381
