
New Run at  04/02/2015 02:45:34
, Time, greedyAccesses; greedyClicks; greedyCTRRatio 
data,1241593200,1088346.0;57900.0;1.44523495024
data,1241593800,1089215.0;57924.0;1.44515600685
data,1241594400,1090073.0;57946.0;1.44487779231
data,1241595300,1091154.0;57990.0;1.44499965589
data,1241595900,1092178.0;58023.0;1.44502098379
data,1241596800,1093181.0;58050.0;1.44525911469
data,1241597700,1094255.0;58073.0;1.44492558867
data,1241598300,1095307.0;58101.0;1.44507801195
data,1241599200,1096376.0;58132.0;1.44490936727
data,1241600100,1097388.0;58166.0;1.44528336071
data,1241601000,1098454.0;58194.0;1.44524792879
data,1241601600,1099416.0;58233.0;1.44547053014
data,1241602500,1100473.0;58267.0;1.4455635015
data,1241603100,1101579.0;58299.0;1.44534862573
data,1241604000,1102582.0;58339.0;1.44576156799
data,1241604600,1103641.0;58383.0;1.44610054652
data,1241605500,1104717.0;58437.0;1.44596420974
data,1241606100,1105819.0;58482.0;1.44621758837
data,1241606700,1106844.0;58528.0;1.44642624754
data,1241607300,1107875.0;58579.0;1.44663048765
data,1241607600,1108947.0;58630.0;1.44703944543
data,1241608200,1109993.0;58682.0;1.44721252911
data,1241608800,1111052.0;58748.0;1.44773549829
data,1241609100,1112040.0;58794.0;1.44790383358
data,1241609700,1113097.0;58851.0;1.44809027681
data,1241610000,1114134.0;58901.0;1.44827663697
data,1241610600,1115148.0;58951.0;1.44803949473
data,1241610900,1116142.0;59007.0;1.44825519654
data,1241611200,1117192.0;59065.0;1.44878342342
data,1241611500,1118194.0;59119.0;1.44888509977
data,1241611800,1119210.0;59193.0;1.44987835654
data,1241612400,1120236.0;59270.0;1.45042585245
data,1241612700,1121216.0;59339.0;1.4509725202
data,1241613000,1122274.0;59414.0;1.45125579783
data,1241613300,1123258.0;59465.0;1.45135888943
data,1241613600,1124250.0;59531.0;1.45168926489
data,1241613900,1125233.0;59598.0;1.45211654492
data,1241614200,1126252.0;59648.0;1.45201216787
data,1241614500,1127246.0;59712.0;1.4523454102
data,1241614800,1128307.0;59783.0;1.45283047852
data,1241615100,1129251.0;59852.0;1.45343064422
data,1241615400,1130251.0;59930.0;1.45421782572
data,1241615700,1131223.0;59999.0;1.45425788963
data,1241616000,1132215.0;60085.0;1.45467416272
data,1241616300,1133241.0;60188.0;1.45593766014
data,1241616300,1134222.0;60288.0;1.45704064918
data,1241616600,1135233.0;60383.0;1.45801287748
data,1241616900,1136237.0;60479.0;1.45862661386
data,1241617200,1137217.0;60577.0;1.45975094097
