
New Run at  04/02/2015 02:03:58
, Time, greedyAccesses; greedyClicks; greedyCTRRatio 
data,1241766300,1550543.0;87580.0;1.53530866561
data,1241766900,1551533.0;87600.0;1.53528370245
data,1241767800,1552548.0;87624.0;1.53511738196
data,1241768700,1553522.0;87646.0;1.53507250519
data,1241769300,1554528.0;87667.0;1.53457150721
data,1241770200,1555511.0;87690.0;1.53436873119
data,1241771100,1556535.0;87713.0;1.53429407991
data,1241772000,1557534.0;87727.0;1.53408385365
data,1241772900,1558577.0;87751.0;1.53371533536
data,1241773800,1559562.0;87770.0;1.53348417395
data,1241774700,1560586.0;87792.0;1.53340909346
data,1241775600,1561565.0;87824.0;1.5332979205
data,1241776500,1562584.0;87858.0;1.53323567696
data,1241777100,1563599.0;87882.0;1.5332317849
data,1241778000,1564555.0;87910.0;1.53324825213
data,1241778600,1565512.0;87934.0;1.53331698797
data,1241779200,1566490.0;87965.0;1.53332629468
data,1241779800,1567503.0;88000.0;1.53320077616
data,1241780400,1568467.0;88030.0;1.53313772919
data,1241781000,1569442.0;88055.0;1.53292034063
data,1241781600,1570452.0;88095.0;1.53280260599
data,1241781900,1571501.0;88128.0;1.53282148903
data,1241782500,1572472.0;88169.0;1.53273554237
data,1241782800,1573490.0;88208.0;1.53269697967
data,1241783400,1574532.0;88241.0;1.53249632767
data,1241783700,1575565.0;88286.0;1.53233903539
data,1241784000,1576537.0;88318.0;1.5320352864
data,1241784600,1577587.0;88349.0;1.53170651438
data,1241784900,1578559.0;88393.0;1.53167052452
data,1241785200,1579574.0;88421.0;1.53154206017
data,1241785500,1580584.0;88461.0;1.53149329962
data,1241785800,1580780.0;88465.0;1.53150799805
data,1241786400,1581689.0;88505.0;1.53142520835
data,1241786700,1582694.0;88566.0;1.53166038226
data,1241787000,1583729.0;88615.0;1.53178426896
data,1241787300,1584744.0;88667.0;1.53215393462
data,1241787600,1585724.0;88711.0;1.53179035205
data,1241787900,1586714.0;88748.0;1.53148634797
data,1241788200,1587738.0;88785.0;1.53126309494
data,1241788500,1588772.0;88823.0;1.53089176371
data,1241788800,1589783.0;88863.0;1.53082433524
data,1241789100,1590601.0;88886.0;1.53038169124
data,1241789400,1590639.0;88888.0;1.53064606213
data,1241789400,1591608.0;88919.0;1.53067156287
data,1241789700,1592622.0;88947.0;1.53029748549
data,1241790000,1593558.0;88978.0;1.52976842868
data,1241790300,1594560.0;89005.0;1.52933423004
data,1241790600,1595557.0;89034.0;1.52905248933
data,1241790900,1596515.0;89061.0;1.52879873265
data,1241791200,1597596.0;89086.0;1.52860267669
data,1241791500,1598599.0;89120.0;1.52829510612
data,1241791800,1599568.0;89147.0;1.52783545254
