data,1241584500,1079547.0;39807.0;1083084.0;49738.0;1019119.0;38057.0;1083617.0;56393.0;1.24539834382;1.01272552886;1.41133949552,8125.0 286.0 109601;5404.0 87.0 109613;11337.0 638.0 109616;4439.0 181.0 109624;4967.0 230.0 109625;2701.0 61.0 109627;2864.0 80.0 109628;4248.0 185.0 109629;8887.0 497.0 109631;6910.0 374.0 109632;1634.0 23.0 109633;1636.0 27.0 109634;5667.0 301.0 109635;1609.0 63.0 109636;1496.0 41.0 109637;8167.0 464.0 109638;2454.0 114.0 109641;706.0 25.0 109644;4778.0 253.0 109646;84.0 3.0 109647;2301.0 111.0 109650;801.0 35.0 109652;179.0 5.0 109653,109601.0 11277;109613.0 11277;109616.0 11277;109624.0 11277;109625.0 11277;109627.0 11277;109628.0 11277;109629.0 11277;109631.0 11277;109632.0 11277;109633.0 11277;109634.0 11277;109635.0 11277;109636.0 11277;109637.0 11277;109638.0 11277;109641.0 11277;109644.0 11277;109646.0 11277;109647.0 11277;109650.0 11277;109652.0 11277;109653.0 11277,109601 485;109613 477;109616 488;109624 518;109625 482;109627 466;109628 520;109629 512;109631 474;109632 530;109633 476;109634 484;109635 495;109636 503;109637 512;109638 497;109641 457;109644 491;109646 498;109647 481;109650 483;109652 462;109653 486
data,1241584800,1079943.0;39821.0;1083452.0;49749.0;1019528.0;38068.0;1083999.0;56409.0;1.2452695013;1.01262716761;1.41126376524,8145.0 287.0 109601;5424.0 88.0 109613;11363.0 639.0 109616;4450.0 181.0 109624;4983.0 230.0 109625;2716.0 62.0 109627;2883.0 80.0 109628;4270.0 186.0 109629;8899.0 497.0 109631;6926.0 374.0 109632;1644.0 23.0 109633;1646.0 27.0 109634;5678.0 303.0 109635;1622.0 64.0 109636;1509.0 41.0 109637;8185.0 464.0 109638;2473.0 114.0 109641;726.0 26.0 109644;4795.0 253.0 109646;100.0 4.0 109647;2313.0 111.0 109650;814.0 35.0 109652;198.0 6.0 109653,109601.0 8723;109613.0 8723;109616.0 8723;109624.0 8723;109625.0 8723;109627.0 8723;109628.0 8723;109629.0 8723;109631.0 8723;109632.0 8723;109633.0 8723;109634.0 8723;109635.0 8723;109636.0 8723;109637.0 8723;109638.0 8723;109641.0 8723;109644.0 8723;109646.0 8723;109647.0 8723;109650.0 8723;109652.0 8723;109653.0 8723,109601 380;109613 394;109616 389;109624 359;109625 382;109627 386;109628 381;109629 372;109631 374;109632 382;109633 398;109634 370;109635 362;109636 353;109637 380;109638 390;109641 393;109644 362;109646 394;109647 371;109650 363;109652 390;109653 398
data,1241585100,1080811.0;39849.0;1084358.0;49778.0;1020393.0;38087.0;1084868.0;56449.0;1.2450795046;1.01237549425;1.41127511059,8174.0 287.0 109601;5465.0 88.0 109613;11405.0 640.0 109616;4476.0 182.0 109624;5022.0 231.0 109625;2747.0 62.0 109627;2915.0 80.0 109628;4315.0 186.0 109629;8936.0 499.0 109631;6954.0 375.0 109632;1686.0 25.0 109633;1674.0 27.0 109634;5745.0 306.0 109635;1662.0 65.0 109636;1541.0 41.0 109637;8220.0 465.0 109638;2505.0 116.0 109641;758.0 27.0 109644;4830.0 254.0 109646;162.0 8.0 109647;2358.0 114.0 109650;854.0 36.0 109652;264.0 10.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 867;109613 881;109616 859;109624 887;109625 856;109627 859;109628 857;109629 940;109631 885;109632 880;109633 876;109634 848;109635 902;109636 884;109637 817;109638 851;109641 865;109644 867;109646 822;109647 918;109650 873;109652 855;109653 851
data,1241585700,1081674.0;39881.0;1085238.0;49799.0;1021241.0;38119.0;1085760.0;56487.0;1.24458906462;1.01238011919;1.41105851372,8195.0 287.0 109601;5494.0 88.0 109613;11436.0 640.0 109616;4509.0 183.0 109624;5050.0 231.0 109625;2786.0 62.0 109627;2942.0 80.0 109628;4349.0 187.0 109629;8988.0 500.0 109631;6990.0 376.0 109632;1722.0 25.0 109633;1703.0 29.0 109634;5790.0 307.0 109635;1701.0 66.0 109636;1570.0 41.0 109637;8257.0 466.0 109638;2543.0 116.0 109641;795.0 29.0 109644;4868.0 255.0 109646;241.0 13.0 109647;2405.0 114.0 109650;880.0 37.0 109652;334.0 13.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 828;109613 876;109616 845;109624 874;109625 881;109627 881;109628 906;109629 858;109631 927;109632 867;109633 845;109634 878;109635 887;109636 900;109637 914;109638 853;109641 855;109644 865;109646 833;109647 810;109650 887;109652 837;109653 893
data,1241586000,1082554.0;39909.0;1086118.0;49827.0;1022157.0;38144.0;1086655.0;56526.0;1.24441847988;1.0122489847;1.41102690489,8217.0 287.0 109601;5511.0 88.0 109613;11473.0 642.0 109616;4548.0 185.0 109624;5071.0 232.0 109625;2798.0 62.0 109627;2964.0 80.0 109628;4381.0 187.0 109629;9026.0 500.0 109631;7034.0 379.0 109632;1752.0 25.0 109633;1738.0 30.0 109634;5840.0 307.0 109635;1750.0 68.0 109636;1592.0 41.0 109637;8308.0 470.0 109638;2563.0 116.0 109641;836.0 29.0 109644;4920.0 258.0 109646;331.0 18.0 109647;2444.0 115.0 109650;917.0 39.0 109652;414.0 15.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 891;109613 887;109616 861;109624 880;109625 833;109627 887;109628 849;109629 873;109631 952;109632 830;109633 916;109634 871;109635 857;109636 829;109637 896;109638 885;109641 818;109644 849;109646 833;109647 871;109650 867;109652 901;109653 864
data,1241586600,1083401.0;39936.0;1086992.0;49866.0;1022996.0;38165.0;1087478.0;56547.0;1.24452278835;1.01208269593;1.41063208529,8248.0 289.0 109601;5533.0 88.0 109613;11512.0 645.0 109616;4587.0 187.0 109624;5087.0 232.0 109625;2816.0 62.0 109627;2981.0 81.0 109628;4399.0 187.0 109629;9061.0 501.0 109631;7086.0 382.0 109632;1765.0 25.0 109633;1778.0 30.0 109634;5892.0 312.0 109635;1788.0 68.0 109636;1598.0 41.0 109637;8362.0 473.0 109638;2589.0 117.0 109641;871.0 29.0 109644;4993.0 264.0 109646;430.0 23.0 109647;2482.0 117.0 109650;973.0 43.0 109652;471.0 16.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 858;109613 852;109616 830;109624 799;109625 889;109627 913;109628 891;109629 896;109631 855;109632 860;109633 828;109634 850;109635 908;109636 909;109637 850;109638 866;109641 899;109644 891;109646 909;109647 919;109650 881;109652 852;109653 795
data,1241587200,1084296.0;39965.0;1087848.0;49891.0;1023824.0;38200.0;1088337.0;56577.0;1.24429119981;1.0122926776;1.41040734026,8270.0 289.0 109601;5543.0 89.0 109613;11552.0 646.0 109616;4625.0 187.0 109624;5106.0 232.0 109625;2830.0 62.0 109627;2998.0 81.0 109628;4416.0 187.0 109629;9087.0 502.0 109631;7143.0 385.0 109632;1787.0 25.0 109633;1803.0 31.0 109634;5959.0 315.0 109635;1804.0 68.0 109636;1608.0 41.0 109637;8425.0 477.0 109638;2623.0 118.0 109641;906.0 31.0 109644;5088.0 268.0 109646;529.0 25.0 109647;2519.0 117.0 109650;1025.0 44.0 109652;512.0 17.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 877;109613 922;109616 855;109624 908;109625 894;109627 892;109628 885;109629 872;109631 859;109632 886;109633 854;109634 888;109635 809;109636 854;109637 848;109638 825;109641 848;109644 863;109646 915;109647 829;109650 859;109652 869;109653 889
data,1241587500,1085189.0;39988.0;1088726.0;49911.0;1024715.0;38220.0;1089271.0;56627.0;1.24409451771;1.01219290464;1.41079305183,8290.0 289.0 109601;5561.0 91.0 109613;11595.0 646.0 109616;4669.0 188.0 109624;5133.0 233.0 109625;2848.0 62.0 109627;3015.0 81.0 109628;4429.0 188.0 109629;9118.0 503.0 109631;7194.0 385.0 109632;1806.0 25.0 109633;1834.0 32.0 109634;6059.0 320.0 109635;1826.0 68.0 109636;1623.0 41.0 109637;8492.0 479.0 109638;2646.0 118.0 109641;928.0 31.0 109644;5176.0 270.0 109646;627.0 28.0 109647;2548.0 118.0 109650;1066.0 44.0 109652;553.0 17.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 857;109613 850;109616 894;109624 844;109625 901;109627 860;109628 823;109629 860;109631 856;109632 892;109633 925;109634 917;109635 893;109636 828;109637 884;109638 872;109641 895;109644 887;109646 819;109647 870;109650 885;109652 829;109653 859
data,1241588100,1086034.0;40011.0;1089612.0;49938.0;1025621.0;38253.0;1090120.0;56660.0;1.24400831538;1.01237779664;1.41080268809,8312.0 290.0 109601;5583.0 91.0 109613;11629.0 647.0 109616;4690.0 188.0 109624;5151.0 234.0 109625;2861.0 62.0 109627;3033.0 82.0 109628;4449.0 188.0 109629;9168.0 505.0 109631;7246.0 387.0 109632;1828.0 26.0 109633;1860.0 32.0 109634;6146.0 321.0 109635;1839.0 68.0 109636;1639.0 41.0 109637;8604.0 486.0 109638;2658.0 118.0 109641;962.0 31.0 109644;5284.0 277.0 109646;718.0 30.0 109647;2577.0 119.0 109650;1101.0 44.0 109652;584.0 17.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 881;109613 860;109616 922;109624 864;109625 884;109627 874;109628 864;109629 838;109631 842;109632 867;109633 883;109634 877;109635 902;109636 892;109637 812;109638 861;109641 841;109644 910;109646 866;109647 843;109650 857;109652 872;109653 888
data,1241588700,1086948.0;40031.0;1090492.0;49970.0;1026476.0;38274.0;1090970.0;56694.0;1.24422577594;1.01243553887;1.41103120933,8335.0 290.0 109601;5614.0 92.0 109613;11663.0 650.0 109616;4727.0 190.0 109624;5175.0 235.0 109625;2876.0 63.0 109627;3044.0 83.0 109628;4460.0 188.0 109629;9209.0 507.0 109631;7288.0 388.0 109632;1854.0 27.0 109633;1880.0 32.0 109634;6234.0 326.0 109635;1859.0 68.0 109636;1648.0 41.0 109637;8725.0 488.0 109638;2680.0 118.0 109641;997.0 33.0 109644;5393.0 281.0 109646;801.0 32.0 109647;2612.0 122.0 109650;1127.0 45.0 109652;601.0 17.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 848;109613 928;109616 841;109624 881;109625 879;109627 871;109628 887;109629 892;109631 861;109632 817;109633 857;109634 842;109635 913;109636 871;109637 869;109638 844;109641 868;109644 906;109646 877;109647 880;109650 885;109652 854;109653 829
data,1241589300,1087848.0;40050.0;1091393.0;49997.0;1027338.0;38301.0;1091817.0;56731.0;1.24430967837;1.01265720694;1.41135505803,8354.0 290.0 109601;5638.0 92.0 109613;11706.0 652.0 109616;4750.0 190.0 109624;5190.0 235.0 109625;2892.0 64.0 109627;3069.0 84.0 109628;4466.0 188.0 109629;9241.0 507.0 109631;7333.0 389.0 109632;1870.0 27.0 109633;1895.0 32.0 109634;6350.0 330.0 109635;1868.0 68.0 109636;1661.0 41.0 109637;8832.0 492.0 109638;2694.0 118.0 109641;1029.0 35.0 109644;5568.0 289.0 109646;872.0 34.0 109647;2646.0 123.0 109650;1150.0 46.0 109652;629.0 17.0 109653,109601.0 20000;109613.0 20000;109616.0 20000;109624.0 20000;109625.0 20000;109627.0 20000;109628.0 20000;109629.0 20000;109631.0 20000;109632.0 20000;109633.0 20000;109634.0 20000;109635.0 20000;109636.0 20000;109637.0 20000;109638.0 20000;109641.0 20000;109644.0 20000;109646.0 20000;109647.0 20000;109650.0 20000;109652.0 20000;109653.0 20000,109601 929;109613 851;109616 882;109624 878;109625 863;109627 865;109628 891;109629 889;109631 863;109632 814;109633 851;109634 852;109635 901;109636 861;109637 824;109638 906;109641 917;109644 857;109646 889;109647 848;109650 893;109652 804;109653 872
