data,1241736600,1515757.0;55888.0;1522604.0;72092.0;1423330.0;53179.0;1524417.0;81942.0;1.28413629736;1.01331758043;1.45785318756,1779.0 65.0 109696;1322.0 32.0 109697;1573.0 55.0 109698;2235.0 133.0 109699;856.0 33.0 109700;688.0 19.0 109701;491.0 10.0 109702;10099.0 754.0 109703;1042.0 64.0 109704;419.0 8.0 109705;118.0 4.0 109706;24476.0 1127.0 109635;1397.0 39.0 109651;5729.0 68.0 109660;5797.0 130.0 109667;2220.0 79.0 109673;72.0 1.0 109675;5259.0 192.0 109683;3355.0 154.0 109689;3073.0 139.0 109690;29387.0 2393.0 109692;1749.0 55.0 109693,109696.0 1157;109697.0 1157;109698.0 1157;109699.0 1157;109700.0 1157;109701.0 1157;109702.0 1157;109703.0 1157;109704.0 1157;109705.0 1157;109706.0 1157;109635.0 1157;109651.0 1157;109660.0 1157;109667.0 1157;109673.0 1157;109675.0 1157;109683.0 1157;109689.0 1157;109690.0 1157;109692.0 1157;109693.0 1157,109696 51;109697 52;109698 57;109699 56;109700 50;109701 51;109702 62;109703 45;109704 65;109705 64;109706 48;109635 47;109651 51;109660 48;109667 46;109673 52;109675 52;109683 40;109689 51;109690 67;109692 43;109693 59
data,1241739900,1525568.0;56218.0;1532807.0;72567.0;1433239.0;53526.0;1534393.0;82535.0;1.28471819067;1.01345005773;1.45968023137,2285.0 88.0 109696;1504.0 36.0 109697;1761.0 60.0 109698;2515.0 145.0 109699;1034.0 35.0 109700;871.0 24.0 109701;763.0 18.0 109702;12832.0 930.0 109703;2038.0 119.0 109704;638.0 14.0 109705;334.0 6.0 109706;24948.0 1147.0 109635;1621.0 44.0 109651;5939.0 70.0 109660;5993.0 132.0 109667;2523.0 92.0 109673;489.0 16.0 109675;5620.0 206.0 109683;3524.0 156.0 109689;3506.0 157.0 109690;30658.0 2477.0 109692;1943.0 57.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 962;109697 881;109698 955;109699 907;109700 900;109701 858;109702 901;109703 961;109704 920;109705 958;109706 894;109635 842;109651 890;109660 908;109667 884;109673 896;109675 942;109683 917;109689 886;109690 941;109692 899;109693 898
data,1241740200,1526444.0;56252.0;1533729.0;72619.0;1434131.0;53558.0;1535309.0;82584.0;1.28482666969;1.01339424916;1.45963082584,2323.0 92.0 109696;1514.0 38.0 109697;1766.0 60.0 109698;2533.0 145.0 109699;1047.0 35.0 109700;879.0 24.0 109701;773.0 18.0 109702;13210.0 958.0 109703;2121.0 125.0 109704;650.0 14.0 109705;348.0 6.0 109706;24961.0 1147.0 109635;1641.0 44.0 109651;5952.0 70.0 109660;6002.0 132.0 109667;2548.0 94.0 109673;504.0 16.0 109675;5639.0 206.0 109683;3537.0 157.0 109689;3543.0 159.0 109690;30814.0 2483.0 109692;1956.0 58.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 904;109697 894;109698 930;109699 914;109700 900;109701 929;109702 891;109703 920;109704 934;109705 874;109706 937;109635 900;109651 886;109660 938;109667 861;109673 925;109675 930;109683 919;109689 888;109690 938;109692 889;109693 899
data,1241740500,1527373.0;56271.0;1534574.0;72654.0;1435039.0;53596.0;1536195.0;82628.0;1.28508593343;1.01374599256;1.45996138657,2362.0 94.0 109696;1529.0 38.0 109697;1782.0 61.0 109698;2542.0 145.0 109699;1055.0 35.0 109700;896.0 24.0 109701;790.0 18.0 109702;13559.0 975.0 109703;2210.0 131.0 109704;658.0 14.0 109705;363.0 6.0 109706;24975.0 1147.0 109635;1648.0 44.0 109651;5961.0 70.0 109660;6008.0 132.0 109667;2559.0 94.0 109673;513.0 16.0 109675;5656.0 206.0 109683;3549.0 157.0 109689;3566.0 159.0 109690;30954.0 2492.0 109692;1971.0 58.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 931;109697 910;109698 948;109699 913;109700 916;109701 932;109702 923;109703 887;109704 885;109705 923;109706 910;109635 932;109651 878;109660 878;109667 897;109673 901;109675 958;109683 970;109689 883;109690 881;109692 850;109693 894
data,1241740800,1528310.0;56296.0;1535496.0;72693.0;1435956.0;53620.0;1537113.0;82667.0;1.28522101928;1.01372368537;1.46002502084,2396.0 95.0 109696;1540.0 38.0 109697;1789.0 61.0 109698;2562.0 147.0 109699;1061.0 35.0 109700;908.0 24.0 109701;807.0 18.0 109702;13956.0 995.0 109703;2304.0 136.0 109704;670.0 14.0 109705;380.0 7.0 109706;24986.0 1148.0 109635;1662.0 44.0 109651;5969.0 70.0 109660;6020.0 132.0 109667;2576.0 94.0 109673;525.0 17.0 109675;5675.0 206.0 109683;3554.0 157.0 109689;3596.0 161.0 109690;31111.0 2497.0 109692;1981.0 59.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 921;109697 912;109698 926;109699 929;109700 887;109701 824;109702 892;109703 940;109704 869;109705 940;109706 949;109635 917;109651 925;109660 873;109667 862;109673 919;109675 915;109683 947;109689 888;109690 932;109692 946;109693 887
data,1241741100,1529225.0;56330.0;1536435.0;72732.0;1436843.0;53651.0;1538050.0;82703.0;1.28511791042;1.01367828405;1.4597633229,2432.0 97.0 109696;1551.0 38.0 109697;1794.0 61.0 109698;2575.0 147.0 109699;1070.0 35.0 109700;923.0 24.0 109701;820.0 19.0 109702;14341.0 1011.0 109703;2416.0 140.0 109704;691.0 14.0 109705;392.0 7.0 109706;24995.0 1148.0 109635;1676.0 45.0 109651;5978.0 70.0 109660;6035.0 132.0 109667;2590.0 94.0 109673;539.0 17.0 109675;5687.0 206.0 109683;3561.0 158.0 109689;3633.0 164.0 109690;31274.0 2508.0 109692;1994.0 59.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 935;109697 889;109698 909;109699 910;109700 946;109701 900;109702 908;109703 962;109704 910;109705 855;109706 912;109635 928;109651 909;109660 875;109667 907;109673 908;109675 819;109683 929;109689 906;109690 922;109692 928;109693 933
data,1241741400,1530172.0;56372.0;1537328.0;72788.0;1437770.0;53683.0;1538971.0;82754.0;1.28519804615;1.01350096774;1.45960508038,2458.0 98.0 109696;1561.0 38.0 109697;1804.0 62.0 109698;2584.0 147.0 109699;1089.0 37.0 109700;939.0 24.0 109701;829.0 19.0 109702;14683.0 1038.0 109703;2511.0 144.0 109704;704.0 15.0 109705;404.0 7.0 109706;25013.0 1149.0 109635;1689.0 45.0 109651;5991.0 70.0 109660;6049.0 132.0 109667;2602.0 94.0 109673;553.0 18.0 109675;5703.0 207.0 109683;3572.0 158.0 109689;3663.0 164.0 109690;31452.0 2525.0 109692;2007.0 59.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 912;109697 913;109698 914;109699 964;109700 909;109701 885;109702 949;109703 891;109704 898;109705 871;109706 890;109635 892;109651 926;109660 876;109667 929;109673 858;109675 932;109683 993;109689 900;109690 891;109692 903;109693 904
data,1241741700,1531097.0;56409.0;1538250.0;72838.0;1438681.0;53706.0;1539886.0;82808.0;1.28524343259;1.01324064845;1.45961403193,2489.0 100.0 109696;1575.0 39.0 109697;1821.0 63.0 109698;2596.0 147.0 109699;1100.0 37.0 109700;949.0 24.0 109701;843.0 19.0 109702;15051.0 1061.0 109703;2558.0 146.0 109704;718.0 16.0 109705;417.0 7.0 109706;25022.0 1149.0 109635;1697.0 47.0 109651;6003.0 70.0 109660;6059.0 132.0 109667;2619.0 96.0 109673;565.0 19.0 109675;5716.0 207.0 109683;3588.0 158.0 109689;3692.0 165.0 109690;31689.0 2539.0 109692;2015.0 59.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 890;109697 889;109698 945;109699 863;109700 923;109701 919;109702 955;109703 929;109704 905;109705 881;109706 877;109635 905;109651 915;109660 906;109667 863;109673 927;109675 939;109683 915;109689 905;109690 910;109692 938;109693 901
data,1241742000,1531998.0;56445.0;1539130.0;72880.0;1439584.0;53732.0;1540780.0;82844.0;1.28518539518;1.01304494993;1.45932878342,2515.0 100.0 109696;1588.0 39.0 109697;1840.0 63.0 109698;2608.0 147.0 109699;1112.0 37.0 109700;954.0 25.0 109701;856.0 19.0 109702;15360.0 1075.0 109703;2632.0 149.0 109704;734.0 16.0 109705;425.0 8.0 109706;25031.0 1149.0 109635;1707.0 47.0 109651;6015.0 70.0 109660;6070.0 132.0 109667;2635.0 97.0 109673;576.0 19.0 109675;5733.0 208.0 109683;3605.0 158.0 109689;3710.0 165.0 109690;31927.0 2559.0 109692;2029.0 60.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 919;109697 937;109698 951;109699 863;109700 862;109701 944;109702 899;109703 895;109704 946;109705 915;109706 894;109635 901;109651 896;109660 922;109667 898;109673 890;109675 878;109683 885;109689 941;109690 918;109692 949;109693 897
data,1241742300,1532875.0;56472.0;1540042.0;72926.0;1440543.0;53767.0;1541744.0;82890.0;1.28535591494;1.01312527732;1.45936338274,2539.0 100.0 109696;1603.0 39.0 109697;1850.0 63.0 109698;2619.0 147.0 109699;1124.0 37.0 109700;968.0 27.0 109701;866.0 20.0 109702;15743.0 1100.0 109703;2685.0 151.0 109704;744.0 16.0 109705;434.0 9.0 109706;25045.0 1149.0 109635;1725.0 48.0 109651;6028.0 70.0 109660;6079.0 132.0 109667;2648.0 97.0 109673;587.0 20.0 109675;5753.0 211.0 109683;3617.0 159.0 109689;3727.0 165.0 109690;32151.0 2568.0 109692;2039.0 60.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 913;109697 880;109698 933;109699 918;109700 902;109701 924;109702 904;109703 951;109704 926;109705 900;109706 915;109635 893;109651 911;109660 950;109667 942;109673 911;109675 879;109683 870;109689 888;109690 953;109692 879;109693 858
data,1241742600,1533803.0;56504.0;1540914.0;72967.0;1441494.0;53799.0;1542637.0;82944.0;1.28540054436;1.01309869003;1.45952527939,2552.0 102.0 109696;1612.0 41.0 109697;1859.0 63.0 109698;2633.0 147.0 109699;1139.0 38.0 109700;977.0 27.0 109701;880.0 20.0 109702;16132.0 1120.0 109703;2735.0 154.0 109704;760.0 16.0 109705;444.0 10.0 109706;25057.0 1149.0 109635;1740.0 49.0 109651;6040.0 71.0 109660;6088.0 132.0 109667;2663.0 97.0 109673;602.0 20.0 109675;5765.0 211.0 109683;3632.0 159.0 109689;3741.0 165.0 109690;32348.0 2578.0 109692;2047.0 60.0 109693,109696.0 20000;109697.0 20000;109698.0 20000;109699.0 20000;109700.0 20000;109701.0 20000;109702.0 20000;109703.0 20000;109704.0 20000;109705.0 20000;109706.0 20000;109635.0 20000;109651.0 20000;109660.0 20000;109667.0 20000;109673.0 20000;109675.0 20000;109683.0 20000;109689.0 20000;109690.0 20000;109692.0 20000;109693.0 20000,109696 930;109697 910;109698 942;109699 854;109700 891;109701 935;109702 962;109703 894;109704 921;109705 919;109706 906;109635 856;109651 851;109660 880;109667 876;109673 953;109675 891;109683 937;109689 923;109690 958;109692 882;109693 929
