data,1241262000,236233.0;9403.0;237464.0;11352.0;220686.0;8695.0;236680.0;12917.0;1.20101583233;0.989848963018;1.37111609253,1990.0 26.0 109536;4643.0 151.0 109542;10845.0 498.0 109510;1612.0 31.0 109543;2295.0 65.0 109544;4235.0 169.0 109417;1775.0 51.0 109546;3289.0 112.0 109547;1241.0 16.0 109548;900.0 16.0 109550;868.0 16.0 109552;6077.0 250.0 109524;9417.0 472.0 109525;1742.0 40.0 109545;4068.0 134.0 109529;3100.0 91.0 109530;2619.0 72.0 109531;2465.0 51.0 109533;4911.0 222.0 109534,109536.0 8635;109542.0 8635;109510.0 8635;109543.0 8635;109544.0 8635;109417.0 8635;109546.0 8635;109547.0 8635;109548.0 8635;109550.0 8635;109552.0 8635;109524.0 8635;109525.0 8635;109545.0 8635;109529.0 8635;109530.0 8635;109531.0 8635;109533.0 8635;109534.0 8635,109536 434;109542 463;109510 467;109543 444;109544 467;109417 457;109546 464;109547 434;109548 429;109550 497;109552 481;109524 476;109525 457;109545 448;109529 412;109530 448;109531 461;109533 458;109534 438
data,1241262300,236835.0;9416.0;238078.0;11369.0;221261.0;8711.0;237282.0;12941.0;1.20110903793;0.990244814406;1.37177371482,2021.0 26.0 109536;4677.0 153.0 109542;10873.0 498.0 109510;1642.0 32.0 109543;2335.0 67.0 109544;4267.0 170.0 109417;1810.0 52.0 109546;3316.0 112.0 109547;1275.0 16.0 109548;923.0 16.0 109550;900.0 16.0 109552;6108.0 252.0 109524;9448.0 473.0 109525;1773.0 41.0 109545;4102.0 135.0 109529;3130.0 91.0 109530;2658.0 74.0 109531;2495.0 51.0 109533;4953.0 225.0 109534,109536.0 11365;109542.0 11365;109510.0 11365;109543.0 11365;109544.0 11365;109417.0 11365;109546.0 11365;109547.0 11365;109548.0 11365;109550.0 11365;109552.0 11365;109524.0 11365;109525.0 11365;109545.0 11365;109529.0 11365;109530.0 11365;109531.0 11365;109533.0 11365;109534.0 11365,109536 598;109542 565;109510 616;109543 580;109544 586;109417 586;109546 574;109547 568;109548 619;109550 611;109552 594;109524 624;109525 587;109545 559;109529 600;109530 616;109531 635;109533 619;109534 628
data,1241263200,237926.0;9441.0;239115.0;11392.0;222324.0;8735.0;238325.0;12981.0;1.20065175812;0.990148804507;1.37265834256,2058.0 27.0 109536;10945.0 502.0 109510;4746.0 154.0 109542;1682.0 32.0 109543;2389.0 68.0 109544;4312.0 171.0 109417;1864.0 53.0 109546;3363.0 113.0 109547;1310.0 17.0 109548;962.0 16.0 109550;956.0 19.0 109552;6198.0 255.0 109524;9508.0 475.0 109525;1828.0 41.0 109545;4143.0 135.0 109529;3167.0 92.0 109530;2731.0 75.0 109531;2535.0 51.0 109533;5046.0 227.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1056;109510 1055;109542 1033;109543 982;109544 1051;109417 1038;109546 1017;109547 1013;109548 1039;109550 1087;109552 1068;109524 1022;109525 1069;109545 1081;109529 1059;109530 1116;109531 1098;109533 1076;109534 1040
data,1241263800,238977.0;9467.0;240220.0;11424.0;223383.0;8760.0;239334.0;13017.0;1.20047400302;0.989914566285;1.3729358119,2094.0 27.0 109536;11052.0 506.0 109510;4809.0 157.0 109542;1719.0 32.0 109543;2462.0 72.0 109544;1862.0 42.0 109545;1899.0 54.0 109546;3406.0 113.0 109547;1347.0 17.0 109548;1008.0 17.0 109550;1024.0 21.0 109552;6269.0 256.0 109524;9594.0 478.0 109525;4384.0 174.0 109417;4180.0 137.0 109529;3215.0 92.0 109530;2803.0 77.0 109531;2568.0 51.0 109533;5153.0 232.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1061;109510 1107;109542 999;109543 1057;109544 1001;109545 1075;109546 1015;109547 1093;109548 1070;109550 1080;109552 1008;109524 1037;109525 1067;109417 1021;109529 1068;109530 1035;109531 1063;109533 1094;109534 1049
data,1241264400,240042.0;9503.0;241279.0;11460.0;224383.0;8781.0;240376.0;13062.0;1.19975232642;0.98850878716;1.37260343936,2112.0 27.0 109536;4900.0 160.0 109542;11144.0 509.0 109510;1735.0 32.0 109543;2568.0 76.0 109544;4435.0 174.0 109417;1984.0 61.0 109546;3428.0 114.0 109547;1368.0 17.0 109548;1044.0 17.0 109550;1074.0 21.0 109552;6334.0 258.0 109524;9677.0 484.0 109525;1906.0 42.0 109545;4228.0 139.0 109529;3238.0 92.0 109530;2853.0 77.0 109531;2598.0 51.0 109533;5281.0 240.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1043;109542 1109;109510 1050;109543 1077;109544 1048;109417 1061;109546 1050;109547 1068;109548 1042;109550 1016;109552 1057;109524 1111;109525 1047;109545 1026;109529 1024;109530 998;109531 1017;109533 1089;109534 1067
data,1241265000,241080.0;9530.0;242382.0;11500.0;225425.0;8813.0;241443.0;13100.0;1.20023353734;0.988985613161;1.37253983926,2128.0 27.0 109536;4954.0 160.0 109542;11233.0 512.0 109510;1754.0 32.0 109543;2676.0 80.0 109544;1945.0 43.0 109545;2063.0 61.0 109546;3454.0 114.0 109547;1389.0 17.0 109548;1063.0 17.0 109550;1117.0 22.0 109552;6418.0 261.0 109524;9809.0 492.0 109525;4491.0 178.0 109417;4259.0 139.0 109529;3267.0 94.0 109530;2892.0 79.0 109531;2616.0 51.0 109533;5482.0 252.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1032;109542 983;109510 1096;109543 1054;109544 1025;109545 1048;109546 1064;109547 1083;109548 1074;109550 998;109552 1111;109524 1088;109525 1061;109417 1087;109529 1014;109530 1080;109531 1059;109533 993;109534 1050
data,1241265600,242102.0;9556.0;243456.0;11539.0;226443.0;8838.0;242498.0;13139.0;1.20079792061;0.988820208173;1.37270238295,2146.0 29.0 109536;4975.0 161.0 109542;11311.0 516.0 109510;1788.0 32.0 109543;2753.0 83.0 109544;1967.0 43.0 109545;2122.0 63.0 109546;3475.0 114.0 109547;1413.0 17.0 109548;1083.0 17.0 109550;1147.0 22.0 109552;6469.0 261.0 109524;10033.0 502.0 109525;4578.0 187.0 109417;4288.0 139.0 109529;3298.0 94.0 109530;2923.0 80.0 109531;2638.0 51.0 109533;5677.0 259.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1075;109542 1017;109510 1022;109543 1110;109544 1073;109545 1042;109546 1087;109547 1017;109548 992;109550 1119;109552 1074;109524 1002;109525 1106;109417 1048;109529 1040;109530 1066;109531 1052;109533 1027;109534 1031
data,1241266200,243185.0;9581.0;244536.0;11574.0;227505.0;8868.0;243497.0;13175.0;1.2013418804;0.989374429941;1.37335544075,2183.0 31.0 109536;5008.0 161.0 109542;11399.0 519.0 109510;1805.0 32.0 109543;2846.0 87.0 109544;2000.0 44.0 109545;2175.0 63.0 109546;3489.0 114.0 109547;1433.0 17.0 109548;1104.0 18.0 109550;1177.0 25.0 109552;6539.0 266.0 109524;10214.0 509.0 109525;4721.0 191.0 109417;4310.0 139.0 109529;3319.0 96.0 109530;2953.0 80.0 109531;2651.0 51.0 109533;5838.0 262.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1086;109542 1034;109510 1070;109543 988;109544 1047;109545 1028;109546 1018;109547 1071;109548 1080;109550 1083;109552 1059;109524 1056;109525 1036;109417 1082;109529 1043;109530 1025;109531 1103;109533 1053;109534 1038
data,1241266800,244264.0;9625.0;245659.0;11616.0;228509.0;8894.0;244576.0;13218.0;1.20000387994;0.987762517183;1.37154681561,2213.0 31.0 109536;11493.0 524.0 109510;5065.0 167.0 109542;1821.0 32.0 109543;2926.0 89.0 109544;4845.0 192.0 109417;2200.0 63.0 109546;3515.0 114.0 109547;1452.0 17.0 109548;1118.0 18.0 109550;1220.0 25.0 109552;6646.0 272.0 109524;10415.0 519.0 109525;2016.0 44.0 109545;4323.0 139.0 109529;3347.0 97.0 109530;2991.0 82.0 109531;2669.0 51.0 109533;6012.0 271.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1034;109510 1069;109542 1081;109543 1008;109544 1027;109417 1080;109546 1101;109547 1063;109548 994;109550 1079;109552 1080;109524 1063;109525 1037;109545 1013;109529 1050;109530 1054;109531 1008;109533 1076;109534 1083
data,1241267400,245304.0;9658.0;246754.0;11662.0;229533.0;8929.0;245595.0;13269.0;1.2004007677;0.988041346689;1.37225904534,2237.0 31.0 109536;11627.0 533.0 109510;5145.0 170.0 109542;1841.0 32.0 109543;2997.0 91.0 109544;4931.0 196.0 109417;2251.0 67.0 109546;3528.0 114.0 109547;1473.0 18.0 109548;1131.0 20.0 109550;1245.0 25.0 109552;6768.0 275.0 109524;10601.0 529.0 109525;2031.0 44.0 109545;4345.0 140.0 109529;3383.0 99.0 109530;3023.0 84.0 109531;2685.0 51.0 109533;6140.0 274.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1040;109510 1075;109542 1018;109543 1070;109544 1091;109417 1018;109546 1016;109547 1083;109548 1047;109550 1000;109552 1077;109524 1110;109525 1010;109545 1003;109529 1098;109530 1098;109531 1013;109533 1099;109534 1034
data,1241267700,246351.0;9687.0;247890.0;11704.0;230546.0;8975.0;246633.0;13312.0;1.200716104;0.990015275168;1.37264158857,2258.0 31.0 109536;5205.0 172.0 109542;11818.0 542.0 109510;1855.0 32.0 109543;3038.0 92.0 109544;5029.0 202.0 109417;2313.0 68.0 109546;3554.0 116.0 109547;1487.0 18.0 109548;1147.0 20.0 109550;1267.0 26.0 109552;6854.0 277.0 109524;10859.0 542.0 109525;2049.0 44.0 109545;4361.0 140.0 109529;3415.0 101.0 109530;3067.0 84.0 109531;2699.0 51.0 109533;6243.0 277.0 109534,109536.0 20000;109542.0 20000;109510.0 20000;109543.0 20000;109544.0 20000;109417.0 20000;109546.0 20000;109547.0 20000;109548.0 20000;109550.0 20000;109552.0 20000;109524.0 20000;109525.0 20000;109545.0 20000;109529.0 20000;109530.0 20000;109531.0 20000;109533.0 20000;109534.0 20000,109536 1032;109542 1084;109510 1054;109543 1080;109544 1058;109417 1063;109546 1068;109547 1043;109548 1059;109550 1065;109552 1059;109524 1087;109525 1076;109545 1043;109529 1052;109530 1033;109531 1046;109533 1052;109534 946
