
New Run at  01/25/2015 11:18:39
, Time, randomAccesses; randomClicks; exp3Access; exp3Clicks; ucb1Accesses; ucb1Clicks; exp3CTRRatio; ucb1CTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241420700,190166.0;5968.0;191747.0;6518.0;183865.0;5909.0;1.08315307085;1.02404485741,5.0 0.0 109536;3.0 0.0 109572;5.0 0.0 109574;4.0 0.0 109575;3.0 0.0 109576;69851.0 2405.0 109577;3.0 0.0 109578;584.0 16.0 109580;7.0 0.0 109517;3.0 0.0 109582;5.0 0.0 109581;7.0 0.0 109584;4.0 0.0 109585;6.0 0.0 109586;4.0 0.0 109587;6.0 0.0 109588;2.0 0.0 109589;6.0 0.0 109476;8.0 0.0 109583;8.0 0.0 109524,109536.0 13637;109476.0 13637;109574.0 13637;109575.0 13637;109576.0 13637;109580.0 13637;109578.0 13637;109581.0 13637;109517.0 13637;109582.0 13637;109583.0 13637;109584.0 13637;109585.0 13637;109586.0 13637;109587.0 13637;109588.0 13637;109589.0 13637;109577.0 13637;109524.0 13637;109572.0 13637,109536 677;109572 694;109574 725;109575 673;109576 728;109577 693;109578 711;109580 653;109517 661;109582 674;109581 702;109584 665;109585 698;109586 683;109587 639;109588 620;109589 686;109476 701;109583 665;109524 689
data,1241421300,191155.0;5989.0;192786.0;6540.0;184882.0;5921.0;1.0827634943;1.02219035707,5.0 0.0 109536;6.0 0.0 109476;5.0 0.0 109574;4.0 0.0 109575;3.0 0.0 109576;69851.0 2405.0 109577;3.0 0.0 109578;1623.0 38.0 109580;7.0 0.0 109517;3.0 0.0 109582;5.0 0.0 109581;7.0 0.0 109584;4.0 0.0 109585;6.0 0.0 109586;4.0 0.0 109587;8.0 0.0 109524;2.0 0.0 109589;3.0 0.0 109572;8.0 0.0 109583;6.0 0.0 109588,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 969;109476 1072;109574 1005;109575 1032;109576 982;109577 1005;109578 977;109580 1039;109517 1037;109582 989;109581 1042;109584 1049;109585 944;109586 964;109587 987;109524 979;109589 988;109572 977;109583 989;109588 974
data,1241422200,192134.0;6009.0;193796.0;6562.0;185869.0;5942.0;1.08266335524;1.02218076759,5.0 0.0 109536;6.0 0.0 109476;5.0 0.0 109574;4.0 0.0 109575;3.0 0.0 109576;69851.0 2405.0 109577;3.0 0.0 109578;2633.0 60.0 109580;7.0 0.0 109517;3.0 0.0 109582;5.0 0.0 109581;7.0 0.0 109584;4.0 0.0 109585;6.0 0.0 109586;4.0 0.0 109587;8.0 0.0 109524;2.0 0.0 109589;3.0 0.0 109572;8.0 0.0 109583;6.0 0.0 109588,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1018;109476 939;109574 980;109575 927;109576 1027;109577 944;109578 1060;109580 1010;109517 1037;109582 1000;109581 1033;109584 1005;109585 991;109586 976;109587 934;109524 1018;109589 1027;109572 1024;109583 992;109588 1058
data,1241422800,193104.0;6017.0;194768.0;6585.0;186856.0;5965.0;1.08504920497;1.02450635986,5.0 0.0 109536;3.0 0.0 109572;5.0 0.0 109574;4.0 0.0 109575;3.0 0.0 109576;69851.0 2405.0 109577;3.0 0.0 109578;3605.0 83.0 109580;7.0 0.0 109517;3.0 0.0 109582;8.0 0.0 109583;7.0 0.0 109584;4.0 0.0 109585;6.0 0.0 109586;4.0 0.0 109587;8.0 0.0 109524;2.0 0.0 109589;6.0 0.0 109588;6.0 0.0 109476;5.0 0.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1005;109572 997;109574 1051;109575 1025;109576 935;109577 1036;109578 1021;109580 972;109517 1007;109582 990;109583 944;109584 1032;109585 1012;109586 1006;109587 996;109524 972;109589 982;109588 1034;109476 984;109581 999
data,1241423700,194110.0;6038.0;195747.0;6601.0;187919.0;5984.0;1.08410018575;1.02370704738,5.0 0.0 109536;3.0 0.0 109572;5.0 0.0 109574;4.0 0.0 109575;3.0 0.0 109576;69851.0 2405.0 109577;3.0 0.0 109578;4584.0 99.0 109580;7.0 0.0 109517;3.0 0.0 109582;8.0 0.0 109583;7.0 0.0 109584;4.0 0.0 109585;6.0 0.0 109586;4.0 0.0 109587;6.0 0.0 109588;2.0 0.0 109589;8.0 0.0 109524;6.0 0.0 109476;5.0 0.0 109581,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1004;109572 1026;109574 1018;109575 997;109576 967;109577 1034;109578 992;109580 979;109517 1029;109582 1026;109583 1008;109584 979;109585 1000;109586 965;109587 961;109588 1010;109589 964;109524 1028;109476 1007;109581 1006
data,1241424300,195112.0;6050.0;196707.0;6624.0;188919.0;5996.0;1.08599822356;1.02356303211,5.0 0.0 109536;3.0 0.0 109572;5.0 0.0 109574;4.0 0.0 109575;3.0 0.0 109576;69851.0 2405.0 109577;3.0 0.0 109578;5544.0 122.0 109580;5.0 0.0 109581;3.0 0.0 109582;8.0 0.0 109583;7.0 0.0 109584;4.0 0.0 109585;6.0 0.0 109586;4.0 0.0 109587;6.0 0.0 109588;2.0 0.0 109589;6.0 0.0 109476;8.0 0.0 109524;7.0 0.0 109517,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 977;109572 1023;109574 978;109575 983;109576 954;109577 1064;109578 933;109580 960;109581 997;109582 1036;109583 1015;109584 1010;109585 995;109586 1048;109587 978;109588 968;109589 1011;109476 975;109524 1021;109517 1074
data,1241425200,196121.0;6064.0;197676.0;6641.0;189884.0;6011.0;1.0865368052;1.02381918309,5.0 0.0 109536;6.0 0.0 109476;5.0 0.0 109574;4.0 0.0 109575;3.0 0.0 109576;69851.0 2405.0 109577;7.0 0.0 109517;6513.0 139.0 109580;5.0 0.0 109581;3.0 0.0 109582;8.0 0.0 109583;7.0 0.0 109584;4.0 0.0 109585;6.0 0.0 109586;4.0 0.0 109587;6.0 0.0 109588;2.0 0.0 109589;8.0 0.0 109524;3.0 0.0 109578;3.0 0.0 109572,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1010;109476 978;109574 1008;109575 1017;109576 1001;109577 970;109517 1001;109580 969;109581 985;109582 1033;109583 1008;109584 1076;109585 967;109586 1007;109587 977;109588 965;109589 1046;109524 997;109578 970;109572 1015
data,1241426100,197140.0;6075.0;198709.0;6663.0;190891.0;6022.0;1.08812990322;1.02372608176,5.0 0.0 109536;3.0 0.0 109572;5.0 0.0 109574;4.0 0.0 109575;3.0 0.0 109576;69851.0 2405.0 109577;3.0 0.0 109578;7546.0 161.0 109580;7.0 0.0 109517;3.0 0.0 109582;5.0 0.0 109581;7.0 0.0 109584;4.0 0.0 109585;6.0 0.0 109586;4.0 0.0 109587;8.0 0.0 109524;2.0 0.0 109589;6.0 0.0 109476;8.0 0.0 109583;6.0 0.0 109588,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1054;109572 1006;109574 964;109575 986;109576 1028;109577 1015;109578 1004;109580 1033;109517 982;109582 949;109581 991;109584 1005;109585 1006;109586 1073;109587 1003;109524 1001;109589 968;109476 1033;109583 959;109588 940
data,1241426700,198150.0;6094.0;199678.0;6682.0;191889.0;6036.0;1.08809766921;1.02280013879,5.0 0.0 109536;3.0 0.0 109572;5.0 0.0 109574;4.0 0.0 109575;5.0 0.0 109581;69851.0 2405.0 109577;3.0 0.0 109578;8515.0 180.0 109580;7.0 0.0 109517;3.0 0.0 109582;8.0 0.0 109583;7.0 0.0 109584;4.0 0.0 109585;6.0 0.0 109586;4.0 0.0 109587;8.0 0.0 109524;2.0 0.0 109589;3.0 0.0 109576;6.0 0.0 109588;6.0 0.0 109476,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1010;109572 967;109574 990;109575 963;109581 993;109577 1032;109578 976;109580 969;109517 997;109582 1033;109583 1012;109584 1032;109585 973;109586 1009;109587 1013;109524 1020;109589 1002;109576 982;109588 1015;109476 1012
data,1241427600,199160.0;6109.0;200713.0;6695.0;192884.0;6051.0;1.08744442611;1.02273458316,5.0 0.0 109536;6.0 0.0 109476;5.0 0.0 109574;4.0 0.0 109575;3.0 0.0 109576;69851.0 2405.0 109577;3.0 0.0 109578;9550.0 193.0 109580;7.0 0.0 109517;3.0 0.0 109582;5.0 0.0 109581;7.0 0.0 109584;4.0 0.0 109585;6.0 0.0 109586;4.0 0.0 109587;8.0 0.0 109524;2.0 0.0 109589;6.0 0.0 109588;8.0 0.0 109583;3.0 0.0 109572,109536.0 20000;109476.0 20000;109574.0 20000;109575.0 20000;109576.0 20000;109580.0 20000;109578.0 20000;109581.0 20000;109517.0 20000;109582.0 20000;109583.0 20000;109584.0 20000;109585.0 20000;109586.0 20000;109587.0 20000;109588.0 20000;109589.0 20000;109577.0 20000;109524.0 20000;109572.0 20000,109536 1022;109476 1003;109574 988;109575 1001;109576 993;109577 1019;109578 995;109580 1035;109517 1020;109582 973;109581 962;109584 995;109585 1007;109586 956;109587 983;109524 1009;109589 1020;109588 979;109583 1013;109572 1027
