data,1241842800,1793157.0;65187.0;1802167.0;82188.0;1686179.0;62064.0;1808065.0;94638.0;1.25450010094;1.01249621254;1.43982210112,8133.0 196.0 109697;5298.0 250.0 109711;227.0 2.0 109714;4831.0 158.0 109720;19813.0 1060.0 109721;3041.0 85.0 109722;2473.0 37.0 109723;2776.0 83.0 109725;2456.0 67.0 109726;2746.0 76.0 109728;4192.0 191.0 109732;1861.0 90.0 109734;2076.0 62.0 109735;3027.0 129.0 109737;3645.0 197.0 109742;5538.0 271.0 109743;778.0 11.0 109744;1015.0 31.0 109745;2617.0 121.0 109746;586.0 17.0 109747;3366.0 172.0 109748;1705.0 82.0 109749;11532.0 228.0 109667,109697.0 16553;109711.0 16553;109714.0 16553;109720.0 16553;109721.0 16553;109722.0 16553;109723.0 16553;109725.0 16553;109726.0 16553;109728.0 16553;109732.0 16553;109734.0 16553;109735.0 16553;109737.0 16553;109742.0 16553;109743.0 16553;109744.0 16553;109745.0 16553;109746.0 16553;109747.0 16553;109748.0 16553;109749.0 16553;109667.0 16553,109697 746;109711 695;109714 741;109720 752;109721 714;109722 766;109723 742;109725 760;109726 696;109728 682;109732 722;109734 752;109735 728;109737 692;109742 726;109743 731;109744 709;109745 685;109746 709;109747 684;109748 763;109749 692;109667 666
data,1241843100,1793305.0;65196.0;1802302.0;82194.0;1686324.0;62071.0;1808214.0;94642.0;1.25442805891;1.0124671226;1.43968437154,8138.0 196.0 109697;5301.0 250.0 109711;231.0 2.0 109714;4837.0 158.0 109720;19816.0 1060.0 109721;3045.0 85.0 109722;2480.0 37.0 109723;2780.0 83.0 109725;2462.0 67.0 109726;2754.0 76.0 109728;4204.0 192.0 109732;1870.0 92.0 109734;2083.0 62.0 109735;3030.0 130.0 109737;3651.0 197.0 109742;5544.0 271.0 109743;783.0 11.0 109744;1024.0 31.0 109745;2624.0 121.0 109746;593.0 18.0 109747;3369.0 173.0 109748;1710.0 82.0 109749;11538.0 228.0 109667,109697.0 3447;109711.0 3447;109714.0 3447;109720.0 3447;109721.0 3447;109722.0 3447;109723.0 3447;109725.0 3447;109726.0 3447;109728.0 3447;109732.0 3447;109734.0 3447;109735.0 3447;109737.0 3447;109742.0 3447;109743.0 3447;109744.0 3447;109745.0 3447;109746.0 3447;109747.0 3447;109748.0 3447;109749.0 3447;109667.0 3447,109697 166;109711 135;109714 125;109720 169;109721 141;109722 152;109723 158;109725 140;109726 160;109728 166;109732 135;109734 143;109735 144;109737 157;109742 130;109743 155;109744 164;109745 177;109746 133;109747 151;109748 143;109749 154;109667 149
data,1241843400,1794144.0;65226.0;1803145.0;82231.0;1687198.0;62108.0;1809048.0;94676.0;1.25441567047;1.0125536496;1.43954869994,8160.0 196.0 109697;5343.0 252.0 109711;260.0 2.0 109714;4881.0 162.0 109720;19853.0 1061.0 109721;3082.0 87.0 109722;2518.0 39.0 109723;2808.0 84.0 109725;2489.0 68.0 109726;2784.0 77.0 109728;4256.0 194.0 109732;1922.0 96.0 109734;2113.0 62.0 109735;3081.0 134.0 109737;3696.0 201.0 109742;5574.0 274.0 109743;819.0 11.0 109744;1055.0 31.0 109745;2654.0 121.0 109746;636.0 19.0 109747;3420.0 176.0 109748;1744.0 84.0 109749;11562.0 228.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 845;109711 900;109714 881;109720 880;109721 872;109722 835;109723 927;109725 896;109726 869;109728 836;109732 896;109734 854;109735 835;109737 883;109742 892;109743 909;109744 819;109745 835;109746 873;109747 841;109748 844;109749 906;109667 872
data,1241844000,1794991.0;65253.0;1803948.0;82264.0;1688074.0;62132.0;1809948.0;94713.0;1.25443337597;1.01247811595;1.43947884752,8189.0 197.0 109697;5369.0 252.0 109711;281.0 2.0 109714;4936.0 163.0 109720;19880.0 1063.0 109721;3108.0 88.0 109722;2560.0 40.0 109723;2835.0 85.0 109725;2508.0 69.0 109726;2819.0 79.0 109728;4282.0 194.0 109732;1985.0 99.0 109734;2135.0 62.0 109735;3149.0 137.0 109737;3771.0 208.0 109742;5611.0 275.0 109743;842.0 11.0 109744;1083.0 33.0 109745;2668.0 121.0 109746;673.0 21.0 109747;3480.0 181.0 109748;1772.0 84.0 109749;11577.0 228.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 874;109711 855;109714 874;109720 864;109721 833;109722 872;109723 844;109725 900;109726 831;109728 845;109732 830;109734 877;109735 887;109737 920;109742 922;109743 922;109744 851;109745 825;109746 868;109747 930;109748 824;109749 897;109667 855
data,1241844300,1795864.0;65279.0;1804886.0;82296.0;1688943.0;62156.0;1810848.0;94761.0;1.25437936854;1.01243702013;1.4396190639,8216.0 198.0 109697;5417.0 256.0 109711;311.0 3.0 109714;4974.0 163.0 109720;19931.0 1065.0 109721;3158.0 89.0 109722;2590.0 40.0 109723;2861.0 85.0 109725;2530.0 69.0 109726;2868.0 83.0 109728;4309.0 196.0 109732;2071.0 104.0 109734;2152.0 62.0 109735;3204.0 137.0 109737;3894.0 213.0 109742;5661.0 277.0 109743;860.0 11.0 109744;1121.0 35.0 109745;2682.0 121.0 109746;704.0 22.0 109747;3539.0 182.0 109748;1807.0 85.0 109749;11591.0 228.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 879;109711 903;109714 848;109720 889;109721 875;109722 878;109723 854;109725 879;109726 812;109728 891;109732 871;109734 902;109735 802;109737 886;109742 924;109743 887;109744 844;109745 900;109746 818;109747 865;109748 821;109749 919;109667 853
data,1241844900,1796702.0;65299.0;1805781.0;82332.0;1689792.0;62195.0;1811711.0;94810.0;1.25450705202;1.01272549479;1.43990800507,8239.0 198.0 109697;5460.0 259.0 109711;327.0 3.0 109714;5001.0 163.0 109720;19996.0 1068.0 109721;3191.0 90.0 109722;2614.0 41.0 109723;2879.0 85.0 109725;2549.0 69.0 109726;2919.0 83.0 109728;4329.0 196.0 109732;2161.0 108.0 109734;2166.0 62.0 109735;3255.0 141.0 109737;4048.0 225.0 109742;5697.0 278.0 109743;876.0 11.0 109744;1157.0 37.0 109745;2699.0 122.0 109746;738.0 23.0 109747;3597.0 184.0 109748;1833.0 86.0 109749;11615.0 228.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 864;109711 918;109714 833;109720 863;109721 860;109722 807;109723 858;109725 918;109726 828;109728 874;109732 821;109734 891;109735 881;109737 878;109742 878;109743 889;109744 892;109745 911;109746 913;109747 885;109748 863;109749 836;109667 839
data,1241845500,1797557.0;65331.0;1806633.0;82368.0;1690647.0;62224.0;1812581.0;94846.0;1.25444593022;1.01267095145;1.43974295246,8262.0 198.0 109697;5539.0 265.0 109711;335.0 3.0 109714;5028.0 163.0 109720;20020.0 1068.0 109721;3217.0 90.0 109722;2627.0 41.0 109723;2898.0 85.0 109725;2567.0 69.0 109726;2949.0 85.0 109728;4355.0 197.0 109732;2262.0 115.0 109734;2180.0 62.0 109735;3323.0 144.0 109737;4208.0 238.0 109742;5730.0 279.0 109743;890.0 11.0 109744;1201.0 38.0 109745;2724.0 124.0 109746;769.0 23.0 109747;3639.0 184.0 109748;1851.0 86.0 109749;11624.0 228.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 864;109711 853;109714 896;109720 881;109721 879;109722 884;109723 843;109725 825;109726 854;109728 898;109732 869;109734 867;109735 832;109737 887;109742 881;109743 829;109744 867;109745 867;109746 901;109747 889;109748 823;109749 935;109667 876
data,1241846100,1798431.0;65363.0;1807494.0;82396.0;1691514.0;62251.0;1813422.0;94876.0;1.25427009463;1.01258744588;1.43952525725,8273.0 198.0 109697;5626.0 270.0 109711;350.0 3.0 109714;5047.0 163.0 109720;20048.0 1069.0 109721;3236.0 91.0 109722;2652.0 42.0 109723;2906.0 85.0 109725;2575.0 69.0 109726;2980.0 85.0 109728;4394.0 198.0 109732;2383.0 121.0 109734;2189.0 62.0 109735;3380.0 145.0 109737;4393.0 243.0 109742;5766.0 279.0 109743;896.0 11.0 109744;1236.0 39.0 109745;2751.0 124.0 109746;793.0 24.0 109747;3673.0 185.0 109748;1873.0 88.0 109749;11639.0 230.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 837;109711 888;109714 895;109720 860;109721 941;109722 854;109723 852;109725 885;109726 841;109728 874;109732 932;109734 849;109735 862;109737 896;109742 838;109743 893;109744 889;109745 851;109746 835;109747 875;109748 855;109749 865;109667 833
data,1241846700,1799273.0;65385.0;1808368.0;82430.0;1692412.0;62275.0;1814292.0;94921.0;1.25434620834;1.01257354141;1.43970679432,8290.0 198.0 109697;5732.0 275.0 109711;357.0 3.0 109714;5057.0 163.0 109720;20077.0 1071.0 109721;3259.0 91.0 109722;2671.0 42.0 109723;2923.0 85.0 109725;2591.0 69.0 109726;3021.0 86.0 109728;4413.0 198.0 109732;2478.0 123.0 109734;2202.0 62.0 109735;3430.0 146.0 109737;4598.0 259.0 109742;5795.0 279.0 109743;904.0 12.0 109744;1281.0 40.0 109745;2788.0 128.0 109746;800.0 24.0 109747;3703.0 186.0 109748;1903.0 88.0 109749;11660.0 230.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 905;109711 877;109714 852;109720 919;109721 874;109722 860;109723 897;109725 876;109726 909;109728 894;109732 864;109734 855;109735 862;109737 870;109742 861;109743 834;109744 873;109745 850;109746 832;109747 841;109748 858;109749 896;109667 841
data,1241847300,1800170.0;65411.0;1809208.0;82455.0;1693293.0;62300.0;1815184.0;94956.0;1.25427055732;1.01255509861;1.43967508293,8299.0 198.0 109697;5826.0 277.0 109711;366.0 3.0 109714;5071.0 163.0 109720;20116.0 1074.0 109721;3278.0 92.0 109722;2687.0 42.0 109723;2937.0 85.0 109725;2605.0 69.0 109726;3049.0 87.0 109728;4435.0 198.0 109732;2576.0 128.0 109734;2210.0 62.0 109735;3460.0 146.0 109737;4842.0 267.0 109742;5807.0 279.0 109743;912.0 12.0 109744;1303.0 40.0 109745;2817.0 129.0 109746;819.0 24.0 109747;3762.0 190.0 109748;1920.0 88.0 109749;11676.0 230.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 836;109711 845;109714 869;109720 835;109721 856;109722 853;109723 875;109725 826;109726 830;109728 910;109732 923;109734 842;109735 874;109737 901;109742 865;109743 912;109744 837;109745 876;109746 878;109747 881;109748 965;109749 878;109667 833
data,1241847900,1801013.0;65430.0;1810041.0;82484.0;1694198.0;62326.0;1816073.0;95007.0;1.25435720445;1.01261654261;1.43999913225,8308.0 198.0 109697;5908.0 280.0 109711;373.0 3.0 109714;5086.0 163.0 109720;20188.0 1081.0 109721;3290.0 92.0 109722;2701.0 42.0 109723;2949.0 85.0 109725;2618.0 69.0 109726;3073.0 87.0 109728;4457.0 199.0 109732;2696.0 132.0 109734;2225.0 63.0 109735;3488.0 147.0 109737;5061.0 274.0 109742;5822.0 279.0 109743;928.0 12.0 109744;1316.0 40.0 109745;2858.0 130.0 109746;837.0 26.0 109747;3807.0 192.0 109748;1929.0 88.0 109749;11688.0 230.0 109667,109697.0 20000;109711.0 20000;109714.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109725.0 20000;109726.0 20000;109728.0 20000;109732.0 20000;109734.0 20000;109735.0 20000;109737.0 20000;109742.0 20000;109743.0 20000;109744.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109667.0 20000,109697 859;109711 858;109714 916;109720 835;109721 906;109722 836;109723 864;109725 844;109726 813;109728 886;109732 887;109734 860;109735 932;109737 847;109742 887;109743 856;109744 812;109745 856;109746 918;109747 894;109748 896;109749 875;109667 863
