data,1242005400,2109320.0;75419.0;2118907.0;94129.0;1985374.0;71450.0;2126521.0;108192.0;1.24243377803;1.00651813407;1.42294192055,22864.0 1093.0 109762;6468.0 198.0 109731;2146.0 76.0 109780;3076.0 110.0 109765;6747.0 213.0 109763;72.0 2.0 109730;5322.0 158.0 109769;2081.0 28.0 109770;2487.0 64.0 109771;17470.0 726.0 109740;2215.0 60.0 109773;1590.0 70.0 109774;10899.0 558.0 109775;1762.0 45.0 109776;1264.0 29.0 109777;1675.0 47.0 109778;1140.0 33.0 109779;18291.0 842.0 109684;2111.0 91.0 109782;150.0 3.0 109783;10330.0 272.0 109745,109730.0 2003;109731.0 2003;109765.0 2003;109763.0 2003;109777.0 2003;109762.0 2003;109769.0 2003;109770.0 2003;109771.0 2003;109740.0 2003;109773.0 2003;109774.0 2003;109775.0 2003;109776.0 2003;109745.0 2003;109778.0 2003;109779.0 2003;109780.0 2003;109782.0 2003;109783.0 2003;109684.0 2003,109762 92;109731 102;109780 94;109765 91;109763 111;109730 93;109769 92;109770 106;109771 92;109740 94;109773 92;109774 102;109775 83;109776 88;109777 97;109778 76;109779 98;109684 105;109782 103;109783 106;109745 86
data,1242005400,2110154.0;75449.0;2119724.0;94156.0;1986214.0;71466.0;2127365.0;108225.0;1.24230818516;1.00631535561;1.42280783515,22901.0 1094.0 109762;6504.0 199.0 109731;3112.0 112.0 109765;1180.0 34.0 109779;10374.0 273.0 109745;5370.0 160.0 109769;2109.0 28.0 109770;2517.0 65.0 109771;17499.0 726.0 109740;114.0 4.0 109730;1663.0 75.0 109774;2246.0 60.0 109773;1790.0 46.0 109776;1318.0 32.0 109777;1712.0 48.0 109778;6792.0 215.0 109763;18325.0 842.0 109684;2147.0 91.0 109782;177.0 4.0 109783;2197.0 79.0 109780;10930.0 558.0 109775,109730.0 17997;109731.0 17997;109765.0 17997;109763.0 17997;109777.0 17997;109762.0 17997;109769.0 17997;109770.0 17997;109771.0 17997;109740.0 17997;109773.0 17997;109774.0 17997;109775.0 17997;109776.0 17997;109745.0 17997;109778.0 17997;109779.0 17997;109780.0 17997;109782.0 17997;109783.0 17997;109684.0 17997,109762 821;109731 838;109765 866;109779 871;109745 902;109769 899;109770 837;109771 828;109740 868;109730 901;109774 866;109773 858;109776 857;109777 867;109778 849;109763 882;109684 840;109782 846;109783 805;109780 855;109775 841
data,1242005700,2111115.0;75477.0;2120660.0;94185.0;1987139.0;71484.0;2128287.0;108267.0;1.24224700692;1.00618505138;1.42286328241,22941.0 1095.0 109762;6836.0 216.0 109763;6538.0 199.0 109731;1366.0 34.0 109777;5424.0 161.0 109769;2143.0 28.0 109770;2563.0 67.0 109771;17539.0 727.0 109740;156.0 5.0 109730;1738.0 76.0 109774;2302.0 62.0 109773;1836.0 48.0 109776;10408.0 273.0 109745;1740.0 48.0 109778;1225.0 36.0 109779;18363.0 844.0 109684;2194.0 92.0 109782;229.0 8.0 109783;2234.0 80.0 109780;10967.0 560.0 109775;3171.0 115.0 109765,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109762 951;109763 968;109731 927;109777 921;109769 960;109770 945;109771 927;109740 950;109730 911;109774 914;109773 1017;109776 952;109745 945;109778 938;109779 936;109684 969;109782 979;109783 984;109780 953;109775 976;109765 977
data,1242006000,2112052.0;75504.0;2121644.0;94222.0;1988127.0;71519.0;2129261.0;108320.0;1.24226557837;1.00626404854;1.42303112229,10451.0 275.0 109745;22969.0 1095.0 109762;6560.0 199.0 109731;3227.0 117.0 109765;6883.0 219.0 109763;218.0 7.0 109730;5483.0 164.0 109769;2165.0 28.0 109770;2618.0 70.0 109771;17584.0 729.0 109740;2346.0 64.0 109773;1798.0 77.0 109774;11022.0 563.0 109775;1868.0 48.0 109776;1419.0 35.0 109777;1792.0 52.0 109778;1266.0 36.0 109779;18402.0 846.0 109684;2228.0 93.0 109782;306.0 12.0 109783;2292.0 82.0 109780,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109745 961;109762 969;109731 970;109765 964;109763 968;109730 994;109769 956;109770 941;109771 987;109740 972;109773 950;109774 957;109775 962;109776 961;109777 949;109778 896;109779 963;109684 948;109782 920;109783 910;109780 902
data,1242006600,2112989.0;75546.0;2122597.0;94256.0;1989077.0;71553.0;2130232.0;108361.0;1.24201608747;1.00614833621;1.42276070438,23002.0 1096.0 109762;6932.0 219.0 109763;3277.0 118.0 109765;10486.0 275.0 109745;5537.0 167.0 109769;2190.0 28.0 109770;2673.0 72.0 109771;17615.0 729.0 109740;2384.0 66.0 109773;1864.0 82.0 109774;11087.0 565.0 109775;1900.0 49.0 109776;1486.0 39.0 109777;1844.0 55.0 109778;1296.0 38.0 109779;18478.0 851.0 109684;2258.0 93.0 109782;376.0 14.0 109783;2335.0 82.0 109780;6582.0 200.0 109731;248.0 7.0 109730,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109762 967;109763 950;109765 961;109745 930;109769 937;109770 951;109771 937;109740 970;109773 968;109774 975;109775 972;109776 960;109777 961;109778 878;109779 991;109684 924;109782 990;109783 963;109780 967;109731 912;109730 936
data,1242006900,2113959.0;75582.0;2123522.0;94302.0;1990072.0;71597.0;2131254.0;108406.0;1.24205926591;1.00624611393;1.42264417096,23029.0 1097.0 109762;6605.0 200.0 109731;2375.0 84.0 109780;3311.0 120.0 109765;6964.0 220.0 109763;266.0 8.0 109730;5598.0 170.0 109769;2207.0 28.0 109770;2728.0 75.0 109771;17657.0 733.0 109740;2427.0 67.0 109773;1968.0 88.0 109774;11173.0 572.0 109775;1924.0 50.0 109776;1541.0 41.0 109777;1894.0 56.0 109778;1331.0 38.0 109779;18533.0 853.0 109684;2294.0 97.0 109782;439.0 18.0 109783;10511.0 276.0 109745,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109762 951;109731 989;109780 941;109765 932;109763 931;109730 995;109769 959;109770 1000;109771 948;109740 941;109773 947;109774 1001;109775 972;109776 941;109777 899;109778 963;109779 964;109684 905;109782 964;109783 945;109745 912
data,1242007200,2114921.0;75611.0;2124466.0;94341.0;1991009.0;71628.0;2132209.0;108452.0;1.24210942735;1.00627983386;1.42271188941,23065.0 1100.0 109762;7012.0 222.0 109763;3358.0 121.0 109765;292.0 8.0 109730;5656.0 174.0 109769;2223.0 28.0 109770;2782.0 78.0 109771;17698.0 734.0 109740;2459.0 67.0 109773;2109.0 98.0 109774;11242.0 573.0 109775;1960.0 52.0 109776;10519.0 276.0 109745;1935.0 57.0 109778;1345.0 39.0 109779;18586.0 856.0 109684;2342.0 99.0 109782;494.0 19.0 109783;2408.0 86.0 109780;6619.0 200.0 109731;1615.0 43.0 109777,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109762 982;109763 930;109765 1011;109730 1024;109769 932;109770 929;109771 920;109740 919;109773 953;109774 939;109775 942;109776 965;109745 926;109778 893;109779 966;109684 965;109782 1001;109783 956;109780 951;109731 949;109777 947
data,1242007500,2115844.0;75648.0;2125409.0;94371.0;1991940.0;71663.0;2133125.0;108492.0;1.24188744206;1.00624775839;1.4225502077,23107.0 1100.0 109762;7052.0 222.0 109763;3395.0 122.0 109765;1366.0 39.0 109779;1664.0 44.0 109777;1972.0 59.0 109778;5735.0 177.0 109769;2236.0 28.0 109770;2839.0 79.0 109771;17726.0 734.0 109740;319.0 11.0 109730;2239.0 100.0 109774;11325.0 579.0 109775;1989.0 52.0 109776;10540.0 276.0 109745;2477.0 67.0 109773;6641.0 202.0 109731;2442.0 87.0 109780;2383.0 101.0 109782;557.0 22.0 109783;18658.0 859.0 109684,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109762 951;109763 995;109765 986;109779 975;109777 959;109778 963;109769 948;109770 928;109771 886;109740 928;109730 948;109774 977;109775 939;109776 951;109745 973;109773 951;109731 938;109780 952;109782 976;109783 935;109684 941
data,1242007800,2116721.0;75681.0;2126383.0;94404.0;1992901.0;71696.0;2134089.0;108526.0;1.24172567551;1.00620381133;1.42232232076,365.0 14.0 109730;6663.0 203.0 109731;3437.0 125.0 109765;1390.0 40.0 109779;10561.0 276.0 109745;2010.0 59.0 109778;5807.0 179.0 109769;2248.0 28.0 109770;2895.0 81.0 109771;17755.0 735.0 109740;23137.0 1101.0 109762;2338.0 102.0 109774;11426.0 581.0 109775;2006.0 52.0 109776;1703.0 45.0 109777;2510.0 69.0 109773;7078.0 222.0 109763;18754.0 865.0 109684;2440.0 102.0 109782;615.0 23.0 109783;2498.0 91.0 109780,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109730 970;109731 983;109765 924;109779 911;109745 945;109778 991;109769 917;109770 948;109771 941;109740 985;109762 943;109774 951;109775 988;109776 897;109777 961;109773 983;109763 919;109684 967;109782 993;109783 929;109780 954
data,1242008100,2117655.0;75714.0;2127331.0;94448.0;1993788.0;71719.0;2135106.0;108573.0;1.24175727871;1.00608405221;1.42226791974,23160.0 1103.0 109762;7103.0 222.0 109763;3492.0 130.0 109765;1431.0 42.0 109779;1738.0 45.0 109777;5876.0 181.0 109769;2262.0 29.0 109770;2945.0 83.0 109771;17792.0 739.0 109740;2534.0 69.0 109773;2390.0 102.0 109774;11508.0 585.0 109775;2021.0 52.0 109776;10576.0 278.0 109745;2034.0 61.0 109778;6686.0 203.0 109731;18858.0 869.0 109684;2504.0 104.0 109782;682.0 27.0 109783;2556.0 94.0 109780;436.0 19.0 109730,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109762 891;109763 968;109765 911;109779 964;109777 942;109769 980;109770 971;109771 900;109740 910;109773 977;109774 989;109775 977;109776 941;109745 950;109778 964;109731 959;109684 1004;109782 985;109783 944;109780 931;109730 942
data,1242008400,2118570.0;75746.0;2128259.0;94486.0;1994700.0;71754.0;2136047.0;108607.0;1.24172692955;1.00612431157;1.42209997187,511.0 22.0 109730;6699.0 203.0 109731;3590.0 137.0 109765;7127.0 224.0 109763;10596.0 278.0 109745;23193.0 1104.0 109762;5915.0 182.0 109769;2270.0 29.0 109770;3002.0 87.0 109771;17833.0 739.0 109740;2547.0 69.0 109773;2451.0 105.0 109774;11575.0 585.0 109775;2035.0 52.0 109776;1749.0 45.0 109777;2060.0 61.0 109778;1451.0 42.0 109779;2665.0 103.0 109780;2536.0 104.0 109782;737.0 29.0 109783;18970.0 875.0 109684,109730.0 20000;109731.0 20000;109765.0 20000;109763.0 20000;109777.0 20000;109762.0 20000;109769.0 20000;109770.0 20000;109771.0 20000;109740.0 20000;109773.0 20000;109774.0 20000;109775.0 20000;109776.0 20000;109745.0 20000;109778.0 20000;109779.0 20000;109780.0 20000;109782.0 20000;109783.0 20000;109684.0 20000,109730 902;109731 925;109765 987;109763 1028;109745 939;109762 972;109769 951;109770 957;109771 888;109740 968;109773 915;109774 943;109775 973;109776 960;109777 934;109778 973;109779 947;109780 953;109782 1001;109783 908;109684 976
